,sent
2621,"After March 23, although the possibility of massive transmission in the children's age group is lower, group transmission is possible to occur."
2622,"Background: After the outbreak of novel coronavirus (2019-nCoV) starting in late 2019, a number of researchers have reported the predicted the virus transmission dynamics."
2623,"However, under the strict control policy the novel coronavirus does not spread naturally outside Hubei Province, and none of the prediction closes to the real situation."
2624,"Methods and findings: We used the traditional SEIR model, fully estimated the effect of control measures, to predict the virus transmission in Wuhan, the capital city of Hubei Province, and Beijing."
2625,"We forecast that the outbreak of 2019-nCoV would reach its peak around March 6±10 in Wuhan and March 20±16 in Beijing, respectively."
2626,The infectious population in Beijing would be much less (only 0.3%) than those in Wuhan at the peak of this transmission wave.
2627,"The number of confirmed cases in cities inside Hubei Province grow exponentially, whereas those in cities outside the province increase linearly."
2628,Conclusions: The unprecedented province lockdown substantially suspends the national and global outbreak of 2019-nCoV.
2629,"The spread of the novel coronavirus (SARS-CoV-2) has triggered a global emergency, that demands urgent solutions for detection and therapy to prevent escalating health, social and economic impacts."
2630,"The spike protein (S) of this virus enables binding to the human receptor ACE2, and hence presents a prime target for vaccines preventing viral entry into host cells1."
2631,"The S proteins from SARS-CoV-1 and SARS-CoV-2 are similar2, but structural differences in the receptor binding domain (RBD) preclude the use of SARS-CoV-1–specific neutralizing antibodies to inhibit SARS-CoV-23."
2632,"Here we used comparative pangenomic analysis of all sequenced Betacoronaviruses to reveal that, among all core gene clusters present in these viruses, the envelope protein E shows a variant shared by SARS and SARS-Cov2 with two completely-conserved key functional features, an ion-channel and a PDZ-binding Motif (PBM)."
2633,"These features trigger a cytokine storm that activates the inflammasome, leading to increased edema in lungs causing the acute respiratory distress syndrome (ARDS)4-6, the leading cause of death in SARS-CoV-1 and SARS-CoV-2 infection7,8."
2634,"However, three drugs approved for human use may inhibit SARS-CoV-1 and SARS-CoV-2 Protein E, either acting upon the ion channel (Amantadine and Hexamethylene amiloride9,10) or the PBM (SB2035805), thereby potentially increasing the survival of the host, as already demonstrated for SARS-CoV-1in animal models."
2635,"Hence, blocking the SARS protein E inhibits development of ARDS in vivo."
2636,"Given that our results demonstrate that the protein E subcluster for the SARS clade is quasi-identical for the key functional regions of SARS-CoV-1 and SARS-CoV-2, we conclude that use of approved drugs shown to act as SARS E protein inhibitors can help prevent further casualties from COVID-2019 while vaccines and other preventive measures are being developed."
2637,We firstly reported a case of acute myelitis in a SARS-CoV-2-infected patient.
2638,A 66-year-old man with COVID-19 was admitted with acute flaccid paralysis of bilateral lower limbs and urinary and bowel incontinence.
2639,All serum microbiological studies were negative except for SARS-CoV-2 nucleic acid testing.
2640,Clinical findings could be ascribed to a post-infectious acute myelitis.
2641,"He was receiving treatment with ganciclovir, lopinavir/ritonavir, moxifloxacin, dexamethasone, human immunoglobulin and mecobalamin."
2642,"With a diagnosis of post-infectious acute myelitis and comprehensive treatment, paralysis of bilateral lower extremities ameliorated."
2643,"After two times negative novel coronavirus RNA nasopharyngeal swabs tests, he was discharged and transferred to a designated hospital for isolation treatment and rehabilitation therapy."
2644,"An outbreak of clusters of viral pneumonia due to a novel coronavirus (2019-nCoV/SARS-CoV-2) happened in Wuhan, Hubei Province in China in December 2019."
2645,"Since the outbreak, several groups reported estimated R0 of Coronavirus Disease 2019 (COVID-19) and generated valuable prediction for the early phase of this outbreak."
2646,"After implementation of strict prevention and control measures in China, new estimation is needed."
2647,"An infectious disease dynamics SEIR (Susceptible, Exposed, Infectious, and Removed) model was applied to estimate the epidemic trend in Wuhan, China under two assumptions of Rt."
2648,"In the first assumption, Rt was assumed to maintain over 1."
2649,"The estimated number of infections would continue to increase throughout February without any indication of dropping with Rt = 1.9, 2.6, or 3.1."
2650,"The number of infections would reach 11,044, 70,258, and 227,989, respectively, by 29 February 2020."
2651,"In the second assumption, Rt was assumed to gradually decrease at different phases from high level of transmission (Rt = 3.1, 2.6, and 1.9) to below 1 (Rt = 0.9 or 0.5) owing to increasingly implemented public health intervention."
2652,Several phases were divided by the dates when various levels of prevention and control measures were taken in effect in Wuhan.
2653,"The estimated number of infections would reach the peak in late February, which is 58,077–84,520 or 55,869–81,393."
2654,Whether or not the peak of the number of infections would occur in February 2020 may be an important index for evaluating the sufficiency of the current measures taken in China.
2655,"Regardless of the occurrence of the peak, the currently strict measures in Wuhan should be continuously implemented and necessary strict public health measures should be applied in other locations in China with high number of COVID-19 cases, in order to reduce Rt to an ideal level and control the infection."
2656,Advance of promising targets and agents against 2019-nCoV in China
2657,": Cancer and transplant patients with COVID-19 have a higher risk of developing severe and even fatal respiratory diseases, especially as they may be treated with immune-suppressive or immune-stimulating drugs."
2658,This review focuses on the effects of these drugs on host immunity against COVID-19.
2659,"METHODS: Using Ovid MEDLINE, we reviewed current evidence for immune-suppressing or -stimulating drugs: cytotoxic chemotherapy, low-dose steroids, tumour necrosis factorα (TNFα) blockers, interlukin-6 (IL-6) blockade, Janus kinase (JAK) inhibitors, IL-1 blockade, mycophenolate, tacrolimus, anti-CD20 and CTLA4-Ig."
2660,RESULTS: 89 studies were included.
2661,"Cytotoxic chemotherapy has been shown to be a specific inhibitor for severe acute respiratory syndrome coronavirus in in vitro studies, but no specific studies exist as of yet for COVID-19."
2662,"No conclusive evidence for or against the use of non-steroidal anti-inflammatory drugs (NSAIDs) in the treatment of COVID-19 patients is available, nor is there evidence indicating that TNFα blockade is harmful to patients in the context of COVID-19."
2663,"COVID-19 has been observed to induce a pro-inflammatory cytokine generation and secretion of cytokines, such as IL-6, but there is no evidence of the beneficial impact of IL-6 inhibitors on the modulation of COVID-19."
2664,"Although there are potential targets in the JAK-STAT pathway that can be manipulated in treatment for coronaviruses and it is evident that IL-1 is elevated in patients with a coronavirus, there is currently no evidence for a role of these drugs in treatment of COVID-19."
2665,CONCLUSION: The COVID-19 pandemic has led to challenging decision-making about treatment of critically unwell patients.
2666,Low-dose prednisolone and tacrolimus may have beneficial impacts on COVID-19.
2667,"The mycophenolate mofetil picture is less clear, with conflicting data from pre-clinical studies."
2668,"There is no definitive evidence that specific cytotoxic drugs, low-dose methotrexate for auto-immune disease, NSAIDs, JAK kinase inhibitors or anti-TNFα agents are contraindicated."
2669,There is clear evidence that IL-6 peak levels are associated with severity of pulmonary complications.
2670,The novel Coronavirus SARS-CoV-2 (CoV) has induced a world-wide pandemic and subsequent non-pharmaceutical interventions (NPI) in order to control the spreading of the virus.
2671,NPIs are considered to be critical in order to at least delay the peak number of infected individuals and to prevent the health care system becoming overwhelmed by the number of patients to treat in hospitals or in intensive care units (ICUs).
2672,"However, there is also increasing concern that the NPIs in place would increase mortality because of other diseases, increase the frequency of suicide and increase the risk of an economic recession with unforeseeable implications."
2673,It is therefore instrumental to evaluate the necessity of NPIs and to monitor the progress of containment of the virus spreading.
2674,We used a data-driven estimation of the evolution of the reproduction number for viral spreading in Germany as well as in all its federal states.
2675,"Based on an extended infection-epidemic model, parameterized with data from the Robert Koch-Institute and, alternatively, with parameters stemming from a fit to the initial phase of CoV spreading in different regions of Italy, we consistently found that the reproduction number was turned down to a range near 1 in all federal states."
2676,"We used the latest reproduction number as a starting point for the simulation of epidemic progression and varied the reproduction number, mimicking either release or strengthening of NPIs."
2677,"Germany is currently, April 3rd, 2020, at the border line of a reproduction number between the scenarios of major immunisation of the population or eradication of the virus."
2678,"We strongly recommend to keep all NPIs in place and suggest to even strengthen the measures in order to accelerate reaching the state of full control, thus, also limiting collateral damage of the NPIs in time."
2679,The COVID-19 infections in Pakistan are spreading at an exponential rate and a point may soon be reached where rigorous prevention measures would need to be adopted.
2680,Mathematical models can help define the scale of an epidemic and the rate at which an infection can spread in a community.
2681,We used an SIR model to predict the magnitude of the COVID-19 epidemic in Pakistan and compared the numbers with the reported cases on the national database.
2682,"Our results indicate that Pakistan could hit peak number of infectious cases on May 26th, 2020 and by June 24th, 2020, 90% of the population will have become infected with the virus if policy interventions seeking to curb this infection are not adopted aggressively."
2683,The novel coronavirus SARS-CoV-2 (2019-nCoV) is a member of the family coronaviridae and contains a single-stranded RNA genome with positive-polarity.
2684,"To reveal the evolution mechanism of SARS-CoV-2 genome, we performed comprehensive genomic analysis with newly sequenced SARS-CoV-2 strains and 20 closely related coronavirus strains."
2685,"Among 98 nucleotide mutations at 93 sites of the genome among different SARS-CoV-2 strains, 58 of them caused amino acid change, indicating a result of neutral evolution."
2686,"However, the ratio of nucleotide substitutions to amino acid substitutions of spike gene (9.07) between SARS-CoV-2 WIV04 and Bat-SARSr-CoV RaTG13 was extensively higher than those from comparisons between other coronaviruses (range 1.29 - 4.81)."
2687,"The elevated synonymous mutations between SARS-CoV-2 and RaTG13, suggesting they underwent stronger purifying selection."
2688,"Moreover, their nucleotide substitutions are enriched with T:C transition, which is consistent with the mutation signature caused by deactivity of RNA 3’-to-5’ exoribonuclease (ExoN)."
2689,"The codon usage was similar between SARS-CoV-2 and other strains in beta-coronavirus lineage B, suggesting it had small impact on the mutation pattern."
2690,"In comparison of SARS-CoV-2 WIV04 with Bat-SARSr-CoV RaTG13, the ratios of non-synonymous to synonymous substitution rates (dN/dS) was the lowest among all performed comparisons, reconfirming the evolution of SARS-CoV-2 under stringent selective pressure."
2691,"Moreover, some sites of spike protein might be subjected to positive selection."
2692,"Therefore, our results will help understanding the evolutionary mechanisms contribute to viral pathogenicity and its adaptation with hosts."
2693,"The novel coronavirus (SARS-CoV-2/ 2019-nCoV) identified in Wuhan, China, in December 2019 has caused great damage to public health and economy worldwide with over 140,000 infected cases up to date."
2694,"Previous research has suggested an involvement of meteorological conditions in the spread of droplet-mediated viral diseases, such as influenza."
2695,"However, as for the recent novel coronavirus, few studies have discussed systematically about the role of daily weather in the epidemic transmission of the virus."
2696,"Here, we examine the relationships of meteorological variables with the severity of the outbreak on a worldwide scale."
2697,"The confirmed case counts, which indicates the severity of COVID-19 spread, and four meteorological variables, i.e., air temperature, relative humidity, wind speed, and visibility, were collected daily between January 20 and March 11 (52 days) for 430 cities and districts all over China, 21 cities/ provinces in Italy, 21 cities/ provinces in Japan, and 51 other countries around the world."
2698,"Four different time delays of weather (on the day, 3 days ago, 7 days ago, and 14 days ago) as to the epidemic situation were taken for modeling and we finally chose the weather two weeks ago to model against the daily epidemic situation as its correlated with the outbreak best."
2699,"Taken Chinese cities as a discovery dataset, it was suggested that temperature, wind speed, and relative humidity combined together could best predict the epidemic situation."
2700,The meteorological model could well predict the outbreak around the world with a high correlation (r2>0.6) with the real data.
2701,"Using this model, we further predicted the possible epidemic situation in the future 12 days in several high-latitude cities with potential outbreak."
2702,This model could provide more information for government's future decisions on COVID-19 outbreak control.
2703,COVID-19: what is next for public health?
2704, SARS-CoV-2 causes the recent global COVID-19 public health emergency.
2705,ACE2 is the receptor for both SARS-CoV-2 and SARS-CoV.
2706,"To predict the potential host range of SARS-CoV-2, we analyzed the key residues of ACE2 for recognizing S protein."
2707,"We found that most of the selected mammals including pets (dog and cat), pangolin and Circetidae mammals remained the most of key residues for association with S protein from SARS-CoV and SARS-CoV-2."
2708,The interaction interface between cat/dog/pangolin/Chinese hamster ACE2 and SARS-CoV/SARS-CoV-2 S protein was simulated through homology modeling.
2709,We identified that N82 in ACE2 showed a closer contact with SARS-CoV-2 S protein than M82 in human ACE2.
2710,Our finding will provide important insights into the host range of SARS-CoV-2 and a new strategy to design an optimized ACE2 for SARS-CoV-2 infection.
2711,Baricitinib for COVID-19: a suitable treatment?
2712,– Authors' reply
2713,The epidemic of a novel coronavirus illness (COVID-19) becomes as a global threat.
2714,The aim of this study is first to find the best prediction models for daily confirmed cases in countries with high number of confirmed cases in the world and second to predict confirmed cases with these models in order to have more readiness in healthcare systems.
2715,"This study was conducted based on daily confirmed cases of COVID-19 that were collected from the official website of Johns Hopkins University from January 22th, 2020 to March 1th, 2020."
2716,Auto Regressive Integrated Moving Average (ARIMA) model was used to predict the trend of confirmed cases.
2717,Stata version 12 was used.
2718,Mainland China and Thailand had almost a stable trend.
2719,The trend of South Korea was decreasing and will become stable in near future.
2720,Iran and Italy had unstable trends.
2721,Mainland China and Thailand were successful in haltering COVID-19 epidemic.
2722,Investigating their protocol in this control like quarantine should be in the first line of other countries program
2723,"OBJECTIVES: The 2019 novel coronavirus (2019-nCoV) from Wuhan, China is currently recognized as a public health emergency of global concern."
2724,METHODS: We reviewed the currently available literature to provide up-to-date guidance on control measures to be implemented by public health authorities.
2725,RESULTS: Some of the epidemiological characteristics of 2019-nCoV have been identified.
2726,"However, there remain considerable uncertainties, which should be considered when providing guidance to public health authorities on control measures."
2727,CONCLUSIONS: Additional studies incorporating more detailed information from confirmed cases would be valuable.
2728,"Background An outbreak of a novel coronavirus (SARS-CoV-2)-infected pneumonia (COVID-19) was first occurred in Wuhan, China, in December 2019 and then spread rapidly to other regions."
2729,It has been declared that at least one confirmed case infected by SARS-CoV-2 was found in each province of China by late January 2020.
2730,"Methods We collected the time series data of the cumulative number of confirmed infected, dead, and cured cases from the health commissions in 31 provinces in mainland China."
2731,A simple descriptive model in a logistic form was formulated to infer the intrinsic epidemic rules of COVID-19.
2732,"Furthermore, we compared the intrinsic epidemic rules of COVID-19 in Hubei with that of the severe acute respiratory syndrome (SARS) in Beijing, which was obtained from the Ministry of Public Health of China in 2003."
2733,Results The feature of data of three population groups in all the provinces could be well captured (R-square>0.95) by the proposed descriptive model with slight variation among different provinces.
2734,"By comparing fitted parameters, we found that the fitted curve of the infected case is the earliest to be saturated and has the lowest semi-saturation period in both COVID-19 and SARS."
2735,While all three population groups of SARS are later to saturate and have a longer semi-saturation period than that of COVID-19.
2736,"Conclusions Our model is robust and stable to depict the intrinsic growth rule for the cumulative number of confirmed infected, dead, and cured cases in 30 provinces, which could depict the epidemic situation in mainland China very well."
2737,"Despite the virus caused SARS (SARS-CoV) and the virus caused COVID-19 (SARS-CoV-2) are homologous, their epidemiologic characteristics are quite different."
2738,The duration of the outbreak would be shorter for COVID-19.
2739,This paper deals with an advanced analytical epidemic diffusion model which is capable to predict the status of epidemic impacts.
2740,"This newly propose model well describes an epidemic growth and it could be widely applied into various topics including pathology, epidemiology, business and data sciences."
2741,The Advanced Analytical Epidemic Diffusion Model (AAEDM) is a dynamic diffusion prediction model which is theoretically intuitive and its tractable closed formula could be easily adapted into versatile Bigdata driven analytics including the machine learning system.
2742,This dynamic model is still an analytical model but the periods of prediction are segmented for adapting the values from the dataset when the data is available.
2743,The epidemiologically vital parameters which effect on the AAEDM are also introduced in this paper.
2744,The evaluation of this theoretical model based on the Covid-19 data in Korea has been accomplished with relative fair future prediction accuracies.
2745,"Although this analytical model has been designed from a basic exponential growth model, the performance of the AAEDM is competitive with other Bigdata based simulation models."
2746,"Since the AAEDM is relatively simple and handy, anyone can use this model into analyzing outbreak situations in his daily life."
2747,"Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was first reported in Wuhan, China, and rapidly spread worldwide."
2748,Previous studies suggested cat could be a potential susceptible animal of SARS-CoV-2.
2749,"Here, we investigated the infection of SARS-CoV-2 in cats by detecting specific serum antibodies."
2750,"A cohort of serum samples were collected from cats in Wuhan, including 102 sampled after COVID-19 outbreak, and 39 prior to the outbreak."
2751,15 of 102 (14.7%) cat sera collected after the outbreak were positive for the receptor binding domain (RBD) of SARS-CoV-2 by indirect enzyme linked immunosorbent assay (ELISA).
2752,"Among the positive samples, 11 had SARS-CoV-2 neutralizing antibodies with a titer ranging from 1/20 to 1/1080."
2753,No serological cross-reactivity was detected between the SARS-CoV-2 and type I or II feline infectious peritonitis virus (FIPV).
2754,Our data demonstrates that SARS-CoV-2 has infected cat population in Wuhan during the outbreak.
2755,"[Image: see text] As the infection of 2019-nCoV coronavirus is quickly developing into a global pneumonia epidemic, the careful analysis of its transmission and cellular mechanisms is sorely needed."
2756,"In this Communication, we first analyzed two recent studies that concluded that snakes are the intermediate hosts of 2019-nCoV and that the 2019-nCoV spike protein insertions share a unique similarity to HIV-1."
2757,"However, the reimplementation of the analyses, built on larger scale data sets using state-of-the-art bioinformatics methods and databases, presents clear evidence that rebuts these conclusions."
2758,"Next, using metagenomic samples from Manis javanica, we assembled a draft genome of the 2019-nCoV-like coronavirus, which shows 73% coverage and 91% sequence identity to the 2019-nCoV genome."
2759,"In particular, the alignments of the spike surface glycoprotein receptor binding domain revealed four times more variations in the bat coronavirus RaTG13 than in the Manis coronavirus compared with 2019-nCoV, suggesting the pangolin as a missing link in the transmission of 2019-nCoV from bats to human."
2760," Middle East Respiratory Syndrome (MERS) is a viral respiratory infection, which ranges from asymptomatic infection to severe pneumonia and multiorgan failure, caused by a novel coronavirus named Middle East Respiratory Syndrome Coronavirus (MERS-CoV)."
2761,Majority of cases have been reported from Saudi Arabia.
2762,MERS cases occur as sporadic cases or as clusters or hospital outbreaks.
2763,Dromedary camels are thought to be a host for MERS-CoV.
2764,Direct contact with dromedary camels within 14days prior to infection was identified as an independent risk factor for MERS.
2765,"Diagnosis of MERS is based on a positive real-time reverse transcriptase polymerase chain reaction (rRT-PCR), obtained from a respiratory specimen."
2766,The mainstay of management of MERS-CoV infection is supportive care.
2767,"There is no specific antiviral therapy for MERS-CoV infection at present, although several modalities of treatment options have been examined or are under investigation."
2768,": The ongoing new coronavirus pneumonia (Corona Virus Disease 2019, COVID-19) outbreak is spreading in China, but it has not yet reached its peak."
2769,"Five million people emigrated from Wuhan before lockdown, potentially representing a source of virus infection."
2770,Determining case distribution and its correlation with population emigration from Wuhan in the early stage of the epidemic is of great importance for early warning and for the prevention of future outbreaks.
2771,"METHODS: The official case report on the COVID-19 epidemic was collected as of January 30, 2020."
2772,Time and location information on COVID-19 cases was extracted and analyzed using ArcGIS and WinBUGS software.
2773,"Data on population migration from Wuhan city and Hubei province were extracted from Baidu Qianxi, and their correlation with the number of cases was analyzed."
2774,RESULTS: The COVID-19 confirmed and death cases in Hubei province accounted for 59.91% (5806/9692) and 95.77% (204/213) of the total cases in China respectively.
2775,"Hot spot provinces included Sichuan and Yunnan, which are adjacent to Hubei."
2776,The time risk of Hubei province on the following day was 1.960 times that on the previous day.
2777,"The number of cases in some cities was relatively low, but the time risk appeared to be continuously rising."
2778,The correlation coefficient between the provincial number of cases and emigration from Wuhan was up to 0.943.
2779,The lockdown of 17 cities in Hubei province and the implementation of nationwide control measures efficiently prevented an exponential growth in the number of cases.
2780,CONCLUSIONS: The population that emigrated from Wuhan was the main infection source in other cities and provinces.
2781,Some cities with a low number of cases showed a rapid increase in case load.
2782,"Owing to the upcoming Spring Festival return wave, understanding the risk trends in different regions is crucial to ensure preparedness at both the individual and organization levels and to prevent new outbreaks."
2783,": Human infections with zoonotic coronaviruses (CoVs), including severe acute respiratory syndrome (SARS)-CoV and Middle East respiratory syndrome (MERS)-CoV, have raised great public health concern globally."
2784,"Here, we report a novel bat-origin CoV causing severe and fatal pneumonia in humans."
2785,"METHODS: We collected clinical data and bronchoalveolar lavage (BAL) specimens from five patients with severe pneumonia from Jin Yin-tan Hospital of Wuhan, Hubei province, China."
2786,Nucleic acids of the BAL were extracted and subjected to next-generation sequencing.
2787,"Virus isolation was carried out, and maximum-likelihood phylogenetic trees were constructed."
2788,"RESULTS: Five patients hospitalized from December 18 to December 29, 2019 presented with fever, cough, and dyspnea accompanied by complications of acute respiratory distress syndrome."
2789,Chest radiography revealed diffuse opacities and consolidation.
2790,One of these patients died.
2791,"Sequence results revealed the presence of a previously unknown beta-CoV strain in all five patients, with 99.8-99.9% nucleotide identities among the isolates."
2792,These isolates showed 79.0% nucleotide identity with the sequence of SARS-CoV (GenBank NC_004718) and 51.8% identity with the sequence of MERS-CoV (GenBank NC_019843).
2793,"The virus is phylogenetically closest to a bat SARS-like CoV (SL-ZC45, GenBank MG772933) with 87.6-87.7% nucleotide identity, but is in a separate clade."
2794,"Moreover, these viruses have a single intact open reading frame gene 8, as a further indicator of bat-origin CoVs."
2795,"However, the amino acid sequence of the tentative receptor-binding domain resembles that of SARS-CoV, indicating that these viruses might use the same receptor."
2796,CONCLUSION: A novel bat-borne CoV was identified that is associated with severe and fatal respiratory disease in humans.
2797,"The basic reproduction number of an infectious agent is the average number of infections one case can generate over the course of the infectious period, in a naïve, uninfected population."
2798,"It is well-known that the estimation of this number may vary due to several methodological issues, including different assumptions and choice of parameters, utilized models, used datasets and estimation period."
2799,"With the spreading of the novel coronavirus (2019-nCoV) infection, the reproduction number has been found to vary, reflecting the dynamics of transmission of the coronavirus outbreak as well as the case reporting rate."
2800,"Due to significant variations in the control strategies, which have been changing over time, and thanks to the introduction of detection technologies that have been rapidly improved, enabling to shorten the time from infection/symptoms onset to diagnosis, leading to faster confirmation of the new coronavirus cases, our previous estimations on the transmission risk of the 2019-nCoV need to be revised."
2801,"By using time-dependent contact and diagnose rates, we refit our previously proposed dynamics transmission model to the data available until January 29th(,) 2020 and re-estimated the effective daily reproduction ratio that better quantifies the evolution of the interventions."
2802,We estimated when the effective daily reproduction ratio has fallen below 1 and when the epidemics will peak.
2803,Our updated findings suggest that the best measure is persistent and strict self-isolation.
2804,"The epidemics will continue to grow, and can peak soon with the peak time depending highly on the public health interventions practically implemented."
2805," The recent emergence of the novel, pathogenic SARS-coronavirus 2 (SARS-CoV-2) in China and its rapid national and international spread pose a global health emergency."
2806,Cell entry of coronaviruses depends on binding of the viral spike (S) proteins to cellular receptors and on S protein priming by host cell proteases.
2807,Unravelling which cellular factors are used by SARS-CoV-2 for entry might provide insights into viral transmission and reveal therapeutic targets.
2808,"Here, we demonstrate that SARS-CoV-2 uses the SARS-CoV receptor ACE2 for entry and the serine protease TMPRSS2 for S protein priming."
2809,A TMPRSS2 inhibitor approved for clinical use blocked entry and might constitute a treatment option.
2810,"Finally, we show that the sera from convalescent SARS patients cross-neutralized SARS-2-S-driven entry."
2811,Our results reveal important commonalities between SARS-CoV-2 and SARS-CoV infection and identify a potential target for antiviral intervention.
2812,Telemedicine in the Era of COVID-19
2813," The emergence of SARS-CoV-2 has resulted in >90,000 infections and >3,000 deaths."
2814,Coronavirus spike (S) glycoproteins promote entry into cells and are the main target of antibodies.
2815,"We show that SARS-CoV-2 S uses ACE2 to enter cells and that the receptor-binding domains of SARS-CoV-2 S and SARS-CoV S bind with similar affinities to human ACE2, correlating with the efficient spread of SARS-CoV-2 among humans."
2816,"We found that the SARS-CoV-2 S glycoprotein harbors a furin cleavage site at the boundary between the S1/S2 subunits, which is processed during biogenesis and sets this virus apart from SARS-CoV and SARS-related CoVs."
2817,"We determined cryo-EM structures of the SARS-CoV-2 S ectodomain trimer, providing a blueprint for the design of vaccines and inhibitors of viral entry."
2818,"Finally, we demonstrate that SARS-CoV S murine polyclonal antibodies potently inhibited SARS-CoV-2 S mediated entry into cells, indicating that cross-neutralizing antibodies targeting conserved S epitopes can be elicited upon vaccination."
2819,The recent emergence of the pathogenic SARS-CoV-2 initiated a worldwide health crisis.
2820,"The entry of the virus into cells is mediated by the binding of the viral Spike protein to the angiotensin-converting enzyme-2 (ACE2), followed by its priming by the TMPRSS2 serine protease, both present on the cellular membrane of the target cells."
2821,"In the respiratory tract, these targets are ciliated cells."
2822,"Interestingly, various reports indicate an association between SARS-CoV-2 infection and anosmia, suggesting an alteration not restricted to the respiratory tissue, but that might also include the olfactory sensory epithelium."
2823,"We explored this possibility by generating RNA-seq libraries from human neuroepithelium, in which we found significant expression of ACE2 and TMPRSS2."
2824,"To determine whether specific cell types of this chemosensory tissue may coexpress both of the virus entry genes, we analyzed a scRNA-seq dataset."
2825,"We determined that sustentacular cells, which are in direct contact with the external world and maintain the integrity of olfactory sensory neurons, represents a prime candidate for SARS-CoV-2 infection via the nose, and possibly for SARS-CoV-2-induced anosmia."
2826,A new Susceptible-Exposed-Infected-Confirmed-Removed (SEICR) model with consideration of intercity travel and active intervention is proposed for predicting the spreading progression of the 2019 New Coronavirus Disease (COVID-19).
2827,The model takes into account the known or reported number of infected cases being fewer than the actual number of infected individuals due to insufficient testing.
2828,"The model integrates intercity travel data to track the movement of exposed and infected individuals among cities, and allows different levels of active intervention to be considered so that realistic prediction of the number of infected individuals can be performed."
2829,"The data of the COVID-19 infection cases and the intercity travel data for Japan (January 15 to March 20, 2020) and the USA (February 20 to March 20, 2020) are used to illustrate the prediction of the pandemic progression in 47 regions of Japan and 50 states (plus a federal district) in the USA."
2830,"By fitting the model with the data, we reveal that, as of March 19, 2020, the number of infected individuals in Japan and the USA could be twenty-fold and five-fold as many as the number of confirmed cases, respectively."
2831,"Moreover, the model generates future progression profiles for different levels of intervention by setting the parameters relative to the values found from the data fitting."
2832,"Results show that without tightening the implementation of active intervention, Japan and the USA will see about 6.55% and 18.2% of the population eventually infected, and with drastic ten-fold elevated active intervention, the number of people eventually infected can be reduced by up to 95% in Japan and 70% in the USA."
2833,"Finally, an assessment of the relative effectiveness of active intervention and personal protective measures is discussed."
2834,"With a highly vigilant public maintaining personal hygiene and exercising strict protective measures, the percentage of population infected can be further reduced to 0.23% in Japan and 2.7% in the USA."
2835, The World Health Organization (WHO) has recently declared coronavirus disease 2019 (COVID-19) a public health emergency of global concern.
2836,Updated analysis of cases might help identify the characteristic and risk factors of the illness severity.
2837,"METHODS We extracted data regarding 47 patients with confirmed COVID-19 from Renmin Hospital of Wuhan University between February 1 and February 18, 2020."
2838,The degree of severity of COVID-19 patients (severe vs. non-severe) was defined at the time of admission according to American Thoracic Society (ATS) guidelines for community-acquired pneumonia (CAP).
2839,"RESULTS The median age was 64.91 years, 26 cases (55.31%) were male of which, and 70.83% were severe cases."
2840,"Severe patients had higher APACHE II (9.92 vs 4.74) and SOFA (3.0 vs 1.0) scores on admission, as well as the higher PSI (86.13 vs 61.39), Curb-65 (1.14 vs 0.48) and CT semiquantitative scores (5.0 vs 2.0) when compared with non-severe patients."
2841,"Among all univariable parameters, APACHE II, SOFA, lymphocytes, CRP, LDH, AST, cTnI, BNP, et al were significantly independent risk factors of COVID-19 severity."
2842,"Among which, LDH was most positively related both with APACHE II (R = 0.682) and SOFA (R = 0.790) scores, as well as PSI (R = 0.465) and CT (R = 0.837) scores."
2843,"To assess the diagnostic value of these selected parameters, LDH (0.9727) had maximum sensitivity (100.00%) and specificity (86.67%), with the cutoff value of 283."
2844,"As a protective factor, lymphocyte counts less than 1.045 x 109 /L showed a good accuracy for identification of severe patients with AUC = 0.9845 (95%CI 0.959-1.01), the maximum specificity (91.30%) and sensitivity (95.24%)."
2845,"In addition, LDH was positively correlated with CRP, AST, BNP and cTnI, while negatively correlated with lymphocyte cells and its subsets, including CD3+, CD4+ and CD8+ T cells (P < 0.01)."
2846,CONCLUSIONS This study showed that LDH coule be identified as a powerful predictive factor for early recognition of lung injury and severe COVID-19 cases.
2847,"And importantly, lymphocyte counts, especially CD3+, CD4+, and CD8+ T cells in the peripheral blood of COVID-19 patients, which was relevant with serum LDH, were also dynamically correlated with the severity of the disease."
2848,FUNDING Key Project of Shanghai Municipal Health Bureau (2016ZB0202)
2849,"The recent outbreak of coronavirus disease (COVID-19) caused by SARS-CoV-2 infection in Wuhan, China has posed a serious threat to global public health."
2850,"To develop specific anti-coronavirus therapeutics and prophylactics, the molecular mechanism that underlies viral infection must first be defined."
2851,"Therefore, we herein established a SARS-CoV-2 spike (S) protein-mediated cell–cell fusion assay and found that SARS-CoV-2 showed a superior plasma membrane fusion capacity compared to that of SARS-CoV."
2852,"We solved the X-ray crystal structure of six-helical bundle (6-HB) core of the HR1 and HR2 domains in the SARS-CoV-2 S protein S2 subunit, revealing that several mutated amino acid residues in the HR1 domain may be associated with enhanced interactions with the HR2 domain."
2853,"We previously developed a pan-coronavirus fusion inhibitor, EK1, which targeted the HR1 domain and could inhibit infection by divergent human coronaviruses tested, including SARS-CoV and MERS-CoV."
