,pid,title,abstract
816,xndjru4d,Antioxidant effect of angiotensin (1-7) in the protection of pancreatic β cell function,"It is well known that the local renin-angiotensin system (RAS) is activated in the diabetic state, which results in an increase in the level of oxidative stress injury to pancreatic β cells. The angiotensin-converting enzyme 2 (ACE2)/angiotensin (1-7) [Ang (1-7)]/Mas axis is a negative regulator of the classical renin-angiotensin system. In order to investigate the antioxidant effect of Ang (1-7) on pancreatic β cells, INS-1 cells were cultured and oxidative stress was induced by treatment with H(2)O(2). Glucose-stimulated insulin secretion (GSIS), the generation of reactive oxygen species (ROS), mitochondrial membrane potential (MMP) and glucose-stimulated calcium (GSCa) responses in β cells were determined following treatment with Ang (1-7). It was observed that H(2)O(2) significantly impaired the insulin secreting function, increased the production of ROS, and also decreased the levels of GSCa and MMP. Pre-treatment with Ang (1-7) alleviated these effects and treatment with A779 [antagonist of Ang (1-7)] prevented the effects of Ang (1-7). Based on these findings, it was concluded that Ang (1-7) can protect pancreatic β cells from oxidative injury and such protection can be blocked by its antagonist A779."
817,awof732n,Actinobacillus pleuropneumoniae induces SJPL cell cycle arrest in G2/M-phase and inhibits porcine reproductive and respiratory syndrome virus replication,": Porcine reproductive and respiratory syndrome virus (PRRSV) is one of the most important pathogens in the swine industry and causes important economic losses. No effective antiviral drugs against it are commercially available. We recently reported that the culture supernatant of Actinobacillus pleuropneumoniae, the porcine pleuropneumonia causative agent, has an antiviral activity in vitro against PRRSV in SJPL cells. Objectives of this study were (i) to identify the mechanism behind the antiviral activity displayed by A. pleuropneumoniae and (ii) to characterize the active molecules present in the bacterial culture supernatant. METHODS: Antibody microarray analysis was used in order to point out cellular pathways modulated by the A. pleuropneumoniae supernatant. Subsequent, flow cytometry analysis and cell cycle inhibitors were used to confirm antibody microarray data and to link them to the antiviral activity of the A. pleuropneumoniae supernatant. Finally, A. pleuropneumoniae supernatant characterization was partially achieved using mass spectrometry. RESULTS: Using antibody microarray, we observed modulations in G2/M-phase cell cycle regulation pathway when SJPL cells were treated with A. pleuropneumoniae culture supernatant. These modulations were confirmed by a cell cycle arrest at the G2/M-phase when cells were treated with the A. pleuropneumoniae culture supernatant. Furthermore, two G2/M-phase cell cycle inhibitors demonstrated the ability to inhibit PRRSV infection, indicating a potential key role for PRRSV infection. Finally, mass spectrometry lead to identify two molecules (m/z 515.2 and m/z 663.6) present only in the culture supernatant. CONCLUSIONS: We demonstrated for the first time that A. pleuropneumoniae is able to disrupt SJPL cell cycle resulting in inhibitory activity against PRRSV. Furthermore, two putative molecules were identified from the culture supernatant. This study highlighted the cell cycle importance for PRRSV and will allow the development of new prophylactic or therapeutic approaches against PRRSV. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (doi:10.1186/s12985-015-0404-3) contains supplementary material, which is available to authorized users."
818,tt0fhp8c,Kinetic characterization of trans-proteolytic activity of Chikungunya virus capsid protease and development of a FRET-based HTS assay,"Chikungunya virus (CHIKV) capsid protein (CVCP) is a serine protease that possesses cis-proteolytic activity essential for the structural polyprotein processing and plays a key role in the virus life cycle. CHIKV being an emerging arthropod-borne pathogenic virus, is a public health concern worldwide. No vaccines or specific antiviral treatment is currently available for chikungunya disease. Thus, it is important to develop inhibitors against CHIKV enzymes to block key steps in viral reproduction. In view of this, CVCP was produced recombinantly and purified to homogeneity. A fluorescence resonance energy transfer (FRET)-based proteolytic assay was developed for high throughput screening (HTS). A FRET peptide substrate (DABCYL-GAEEWSLAIE-EDANS) derived from the cleavage site present in the structural polyprotein of CVCP was used. The assay with a Z’ factor of 0.64 and coefficient of variation (CV) is 8.68% can be adapted to high throughput format for automated screening of chemical libraries to identify CVCP specific protease inhibitors. Kinetic parameters K(m) and k(cat)/K(m) estimated using FRET assay were 1.26 ± 0.34 μM and 1.11 × 10(3) M(−1) sec(−1) respectively. The availability of active recombinant CVCP and cost effective fluorogenic peptide based in vitro FRET assay may serve as the basis for therapeutics development against CHIKV."
820,469zrqpi,Database of traditional Chinese medicine and its application to studies of mechanism and to prescription validation," AND PURPOSE: Traditional Chinese Medicine (TCM) is widely practised and is viewed as an attractive alternative to conventional medicine. Quantitative information about TCM prescriptions, constituent herbs and herbal ingredients is necessary for studying and exploring TCM. EXPERIMENTAL APPROACH: We manually collected information on TCM in books and other printed sources in Medline. The Traditional Chinese Medicine Information Database TCM-ID, at http://tcm.cz3.nus.edu.sg/group/tcm-id/tcmid.asp, was introduced for providing comprehensive information about all aspects of TCM including prescriptions, constituent herbs, herbal ingredients, molecular structure and functional properties of active ingredients, therapeutic and side effects, clinical indication and application and related matters. RESULTS: TCM-ID currently contains information for 1,588 prescriptions, 1,313 herbs, 5,669 herbal ingredients, and the 3D structure of 3,725 herbal ingredients. The value of the data in TCM-ID was illustrated by using some of the data for an in-silico study of molecular mechanism of the therapeutic effects of herbal ingredients and for developing a computer program to validate TCM multi-herb preparations. CONCLUSIONS AND IMPLICATIONS: The development of systems biology has led to a new design principle for therapeutic intervention strategy, the concept of ‘magic shrapnel' (rather than the ‘magic bullet'), involving many drugs against multiple targets, administered in a single treatment. TCM offers an extensive source of examples of this concept in which several active ingredients in one prescription are aimed at numerous targets and work together to provide therapeutic benefit. The database and its mining applications described here represent early efforts toward exploring TCM for new theories in drug discovery."
821,umx793cw,Interleukin-1β Induces Blood–Brain Barrier Disruption by Downregulating Sonic Hedgehog in Astrocytes,"The blood–brain barrier (BBB) is composed of capillary endothelial cells, pericytes, and perivascular astrocytes, which regulate central nervous system homeostasis. Sonic hedgehog (SHH) released from astrocytes plays an important role in the maintenance of BBB integrity. BBB disruption and microglial activation are common pathological features of various neurologic diseases such as multiple sclerosis, Parkinson’s disease, amyotrophic lateral sclerosis, and Alzheimer’s disease. Interleukin-1β (IL-1β), a major pro-inflammatory cytokine released from activated microglia, increases BBB permeability. Here we show that IL-1β abolishes the protective effect of astrocytes on BBB integrity by suppressing astrocytic SHH production. Astrocyte conditioned media, SHH, or SHH signal agonist strengthened BBB integrity by upregulating tight junction proteins, whereas SHH signal inhibitor abrogated these effects. Moreover, IL-1β increased astrocytic production of pro-inflammatory chemokines such as CCL2, CCL20, and CXCL2, which induce immune cell migration and exacerbate BBB disruption and neuroinflammation. Our findings suggest that astrocytic SHH is a potential therapeutic target that could be used to restore disrupted BBB in patients with neurologic diseases."
822,01e0d8z9,Kallistatin Ameliorates Influenza Virus Pathogenesis by Inhibition of Kallikrein-Related Peptidase 1-Mediated Cleavage of Viral Hemagglutinin,"Proteolytic cleavage of the hemagglutinin (HA) of influenza virus by host trypsin-like proteases is required for viral infectivity. Some serine proteases are capable of cleaving influenza virus HA, whereas some serine protease inhibitors (serpins) inhibit the HA cleavage in various cell types. Kallikrein-related peptidase 1 (KLK1, also known as tissue kallikrein) is a widely distributed serine protease. Kallistatin, a serpin synthesized mainly in the liver and rapidly secreted into the circulation, forms complexes with KLK1 and inhibits its activity. Here, we investigated the roles of KLK1 and kallistatin in influenza virus infection. We show that the levels of KLK1 increased, whereas those of kallistatin decreased, in the lungs of mice during influenza virus infection. KLK1 cleaved H1, H2, and H3 HA molecules and consequently enhanced viral production. In contrast, kallistatin inhibited KLK1-mediated HA cleavage and reduced viral production. Cells transduced with the kallistatin gene secreted kallistatin extracellularly, which rendered them more resistant to influenza virus infection. Furthermore, lentivirus-mediated kallistatin gene delivery protected mice against lethal influenza virus challenge by reducing the viral load, inflammation, and injury in the lung. Taking the data together, we determined that KLK1 and kallistatin contribute to the pathogenesis of influenza virus by affecting the cleavage of the HA peptide and inflammatory responses. This study provides a proof of principle for the potential therapeutic application of kallistatin or other KLK1 inhibitors for influenza. Since proteolytic activation also enhances the infectivity of some other viruses, kallistatin and other kallikrein inhibitors may be explored as antiviral agents against these viruses."
823,zisiyyrf,Squeezing the antibiotic balloon: the impact of antimicrobial classes on emerging resistance,"ABSTRACT The ongoing problem of emerging antimicrobial resistance has been likened to a balloon where settling one specific issue results in a ‘bulge’ of even worse problems. However, much has been learned about how to best use our critical antibacterial agents in ways to avoid or even repair some of the resistance damage that has been done. A compilation of current literature strongly suggests that to slow the development of resistance to antimicrobial agents it is optimal to use drugs with more than one mechanism of action or target, to prescribe those with demonstrated ability to minimise or reverse resistance problems, and to avoid underdosing of potent antibiotics. The most recent information also indicates that it is best to limit empirical use of β-lactam plus fluoroquinolone combination therapy, since these two classes activate some common resistance responses, and using them together can facilitate multidrug resistance in important pathogens, particularly Pseudomonas aeruginosa and Acinetobacter species. This review discusses the role of each major antimicrobial class on resistance development and presents specific strategies for combating the growing problem of multidrug-resistant bacteria. We now have the knowledge to better manage our antimicrobial agent prescribing practices, but finding the will and resources to apply our understanding remains a formidable challenge."
825,2qvyhjlp,Solution conformations of Zika NS2B-NS3pro and its inhibition by natural products from edible plants,"The recent Zika viral (ZIKV) epidemic has been associated with severe neurological pathologies such as neonatal microcephaly and Guillain-Barre syndrome but unfortunately no vaccine or medication is effectively available yet. Zika NS2B-NS3pro is essential for the proteolysis of the viral polyprotein and thereby viral replication. Thus NS2B-NS3pro represents an attractive target for anti-Zika drug discovery/design. Here, we have characterized the solution conformations and catalytic parameters of both linked and unlinked Zika NS2B-NS3pro complexes and found that the unlinked complex manifested well-dispersed NMR spectra. Subsequently with selective isotope-labeling using NMR spectroscopy, we demonstrated that C-terminal residues (R73-K100) of NS2B is highly disordered without any stable tertiary and secondary structures in the Zika NS2B-NS3pro complex in the free state. Upon binding to the well-characterized serine protease inhibitor, bovine pancreatic trypsin inhibitor (BPTI), only the extreme C-terminal residues (L86-K100) remain disordered. Additionally, we have identified five flavonoids and one natural phenol rich in edible plants including fruits and vegetables, which inhibit Zika NS2B-NS3pro in a non-competitive mode, with Ki ranging from 770 nM for Myricetin to 34.02 μM for Apigenin. Molecular docking showed that they all bind to a pocket on the back of the active site and their structure-activity relationship was elucidated. Our study provides valuable insights into the solution conformation of Zika NS2B-NS3pro and further deciphers its susceptibility towards allosteric inhibition by natural products. As these natural product inhibitors fundamentally differ from the currently-known active site inhibitors in terms of both inhibitory mode and chemical scaffold, our finding might open a new avenue for development of better allosteric inhibitors to fight ZIKV infection."
826,5u2gwhv6,Strategies to Target ISG15 and USP18 Toward Therapeutic Applications,"The interferon (IFN)-stimulated gene product 15 (ISG15) represents an ubiquitin-like protein (Ubl), which in a process termed ISGylation can be covalently linked to target substrates via a cascade of E1, E2, and E3 enzymes. Furthermore, ISG15 exerts functions in its free form both, as an intracellular and as a secreted protein. In agreement with its role as a type I IFN effector, most functions of ISG15 and ISGylation are linked to the anti-pathogenic response. However, also key roles in other cellular processes such as protein translation, cytoskeleton dynamics, exosome secretion, autophagy or genome stability and cancer were described. Ubiquitin-specific protease 18 (USP18) constitutes the major ISG15 specific protease which counteracts ISG15 conjugation. Remarkably, USP18 also functions as a critical negative regulator of the IFN response irrespective of its enzymatic activity. Concordantly, lack of USP18 function causes fatal interferonopathies in humans and mice. The negative regulatory function of USP18 in IFN signaling is regulated by various protein–protein interactions and its stability is controlled via proteasomal degradation. The broad repertoire of physiological functions and regulation of ISG15 and USP18 offers a variety of potential intervention strategies which might be of therapeutic use. Due to the high mutation rates of pathogens which are often species specific and constantly give rise to a variety of immune evasion mechanisms, immune effector systems are under constant evolutionarily pressure. Therefore, it is not surprising that considerable differences in ISG15 with respect to function and sequence exist even among closely related species. Hence, it is essential to thoroughly evaluate the translational potential of results obtained in model organisms especially for therapeutic strategies. This review covers existing and conceptual assay systems to target and identify modulators of ISG15, ISGylation, USP18 function, and protein–protein interactions within this context. Strategies comprise mouse models for translational perspectives, cell-based and biochemical assays as well as chemical probes."
827,ljqn6f26,Meeting the Challenge of Influenza Pandemic Preparedness in Developing Countries,"Developing countries face unique difficulties preparing for an influenza pandemic. Our current top-down approach will not provide these countries with adequate supplies of vaccines and antiviral agents. Consequently, they will have to use a bottom-up approach based on inexpensive generic agents that either modify the host response to influenza virus or act as antiviral agents. Several of these agents have shown promise, and many are currently produced in developing countries. Investigators must primarily identify agents for managing infection in populations and not simply seek explanations for how they work. They must determine in which countries these agents are produced and define patterns of distribution and costs. Because prepandemic research cannot establish whether these agents will be effective in a pandemic, randomized controlled trials must begin immediately after a new pandemic virus has emerged. Without this research, industrialized and developing countries could face an unprecedented health crisis."
828,7u1a198p,Avian influenza A (H5N1) infection: targets and strategies for chemotherapeutic intervention,"In an avian flu pandemic, which drugs could be used to treat or prevent infection with influenza A (H5N1) virus? Foremost are the viral neuraminidase inhibitors oseltamivir and zanamivir, which have already been used to treat human influenza A (H1N1 and H3N2) and B virus infections. The use of the M2 ion channel blockers amantadine and rimantadine is compounded by the rapid development of drug resistance. Although formally approved for other indications (i.e. treatment of hepatitis C), ribavirin and pegylated interferon might also be useful for controlling avian flu. Combined use of the currently available drugs should be taken into account and attempts should be made to develop new strategies directed at unexplored targets such as the viral proteins hemagglutinin, the viral polymerase (and endonuclease) and the non-structural protein NS1. As has been shown for other viral infections, RNA interference could be a powerful means with which to suppress the replication of avian H5N1."
829,9lkd4o3l,"Cellular Signaling Analysis shows antiviral, ribavirin-mediated ribosomal signaling modulation"," As antiviral drug resistance develops and new viruses emerge there is a pressing need to develop strategies to rapidly develop antiviral therapeutics. Here we use phospho-specific flow cytometry to assess perturbations of many different cellular signaling pathways during treatment with drug combinations that are highly effective in blocking Herpes simplex virus type 1 (HSV-1) infection. We discovered two antiviral drug combinations act on distinct signaling pathways, either STAT1 or S6 phosphorylation, to block HSV-1 infection. We focused on upregulation of S6 phosphorylation by HSV-1 infection, and our subsequent finding that ribavirin antagonizes this upregulation of S6 phosphorylation. We go on to show that the S6 kinase inhibitor SL0101 blocks HSV-1 replication in vitro and in an in vivo animal model of HSV-1 infection. Overall, we have used an unbiased analysis of cellular signaling pathways during treatment by antiviral drug combinations to discover a novel antiviral drug target against HSV-1 infection. The outcomes of the approach we present highlight the importance of analyzing how antiviral drugs modulate cellular and pathogen-induced signaling as a method to discover new drug therapy targets."
830,4x53wh6k,Relationships between antimicrobial use and antimicrobial resistance in Gram-negative bacteria causing nosocomial infections from 1991–2003 at a university hospital in Taiwan," This study was conducted to evaluate the relationship between antimicrobial resistance and antimicrobial use in a university hospital in Taiwan. Disk susceptibility data of Escherichia coli, Klebsiella pneumoniae, Enterobacter cloacae, Serratia marcescens, Proteus spp., Pseudomonas aeruginosa, Acinetobacter spp., Stenotrophomonas maltophilia and other non-fermentative Gram-negative bacilli causing nosocomial infections were evaluated. Data on annual patient-days and annual consumption (defined daily dose (DDD) per 1000 patient-days) of extended-spectrum cephalosporins (cefotaxime, ceftriaxone, ceftazidime, flumoxef, cefepime and cefpirome), β-lactam–β-lactamase inhibitor combinations (ticarcillin/clavulanic acid and piperacillin/tazobactam), carbapenems (imipenem and meropenem), aminoglycosides (amikacin, gentamicin and tobramycin), fluoroquinolones (ciprofloxacin (oral and injectable) and oral levofloxacin and moxifloxacin) from 1991 to 2003 were analysed. Increasing trends of incidences of several of these bacteria causing all nosocomial infections or nosocomial bloodstream infections were noted from 1991 to 2003. The annual patient-days of the hospital significantly increased, from 360210 in 1991 to 672676 in 2002 (linear regression analysis, P <0.05), but slightly decreased in 2003 (629168) owing to the severe acute respiratory syndrome epidemic in Taiwan. The rise in cefotaxime-resistant or ciprofloxacin-resistant E. coli and meropenem-resistant P. aeruginosa was significantly correlated with increased consumption of extended-spectrum cephalosporins, β-lactam–β-lactamase inhibitor combinations, carbapenems, fluoroquinolones and aminoglycosides (for ciprofloxacin-resistant E. coli and meropenem-resistant P. aeruginosa only) in the hospital (Pearson's correlation coefficient, r >0.72 (or <−0.72) and P-value<0.05). Increased ciprofloxacin-resistant K. pneumoniae and meropenem-resistant Acinetobacter spp. was significantly associated with the increased usage of extended-spectrum cephalosporins but not with the other four classes of antibiotics. This 13-year study in a hospital demonstrated significant changes in antimicrobial use, which may have affected antimicrobial resistance in certain Gram-negative bacteria at the hospital."
832,fm9cf5nl,IgE reactivity to vaccine components in dogs that developed immediate-type allergic reactions after vaccination," Allergic reactions after vaccination are considered as an important practical problem in dogs; however, their immunological mechanism has not been well understood. The present study was designed to investigate the relationship between IgE reactivity to the vaccines and immediate-type allergic reactions after vaccination in dogs. Sera from 10 dogs that developed immediate-type allergic reactions such as circulatory collapse, cyanosis, dyspnea, facial edema, and vomiting within 1h after vaccination with non-rabies monovalent or combined vaccines and sera from 50 dogs that did not develop allergic reactions after vaccination were collected. Serum IgE reactivity to the injected vaccines was measured by fluorometric ELISA using a mouse monoclonal anti-dog IgE antibody. Then, IgE reactivity to fetal calf serum (FCS) and stabilizer proteins (gelatin, casein, and peptone) included in the vaccines was measured in sera that had high levels of IgE to the vaccines. Levels of serum specific IgE to the vaccines in dogs with immediate-type allergic reactions (59–4173 fluorescence units [FU], mean±S.D.: 992.5±1181.9 FU) were significantly higher than those in control dogs (38–192 FU, 92.4±43.3 FU) (P <0.001). Of the eight dogs that developed immediate-type allergic reactions and had high levels of serum specific IgE to the vaccines, seven had specific IgE directed to FCS. The IgE reactivity to the vaccines in sera from these dogs was almost completely inhibited by FCS. The other one dog had serum IgE directed to gelatin and casein included in the vaccine as stabilizers. The results obtained in this study suggest that immediate-type allergic reactions after vaccination in dogs were induced by type I hypersensitivity mediated by IgE directed to vaccine components. In addition, FCS, gelatin, and casein included in vaccines could be the causative allergens that induced immediate-type allergic reactions after vaccination in dogs."
833,fexs1dm6,Subchapter 29D Angiotensin Converting Enzymes," Angiotensin converting enzyme (ACE) is well known for its dual actions in converting inactive Ang I to active Ang II and degrade active bradykinin (BK), which play an important role in the control of blood pressure. Since the bottle neck step is the production of pressor Ang II, this was targeted pharmacologically in 1970s and successful ACE inhibitors such as captopril were produced to treat hypertension. Researches on domain specific ACE inhibitors are continuing to produce effective hypertension controlling drugs with fewer side effects. ACE2 was discovered in 2000; it converts Ang II into Ang(1–7), thereby reducing the concentration of Ang II as well as increasing that of Ang(1–7), an important enzyme for Ang(1–7)/Mas receptor signaling. ACE2 also acts as the receptor in the lung for the coronavirus causing the infamous severe acute respiratory syndrome (SARS) in 2003."
834,xio0g203,A preliminary study on the interaction between Asn-Gly-Arg (NGR)-modified multifunctional nanoparticles and vascular epithelial cells,"Previously developed Asn-Gly-Arg (NGR) peptide-modified multifunctional poly(ethyleneimine)–poly(ethylene glycol) (PEI–PEG)-based nanoparticles (TPIC) have been considered to be promising carriers for the co-delivery of DNA and doxorubicin (DOX). As a continued effort, the aim of the present study was to further evaluate the interaction between TPIC and human umbilical vein endothelial cells (HUVEC) to better understand the cellular entry mechanism. In the present investigation, experiments relevant to co-localization, endocytosis inhibitors and factors influencing the internalization were performed. Without any treatment, there was no co-localization between aminopeptidase N/CD13 (APN/CD13) and caveolin 1 (CAV1). However, co-localization between CD13 and CAV1 was observed when cells were incubated with an anti-CD13 antibody or TPIC. As compared with antibody treatment, TPIC accelerated the speed and enhanced the degree of co-localization. TPIC entered HUVEC not only together with CD13 but also together with CAV1. However, this internalization was not dependent on the enzyme activity of CD13 but could be inhibited by methyl-β-eyclodextfin (MβCD), further identifying the involvement of caveolae-mediated endocytosis (CvME). This conclusion was also verified by endocytosis inhibitor experiments."
836,u9azgdp5,Visualizing the replication of respiratory syncytial virus in cells and in living mice,"Respiratory syncytial virus (RSV) is the most important cause of severe lower-respiratory tract disease in calves and young children, yet no human vaccine nor efficient curative treatments are available. Here we describe a recombinant human RSV reverse genetics system in which the red fluorescent protein (mCherry) or the firefly luciferase (Luc) genes are inserted into the RSV genome. Expression of mCherry and Luc are correlated with infection rate, allowing the monitoring of RSV multiplication in cell culture. Replication of the Luc-encoding virus in living mice can be visualized by bioluminescent imaging, bioluminescence being detected in the snout and lungs of infected mice after nasal inoculation. We propose that these recombinant viruses are convenient and valuable tools for screening of compounds active against RSV, and can be used as an extremely sensitive readout for studying effects of antiviral therapeutics in living mice. SUPPLEMENTARY INFORMATION: The online version of this article (doi:10.1038/ncomms6104) contains supplementary material, which is available to authorized users."
837,fz5utxss,"ER stress, autophagy, and RNA viruses","Endoplasmic reticulum (ER) stress is a general term for representing the pathway by which various stimuli affect ER functions. ER stress induces the evolutionarily conserved signaling pathways, called the unfolded protein response (UPR), which compromises the stimulus and then determines whether the cell survives or dies. In recent years, ongoing research has suggested that these pathways may be linked to the autophagic response, which plays a key role in the cell's response to various stressors. Autophagy performs a self-digestion function, and its activation protects cells against certain pathogens. However, the link between the UPR and autophagy may be more complicated. These two systems may act dependently, or the induction of one system may interfere with the other. Experimental studies have found that different viruses modulate these mechanisms to allow them to escape the host immune response or, worse, to exploit the host's defense to their advantage; thus, this topic is a critical area in antiviral research. In this review, we summarize the current knowledge about how RNA viruses, including influenza virus, poliovirus, coxsackievirus, enterovirus 71, Japanese encephalitis virus, hepatitis C virus, and dengue virus, regulate these processes. We also discuss recent discoveries and how these will produce novel strategies for antiviral treatment."
838,far3moar,Effect of avian influenza A H5N1 infection on the expression of microRNA-141 in human respiratory epithelial cells,": Avian influenza remains a serious threat to human health. The consequence of human infection varies markedly among different subtypes of avian influenza viruses. In addition to viral factors, the difference in host cellular response is likely to play a critical role. This study aims at elucidating how avian influenza infection perturbs the host’s miRNA regulatory pathways that may lead to adverse pathological events, such as cytokine storm, using the miRNA microarray approach. RESULTS: The results showed that dysregulation of miRNA expression was mainly observed in highly pathogenic avian influenza A H5N1 infection. We found that miR-21*, miR-100*, miR-141, miR-574-3p, miR-1274a and miR1274b were differentially expressed in response to influenza A virus infection. Interestingly, we demonstrated that miR-141, which was more highly induced by H5N1 than by H1N1 (p < 0.05), had an ability to suppress the expression of a cytokine - transforming growth factor (TGF)-β2. This was supported by the observation that the inhibitory effect could be reversed by antagomiR-141. CONCLUSIONS: Since TGF-β2 is an important cytokine that can act as both an immunosuppressive agent and a potent proinflammatory molecule through its ability to attract and regulate inflammatory molecules, and previous report showed that only seasonal influenza H1N1 (but not the other avian influenza subtypes) could induce a persistent expression of TGF-β2, we speculate that the modulation of TGF-β2 expression by different influenza subtypes via miR-141 might be a critical step for determining the outcome of either normal or excessive inflammation progression."
840,x86d5pvb,Identification of a Novel Inhibitor against Middle East Respiratory Syndrome Coronavirus,"The Middle East respiratory syndrome coronavirus (MERS-CoV) was first isolated in 2012, and circulated worldwide with high mortality. The continual outbreaks of MERS-CoV highlight the importance of developing antiviral therapeutics. Here, we rationally designed a novel fusion inhibitor named MERS-five-helix bundle (MERS-5HB) derived from the six-helix bundle (MERS-6HB) which was formed by the process of membrane fusion. MERS-5HB consists of three copies of heptad repeat 1 (HR1) and two copies of heptad repeat 2 (HR2) while MERS-6HB includes three copies each of HR1 and HR2. As it lacks one HR2, MERS-5HB was expected to interact with viral HR2 to interrupt the fusion step. What we found was that MERS-5HB could bind to HR2P, a peptide derived from HR2, with a strong affinity value (K(D)) of up to 0.24 nM. Subsequent assays indicated that MERS-5HB could inhibit pseudotyped MERS-CoV entry effectively with 50% inhibitory concentration (IC(50)) of about 1 μM. In addition, MERS-5HB significantly inhibited spike (S) glycoprotein-mediated syncytial formation in a dose-dependent manner. Further biophysical characterization showed that MERS-5HB was a thermo-stable α-helical secondary structure. The inhibitory potency of MERS-5HB may provide an attractive basis for identification of a novel inhibitor against MERS-CoV, as a potential antiviral agent."
841,udcw1mx5,Modulation of angiogenesis with siRNA inhibitors for novel therapeutics,"Cancer and many other serious diseases are characterized by the uncontrolled growth of new blood vessels. Recently, RNA interference (RNAi) has reinvigorated the therapeutic prospects for inhibiting gene expression and promises many advantages over binding inhibitors, including high specificity, which is essential for targeted therapeutics. This article describes the latest developments using small-interfering RNA (siRNA) inhibitors to downregulate various angiogenic and tumor-associated factors, both in cell-culture assays and in animal disease models. The majority of research efforts are currently focused on understanding gene function, as well as proof-of-concept for siRNA-mediated anti-angiogenesis. The prospects for siRNA therapeutics, both advantages and looming hurdles, are evaluated."
842,wh0uw4xr,"Meeting report: 28th International Conference on Antiviral Research in Rome, Italy"," The 28th International Conference on Antiviral Research (ICAR) was held in Rome, Italy from May 11 to 15, 2015. This article summarizes the principal invited lectures. Phillip Furman, the Elion award recipient, described the research leading to sofosbuvir. Dennis Liotta, who received the Holý award, described how an investigation into HIV entry inhibitors led to a new therapy for cancer patients. Erica Ollmann Saphire, winner of the Prusoff Young Investigator award, explored the world of viral proteins and how they remodel to perform different essential roles in viral replication. The keynote addresses, by Raffaele De Francesco and Michael Manns, reported on the remarkable progress made in the therapy of chronic HCV infections. A third keynote address, by Armand Sprecher, related the difficulties and successes of Médicins Sans Frontières in West Africa ravaged by the Ebola outbreak. There were three mini-symposia on RNA Viruses, Antiviral Chemistry and Emerging Viruses. There was a good collection of talks on RNA viruses (norovirus, rabies, dengue, HEV, HCV, and RSV). A highlight of the chemistry was the preparation of prodrugs for nucleotide triphosphates as this opens a door to new options. The third mini-symposium emphasized how research work in the antiviral area is continuing to expand and needs to do so with a sense of urgency. Although this meeting report covers only a few of the presentations, it aims to illustrate the great diversity of topics discussed at ICAR, bringing together knowledge and expertise from the whole spectrum of antiviral research."
843,t6ogxz7n,Teicoplanin inhibits Ebola pseudovirus infection in cell culture," There is currently no approved antiviral therapy for treatment of Ebola virus disease. To discover readily available approved drugs that can be rapidly repurposed for treatment of Ebola virus infections, we screened 1280 FDA-approved drugs and identified glycopeptide antibiotic teicoplanin inhibiting Ebola pseudovirus infection by blocking virus entry in the low micromolar range. Teicoplanin could be evaluated further and incorporated into ongoing clinical studies."
844,ji0njeha,Glycogen Synthase Kinase 3β Enhances Hepatitis C Virus Replication by Supporting miR-122,"Hepatitis C virus (HCV) infection is associated with alterations in host lipid and insulin signaling cascades, which are partially explained by a dependence of the HCV life cycle on key molecules in these metabolic pathways. Yet, little is known on the role in the HCV life cycle of glycogen synthase kinase 3 (GSK3), one of the most important kinases in cellular metabolism. Therefore, the impact of GSK3 on the HCV life cycle was assessed in human hepatoma cell lines harboring subgenomic genotype 1b and 2a replicons or producing cell culture-derived HCV genotype 2a by exposure to synthetic GSK3 inhibitors, GSK3 gene silencing, overexpression of GSK3 constructs and immunofluorescence analyses. In addition, the role of GSK3 in hepatitis E virus (HEV) replication was investigated to assess virus specificity of the observed findings. We found that both inhibition of GSK3 function by synthetic inhibitors as well as silencing of GSK3β gene expression resulted in a decrease of HCV replication and infectious particle production, whereas silencing of the GSK3α isoform had no relevant effect on the HCV life cycle. Conversely, overexpression of GSK3β resulted in enhanced HCV replication. In contrast, GSK3β had no effect on replication of subgenomic HEV replicon. The pro-viral effect of GSK3β on HCV replication was mediated by supporting expression of microRNA-122 (miR-122), a micro-RNA which is mandatory for wild-type HCV replication, as GSK3 inhibitors suppressed miR-122 levels and as inhibitors of GSK3 had no antiviral effect on a miR-122-independent HCV mutant. In conclusion, we have identified GSK3β is a novel host factor supporting HCV replication by maintaining high levels of hepatic miR-122 expression."
845,zaa8i9vh,Porcine epidemic diarrhea virus induces caspase-independent apoptosis through activation of mitochondrial apoptosis-inducing factor," The present study sought to investigate whether porcine epidemic diarrhea virus (PEDV) induces apoptosis and to elucidate the mechanisms associated with apoptotic cell death after PEDV infection. PEDV-infected cells showed evidence of apoptosis in vitro and in vivo. However, experimental data indicated that the caspase cascade is not involved in PEDV-induced apoptotic cell death. Interestingly, mitochondrial apoptosis-inducing factor (AIF) was found to translocate to the nucleus during PEDV infection, and AIF relocalization was completely abrogated by the presence of cyclosporin A (CsA), an inhibitor of cyclophilin D (CypD) that is an essential component of the mitochondrial permeabilization transition pore (mPTP) complex. CsA treatment resulted in significant inhibition of PEDV-triggered apoptosis and suppressed PEDV replication. Furthermore, direct inhibition of AIF strongly impaired PEDV infection and virus-induced apoptosis. Altogether, our results indicate that a caspase-independent mitochondrial AIF-mediated pathway plays a central role in PEDV-induced apoptosis to facilitate viral replication and pathogenesis."
