,pid,title,abstract
43,fjmchbew,The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR,The Author's Response: Case of the Index Patient Who Caused Tertiary Transmission of Coronavirus Disease 2019 in Korea: the Application of Lopinavir/Ritonavir for the Treatment of COVID-19 Pneumonia Monitored by Quantitative RT-PCR
44,02f0opkr,An outbreak of <scp>COVID</scp> ‐19 caused by a new coronavirus: what we know so far,"An outbreak of a novel coronavirus, now formally named severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2) and causing coronavirus disease 2019 (COVID‐19), emerged in the city of Wuhan in Hubei province in central China in December 2019. The first cases were noted as a cluster of patients with pneumonia who were all linked to a live animal market, and testing found the presence of a previously unknown coronavirus. Coronaviruses are a group of viruses that affect both animals and humans, and several (OC43, 229E, HKU1 and NL63) are a cause of the common cold.1, 2 However, two coronaviruses have previously caused significant outbreaks associated with more severe disease: the SARS coronavirus in 2002–2003 and the Middle East respiratory syndrome coronavirus that emerged in 2012.1, 2 Chinese authorities and researchers should be commended for their rapid sharing of viral sequences which enabled laboratories worldwide to develop diagnostic tests within weeks of discovery of the pathogen.3 An Australian laboratory subsequently isolated the virus from a clinical sample (the first to do so outside of China), and rapidly shared this virus with relevant global agencies, further aiding diagnostic, therapeutic and vaccine development efforts. Information on the new virus and its impact is being updated constantly. We know that SARS‐CoV‐2 can cause severe disease, although active surveillance of contacts is required to define the milder end of the disease spectrum and to estimate the true hospitalisation and case fatality ratio. The cases reported to date suggest that most are older adults; it is currently unclear whether comorbidities reflect the age group affected or whether they are risk factors for severe disease.4, 5 Early studies using data before the institution of public health interventions in China suggest that SARS‐CoV‐2 is as transmissible as SARS coronavirus and probably more transmissible than influenza viruses.6, 7 The timing of infectiousness relative to symptom onset is a particularly important parameter with implications for public health control. While reports suggest that asymptomatic infection and transmission may result from minimally symptomatic cases, the contribution of this to transmission is not yet known.8 Careful analysis of early data suggests that the mean incubation period is 6 days, with a range of up to 14 days.9 Reports of large outbreaks, particularly associated with hospitals and closed communities, raise the possibility of “superspreading” events, a feature of previous coronavirus outbreaks.10 The importance of infection control is also reinforced by a report that 41% of cases in Wuhan were acquired nosocomially (including 40 health care workers and 17 patients).4 As at 26 February 2020, there were 23 confirmed cases of COVID‐19 in Australia, across five jurisdictions. Although reported case numbers in China are slowing, large outbreaks on a cruise ship in Japan, and in South Korea, Iran and Italy are concerning and highlight our interconnected world. However, it is likely that this will change in the days or weeks ahead. Although absolute case numbers are small in Australia, the public health, political and societal ramifications have already been considerable, ranging from travel restrictions on non‐Australians coming from China, the use of offshore and remote quarantine facilities, and disturbing reports of racism against members of our Asian community (https://insig​htplus.mja.com.au/2020/5/coron​avirus-no-place-for-racism-xenop​hobia/)."
45,9595vm0k,SARS-CoV-2 specific antibody responses in COVID-19 patients,"A new coronavirus, SARS-CoV-2, has recently emerged to cause a human pandemic. Whereas molecular diagnostic tests were rapidly developed, serologic assays are still lacking, yet urgently needed. Validated serologic assays are important for contact tracing, identifying the viral reservoir and epidemiological studies. Here, we developed serological assays for the detection of SARS-CoV-2 neutralizing, spike- and nucleocapsid-specific antibodies. Using serum samples from patients with PCR-confirmed infections of SARS-CoV-2, other coronaviruses, or other respiratory pathogenic infections, we validated and tested various antigens in different in-house and commercial ELISAs. We demonstrate that most PCR-confirmed SARS-CoV-2 infected individuals seroconverted, as revealed by sensitive and specific in-house ELISAs. We found that commercial S1 IgG or IgA ELISAs were of lower specificity while sensitivity varied between the two, with IgA showing higher sensitivity. Overall, the validated assays described here can be instrumental for the detection of SARS-CoV-2-specific antibodies for diagnostic, seroepidemiological and vaccine evaluation studies."
46,uze6ze8o,SARS to novel coronavirus – old lessons and new lessons,"The response to the novel coronavirus outbreak in China suggests that many of the lessons from the 2003 SARS epidemic have been implemented and the response improved as a consequence. Nevertheless some questions remain and not all lessons have been successful. The national and international response demonstrates the complex link between public health, science and politics when an outbreak threatens to impact on global economies and reputations. The unprecedented measures implemented in China are a bold attempt to control the outbreak – we need to understand their effectiveness to balance costs and benefits for similar events in the future."
47,xvkjy1bh,A commentary on “World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)”,A commentary on “World Health Organization declares global emergency: A review of the 2019 novel Coronavirus (COVID-19)”
48,13jupb26,"Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus"," This paper concerns study of the genome of the Wuhan Seafood Market isolate believed to represent the causative agent of the disease COVID-19. This is to find a short section or sections of viral protein sequence suitable for preliminary design proposal for a peptide synthetic vaccine and a peptidomimetic therapeutic, and to explore some design possibilities. The project was originally directed towards a use case for the Q-UEL language and its implementation in a knowledge management and automated inference system for medicine called the BioIngine, but focus here remains mostly on the virus itself. However, using Q-UEL systems to access relevant and emerging literature, and to interact with standard publically available bioinformatics tools on the Internet, did help quickly identify sequences of amino acids that are well conserved across many coronaviruses including 2019-nCoV. KRSFIEDLLFNKV was found to be particularly well conserved in this study and corresponds to the region around one of the known cleavage sites of the SARS virus that are believed to be required for virus activation for cell entry. This sequence motif and surrounding variations formed the basis for proposing a specific synthetic vaccine epitope and peptidomimetic agent. The work can, nonetheless, be described in traditional bioinformatics terms, and readily reproduced by others, albeit with the caveat that new data and research into 2019-nCoV is emerging and evolving at an explosive pace. Preliminary studies using molecular modeling and docking, and in that context the potential value of certain known herbal extracts, are also described."
50,6p23qxb8,"An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies","An emerging coronavirus causing pneumonia outbreak in Wuhan, China: calling for developing therapeutic and prophylactic strategies"
51,a5udnv5f,Perspectives on therapeutic neutralizing antibodies against the Novel Coronavirus SARS-CoV-2,"A newly identified novel coronavirus (SARS-CoV-2) is causing pneumonia-associated respiratory syndrome across the world. Epidemiology, genomics, and pathogenesis of the SARS-CoV-2 show high homology with that of SARS-CoV. Current efforts are focusing on development of specific antiviral drugs. Therapeutic neutralizing antibodies (NAbs) against SARS-CoV-2 will be greatly important therapeutic agents for the treatment of coronavirus disease 2019 (COVID-19). Herein, the host immune responses against SARS-CoV discussed in this review provide implications for developing NAbs and understanding clinical interventions against SARS-CoV-2. Further, we describe the benefits, challenges and considerations of NAbs against SARS-CoV-2. Although many challenges exist, NAbs still offer a therapeutic option to control the current pandemic and the possible re-emergence of the virus in the future, and their development therefore remains a high priority."
52,ljli6a2z,Automatic Identification of SARS Coronavirus using Compression-Complexity Measures,"Finding vaccine or specific antiviral treatment for global pandemic of virus diseases (such as the ongoing COVID-19) requires rapid analysis, annotation and evaluation of metagenomic libraries to enable a quick and efficient screening of nucleotide sequences. Traditional sequence alignment methods are not suitable and there is a need for fast alignment-free techniques for sequence analysis. Information theory and data compression algorithms provide a rich set of mathematical and computational tools to capture essential patterns in biological sequences. In 2013, our research group (Nagaraj et al., Eur. Phys. J. Special Topics 222(3-4), 2013) has proposed a novel measure known as Effort-To-Compress (ETC) based on the notion of compression-complexity to capture the information content of sequences. In this study, we propose a compression-complexity based distance measure for automatic identification of SARS coronavirus strains from a set of viruses using only short fragments of nucleotide sequences. We also demonstrate that our proposed method can correctly distinguish SARS-CoV-2 from SARS-CoV-1 viruses by analyzing very short segments of nucleotide sequences. This work could be extended further to enable medical practitioners in automatically identifying and characterizing SARS coronavirus strain in a fast and efficient fashion using short and/or incomplete segments of nucleotide sequences. Potentially, the need for sequence assembly can be circumvented.NoteThe main ideas and results of this research were first presented at the International Conference on Nonlinear Systems and Dynamics (CNSD-2013) held at Indian Institute of Technology, Indore, December 12, 2013. In this manuscript, we have extended our preliminary analysis to include SARS-CoV-2 virus as well."
53,ju2en6n0,What is the role of rheumatologists in the era of COVID-19?,What is the role of rheumatologists in the era of COVID-19?
54,y29kct7v,Potential Treatments for COVID-19; a Narrative Literature Review,"SARS-CoV-2 is a newly emerging human infectious coronavirus that causes COVID-19, which has been recognized as a pandemic by the World Health Organization (WHO) on March 11(th). There is still no vaccine or definitive treatment for this virus because its pathogenesis and proliferation pathways are still unknown. Therefore, in this article, new potential COVID-19 therapies are briefly reviewed."
55,535lw99y,A Multiscale and Comparative Model for Receptor Binding of 2019 Novel Coronavirus and the Implication of its Life Cycle in Host Cells,"ABSTRACTThe respiratory syndrome caused by a new type of coronavirus has been emerging from China and caused more than 1000 death globally since December 2019. This new virus, called 2019 novel coronavirus (2019-nCoV) uses the same receptor called Angiotensinconverting enzyme 2 (ACE2) to attack humans as the coronavirus that caused the severe acute respiratory syndrome (SARS) seventeen years ago. Both viruses recognize ACE2 through the spike proteins (S-protein) on their surfaces. It was found that the S-protein from the SARS coronavirus (SARS-CoV) bind stronger to ACE2 than 2019-nCoV. However, function of a bio-system is often under kinetic, rather than thermodynamic, control. To address this issue, we constructed a structural model for complex formed between ACE2 and the S-protein from 2019-nCoV, so that the rate of their association can be estimated and compared with the binding of S-protein from SARS-CoV by a multiscale simulation method. Our simulation results suggest that the association of new virus to the receptor is slower than SARS, which is consistent with the experimental data obtained very recently. We further integrated this difference of association rate between virus and receptor into a mathematical model which describes the life cycle of virus in host cells and its interplay with the innate immune system. Interestingly, we found that the slower association between virus and receptor can result in longer incubation period, while still maintaining a relatively higher level of viral concentration in human body. Our computational study therefore provides, from the molecular level, one possible explanation that the new disease by far spread much faster than SARS."
56,73a7uvyz,Systematic Comparison of Two Animal-to-Human Transmitted Human Coronaviruses: SARS-CoV-2 and SARS-CoV,"After the outbreak of the severe acute respiratory syndrome (SARS) in the world in 2003, human coronaviruses (HCoVs) have been reported as pathogens that cause severe symptoms in respiratory tract infections. Recently, a new emerged HCoV isolated from the respiratory epithelium of unexplained pneumonia patients in the Wuhan seafood market caused a major disease outbreak and has been named the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). This virus causes acute lung symptoms, leading to a condition that has been named as &ldquo;coronavirus disease 2019&rdquo; (COVID-19). The emergence of SARS-CoV-2 and of SARS-CoV caused widespread fear and concern and has threatened global health security. There are some similarities and differences in the epidemiology and clinical features between these two viruses and diseases that are caused by these viruses. The goal of this work is to systematically review and compare between SARS-CoV and SARS-CoV-2 in the context of their virus incubation, originations, diagnosis and treatment methods, genomic and proteomic sequences, and pathogenic mechanisms."
58,9i0a9beo,Covid-19 — Navigating the Uncharted,"In their Journal article, Li and colleagues3 provide a detailed clinical and epidemiologic description of the first 425 cases reported in the epicenter of the outbreak: the city of Wuhan in Hubei province, China. Although this information is critical in informing the appropriate response to this outbreak, as the authors point out, the study faces the limitation associated with reporting in real time the evolution of an emerging pathogen in its earliest stages. Nonetheless, a degree of clarity is emerging from this report. The median age of the patients was 59 years, with higher morbidity and mortality among the elderly and among those with coexisting conditions (similar to the situation with influenza); 56% of the patients were male. Of note, there were no cases in children younger than 15 years of age. Either children are less likely to become infected, which would have important epidemiologic implications, or their symptoms were so mild that their infection escaped detection, which has implications for the size of the denominator of total community infections."
59,4pxmr5cw,Emergency response to the outbreak of COVID-19: the Korean case," This letter aims to describe how Korea can improve its emergency response to the outbreak of COVID-19. The key finding is that the nation has to shift from a self-interest–oriented response to a shared-interest–oriented response. Similarly, neighboring nations could form a national framework of networks among stakeholders."
60,9igk3ke1,Individual risk management strategy and potential therapeutic options for the COVID-19 pandemic," It is an ugly fact that a significant amount of the world's population will contract SARS-CoV infection with the current spreading. While specific treatment is not yet coming soon, individual risk assessment and management strategies are crucial. The individual preventive and protective measures drive the personal risk of getting the disease. Among the virus-contracted hosts, their different metabolic status, as determined by their diet, nutrition, age, sex, medical conditions, lifestyle, and environmental factors, govern the personal fate toward different clinical severity of COVID-19, from asymptomatic, mild, moderate, to death. The careful individual assessment for the possible dietary, nutritional, medical, lifestyle, and environmental risks, together with the proper relevant risk management strategies, is the sensible way to deal with the pandemic of SARS-CoV-II."
61,l6rqsqs2,Science in the fight against the novel coronavirus disease,Science in the fight against the novel coronavirus disease
62,a6p6ka8w,"An ""Infodemic"": Leveraging High-Volume Twitter Data to Understand Public Sentiment for the COVID-19 Outbreak","Background: Twitter has been used to track trends and disseminate health information during viral epidemics. On January 21, 2020, the CDC activated its Emergency Operations Center and the WHO released its first situation report about coronavirus disease 2019 (COVID-19), sparking significant media attention. How Twitter content and sentiment has evolved in the early stages of any outbreak, including the COVID-19 epidemic, has not been described. Objective: To quantify and understand early changes in Twitter activity, content, and sentiment about the COVID-19 epidemic. Design: Observational study. Setting: Twitter platform. Participants: All Twitter users who created or sent a message from January 14th to 28th, 2020. Measurements: We extracted tweets matching hashtags related to COVID-19 and measured frequency of keywords related to infection prevention practices, vaccination, and racial prejudice. We performed a sentiment analysis to identify emotional valence and predominant emotions. We conducted topic modeling to identify and explore discussion topics over time. Results: We evaluated 126,049 tweets from 53,196 unique users. The hourly number of COVID-19-related tweets starkly increased from January 21, 2020 onward. Nearly half (49.5%) of all tweets expressed fear and nearly 30% expressed surprise. The frequency of racially charged tweets closely paralleled the number of newly diagnosed cases of COVID-19. The economic and political impact of the COVID-19 was the most commonly discussed topic, while public health risk and prevention were among the least discussed. Conclusion: Tweets with negative sentiment and emotion parallel the incidence of cases for the COVID-19 outbreak. Twitter is a rich medium that can be leveraged to understand public sentiment in real-time and target public health messages based on user interest and emotion."
63,wbxtz30s,After corona: there is life after the pandemic," The current pandemic of Coronavirus Disease 2019 (COVID-19) has focused the attention of medical-care providers away from non-life-threatening diseases, including infertility. Although infertility does not jeopardize the physical survival of infertile couples, it does jeopardize their future quality of life. Human infertility can be caused by a number of factors, some of which are age-dependent, and their effects may become irreversible if appropriate measures are not taken in time to prevent irreversible childlessness. Accordingly, each case of infertility should be evaluated comprehensively to establish its position of priority. Assisted reproductive technology (ART) makes it possible to separate fertilization and pregnancy in time. Whereas pregnant women infected with coronavirus may have an increased risk of adverse neonatal outcomes, gametes do not transmit COVID-19. Thus, performing ovarian stimulation and fertilization without delay, freezing the resulting embryos and delaying embryo transfer until the end of the pandemic appears to be the best strategy at present."
64,15rpskir,Impact of Nutrition and Diet on COVID-19 Infection and Implications for Kidney Health and Kidney Disease Management,Impact of Nutrition and Diet on COVID-19 Infection and Implications for Kidney Health and Kidney Disease Management
65,pp6hb4q5,COVID-19: Yet another coronavirus challenge in transplantation,COVID-19: Yet another coronavirus challenge in transplantation
66,801t0728,Revisiting the dangers of the coronavirus in the ophthalmology practice,"A possible threat in the ophthalmology clinic While the 2019-nCoV transmission route is still unknown, countries have been preparing measures based on past experiences with coronaviruses namely SARS-CoV and MERS-CoV. These viruses transmit primarily through droplets and other bodily secretions. In the ophthalmology practice, healthcare workers may be particularly susceptible to these infections. Firstly, ophthalmologists are extremely reliant on physical examination during patient consultation. Of particular concern is the proximity between the patient and ophthalmologist during the slit lamp microscope examination. It has been shown that droplets from a cough or sneeze can be propelled for up to 6?m [8], a range that definitely encompasses the distance between the patient and ophthalmologist. Secondly, during the SARS-CoV epidemic, clinical reports have suggested tears as a medium of infection. In a case series by Loon et al., it was shown that viral RNA of the SARS-CoV can be detected by reverse-transcription polymerase chain reaction (RT-PCR) from the tears of infected individuals [9]. While anecdotal in nature, such accounts highlight the possible infectivity of tears, a fluid which ophthalmologists and instruments come in contact on a daily basis. If true, this represents a crucial need for further development of disinfection and personal protective equipment (PPE) protocols for the ophthalmology clinic.SN - 1476-5454"
67,u0t2ezk8,An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19),An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19)
68,ju35nyir,Broad Spectrum Antiviral Agent Niclosamide and Its Therapeutic Potential,"[Image: see text] The recent outbreak of coronavirus disease 2019 (COVID-19) highlights an urgent need for therapeutics. Through a series of drug repurposing screening campaigns, niclosamide, an FDA-approved anthelminthic drug, was found to be effective against various viral infections with nanomolar to micromolar potency such as SARS-CoV, MERS-CoV, ZIKV, HCV, and human adenovirus, indicating its potential as an antiviral agent. In this brief review, we summarize the broad antiviral activity of niclosamide and highlight its potential clinical use in the treatment of COVID-19."
69,5ekdfers,The phenotypic changes of γδ T cells in COVID-19 patients,"A novel pneumonia-associated respiratory syndrome named coronavirus disease-2019 (COVID-19), which caused by SARS-CoV-2 and broken in Wuhan, China in the end of 2019. Unfortunately, there is no specific antiviral agent or vaccine available to treat SARS-CoV-2 infections. Also, information regarding the immunological characteristics in COVID-19 patients remains limited. Here we collected the blood samples from 18 healthy donors (HD) and 38 COVID-19 patients to analyze changes in γδ T cells. In comparison to HD, the γδ T cells percentage was decreased. γδ T cells are able to immediately respond to SARS-CoV-2 infection and upregulate the activation marker CD25. In addition, the increased expression of CD4 in γδ T cells may serve as a biomarker for the assessment of SARS-CoV-2 infection."
70,vj2z52vg,"Initial Public Health Response and Interim Clinical Guidance for the 2019 Novel Coronavirus Outbreak — United States, December 31, 2019–February 4, 2020","On December 31, 2019, Chinese health officials reported a cluster of cases of acute respiratory illness in persons associated with the Hunan seafood and animal market in the city of Wuhan, Hubei Province, in central China. On January 7, 2020, Chinese health officials confirmed that a novel coronavirus (2019-nCoV) was associated with this initial cluster (1). As of February 4, 2020, a total of 20,471 confirmed cases, including 2,788 (13.6%) with severe illness,* and 425 deaths (2.1%) had been reported by the National Health Commission of China (2). Cases have also been reported in 26 locations outside of mainland China, including documentation of some person-to-person transmission and one death (2). As of February 4, 11 cases had been reported in the United States. On January 30, the World Health Organization (WHO) Director-General declared that the 2019-nCoV outbreak constitutes a Public Health Emergency of International Concern.(†) On January 31, the U.S. Department of Health and Human Services (HHS) Secretary declared a U.S. public health emergency to respond to 2019-nCoV.(§) Also on January 31, the president of the United States signed a ""Proclamation on Suspension of Entry as Immigrants and Nonimmigrants of Persons who Pose a Risk of Transmitting 2019 Novel Coronavirus,"" which limits entry into the United States of persons who traveled to mainland China to U.S. citizens and lawful permanent residents and their families (3). CDC, multiple other federal agencies, state and local health departments, and other partners are implementing aggressive measures to slow transmission of 2019-nCoV in the United States (4,5). These measures require the identification of cases and their contacts in the United States and the appropriate assessment and care of travelers arriving from mainland China to the United States. These measures are being implemented in anticipation of additional 2019-nCoV cases in the United States. Although these measures might not prevent the eventual establishment of ongoing, widespread transmission of the virus in the United States, they are being implemented to 1) slow the spread of illness; 2) provide time to better prepare health care systems and the general public to be ready if widespread transmission with substantial associated illness occurs; and 3) better characterize 2019-nCoV infection to guide public health recommendations and the development of medical countermeasures including diagnostics, therapeutics, and vaccines. Public health authorities are monitoring the situation closely. As more is learned about this novel virus and this outbreak, CDC will rapidly incorporate new knowledge into guidance for action by CDC and state and local health departments."
71,5fg87lvu,The SARS-CoV-2 outbreak: what we know," There is a current worldwide outbreak of the novel coronavirus Covid-19 (coronavirus disease 2019; the pathogen called SARS-CoV-2; previously 2019-nCoV), which originated from Wuhan in China and has now spread to 6 continents including 66 countries, as of 24:00 on March 2, 2020. Governments are under increased pressure to stop the outbreak spiraling into a global health emergency. At this stage, preparedness, transparency, and sharing of information are crucial to risk assessments and beginning outbreak control activities. This information should include reports from outbreak site and from laboratories supporting the investigation. This paper aggregates and consolidates the epidemiology, clinical manifestations, diagnosis, treatments and preventions of this new type of coronavirus."
72,uifnjio5,Neutralizing antibody responses to SARS-CoV-2 in a COVID-19 recovered patient cohort and their implications,"Background The COVID-19 pandemic caused by SARS-CoV-2 coronavirus threatens global public health. Currently, neutralizing antibodies (NAbs) versus this virus are expected to correlate with recovery and protection of this disease. However, the characteristics of these antibodies have not been well studied in association with the clinical manifestations in patients. Methods Plasma collected from 175 COVID-19 recovered patients with mild symptoms were screened using a safe and sensitive pseudotyped-lentiviral-vector-based neutralization assay. Spike-binding antibody in plasma were determined by ELISA using RBD, S1, and S2 proteins of SARS-CoV-2. The levels and the time course of SARS-CoV-2-specific NAbs and the spike-binding antibodies were monitored at the same time. Findings SARS-CoV-2 NAbs were unable to cross-reactive with SARS-CoV virus. SARS-CoV-2-specific NAbs were detected in patients from day 10-15 after the onset of the disease and remained thereafter. The titers of NAb among these patients correlated with the spike-binding antibodies targeting S1, RBD, and S2 regions. The titers of NAbs were variable in different patients. Elderly and middle-age patients had significantly higher plasma NAb titers (P<0.0001) and spike-binding antibodies (P=0.0003) than young patients. Notably, among these patients, there were ten patients whose NAb titers were under the detectable level of our assay (ID50: < 40); while in contrast, two patients, showed very high titers of NAb, with ID50 :15989 and 21567 respectively. The NAb titers were positive correlated with plasma CRP levels but negative correlated with the lymphocyte counts of patients at the time of admission, indicating an association between humoral response and cellular immune response. Interpretation The variations of SARS-CoV-2 specific NAbs in recovered COVID-19 patients may raise the concern about the role of NAbs on disease progression. The correlation of NAb titers with age, lymphocyte counts, and blood CRP levels suggested that the interplay between virus and host immune response in coronavirus infections should be further explored for the development of effective vaccine against SARS-CoV-2 virus. Furthermore, titration of NAb is helpful prior to the use of convalescent plasma for prevention or treatment. Funding Ministry of Science and Technology of China, National Natural Science Foundation of China, Shanghai Municipal Health Commission, and Chinese Academy of Medical Sciences"
74,7e8zlt3t,"Remdesivir, lopinavir, emetine, and homoharringtonine inhibit SARS-CoV-2 replication in vitro","An escalating pandemic by the novel SARS-CoV-2 virus is impacting global health and effective therapeutic options are urgently needed. We evaluated the in vitro antiviral effect of compounds that were previously reported to inhibit coronavirus replication and compounds that are currently under evaluation in clinical trials for SARS-CoV-2 patients. We report the antiviral effect of remdesivir, lopinavir, homorringtonine, and emetine against SARS-CoV-2 virus in Vero E6 cells with the estimated 50% effective concentration at 23.15 μM, 26.63 μM, 2.55 μM and 0.46 μM, respectively. Ribavirin or favipiravir that are currently evaluated under clinical trials showed no inhibition at 100 μM. Synergy between remdesivir and emetine was observed, and remdesivir at 6.25 μM in combination with emetine at 0.195 μM may achieve 64.9% inhibition in viral yield. Combinational therapy may help to reduce the effective concentration of compounds below the therapeutic plasma concentrations and provide better clinical benefits."
75,aeuy92bx,Potent neutralization of 2019 novel coronavirus by recombinant ACE2-Ig,"2019-nCoV, which is a novel coronavirus emerged in Wuhan, China, at the end of 2019, has caused at least infected 11,844 as of Feb 1, 2020. However, there is no specific antiviral treatment or vaccine currently. Very recently report had suggested that novel CoV would use the same cell entry receptor, ACE2, as the SARS-CoV. In this report, we generated a novel recombinant protein by connecting the extracellular domain of human ACE2 to the Fc region of the human immunoglobulin IgG1. An ACE2 mutant with low catalytic activity was also used in the study. The fusion proteins were then characterized. Both fusion proteins has high affinity binding to the receptor-binding domain (RBD) of SARS-CoV and 2019-nCoV and exerted desired pharmacological properties. Moreover, fusion proteins potently neutralized SARS-CoV and 2019-nCoV in vitro. As these fusion proteins exhibit cross-reactivity against coronaviruses, they could have potential applications for diagnosis, prophylaxis, and treatment of 2019-nCoV."
76,epcel2ez,The epidemic of 2019-novel-coronavirus (2019-nCoV) pneumonia and insights for emerging infectious diseases in the future," At the end of December 2019, a novel coronavirus, 2019-nCoV, caused an outbreak of pneumonia spreading from Wuhan, Hubei province, to the whole country of China, which has posed great threats to public health and attracted enormous attention around the world. To date, there are no clinically approved vaccines or antiviral drugs available for these human coronavirus infections. Intensive research on the novel emerging human infectious coronaviruses is urgently needed to elucidate their route of transmission and pathogenic mechanisms, and to identify potential drug targets, which would promote the development of effective preventive and therapeutic countermeasures. Herein, we describe the epidemic and etiological characteristics of 2019-nCoV, discuss its essential biological features, including tropism and receptor usage, summarize approaches for disease prevention and treatment, and speculate on the transmission route of 2019-nCoV."
77,ork04nx8,The novel Coronavirus (SARS-CoV-2) is a one health issue,The novel Coronavirus (SARS-CoV-2) is a one health issue
79,plxz5mkg,SARS-CoV-2: an Emerging Coronavirus that Causes a Global Threat,"An ongoing outbreak of pneumonia caused by a novel coronavirus, currently designated as the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), was reported recently. However, as SARS-CoV-2 is an emerging virus, we know little about it. In this review, we summarize the key events occurred during the early stage of SARS-CoV-2 outbreak, the basic characteristics of the pathogen, the signs and symptoms of the infected patients as well as the possible transmission pathways of the virus. Furthermore, we also review the current knowledge on the origin and evolution of the SARS-CoV-2. We highlight bats as the potential natural reservoir and pangolins as the possible intermediate host of the virus, but their roles are waiting for further investigation. Finally, the advances in the development of chemotherapeutic options are also briefly summarized."
80,0lyxvex0,"Study of knowledge, attitude, anxiety & perceived mental healthcare need in Indian population during COVID-19 pandemic"," Novel Corona Virus Disease (COVID-19) originating from China has rapidly crossed borders, infecting people throughout the whole world. This phenomenon has led to a massive public reaction; the media has been reporting continuously across borders to keep all informed about the pandemic situation. All these things are creating a lot of concern for people leading to heightened levels of anxiety. Pandemics can lead to heightened levels of stress; Anxiety is a common response to any stressful situation. This study attempted to assess the knowledge, attitude, anxiety experience, and perceived mental healthcare need among adult Indian population during the COVID-19 pandemic. An online survey was conducted using a semi-structured questionnaire using a non-probability snowball sampling technique. A total of 662 responses were received. The responders had a moderate level of knowledge about the COVID-19 infection and adequate knowledge about its preventive aspects. The attitude towards COVID-19 showed peoples' willingness to follow government guidelines on quarantine and social distancing. The anxiety levels identified in the study were high. More than 80 % of the people were preoccupied with the thoughts of COVID-19 and 72 % reported the need to use gloves, and sanitizers. In this study, sleep difficulties, paranoia about acquiring COVID-19 infection and distress related social media were reported in 12.5 %, 37.8 %, and 36.4 % participants respectively. The perceived mental healthcare need was seen in more than 80 % of participants. There is a need to intensify the awareness and address the mental health issues of people during this COVID-19 pandemic."
81,971d0sir,The SARS-CoV-2 outbreak from a one health perspective," The SARS-CoV-2 is a new human coronavirus candidate recently detected in China that is now reported in people on inhabited continents. The virus shares a high level of identity with some bat coronaviruses and is recognised as a potentially zoonotic virus. We are utilizing the One Health concept to understand the emergence of the virus, as well as to point to some possible control strategies that might reduce the spread of the virus across the globe; thus, containment of such virus would be possible."
82,tpmgrk14,New threat: 2019 novel Coronavirus infection and infection control perspective in Turkey,New threat: 2019 novel Coronavirus infection and infection control perspective in Turkey
83,1a8uevk8,A review of the 2019 Novel Coronavirus (COVID-19) based on current evidence," The pneumonia caused by novel coronavirus (SARS-CoV-2) in Wuhan, China in December 2019 is a highly contagious disease. The World Health Organization (WHO) has declared the ongoing outbreak as a global public health emergency. Currently, the research on novel coronavirus is still in the primary stage. Based on the current published evidence, we systematically summarizes the epidemiology, clinical characteristics, diagnosis, treatment and prevention of knowledge surrounding COVID-19. This review in the hope of helping the public effectively recognize and deal with the 2019 novel coronavirus (SARS-CoV-2), and providing a reference for future studies."
84,uyu2buo1,Can Bioactive Lipids Inactivate Coronavirus (COVID-19)?,"SARS-CoV-2, SARS and MERS are all enveloped viruses that can cause acute respiratory syndrome. Arachidonic acid (AA) and other unsaturated fatty acids (especially eicosapentaenoic acd, EPA and docosahexaenoic acid DHA) are known to inactivate enveloped viruses and inhibit proliferation of various microbial organisms. The pro-inflammatory metabolites of AA and EPA such as prostaglandins, leukotrienes and thromboxanes induce inflammation whereas lipoxins, resolvins, protectins and maresins derived from AA, EPA and DHA not only suppress inflammation but also enhance would healing and augment phagocytosis of macrophages and other immunocytes and decrease microbial load. In view of these actions, it is suggested that AA and other unsaturated fatty acids and their metabolites may serve as endogenous anti-viral compounds and their deficiency may render humans susceptible to SARS-CoV-2, SARS and MERS and other similar viruses’ infections. Hence, oral or intravenous administration of AA and other unsaturated fatty acids may aid in enhancing resistance and recovery from SARS-CoV-2, SARS and MERS infections."
85,8eh90ber,TH17 responses in cytokine storm of COVID-19: An emerging target of JAK2 inhibitor Fedratinib, COVID-19 emerges as a pandemic disease with high mortality. Development of effective prevention and treatment is an urgent need. We reviewed TH17 responses in patients with SARS-CoV-2 and proposed an FDA approved JAK2 inhibitor Fedratinib for reducing mortality of patients with TH17 type immune profiles.
