,title,sent,category
292,Inhibitors of virus replication: recent developments and prospects,New anti-influenza drugs inhibit virus release from infected cells.,antihiv
293,Inhibitors of virus replication: recent developments and prospects,The broad-spectrum antiviral agent ribavirin affects viral nucleic acid replication by multiple mechanisms.,antivirus
294,"Epitope Mapping of M36, a Human Antibody Domain with Potent and Broad HIV-1 Inhibitory Activity","Second, homology modeling of m36 and molecular docking of m36 onto gp120 revealed potentially important residues in gp120-m36 interactions.",antihiv
295,Screening of FDA-Approved Drugs for Inhibitors of Japanese Encephalitis Virus Infection,Repurposing of approved drugs would accelerate the development of a therapeutic stratagem.,antihiv
296,Peptide aldehyde inhibitors challenge the substrate specificity of the SARS-coronavirus main protease,Aldehyde inhibitors can bind reversibly to the active-site sulfhydryl of SARS-CoV Mpro.,antihiv
297,"A new chitin-binding lectin from rhizome of Setcreasea purpurea with antifungal, antiviral and apoptosis-inducing activities","It also exhibited inhibitory effect on HIV-1 (IIIB) and HIV-2 (ROD), with an EC50 of 13.8±1.3 and 57.1±15μg/ml, respectively.",antihiv
298,Geranylated flavonoids displaying SARS-CoV papain-like protease inhibition from the fruits of Paulownia tomentosa,The MeOH extracts of the fruits of the Paulownia tree yielded many small molecules capable of targeting PLpro.,antihiv
299,Geranylated flavonoids displaying SARS-CoV papain-like protease inhibition from the fruits of Paulownia tomentosa,"Structure analysis of new compounds (1–5) by NMR showed that they all contain a 3,4-dihydro-2H-pyran moiety.",antihiv
300,Dichloro-Phenyl-Benzotriazoles: A New Selective Class of Human Respiratory Syncytial Virus Entry Inhibitors,Further results revealed that the lead compound 10d was active during the early phase of the RSV infection cycle.,antihiv
301,Dichloro-Phenyl-Benzotriazoles: A New Selective Class of Human Respiratory Syncytial Virus Entry Inhibitors,"In the quest of new RSV inhibitors, in this work we evaluated the antiviral activity of a series of variously substituted 5,6-dichloro-1-phenyl-1(2)H-benzo[d][1,2,3]triazole derivatives in cell-based assays.",antivirus
302,Antiviral activity of phenanthrenes from the medicinal plant Bletilla striata against influenza A virus,"However, no compound could inhibit hemagglutination by the influenza virus.",antihiv
303,Antiviral activity of phenanthrenes from the medicinal plant Bletilla striata against influenza A virus,The IC(50) ranged from 18.4 ± 3.1 to 42.3 ± 3.9 μM in the post-treatment assays.,antivirus
304,Inhibitory Effect and Possible Mechanism of Action of Patchouli Alcohol against Influenza A (H2N2) Virus,"Flexible docking and molecular dynamic simulations indicated that patchouli alcohol was bound to the neuraminidase protein of influenza virus, with an interaction energy of –40.38 kcal mol(–1).",antihiv
305,"PEDV enters cells through clathrin-, caveolae-, and lipid raft-mediated endocytosis and traffics via the endo-/lysosome pathway","In addition, lipid raft extraction assay showed that PEDV can also enter cells through lipid raft-mediated endocytosis.",antihiv
306,In Vitro and In Vivo Activity of a Novel Antifungal Small Molecule against Candida Infections,"Here, we discovered a small molecule with activity against Candida spp.",antihiv
307,In Vitro and In Vivo Activity of a Novel Antifungal Small Molecule against Candida Infections,than the current antifungal agents.,antivirus
308,In Vitro and In Vivo Activity of a Novel Antifungal Small Molecule against Candida Infections,"In vitro, SM21 was toxic to fungi but not to various human cell lines or bacterial species and was active against Candida isolates that are resistant to existing antifungal agents.",antivirus
309,In Vitro and In Vivo Activity of a Novel Antifungal Small Molecule against Candida Infections,"Further examination of the in vitro antifungal and anti-biofilm properties of these compounds, using a range of Candida spp., led to the discovery of SM21, a highly potent antifungal molecule (minimum inhibitory concentration (MIC) 0.2 – 1.6 µg/ml).",antivirus
310,In Vitro and In Vivo Activity of a Novel Antifungal Small Molecule against Candida Infections,"Moreover, the number of available antifungals is limited, and antifungal-resistant Candida strains are emerging.",antivirus
311,Alpha-ketoamides as broad-spectrum inhibitors of coronavirus and enterovirus replication,Six crystal structures of protease:inhibitor complexes were determined as part of this study.,antihiv
312,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,A mercaptobenzamide (MDH-1-38) and its prodrug (NS1040) are being developed as potential therapeutic compounds targeting the zinc finger of HIV nucleocapsid.,antihiv
313,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,The combination of either MDH-1-38 or NS1040 with other FDA-approved HIV drugs yielded additive to synergistic antiviral interactions with no evidence of antiviral antagonism or synergistic toxicity.,antivirus
314,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,"Through 14 passages, resistance to the compounds has not been achieved.",antivirus
315,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,"While we presume that NS1040 is rapidly converted to MDH-1-38 in all experiments, the two compounds were tested side-by-side to determine whether the presence of a prodrug affects the antiviral activity or mechanism of action.",antivirus
316,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,"Cell-based and biochemical mechanism of antiviral action assays demonstrated MDH-1-38 and NS1040 were virucidal at concentrations of 15 and 50 μM, respectively.",antivirus
317,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,Serial dose escalation was used in attempts to select for HIV strains resistant to MDH-1-38 and NS1040.,antivirus
318,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,The two compounds were evaluated against a panel of HIV-1 clinical isolates in human PBMCs and monocyte-macrophages and yielded EC50 values ranging from 0.7 to 13 μM with no toxicity up to 100 μM.,antivirus
319,Preclinical evaluation of a mercaptobenzamide and its prodrug for NCp7-targeted inhibition of human immunodeficiency virus,Cell to cell transmission of HIV in multiple passages was significantly reduced in CEM-SS and human PBMCs by reducing progeny virus infectivity at compound concentrations greater than 2 μM.,antivirus
320,The dengue virus non-structural protein 1 (NS1) is secreted from mosquito cells in association with the intracellular cholesterol transporter chaperone caveolin complex,ZIKV NS1 was also found to co-localize with CAV-1 in infected mosquito cells.,antihiv
321,The dengue virus non-structural protein 1 (NS1) is secreted from mosquito cells in association with the intracellular cholesterol transporter chaperone caveolin complex,"In mosquito cells, NS1 is secreted in a caveolin-1 (CAV-1) dependent manner by an unconventional pathway.",interleukin
322,Neuraminidase treatment of avian infectious bronchitis coronavirus reveals a hemagglutinating activity that is dependent on sialic acid-containing receptors on erythrocytes,"However, it acquired hemagglutinating activity after treatment with neuraminidase to remove α2,3-linked N-acetylneuraminic acid from the surface of the virion.",antihiv
323,Inhibition of CRM1-mediated nuclear export of influenza A nucleoprotein and nuclear export protein as a novel target for antiviral drug development,In silico docking suggested that DP2392-E10 binds at a region close to the HEAT9 and HEAT10 domains of CRM1.,antihiv
324,Inhibition of CRM1-mediated nuclear export of influenza A nucleoprotein and nuclear export protein as a novel target for antiviral drug development,"Here, we demonstrated that DP2392-E10 exerts its antiviral effect by inhibiting replication of a broad range of influenza A subtypes.",antivirus
325,MERS-CoV 4b protein interferes with the NF-κB-dependent innate immune response during infection,Binding of 4b to KPNA4 during infection inhibited its interaction with NF-κB-p65 subunit.,antihiv
326,PTEN ameliorates autoimmune arthritis through down-regulating STAT3 activation with reciprocal balance of Th17 and Tregs,Our results revealed that PTEN could ameliorate experimental autoimmune arthritis by reducing STAT3 activity and Th17 differentiation.,antihiv
327,A simple procedure for the derivation of electron density based surfaces of drug-receptor complexes from a combination of X-ray data and theoretical calculations,"In the second example, the interaction of epoxide inhibitors with the main protease of the SARS coronavirus was investigated.",antihiv
328,Influenza A virus hemagglutinin and neuraminidase act as novel motile machinery,Virus movement mediated by HA and NA resulted in a three to four-fold increase in virus internalisation by cultured cells.,antihiv
329,Coronaviruses and their therapy,The more recent design of wide-spectrum inhibitors targeting the coronavirus main proteases may lead to the discovery of new antivirals against multiple coronavirus induced diseases.,antihiv
330,Coronaviruses and their therapy,"Furthermore, several antivirals shown to be effective against other viruses were tested in vitro.",antivirus
331,Viroporin Activity of the Foot-and-Mouth Disease Virus Non-Structural 2B Protein,"The release of virions from cells infected with FMDV was inhibited by amantadine, a viroporin inhibitor.",antihiv
332,Viroporin Activity of the Foot-and-Mouth Disease Virus Non-Structural 2B Protein,"The Ca(2+) concentration in the cells increased, and the integrity of the cytoplasmic membrane was disrupted in cells that expressed the 2B protein.",interleukin
333,Glucocorticoids in osteonecrosis of the femoral head: A new understanding of the mechanisms of action,Investigators have proposed both direct and indirect effects of GC on cells.,antihiv
334,Glucocorticoids in osteonecrosis of the femoral head: A new understanding of the mechanisms of action,High-dose GC also decreases tissue plasminogen activator activity (t-PA) and increases plasma plasminogen activator inhibitor-1 (PAI-1) antigen levels increasing the procoagulant potential of GC.,interleukin
335,Porcine Deltacoronavirus Nucleocapsid Protein Suppressed IFN-β Production by Interfering Porcine RIG-I dsRNA-Binding and K63-Linked Polyubiquitination,We confirmed that PDCoV N antagonizes IFN-β production by associating with pRIG-I to impede it from binding double-stranded RNA.,antihiv
336,Porcine Deltacoronavirus Nucleocapsid Protein Suppressed IFN-β Production by Interfering Porcine RIG-I dsRNA-Binding and K63-Linked Polyubiquitination,PDCoV N protein also suppressed the activation of porcine IFN-β promoter when it was stimulated by porcine RLR signaling molecules.,interleukin
337,Lycorine: A prospective natural lead for anticancer drug discovery,Lycorine is a natural alkaloid with immense therapeutic potential.,antihiv
338,Emodin is a novel alkaline nuclease inhibitor that suppresses herpes simplex virus type 1 yields in cell cultures,Docking analysis further suggested that the inhibitory effect of emodin on the UL12 activity may result from the interaction between emodin and critical catalytic amino acid residues of UL12.,antihiv
339,Crystal Structure of Human Enterovirus 71 3C Protease,The crystal structure shows that EV71 3Cpro has a typical chymotrypsin-like fold that is common in picornaviral 3Cpro.,antihiv
340,Crystal Structure of Human Enterovirus 71 3C Protease,"However, vaccines or effective drugs are unavailable to date.",antivirus
341,"Kinetic, Mutational, and Structural Studies of the Venezuelan Equine Encephalitis Virus Nonstructural Protein 2 Cysteine Protease",The peptide-like E64d inhibitor was found to bind beneath a β-hairpin at the interface of the SAM MTase and protease domains.,antihiv
342,Identification of Inonotus obliquus polysaccharide with broad-spectrum antiviral activity against multi-feline viruses,Investigation of the mechanism of action of the compound revealed that IOP treatment induces its inhibitory actions directly on virus particles through blocking viral binding/absorpting.,antihiv
343,Inhibition of DD-Peptidases by a Specific Trifluoroketone: Crystal Structure of a Complex with the Actinomadura R39 DD-Peptidase(),A crystal structure of the complex between the trifluoroketone and the R39 enzyme showed that a tetrahedral adduct had indeed formed with the active site serine nucleophile.,antihiv
344,Opposite Roles of RNase and Kinase Activities of Inositol-Requiring Enzyme 1 (IRE1) on HSV-1 Replication,Results in this study showed that IRE1α expression was up-regulated during HSV-1 infection.,antihiv
345,Opposite Roles of RNase and Kinase Activities of Inositol-Requiring Enzyme 1 (IRE1) on HSV-1 Replication,"UPR has three branches, including protein kinase RNA (PKR)-like ER kinase (PERK), inositol-requiring enzyme 1 (IRE1), and activated transcription factor 6 (ATF6).",interleukin
346,Evaluation of an Orthogonal Pooling Strategy for Rapid High-Throughput Screening of Proteases,Comparison of the confirmed actives from single-compound and mixture screening showed that mixture screening identified all of the actives from single-compound HTS.,antihiv
347,QSAR Studies on Andrographolide Derivatives as α-Glucosidase Inhibitors,The obtained results suggested that proposed combination of 2D and 3D QSAR models could be useful in predicting the α-glucosidase inhibiting activity of andrographolide derivatives.,antihiv
348,Bioassay Directed Isolation and Biological Evaluation of Compounds Isolated from Rubus fairholmianus Gard.,The promising results of this investigation emphasize the importance of using R. fairholmianus in the treatment of radical generated disorders mainly cancer and other inflammatory diseases.,antihiv
349,"Chapter 15 Analysis of alkaloids (indole alkaloids, isoquinoline alkaloids, tropane alkaloids)", Alkaloids are a large cluster of molecules found in Mother Nature all over the world.,antihiv
350,QSAR models for predicting cathepsin B inhibition by small molecules—Continuous and binary QSAR models to classify cathepsin B inhibition activities of small molecules, Cathepsin B is a potential target for the development of drugs to treat several important human diseases.,antihiv
351,Cortex phellodendri Extract Relaxes Airway Smooth Muscle,Berberine is an active ingredient of C. phellodendri.,antihiv
352,Hexachlorophene suppresses β-catenin expression by up-regulation of Siah-1 in EBV-infected B lymphoma cells,"Conversely, results from cell-based small molecule screening studies have shown that the antibiotic hexachlorophene can down-regulate β-catenin in colon cancer cells.",antihiv
353,Overexpressed eNOS upregulates SIRT1 expression and protects mouse pancreatic β cells from apoptosis,The results suggested that overexpressed eNOS promoted cell proliferation and inhibited cell apoptosis in Min6 cells.,antihiv
354,Identification of a Novel Inhibitor against Middle East Respiratory Syndrome Coronavirus,Further biophysical characterization showed that MERS-5HB was a thermo-stable α-helical secondary structure.,antihiv
355,Identification of a Novel Inhibitor against Middle East Respiratory Syndrome Coronavirus,The continual outbreaks of MERS-CoV highlight the importance of developing antiviral therapeutics.,antivirus
356,Chapter One The Eukaryotic Translation Initiation Factor 4E (eIF4E) as a Therapeutic Target for Cancer,It will also expose the use of eIF4E as a therapeutic target in cancer.,antihiv
357,Calmodulin interacts with angiotensin-converting enzyme-2 (ACE2) and inhibits shedding of its ectodomain,We also show that calmodulin associates with ACE2 and that this interaction is decreased by calmodulin inhibitors.,antihiv
358,Regulation of the apoptosis-inducing kinase DRAK2 by cyclooxygenase-2 in colorectal cancer,In vitro silencing of DRAK2 by RNAi enhanced CRC cell survival following COX-2 inhibitor treatment.,antihiv
359,Drug repurposing for breast cancer therapy: Old weapon for new battle,The repositioned drugs have been successfully used for the treatment of most aggressive triple negative breast cancer.,antihiv
360,The 8ab protein of SARS-CoV is a luminal ER membrane-associated protein and induces the activation of ATF6,"Finally, we showed that 8ab binds to the luminal domain of ATF6.",antihiv
361,The 8ab protein of SARS-CoV is a luminal ER membrane-associated protein and induces the activation of ATF6,"8ab protein was found to up-regulate the synthesis of endogenous ER-resident chaperons involved in protein folding through the activation of the transcription factor ATF6, while it showed no effect on the CHOP induction and XBP1 splicing associated with the unfolded protein response (UPR).",interleukin
362,Src inhibitor reduces permeability without disturbing vascularization and prevents bone destruction in steroid-associated osteonecrotic lesions in rabbits,Src inhibitor could reduce permeability without disturbing vascularization and prevent destructive repair in steroid-associated osteonecrosis.,antihiv
363,"Prostaglandin E(2) stimulates normal bronchial epithelial cell growth through induction of c-Jun and PDK1, a kinase implicated in oncogenesis",PDK1 siRNA and a PDK1 inhibitor blocked the effects of PGE(2) on normal cell growth.,antihiv
364,"Prostaglandin E(2) stimulates normal bronchial epithelial cell growth through induction of c-Jun and PDK1, a kinase implicated in oncogenesis",CONCLUSION: PGE(2) increases normal bronchial epithelial cell proliferation through increased PDK1 gene expression that is dependent on EP4 and induction of c-Jun.,interleukin
365,"Prostaglandin E(2) stimulates normal bronchial epithelial cell growth through induction of c-Jun and PDK1, a kinase implicated in oncogenesis","RESULTS: We demonstrated that PGE(2) increased normal bronchial epithelial cell proliferation through induction of PDK1, an ankyrin repeat-containing Ser/Thr kinase implicated in the induction of apoptosis and the suppression of tumor growth.",interleukin
366,Cellular DDX3 regulates Japanese encephalitis virus replication by interacting with viral un-translated regions,GST-pulldown and co-immunoprecipitation experiments demonstrated that DDX3 could interact with JEV non-structural proteins 3 and 5.,antihiv
367,"Dual role of chloroquine in liver ischemia reperfusion injury: reduction of liver damage in early phase, but aggravation in late phase",The anti-malaria drug chloroquine is well known as autophagy inhibitor.,antihiv
368,"Dual role of chloroquine in liver ischemia reperfusion injury: reduction of liver damage in early phase, but aggravation in late phase","The mechanism of protective action of chloroquine appeared to involve its ability to modulate mitogen-activated protein kinase activation, reduce high-mobility group box 1 release and inflammatory cytokines production, whereas chloroquine worsened liver injury via inhibition of autophagy and induction of hepatic apoptosis at the late phase.",interleukin
369,"Prediction of the SARS-CoV-2 (2019-nCoV) 3C-like protease (3CL (pro)) structure: virtual screening reveals velpatasvir, ledipasvir, and other drug repurposing candidates",The drugs Epclusa (velpatasvir/sofosbuvir) and Harvoni (ledipasvir/sofosbuvir) could be very effective owing to their dual inhibitory actions on two viral enzymes.,antihcv
370,"Prediction of the SARS-CoV-2 (2019-nCoV) 3C-like protease (3CL (pro)) structure: virtual screening reveals velpatasvir, ledipasvir, and other drug repurposing candidates","Among these, the antivirals ledipasvir or velpatasvir are particularly attractive as therapeutics to combat the new coronavirus with minimal side effects, commonly fatigue and headache.",antihcv
371,Nucleotide Analogues as Inhibitors of Viral Polymerases,"Based on our molecular insight that the hepatitis C virus and the coronavirus use a similar viral genome replication mechanism, we reasoned that the FDA-approved drug EPCLUSA (Sofosbuvir/Velpatasvir) for the treatment of hepatitis C will also inhibit the above coronaviruses, including 2019-nCoV.",antihcv
372,Nucleotide Analogues as Inhibitors of SARS-CoV Polymerase,"SARS-CoV-2, a member of the coronavirus family, has caused a global public health emergency.1 Based on our analysis of hepatitis C virus and coronavirus replication, and the molecular structures and activities of viral inhibitors, we previously reasoned that the FDA-approved heptatitis C drug EPCLUSA (Sofosbuvir/Velpatasvir) should inhibit coronaviruses, including SARS-CoV-2.2 Here, using model polymerase extension experiments, we demonstrate that the activated triphosphate form of Sofosbuvir is incorporated by low-fidelity polymerases and SARS-CoV RNA-dependent RNA polymerase (RdRp), and blocks further incorporation by these polymerases; the activated triphosphate form of Sofosbuvir is not incorporated by a host-like high-fidelity DNA polymerase.",antihcv
373,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial,Azithromycin added to hydroxychloroquine was significantly more efficient for virus elimination.,anti-parasite
374,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial,We evaluate the role of hydroxychloroquine on respiratory viral loads.,anti-parasite
375,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial,"Patients and methods French Confirmed COVID-19 patients were included in a single arm protocol from early March to March 16th, to receive 600mg of hydroxychloroquine daily and their viral load in nasopharyngeal swabs was tested daily in a hospital setting.",anti-parasite
376,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial,Conclusion Despite its small sample size our survey shows that hydroxychloroquine treatment is significantly associated with viral load reduction/disappearance in COVID-19 patients and its effect is reinforced by azithromycin.,anti-parasite
377,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial," Background Chloroquine and hydroxychloroquine have been found to be efficient on SARS-CoV-2, and reported to be efficient in Chinese COV-19 patients.",anti-parasite
378,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial,"Depending on their clinical presentation, azithromycin was added to the treatment.",immue_suppresive
379,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial,"Depending on their clinical presentation, azithromycin was added to the treatment.",antibiotic
380,Hydroxychloroquine and azithromycin as a treatment of COVID-19: results of an open-label non-randomized clinical trial,Untreated patients from another center and cases refusing the protocol were included as negative controls.,immue_suppresive
381,Hydroxychloroquine and Azithromycin as a treatment of COVID-19: preliminary results of an open-label non-randomized clinical trial,Azithromycin added to Hydroxychloroquine was significantly more efficient for virus elimination.,anti-parasite
382,Hydroxychloroquine and Azithromycin as a treatment of COVID-19: preliminary results of an open-label non-randomized clinical trial,We evaluate the role of Hydroxychloroquine on respiratory viral loads.,anti-parasite
383,Hydroxychloroquine and Azithromycin as a treatment of COVID-19: preliminary results of an open-label non-randomized clinical trial,Conclusion : Hydroxychloroquine is significantly associated with viral load reduction/disappearance in patients with COVID-19 and its effect is reinforced by Azithromycin.,anti-parasite
384,Hydroxychloroquine and Azithromycin as a treatment of COVID-19: preliminary results of an open-label non-randomized clinical trial,Patients and methods Patients were included in a single arm protocol to receive 600mg of hydroxychloroquine daily and their viral load in nasal swabs was tested daily.,anti-parasite
385,Hydroxychloroquine and Azithromycin as a treatment of COVID-19: preliminary results of an open-label non-randomized clinical trial,Depending on their clinical presentation azithromycin was added to the treatment.,immue_suppresive
386,Hydroxychloroquine and Azithromycin as a treatment of COVID-19: preliminary results of an open-label non-randomized clinical trial,Depending on their clinical presentation azithromycin was added to the treatment.,antibiotic
387,The use of anti-inflammatory drugs in the treatment of people with severe coronavirus disease 2019 (COVID-19): The experience of clinical immunologists from China,"Here, from the perspective of clinical immunologists, we will discuss the clinical and immunological characteristics of severe patients, and summarize the current evidence and share our experience in anti-inflammation treatment, including glucocorticoids, IL-6 antagonist, JAK inhibitors and choloroquine/hydrocholoroquine, of patients with severe COVID-19 that may have an impaired immune system.",anti-parasite
388,"Glycyrrhizin Inhibits Interleukin-8 Production and Nuclear Factor–κ B Activity in Lung Epithelial Cells, but Not Through Glucocorticoid Receptors",These findings indicated that GL had a glucocorticoid-like inhibitory effect on IL-8 production via a mechanism that differs from that of glucocorticoids.,immue_suppresive
389,"Glycyrrhizin Inhibits Interleukin-8 Production and Nuclear Factor–κ B Activity in Lung Epithelial Cells, but Not Through Glucocorticoid Receptors","GL, as well as dexamethasone (DEX) inhibited both tumor necrosis factor (TNF)-α –and IL-1β –induced IL-8 production, mRNA expression, and promoter activity in A549 cells.",interleukin
390,Cell Host Response to Infection with Novel Human Coronavirus EMC Predicts Potential Antivirals and Important Differences with SARS Coronavirus,"A unique set of 207 genes was dysregulated early and permanently throughout infection with HCoV-EMC, and was used in a computational screen to predict potential antiviral compounds, including kinase inhibitors and glucocorticoids.",immue_suppresive
391,Cell Host Response to Infection with Novel Human Coronavirus EMC Predicts Potential Antivirals and Important Differences with SARS Coronavirus,"Both viruses induced a similar activation of pattern recognition receptors and the interleukin 17 (IL-17) pathway, but HCoV-EMC specifically down-regulated the expression of several genes within the antigen presentation pathway, including both type I and II major histocompatibility complex (MHC) genes.",interleukin
392,Treatment of cats with feline infectious peritonitis,"In nearly every published case report of attempted therapy for clinical FIP, glucocorticoids have been used; there are, however, no controlled studies that evaluate the effect of glucocorticoids as a therapy for FIP.",immue_suppresive
393,Short-term Follow-up Results of Drug-eluting Stenting in Premature Coronary Artery Disease Patients with Multiple Atherosclerotic Risk Factors,"Drug-eluting stenting (DES), including paclitaxel-eluting stenting (PES) and sirolimus-eluting stenting (SES), has been proven to have a lower restenotic rate.",immue_suppresive
394,The role of adjuvant immunomodulatory agents for treatment of severe influenza,"Likewise, confirmatory studies of sirolimus without concomitant corticosteroid therapy should be explored as a research priority.",immue_suppresive
395,Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2,"Using network proximity analyses of drug targets and HCoV–host interactions in the human interactome, we prioritize 16 potential anti-HCoV repurposable drugs (e.g., melatonin, mercaptopurine, and sirolimus) that are further validated by enrichment analyses of drug-gene signatures and HCoV-induced transcriptomics data in human cell lines.",immue_suppresive
396,Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2,"We further identify three potential drug combinations (e.g., sirolimus plus dactinomycin, mercaptopurine plus melatonin, and toremifene plus emodin) captured by the “Complementary Exposure” pattern: the targets of the drugs both hit the HCoV–host subnetwork, but target separate neighborhoods in the human interactome network.",immue_suppresive
397,Network-based drug repurposing for novel coronavirus 2019-nCoV/SARS-CoV-2,"In this study, we present an integrative, antiviral drug repurposing methodology implementing a systems pharmacology-based network medicine platform, quantifying the interplay between the HCoV–host interactome and drug targets in the human protein–protein interaction network.",immue_suppresive
398,Network-based Drug Repurposing for Human Coronavirus,"Finally, we showcased three potential drug combinations (including sirolimus plus dactinomycin, mercaptopurine plus melatonin, and toremifene plus emodin) captured by the Complementary Exposure pattern: the targets of the drugs both hit the HCoV-host subnetwork, but target separate neighborhoods in the human protein-protein interactome network.",immue_suppresive
399,Network-based Drug Repurposing for Human Coronavirus,"In addition, we prioritized 16 potential anti-HCoV repurposable drugs (including melatonin, mercaptopurine, and sirolimus) that were further validated by enrichment analyses of drug-gene signatures and HCoV-induced transcriptomics data in human cell lines.",immue_suppresive
400,Network-based Drug Repurposing for Human Coronavirus,"Using network proximity analyses of drug targets and known HCoV-host interactions in the human protein-protein interactome, we computationally identified 135 putative repurposable drugs for the potential prevention and treatment of HCoVs.",immue_suppresive
401,Network-based Drug Repurposing for Human Coronavirus,"In this study, we present an integrative, antiviral drug repurposing methodology implementing a systems pharmacology-based network medicine platform, quantifying the interplay between the HCoV-host interactome and drug targets in the human protein-protein interaction network.",immue_suppresive
402,Thiopurine analogs and mycophenolic acid synergistically inhibit the papain-like protease of Middle East respiratory syndrome coronavirus,"Here, we report the discovery that two SARS-CoV PLpro inhibitors, 6-mercaptopurine (6MP) and 6-thioguanine (6TG), as well as the immunosuppressive drug mycophenolic acid, are able to inhibit MERS-CoV PLpro.",immue_suppresive
403,Identification of Common Biological Pathways and Drug Targets Across Multiple Respiratory Viruses Based on Human Host Gene Expression Analysis,"Common genes and pathways were found through a rigorous, iterative analysis pipeline where relevant host mRNA expression datasets were identified, analyzed for quality and gene differential expression, then mapped to pathways for enrichment analysis.",immue_suppresive
404,Identification of Common Biological Pathways and Drug Targets Across Multiple Respiratory Viruses Based on Human Host Gene Expression Analysis,Further analysis of these pathways suggests potential opportunities for therapeutic intervention.,immue_suppresive
405,Identification of Common Biological Pathways and Drug Targets Across Multiple Respiratory Viruses Based on Human Host Gene Expression Analysis,The availability of large-scale genomic datasets focused on host-pathogen interactions can be used to discover novel drug targets as well as potential opportunities for drug repositioning.,immue_suppresive
406,Identification of Common Biological Pathways and Drug Targets Across Multiple Respiratory Viruses Based on Human Host Gene Expression Analysis,"A large overlap in the general immune response was observed among the top twenty of these 67 pathways, adding validation to our analysis strategy.",immue_suppresive
407,Identification of Common Biological Pathways and Drug Targets Across Multiple Respiratory Viruses Based on Human Host Gene Expression Analysis,"A total of 67 common biological pathways were identified among the seven different respiratory viruses analyzed, representing fifteen laboratories, nine different cell types, and seven different array platforms.",immue_suppresive
408,Identification of Common Biological Pathways and Drug Targets Across Multiple Respiratory Viruses Based on Human Host Gene Expression Analysis,Possible repurposed drugs targets were found through database and literature searches.,immue_suppresive
409,Primaquine derivatives: Modifications of the terminal amino group,The modifications undertaken until 2009 were included in a review published in the same year.,immue_suppresive
410,"Recent Advances in Diagnosis, Prevention, and Treatment of Human Respiratory Syncytial Virus","This review attempts to present the promising diverse research approaches and advancements in the area of diagnosis, prevention, and treatment that contribute to RSV management.",immue_suppresive
411,Respiratory Virus Infections in Hematopoietic Cell Transplant Recipients,"In this review, we discuss clinical findings and the appropriate use of diagnostic measures.",immue_suppresive
412,Anti-Norovirus Therapeutics: A Patent Review (2010–2015),The review is further enriched and supplemented by recent literature reports.,immue_suppresive
413,"1,2,3,4,6-Penta-O-galloylglucose within Galla Chinensis Inhibits Human LDH-A and Attenuates Cell Proliferation in MDA-MB-231 Breast Cancer Cells","In a recent high-throughput screening, we identified Rhus chinensis (Mill.)",immue_suppresive
414,Gut microbiota: Implications in Parkinson's disease,"In this review, we try to connect the dots between GM and PD pathology using direct and indirect evidence.",immue_suppresive
415,"Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus","However, using Q-UEL systems to access relevant and emerging literature, and to interact with standard publically available bioinformatics tools on the Internet, did help quickly identify sequences of amino acids that are well conserved across many coronaviruses including 2019-nCoV.",immue_suppresive
416,"Computers and viral diseases. Preliminary bioinformatics studies on the design of a synthetic vaccine and a preventative peptidomimetic antagonist against the SARS-CoV-2 (2019-nCoV, COVID-19) coronavirus","The work can, nonetheless, be described in traditional bioinformatics terms, and readily reproduced by others, albeit with the caveat that new data and research into 2019-nCoV is emerging and evolving at an explosive pace.",immue_suppresive
417,Pharmacotherapy of Lower Respiratory Tract Infections in Elderly—Focused on Antibiotics,Various sources of information were used to ensure all relevant studies were included.,immue_suppresive
418,Pharmacotherapy of Lower Respiratory Tract Infections in Elderly—Focused on Antibiotics,"After a systematic review of the current randomized controlled trials and related studies, we recommend novel pharmacotherapies that demonstrate advantages for the management of LRTIs in people over the age of 65.",immue_suppresive
