,pid,newpid,category,sent,newscore,answer,keyword,question
181,2uvibr2j,24,drug,This study was conducted to design an effective multiepitope based vaccine (MEV) against SARS-COV-2.,0.15254301279662047,sars-cov-2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
182,xieqswct,769,drug,The PAC-MAN approach is potentially a rapidly implementable pan-coronavirus strategy to deal with emerging pandemic strains.,0.15254058075664473,the pac-man approach is potentially a rapidly implementable pan-coronavirus strategy to deal with emerging pandemic strains,Losartan,Can Losartan treat COVID-19
183,b1iyr42n,139,drug,The sequences of spike glycoprotein of 2019-nCoV and SARS coronavirus (SARS-CoV) were used for the comparison.,0.15253600397843264,sars coronavirus,TAF,Can TAF treat COVID-19
184,xhachzby,551,drug,The main goal of the optimization efforts was improvement of the pharmacokinetic properties of the compounds.,0.15251818593014488,improvement of the pharmacokinetic properties of the compounds,Vitamin D,Can Vitamin D treat COVID-19
185,yb5kf0u2,48,drug,Interpretation MNA delivery of coronaviruses-S1 subunit vaccines is a promising immunization strategy against coronavirus infection.,0.15251374491932002,mna delivery of coronaviruses-s1 subunit vaccines is a promising immunization strategy against coronavirus infection,APN01,Can APN01 treat COVID-19
186,t996fbad,698,drug,"Moreover, the Angiotensin II level in the plasma sample from 2019-nCoV infected patients was markedly elevated and linearly associated to viral load and lung injury.",0.15249970714647793,2019-ncov infected patients was markedly elevated and linearly associated to viral load and lung injury,Naproxen,Can Naproxen treat COVID-19
187,5xyt8d5u,912,drug,All patients were community acquired cases.,0.1524798642569354,all patients were community acquired cases,Losartan,Can Losartan treat COVID-19
188,qebbkr6d,619,drug,"In summary, the PARP1 inhibitor CVL218 discovered by our data-driven drug repositioning framework can serve as a potential therapeutic agent for the treatment of COVID-19.",0.15245807296322014,can serve as a potential therapeutic agent for the treatment of covid-19,APN01,Can APN01 treat COVID-19
189,qdt90c22,540,drug,SARS-CoV-2 is a coronavirus associated with the epidemiological outbreak in late 2019.,0.15241921849506962,sars-cov-2,Azithromycin,Can Azithromycin treat COVID-19
190,1qniriu0,586,drug,"However, the viral protease of a coronavirus is well-known to be essential for its replication and thus is an effective drug target.",0.15241467290518207,the viral protease of a coronavirus is well-known to be essential for its replication and thus is an effective drug target,Aspirin,Can Aspirin treat COVID-19
191,2tu707ng,218,drug,"In addition, convalescent plasma should be given to COVID-19 patients if it is available.",0.15241376939815765,convalescent plasma should be given to covid-19 patients if it is available,Convalescent Plasma,Can Convalescent Plasma treat COVID-19
192,nn15iyqd,1071,drug,"Based upon our limited knowledge on the pathogenesis of CoViD-19, a potential role of some anti-rheumatic drugs may be hypothesized, acting as direct antivirals or targeting host immune response.",0.15240452634713175,"a potential role of some anti-rheumatic drugs may be hypothesized , acting as direct antivirals or targeting host immune response",Naproxen,Can Naproxen treat COVID-19
193,5xyt8d5u,922,drug,"Allergic diseases, asthma and COPD are not risk factors for SARS-CoV-2 infection.",0.15239948764097794,not risk factors for sars-cov-2 infection,Naproxen,Can Naproxen treat COVID-19
194,luxgc7st,306,drug,Covid-19 is a challenge to global public health.,0.1523839933763427,a challenge to global public health,Losartan,Can Losartan treat COVID-19
195,vbayngh0,570,drug,Our results reveal important commonalities between SARS-CoV-2 and SARS-CoV infection and identify a potential target for antiviral intervention.,0.1523807171101721,identify a potential target for antiviral intervention,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
196,535lw99y,371,drug,"Our simulation results suggest that the association of new virus to the receptor is slower than SARS, which is consistent with the experimental data obtained very recently.",0.15237962998568644,association of new virus,Naproxen,Can Naproxen treat COVID-19
197,rxrlbw60,92,drug,Clinical isolates were found to contain a novel coronavirus with similarity to bat coronaviruses.,0.1523711568210012,clinical isolates were found to contain a novel coronavirus,APN01,Can APN01 treat COVID-19
198,ld0vo1rl,2,drug,"However, these vaccine candidates might lack the induction of complete protection and have safety concerns.",0.15235105955507755,these vaccine candidates might lack the induction of complete protection and have safety concerns,Naproxen,Can Naproxen treat COVID-19
199,uifnjio5,478,drug,"Furthermore, titration of NAb is helpful prior to the use of convalescent plasma for prevention or treatment.",0.15234834765093075,titration of nab is helpful prior to the use of convalescent plasma,TAF,Can TAF treat COVID-19
200,0lyxvex0,517,drug,The anxiety levels identified in the study were high.,0.15234583199489352,anxiety,Aspirin,Can Aspirin treat COVID-19
201,1mjaycee,178,drug,We also discuss the approaches for developing effective vaccines and therapeutic combinations to cope with this viral outbreak.,0.1523410537076514,developing effective vaccines and therapeutic combinations to cope with this viral outbreak,TAF,Can TAF treat COVID-19
202,sjyrr2bn,832,drug,The COVID-19 pandemic has entered a dangerous new phase.,0.15233963058455338,covid-19 pandemic has entered a dangerous new phase,Bevacizumab,Can Bevacizumab treat COVID-19
203,gy35gsl2,1064,drug,"Network pharmacology analysis predicted that the general in vivo roles of these 26 treatments were related to regulating viral infection, immune/inflammation reactions and hypoxia response.",0.15233910181414426,26,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
204,ld0vo1rl,5,drug,"The S, nsp3, and nsp8 proteins were also predicted by Vaxign-ML to induce high protective antigenicity.",0.15232410013491227,predicted by vaxign-ml to induce high protective antigenicity,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
205,qebbkr6d,615,drug,"In addition, we showed that CVL218 is able to suppress the CpG-induced IL-6 production in peripheral blood mononuclear cells, suggesting that it may also have anti-inflammatory effect that is highly relevant to the prevention immunopathology induced by SARS-CoV-2 infection.",0.15232110367814028,anti-inflammatory effect that is highly relevant to the prevention immunopathology induced by sars-cov-2 infection,BCG Vaccine,Can BCG Vaccine treat COVID-19
206,m40kwgcg,1207,drug,Further investigation is needed to explore the applicability of the MuLBSTA score in predicting the risk of mortality in 2019-nCoV infection.,0.1523192315637142,ncov infection,Naproxen,Can Naproxen treat COVID-19
207,b518n9dx,718,drug,The first medication experience of the recovered patients in the US has led remdesivir to be the “specific drug”.,0.1523182081521922,remdesivir,AZT,Can AZT treat COVID-19
208,gy35gsl2,1065,drug,Conclusion Chinese herbal treatments classically used for treating viral respiratory infection might contain direct anti-2019-nCoV compounds.,0.1523027038624491,might contain direct anti-2019-ncov compounds,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
209,cszqykpu,685,drug,"Overall, we suggest that the list of antiviral drugs identified by the MT-DTI model should be considered, when establishing effective treatment strategies for 2019-nCoV.",0.15230234170332418,2019-ncov,Losartan,Can Losartan treat COVID-19
210,yf5g53a9,820,drug,"Teicoplanin, an antibiotic used to treat staphylococcal infections, previously showed efficacy to inhibit the first stage of the Middle East respiratory syndrome coronavirus (MERS-CoV) viral life cycle in human cells.",0.15229556211794387,previously showed efficacy to inhibit the first stage of the middle east respiratory syndrome coronavirus ( mers-cov ) viral life cycle,Tetrandrine,Can Tetrandrine treat COVID-19
211,c4u0gxp5,268,drug,"Currently, there is no definite treatment for SSCP although some drugs are under investigation.",0.15227469136749594,no definite treatment,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
212,uyu2buo1,531,drug,"SARS-CoV-2, SARS and MERS are all enveloped viruses that can cause acute respiratory syndrome.",0.1522729938594898,"sars-cov-2 , sars and mers are all enveloped viruses that can cause acute respiratory syndrome",RhACE2,Can RhACE2 treat COVID-19
213,190zxwwj,1037,drug,"To date, the clinical characteristics of COVID-19-infected cancer patients are largely unknown.",0.15226643183148678,largely unknown,Naproxen,Can Naproxen treat COVID-19
214,1cc9ig04,963,drug,"Here, we propose fully differentiated human airway epithelium cultures as a model for studies on the SARS-CoV-2.",0.15224847600601302,sars-cov-2,Losartan,Can Losartan treat COVID-19
215,ld0vo1rl,7,drug,"The nsp3 was found to be more conserved among SARS-CoV-2, SARS-CoV, and MERS-CoV than among 15 coronaviruses infecting human and other animals.",0.15224406613549374,coronaviruses infecting human and other animals,Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
216,aeuy92bx,488,drug,"However, there is no specific antiviral treatment or vaccine currently.",0.15224277144808396,there is no specific antiviral treatment or vaccine currently,TAF,Can TAF treat COVID-19
217,yk9u4fvp,157,drug,"In this study, we surveyed the adult US population to understand their risk perceptions about the COVID-19 outbreak.",0.1522318037285037,risk perceptions about the covid-19 outbreak,Losartan,Can Losartan treat COVID-19
218,535lw99y,368,drug,It was found that the S-protein from the SARS coronavirus (SARS-CoV) bind stronger to ACE2 than 2019-nCoV.,0.15222872012851935,2019,nelfinavir,Can nelfinavir treat COVID-19
219,yd7tu7u4,1095,drug,"With the hope to identify candidate drugs for 2019-nCoV, we adopted a computational approach to screen for available commercial medicines which may function as inhibitors for the Mpro of 2019-nCoV.",0.15221947910064532,we adopted a computational approach to screen for available commercial medicines which may function as inhibitors,Losartan,Can Losartan treat COVID-19
220,b4joa5tx,576,drug,SARS-CoV-2 is the etiological agent responsible for the COVID-19 outbreak in Wuhan.,0.15220483039492008,sars-cov-2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
221,za3qypgg,639,drug,"COVID-19 has been observed to induce a pro-inflammatory cytokine generation and secretion of cytokines, such as IL-6, but there is no evidence of the beneficial impact of IL-6 inhibitors on the modulation of COVID-19.",0.15220250187362466,there is no evidence of the beneficial impact of il-6 inhibitors on the modulation of covid-19 .,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
222,566pbuic,926,drug,Associated results will be used to evaluate the prognosis and to find the optimal treatment regimens for COVID-19 pneumonia.,0.15218422191520375,find the optimal treatment regimens for covid-19 pneumonia,Naproxen,Can Naproxen treat COVID-19
223,1yka7ej9,842,drug,Using the same method we also estimate the basic reproductive number of MERS virus is 8.16 which is higher than SARS-CoV-2.,0.15216933104787894,sars-cov-2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
224,ejg393zs,300,drug,"However, the mortality rate of COVID-19 is lower than that of other coronaviruses diseases such as SARS or MERS and other viruses like HIV and Ebola.",0.15216795290177765,covid-19,Losartan,Can Losartan treat COVID-19
225,qebbkr6d,617,drug,"Moreover, molecular docking simulation suggested that CVL218 may bind to the N-terminal domain of nucleocapsid (N) protein of SARS-CoV-2, providing a possible model to explain its antiviral action.",0.15216754241309613,antiviral,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
226,nxfr24sp,738,drug,Previous studies of the COVID-19 pneumonia outbreak were based on information from the general population.,0.15215690824546374,pneumonia,Naproxen,Can Naproxen treat COVID-19
227,566pbuic,933,drug,Logistic regression analysis was performed to explore the risk factors for disease progression.,0.15214551005622234,logistic regression analysis was performed to explore the risk factors for disease progression,APN01,Can APN01 treat COVID-19
228,yb5kf0u2,44,drug,Findings Here we describe the development of MNA delivered MERS-CoV vaccines and their pre-clinical immunogenicity.,0.15213840594035094,mna delivered mers-cov vaccines,AZT,Can AZT treat COVID-19
229,b4joa5tx,578,drug,"The main protease (Mpro) of SARS-CoV-2 is a key CoV enzyme that plays a pivotal role in mediating viral replication and transcription, which makes it an attractive drug target.",0.15212612436669404,sars-cov-2,APN01,Can APN01 treat COVID-19
230,647zcjgu,773,drug,"However, 2019-nCoV has a distinct loop with flexible glycyl residues replacing rigid prolyl residues in SARS-CoV.",0.15211744705934818,ncov has a distinct loop with flexible glycyl residues replacing rigid prolyl residues in sars-cov,Losartan,Can Losartan treat COVID-19
231,penb65x7,1162,drug,"Therefore, liver injury is more prevalent in severe cases than in mild cases of COVID-19.",0.15211403277096694,liver injury is more prevalent in severe cases than in mild cases of covid-19,Naproxen,Can Naproxen treat COVID-19
232,1a8uevk8,528,drug,"Currently, the research on novel coronavirus is still in the primary stage.",0.15210795556463744,novel coronavirus,Remdesivir,Can Remdesivir treat COVID-19
233,xieqswct,768,drug,Our bioinformatic analysis showed a group of only six crRNAs can target more than 90% of all coronaviruses.,0.15210671428020572,can target more than 90 % of all coronaviruses,APN01,Can APN01 treat COVID-19
234,2uvibr2j,22,drug,"Till date, no vaccine or completely effective drug is available to cure COVID-19.",0.15210485104254784,no vaccine or completely effective drug is available to cure covid-19,Tocilizumab,Can Tocilizumab treat COVID-19
235,qdt90c22,547,drug,"Altogether, the results presented in this work contribute to gain a deep understanding of the molecular pharmacology of SARS-CoV-2 treatment and validate the use of protease inhibitors against SARS-CoV-2.",0.15210420507049505,validate the use of protease inhibitors against sars-cov-2,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
236,6y9n69g5,799,drug,The major structural proteins and NSPs may serve an important role from drug design perspectives.,0.15210390957166536,the major structural proteins and nsps may serve an important role from drug design perspectives,WJ-MSCs,Can WJ-MSCs treat COVID-19
237,xuczplaf,1153,drug,Extensive measures to reduce person-to-person transmission of COVID-19 have been implemented to control the current outbreak.,0.1520949816667475,extensive measures to reduce person-to-person transmission of covid-19 have been implemented to control the current outbreak,TAF,Can TAF treat COVID-19
238,ju35nyir,435,drug,"Through a series of drug repurposing screening campaigns, niclosamide, an FDA-approved anthelminthic drug, was found to be effective against various viral infections with nanomolar to micromolar potency such as SARS-CoV, MERS-CoV, ZIKV, HCV, and human adenovirus, indicating its potential as an antiviral agent.",0.15208706258662072,"sars-cov , mers-cov , zikv , hcv , and human adenovirus",Budesonide,Can Budesonide treat COVID-19
239,a6p6ka8w,410,drug,The frequency of racially charged tweets closely paralleled the number of newly diagnosed cases of COVID-19.,0.15208397976058438,the frequency of racially charged tweets closely paralleled the number of newly diagnosed cases of covid-19,Losartan,Can Losartan treat COVID-19
240,2tu707ng,214,drug,An outbreak of a novel coronavirus (COVID-19 or 2019-CoV) infection has posed significant threats to international health and the economy.,0.15208385360859894,an outbreak of a novel coronavirus ( covid-19 or 2019-cov ) infection has posed significant threats to international health and the economy,Losartan,Can Losartan treat COVID-19
241,vbayngh0,569,drug,"Finally, we show that the sera from convalescent SARS patients cross-neutralized SARS-2-S-driven entry.",0.1520698643353074,cross-neutralized sars-2-s-driven entry,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
242,t996fbad,695,drug,The viral load of 2019-nCoV detected from patient respiratory tracts was positively linked to lung disease severity.,0.15206883372340435,the viral load of 2019,Naproxen,Can Naproxen treat COVID-19
243,fmumym1x,167,drug,"Furthermore, the conservation of the epitopes, the adaptability and other evolutionary characteristics were also analyzed.",0.1520657985808146,can peginterferon lambda-1a treat covid-19,Peginterferon Lambda-1a,Can Peginterferon Lambda-1a treat COVID-19
244,qdt90c22,545,drug,Our analysis revealed 20 compounds that could be clustered into three groups based on their chemical features.,0.1520657846140131,20 compounds that could be clustered into three groups based on their chemical features,Ruxolitinib,Can Ruxolitinib treat COVID-19
245,za3qypgg,645,drug,There is clear evidence that IL-6 peak levels are associated with severity of pulmonary complications.,0.15205477353914576,there is clear evidence that il-6 peak levels are associated with severity of pulmonary complications,Naproxen,Can Naproxen treat COVID-19
246,qdt90c22,542,drug,"Based on that and using an in silico approach, we evaluated SARS-CoV-2 main protease as a target for HIV-1 protease inhibitors to reveal the structural features related to their antiviral effect.",0.15205452657999685,hiv-1 protease inhibitors,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
247,lg45goe2,84,drug,"wo US biotech firms have positioned themselves as front-runners fighting the novel coronavirus, called SARS-CoV-2.",0.15204682388760332,"us biotech firms have positioned themselves as front-runners fighting the novel coronavirus , called sars-cov-2",Losartan,Can Losartan treat COVID-19
248,ckay4ufw,226,drug,This study shows that the disease free equilibrium (E_0 ) for COVID-19 coronavirus does not satisfy the criteria for a locally or globally asymptotic stability.,0.15204419047317586,does not satisfy the criteria for a locally or globally asymptotic stability,Sofosbuvir,Can Sofosbuvir treat COVID-19
249,xhachzby,549,drug,"Involved in the formation of the coronavirus replication complex, the viral main protease (Mpro, also called 3CLpro) represents an attractive target for therapy.",0.1520396761148909,represents an attractive target for therapy,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
250,zpaqd5vd,196,drug,We highlight the current state of knowledge of coronavirus biology while answering questions concerning the current outbreak of SARS-CoV-2.,0.15203413126514986,coronavirus biology while answering questions concerning the current outbreak of sars-cov-2,Losartan,Can Losartan treat COVID-19
251,uifnjio5,471,drug,"The titers of NAb among these patients correlated with the spike-binding antibodies targeting S1, RBD, and S2 regions.",0.15202923748621006,nab among these patients correlated with the spike-binding antibodies,Huaier Granule,Can Huaier Granule treat COVID-19
252,pidar1gz,132,drug,"The patent analysis of coronavirus-related biologics includes therapeutic antibodies, cytokines, and nucleic acid-based therapies targeting virus gene expression as well as various types of vaccines.",0.15202799687082152,"coronavirus-related biologics includes therapeutic antibodies , cytokines , and nucleic acid-based therapies targeting virus gene expression",TAF,Can TAF treat COVID-19
253,02f0opkr,312,drug,Information on the new virus and its impact is being updated constantly.,0.15202378135166275,virus,halidomide,Can halidomide treat COVID-19
254,iy9vjpuh,278,drug,"Further investigation revealed these cases to result from infection with a newly identified coronavirus, termed the 2019-nCoV.",0.15201819838904762,2019-ncov,AZT,Can AZT treat COVID-19
255,6g34qwer,1131,drug,Interpretation:Meplazumab efficiently improved the recovery of patients with SARS-CoV-2 pneumonia with a favorable safety profile.,0.15201730647255965,meplazumab efficiently improved the recovery of patients with sars-cov-2 pneumonia,mercaptopurine,Can mercaptopurine treat COVID-19
256,1yka7ej9,840,drug,Chest radiograph score data are used to estimate the parameters of that model.,0.15201695875558174,chest radiograph score data are used to estimate the parameters of that model,APN01,Can APN01 treat COVID-19
257,d7n1zy0b,749,drug,The current study aims to test anti-HCV drugs against COVID-19 RNA dependent RNA polymerase (RdRp).,0.1520066884449714,the current study aims to test anti-hcv drugs against covid-19 rna dependent rna polymerase,Losartan,Can Losartan treat COVID-19
258,yk9u4fvp,155,drug,Background: COVID-19 outbreak is spreading globally.,0.1520039673508765,covid-19,Zinc,Can Zinc treat COVID-19
259,luxgc7st,305,drug,This recent emergence of a previously unknown coronavirus in China leads to huge impacts on humans globally.,0.1519995512000802,coronavirus in china leads to huge impacts on humans globally,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
260,athjtu2j,989,drug,Many TCM formulas and products have wide application in treating infectious and non-infectious diseases.,0.15199917841282853,infectious and non-infectious diseases,Traditional Chinese Medicine,Can Traditional Chinese Medicine treat COVID-19
261,a5udnv5f,342,drug,A newly identified novel coronavirus (SARS-CoV-2) is causing pneumonia-associated respiratory syndrome across the world.,0.15199727315888578,a newly identified novel coronavirus ( sars-cov-2 ) is causing pneumonia-associated respiratory syndrome,Losartan,Can Losartan treat COVID-19
262,6y9n69g5,800,drug,"However, the occurrence of frequent recombination events is a major deterrent factor toward the development of CoV-specific vaccines/drugs.",0.1519858888827632,cov-specific vaccines / drugs,TAF,Can TAF treat COVID-19
263,8gncbgot,52,drug,"Rapid diagnostics, vaccines and therapeutics are important interventions for the management of the 2019 novel coronavirus (2019-nCoV) outbreak.",0.1519829803275493,"rapid diagnostics , vaccines and therapeutics are important interventions for the management of the 2019 novel coronavirus ( 2019-ncov ) outbreak",Naproxen,Can Naproxen treat COVID-19
264,6lngz7y1,1028,drug,LDH and α-HBDH may be considerable markers for evaluation of NCOVID-19.,0.1519663811082261,may be considerable markers for evaluation of ncovid-19,Losartan,Can Losartan treat COVID-19
265,yk9u4fvp,162,drug,Majority of the respondents were in favor of strict infection prevention policies to control the outbreak.,0.15195863591347528,strict infection prevention policies,TAF,Can TAF treat COVID-19
266,13akn7dm,702,drug,"Data Synthesis COVID-19 mainly invades the lungs, causing its serious damage.",0.15194762839769882,data synthesis covid-19 mainly invades the lungs,Losartan,Can Losartan treat COVID-19
267,02q9y011,1091,drug,"Some of these proteins, such as the RNA-dependent RNA polymers, helicase and main protease, are well conserved between SARS-CoV-2 and the original SARS virus, but several others are not.",0.15193805747823744,sars-cov-2,RhACE2,Can RhACE2 treat COVID-19
268,6rs86u5v,1140,drug,Glomerular filtration function injury in severe COVID-19 patients should also be considered by clinicians.,0.15193793045481435,glomerular filtration function injury in severe covid-19 patients should also be considered by clinicians,Naproxen,Can Naproxen treat COVID-19
269,luxgc7st,303,drug,Human coronaviruses continue to pose a threat to human health.,0.15193286922563673,human coronaviruses continue to pose a threat to human health,Losartan,Can Losartan treat COVID-19
270,d7n1zy0b,753,drug,Significance The present study presents a perfect model for COVID-19 RdRp enabling its testing in silico against anti-polymerase drugs.,0.15192777974534474,testing in silico against anti-polymerase drugs,Losartan,Can Losartan treat COVID-19
271,m5ho8jqp,13,drug,"Here, we discuss therapeutic and prophylactic interventions for SARS-CoV-2 with a focus on vaccine development and its challenges.",0.1519208451832104,therapeutic and prophylactic interventions for sars-cov-2,Losartan,Can Losartan treat COVID-19
272,mf0lgrlp,844,drug,No evidence supports the use of ether and chloroform inhalation for treating COVID-19,0.1519206703624582,no evidence supports the use of ether and chloroform inhalation for treating covid-19,lopinavir,Can lopinavir treat COVID-19
273,y29kct7v,364,drug,"Therefore, in this article, new potential COVID-19 therapies are briefly reviewed.",0.15191387354034086,new potential covid-19 therapies,efavirenz,Can efavirenz treat COVID-19
274,801t0728,424,drug,These viruses transmit primarily through droplets and other bodily secretions.,0.1519101159087638,viruses,halidomide,Can halidomide treat COVID-19
275,iy9vjpuh,282,drug,"Unfortunately, there is limited experience with coronavirus infections during pregnancy, and it now appears certain that pregnant women have become infected during the present 2019-nCoV epidemic.",0.15190484318668496,it now appears certain that pregnant women have become infected during the present 2019-ncov epidemic,Naproxen,Can Naproxen treat COVID-19
276,qebbkr6d,616,drug,"Further pharmacokinetic and toxicokinetic evaluation in rats and monkeys showed a high concentration of CVL218 in lung and observed no apparent signs of toxicity, indicating the appealing potential of this drug for the treatment of the pneumonia caused by SARS-CoV-2 infection.",0.1518961836284608,pneumonia caused by sars-cov-2 infection,Aspirin,Can Aspirin treat COVID-19
277,nn15iyqd,1077,drug,National and international registries are being created to collect data on rheumatic patients with CoViD-19.,0.1518954685808065,national and international registries are being created to collect data on rheumatic patients with covid-19,Losartan,Can Losartan treat COVID-19
278,647zcjgu,774,drug,Molecular modeling revealed that 2019-nCoV RBD has a stronger interaction with angiotensin converting enzyme 2 (ACE2).,0.15188288303120226,has a stronger interaction with angiotensin converting enzyme 2,ribavirin,Can ribavirin treat COVID-19
279,p1w3p80y,880,drug,"Combination of Ribavirin and Interferon-α is recommended by the 5(th) edition National Health Commission's Regimen (Revised Edition) because of the effect on MERS (Middle East Respiratory Syndrome), and the effectiveness of Lopinavir/Ritonavir and Remdisivir needs to be confirmed by randomized controlled trial (RCT), given the situation of no specific antivirus drug on NCP is unavailable.",0.15188065427918773,no specific antivirus drug on ncp is unavailable,lopinavir,Can lopinavir treat COVID-19
280,rxrlbw60,94,drug,"As with the SARS-CoV, infections in children appear to be rare.",0.15187501315511828,"as with the sars-cov , infections in children appear to be rare",Naproxen,Can Naproxen treat COVID-19
281,za3qypgg,644,drug,"There is no definitive evidence that specific cytotoxic drugs, low-dose methotrexate for auto-immune disease, NSAIDs, JAK kinase inhibitors or anti-TNFα agents are contraindicated.",0.15184915834257218,"there is no definitive evidence that specific cytotoxic drugs , low-dose methotrexate for auto-immune disease , nsaids , jak kinase inhibitors or anti-tnfα agents are contraindicated",Losartan,Can Losartan treat COVID-19
282,801t0728,425,drug,"In the ophthalmology practice, healthcare workers may be particularly susceptible to these infections.",0.1518466293592169,may be particularly susceptible to these infections,Losartan,Can Losartan treat COVID-19
283,b1iyr42n,143,drug,The structural divergence was determined by using SuperPose Version 1.0 based on cryo-EM structure of the SARS coronavirus spike glycoprotein.,0.15184179500128425,coronavirus,lopinavir/ritonavir,Can lopinavir/ritonavir treat COVID-19
284,ork04nx8,500,drug,The novel Coronavirus (SARS-CoV-2) is a one health issue,0.15184038385970755,the novel coronavirus ( sars-cov-2 ) is a one health issue,Naproxen,Can Naproxen treat COVID-19
285,1yka7ej9,843,drug,The PRCC method is used to analyze the sensitivities of model parameters and the drug effects on virus growth are also implemented to analyze the model.,0.15182248860574254,drug effects on virus growth,Vitamin C,Can Vitamin C treat COVID-19
286,hicqy5sj,258,drug,"In addition, the spike protein of 2019-nCoV shows a significantly lower free energy than that of SARS-CoV, suggesting that 2019-nCoV is more stable and able to survive a higher temperature than SARS-CoV.",0.15181292833564702,2019-ncov is more stable and able to survive a higher temperature than sars-cov .,Losartan,Can Losartan treat COVID-19
287,7e8zlt3t,486,drug,Combinational therapy may help to reduce the effective concentration of compounds below the therapeutic plasma concentrations and provide better clinical benefits.,0.15181045389259135,combinational therapy may help to reduce the effective concentration of compounds below the therapeutic plasma concentrations,AZT,Can AZT treat COVID-19
288,yqiggzk9,966,drug,We try to describe the epidemiological and clinical characteristics of COVID-19 in non-Wuhan area，and explore its effective treatment.,0.15180939939946464,explore its effective treatment,TAF,Can TAF treat COVID-19
289,gu2mt6zp,118,drug,This virus is responsible for the ongoing outbreak that causes severe respiratory illness and pneumonia-like infection in humans.,0.15180586120065054,this virus,sirolimus,Can sirolimus treat COVID-19
290,szsb1oan,248,drug,"Unfortunately, emergence of SARS-CoV-2 has led to numerous reports of Asians being subjected to racist behavior and hate crimes across the world.",0.15180237632306534,sars-cov-2,RhACE2,Can RhACE2 treat COVID-19
291,qopcs6jy,1084,drug,We evaluate 11 complete genome sequence of different coronavirus using BAST and MAFFT software.,0.15180173709092898,coronavirus,Remdesivir,Can Remdesivir treat COVID-19
292,hi38itc9,1106,drug,38 cases had a history of chronic diseases.,0.15179816522653322,38 cases had a history of chronic diseases,Naproxen,Can Naproxen treat COVID-19
293,b1iyr42n,138,drug,"Therefore, the present study has been planned to determine the sequence variation, structural and antigenic divergence of S glycoprotein which may be helpful for the management of 2019-nCoV infection.",0.1517940884524804,2019-ncov infection,Naproxen,Can Naproxen treat COVID-19
294,b518n9dx,720,drug,"We started from the structure, immunogenicity, and pathogenesis of coronavirus infections of the novel coronavirus.",0.15179323881407647,coronavirus infections of the novel coronavirus,Losartan,Can Losartan treat COVID-19
295,2hgwa6pq,686,drug,• Integrin may act as an alternative receptor for SARS-CoV-2 and could be implicated in its transmission and pathology.,0.15179195961452746,integrin may act as an alternative receptor for sars-cov-2 and could be implicated in its transmission and pathology,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
296,z0qzgu5m,601,drug,"Three drugs-cepharanthine (CEP), selamectin and mefloquine hydrochloride exhibited complete inhibition of cytopathic effects in cell culture at 10 μmol/L.",0.15179155736654376,inhibition of cytopathic effects,Vitamin C,Can Vitamin C treat COVID-19
297,xieqswct,766,drug,We designed and screened a group of CRISPR RNAs (crRNAs) targeting conserved viral regions and identified functional crRNAs for cleaving SARS-CoV-2.,0.1517839387495179,cleaving sars-cov-2,APN01,Can APN01 treat COVID-19
298,647zcjgu,771,drug,We performed a structural analysis of the receptor binding domain (RBD) of spike glycoprotein responsible for entry of coronaviruses into host cells.,0.1517811970253795,coronaviruses into host cells,Losartan,Can Losartan treat COVID-19
299,6g34qwer,1115,drug,"Background: SARS-CoV-2 is a novel human coronavirus, there is no specific antiviral drugs.",0.15177145034888462,there is no specific antiviral drugs,AZT,Can AZT treat COVID-19
300,4pxmr5cw,388,drug, This letter aims to describe how Korea can improve its emergency response to the outbreak of COVID-19.,0.15176982073878376,korea can improve its emergency response to the outbreak of covid-19,Losartan,Can Losartan treat COVID-19
301,0xhho1sh,673,drug,"Among patients with pneumonia caused by SARS-CoV-2 (novel coronavirus pneumonia or Wuhan pneumonia), fever was the most common symptom, followed by cough.",0.15176795503402352,pneumonia caused by sars-cov-2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
