,sent
201,"This chapter focuses on the epidemiology, clinical manifestations, diagnosis, and management of RVIs in this susceptible population and includes respiratory syncytial virus, parainfluenza virus, human metapneumovirus, influenza virus, human coronavirus, and human rhinovirus."
202,"As part of the World Health Organization (WHO) R&D Blueprint initiative, leading stakeholders on Middle East respiratory syndrome coronavirus (MERS-CoV) convened to agree on strategic public-health goals and global priority research activities that are needed to combat MERS-CoV."
203,Since the outbreak of severe acute and Middle East respiratory syndromes coronavirus was not reported to cause human infections.
204,Human coronaviruses (HCoV) have been implicated in NVRI in hospitalized preterm neonates.
205,"Based on the large number of infected people that were exposed to the wet animal market in Wuhan City, China, it is suggested that this is likely the zoonotic origin of COVID-19."
206,"Due to the increasing number of cases in China and outside China, the WHO declared coronavirus as a global health emergency."
207,A newly identified novel coronavirus (SARS-CoV-2) is causing pneumonia-associated respiratory syndrome across the world.
208,Conduct the differences of whole genome sequence and some viral proteins to determine the gap and the change alternation of nucleotides and amino acids sequences.
209,The viral spike protein S binds ACE2 on host cells to initiate molecular events that release the viral genome intracellularly.
210,"In humans, infections with the human coronavirus (HCoV) strains HCoV-229E, HCoV-OC43, HCoV-NL63 and HCoV-HKU1 usually result in mild, self-limiting upper respiratory tract infections, such as the common cold."
211,"Zoonotic transmission of CoVs such as the newly discovered MERS-CoV and SARS-CoV, may be associated with severe lower respiratory tract infection."
212,"By contrast, the CoVs responsible for severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS), which were discovered in Hong Kong, China, in 2003, and in Saudi Arabia in 2012, respectively, have received global attention over the past 12 years owing to their ability to cause community and health-care-associated outbreaks of severe infections in human populations."
213,"Prophylactic administration of the monoclonal antibody at 10 mg/kg reduced replication of SARS coronavirus in the lungs of infected ferrets by 3·3 logs (95% Cl 2·6–4·0 logs; p<0·001), completely prevented the development of SARS coronavirus-induced macroscopic lung pathology (p=0·013), and abolished shedding of virus in pharyngeal secretions."
214,"Cloning, Expression, and Purification of the Nucleocapsid Protein of SARS Coronavirus"
215,Background Middle East respiratory syndrome coronavirus (MERS-CoV) is a novel coronavirus that causes a severe respiratory disease with high case fatality rate.
216,": It had been more than 5 years since the first case of Middle East Respiratory Syndrome coronavirus infection (MERS-CoV) was recorded, but no specific treatment has been investigated in randomized clinical trials."
217,"Case reports (single or case series) with details on their treatment and outcome in the English literature can be reviewed for pneumonia caused by human or avian influenza A virus (50 patients), varicella zoster virus (120), adenovirus (29), hantavirus (100) and SARS coronavirus (SARS-CoV) (841)."
218, The protective effect of egg yolk and colostrum powders prepared from hens and cows vaccinated with inactivated bovine coronavirus (BCV) antigen was evaluated in a challenge model with a virulent BCV strain.
219,"Several clinical, genetic and epidemiological features of COVID-19 resemble SARS-CoV infection."
220,"Viruses were parainfluenza (35%), respiratory syncytial virus (28%), influenza (22%), adenovirus (7%), human metapneumovirus (4%), coronavirus (2%), and rhinovirus (2%)."
221,"Herein, we show that the ribonucleoside analog β-D-N4-hydroxycytidine (NHC, EIDD-1931) has broad spectrum antiviral activity against SARS-CoV 2, MERS-CoV, SARS-CoV, and related zoonotic group 2b or 2c Bat-CoVs, as well as increased potency against a coronavirus bearing resistance mutations to another nucleoside analog inhibitor."
222,"human papilloma viruses, adenoviruses, human herpesvirus type 6, poxviruses, severe acute respiratory syndrome coronavirus and hemorrhagic fever viruses)."
223,There are a number of antivirals as well as antiviral strategies that could be envisaged to prevent or treat severe acute respiratory syndrome (SARS) (or similar) coronavirus (CoV) infections.
224,"Chloroquine, remdesivir, lopinavir, ribavirin and ritonavir have shown efficacy to inhibit coronavirus in vitro."
225,"Consequently, the polydisperse, natural products of heparan sulfate and the allied polysaccharide, heparin have been found to be involved and prevent infection by a range of viruses including S-associated coronavirus strain HSR1."
226,"Numbers of viruses in each of 7 categories (influenza A, influenza B, coronaviruses, human metapneumovirus, parainfluenza, respiratory syncytial virus, and rhinovirus/enterovirus) across the 3 years were compared using χ2."
227,The potential danger of haemorrhagic fever viruses and eradicated viruses such as variola virus being used as bioterrorist weapons has also increased the profile of antiviral drug discovery.
228,"This article discusses effects of lymphocytic choriomeningitis virus, West Nile virus, severe acute respiratory syndrome coronavirus, avian influenza A virus, viral hemorrhagic fevers, spirochetal illnesses, and Chagas' disease."
229," This article introduces a series of invited papers in Antiviral Research marking the 10th anniversary of the outbreak of severe acute respiratory syndrome (SARS), caused by a novel coronavirus that emerged in southern China in late 2002."
230,This systematic review aims to summarize the available evidence regarding the role of chloroquine in treating coronavirus infection.
231,Another major enzyme encoded by many viruses is a protease responsible for the processing of virus-encoded polyproteins.
232,"Search terms were, COVID-19, treatment of coronavirus, COVID 19 and following terms; chloroquine, hydroxychloroquine, ibuprofen, ACE-inhibitors or angiotensin receptor blockers, cardiovascular disease, diarrhoea, liver, testis and gastrointestinal disease."
233,"CONCLUSIONS: Middle East Respiratory Syndrome coronavirus (MERS-CoV) known to cause severe acute respiratory illness associated with a high risk of mortality Various factors may have contributed to the successful outcome of this patient such as young age, presentation during the last stages of pregnancy, and possible differences in immune response."
234,"We review here efforts to develop next-generation vaccines through targeting these key immunomodulatory genes in influenza virus, coronaviruses, respiratory syncytial virus, measles virus, and mumps virus."
235,"Targets for the prophylactic or therapeutic interventions include interaction of the spike (S) glycoprotein (S1 domain) with the host cell receptor, fusion of the S2 domain with the host cell membrane, processing of the replicase polyproteins by the virus-encoded proteases (3C-like cysteine protease [3CLpro] and papain-like cysteine protease) and other virus-encoded enzymes such as the NTPase/helicase and RNA-dependent RNA polymerase."
236,"Teicoplanin derivatives such as dalbavancin, oritavancin, and telavancin can also inhibit the entry of Ebola, MERS, and SARS viruses."
237,"The purpose of this review is to describe the most frequent and relevant nosocomial viral respiratory infections, their mechanisms of transmission and the infection control measures to prevent their spread in the healthcare setting."
238,"Although there are potential targets in the JAK-STAT pathway that can be manipulated in treatment for coronaviruses and it is evident that IL-1 is elevated in patients with a coronavirus, there is currently no evidence for a role of these drugs in treatment of COVID-19."
239,"The emergence of novel coronavirus in 2019 in Wuhan, China marked the third highly pathogenic coronavirus infecting humans in the 21st century."
240,"The treatment through the combination of ribavirin and pegylated interferon is expensive, only mildly effective, and is associated with severe side effects."
241,Integration with functional RNA interference (RNAi) datasets showed that a large proportion of the targets are required for viral replication.
242,"Monoclonal antibodies (mAbs) have been successfully used to treat various diseases, particularly cancer and immunological disorders."
243,"Research during the past ten years has revealed the existence of a diverse pool of coronaviruses circulating among various bat species and other animals, suggesting that further introductions of highly pathogenic coronaviruses into the human population are not merely probable, but inevitable."
244,No specific treatment for this infection is currently available.
245, Background The Middle East Respiratory Syndrome Coronavirus (MERS-CoV) was first described in 2012 and attracted a great international attention due to multiple healthcare associated outbreaks.
246,Efforts have been made to develop vaccines against human coronavirus (CoV) infections such as MERS and SARS in the past decades.
247,"ETEC K99 was significantly affected by age (P <0.01; OR: 1.812; CI 95%: 0.566–1.769), colostrum feeding practice (P <0.01; OR: 5.525; CI 95%: 2.025–15.076), rotavirus infection (P <0.001; OR: 2.220; CI 95%: 0.273–1.251), vaccination of pregnant dams with combined vaccine against rotavirus, coronavirus and E. coli (K99) (P <0.001; OR: 4.753; CI 95%: 2.124–10.641), and vitamin E and selenium administration to the pregnant dam (P <0.01; OR: 3.933; CI 95%: 0.703–1.248)."
248,"Drawing on experience with animal coronavirus vaccines, several vaccine candidates have been developed and evaluated in pre-clinical trials."
249,Horseshoe bats are implicated in the emergence of novel coronavirus infection in humans.
250,"There are no approved treatments for MERS-CoV infection although a combination of lopinavir, ritonavir and interferon beta (LPV/RTV-IFNb) is currently being evaluated in humans in the Kingdom of Saudi Arabia."
251,The Middle East respiratory syndrome coronavirus (MERS-CoV) is a newly emerging respiratory virus.
252,The third coronavirus epidemic in the third millennium: what’s next?
253,Commercial antiviral agents and pure chemical compounds extracted from traditional Chinese medicinal herbs were screened against 10 clinical isolates of SARS coronavirus by neutralisation tests with confirmation by plaque reduction assays.
254,Direct-acting antivirals are effective tools to control viral infections.
255,"Subsequent studies in animal models demonstrated the efficacy of SARS-CoV specific monoclonal antibodies, pegylated-interferon-α and siRNAs against SARS-CoV."
256,"As a definitive treatment regimen has never been thoroughly evaluated for coronavirus infections, there is an urgent need to rapidly identify potential therapeutics to address future cases of nCoV."
257,Reductions were generally IFN dose-dependent and were more consistent when the cells were continuously treated with the rFeIFN than when they were pretreated only before viral challenge.
258,"The recent emergence of the Middle East respiratory syndrome (MERS)-CoV, a close relative of the Severe Acute respiratory syndrome (SARS)-CoV, both of which caused a lethal respiratory infection in humans, reinforces the need for further understanding of coronavirus pathogenesis and the host immune response."
259,"They stimulate a rise in the titer of antibodies to Rotavirus, coronavirus, VD, and mucosal disease complex as well as an increase in immunoglobulins A, M, and G."
260,"The emergence of the severe acute respiratory syndrome coronavirus in 2003, and the ensuing worldwide epidemic, highlights the fact that respiratory viral infections in humans may originate in animals."
261,"There is currently no proven effective treatment of SARS, so early recognition, isolation, and stringent infection control are the key to controlling this highly contagious disease."
262,"ABSTRACT In December 2019, a novel coronavirus, named severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), emerged from China causing pneumonia outbreaks, first in the Wuhan region of China and then spread worldwide because of its probable high transmission efficiency."
263,"Conclusion: The current evidence for the effectiveness and safety of antiviral therapies for coronavirus is inconclusive and suffers from a lack of well-designed prospective trials or observational studies, preventing any treatment recommendations from being made."
264,It has a mortality rate ranging from 10 to 15 percent.
265,Current efforts are focusing on development of specific antiviral drugs.
266,METHODS: SARS coronavirus (CoV)F69 (AY313906) and Z2-Y3 (AY394989) were isolated and identified from 2 different Cantonese onset SARS patients.
267,"A novel coronavirus [MERS-CoV] was first identified in September 2012, from patients who resided or traveled to Saudi Arabia."
268,"The per-1,000 positivity rates were influenza virus 66, RSV 49, rhinovirus 33, metapneumovirus 16, and coronavirus 8."
269, Epitope-based vaccines designed to induce antibody responses specific for severe acute respiratory syndrome-associated coronavirus (SARS-CoV) are being developed as a means for increasing vaccine potency.
270,"After catalytic events such as the global expansion of highly pathogenic H5N1 and the 2006 East African multi-country outbreaks of Rift Valley Fever, CDC Kenya supported key Kenya government institutions including the Ministry of Health and the Ministry of Agriculture, Livestock, and Fisheries to establish a framework for multi-sectoral collaboration at national and county level and a coordination office referred to as the Zoonotic Disease Unit (ZDU)."
271,"Until that time, coronaviruses had not been recognized as agents causing severe disease in humans, hence, the emergence of the SARS-CoV came as a complete surprise."
272,"If new mutants of SARS coronavirus do initiate another epidemic, administration of prophylactic antibodies to risk groups may supplement the stringent isolation procedures that contained the first SARS outbreak."
273,"Studies using POMxp showed that 5min treatment at room temperature with 800μg/ml PPs resulted in at least a 3log reduction in the titers of influenza viruses PR8 (H1N1), X31 (H3N2), and a reassortant H5N1 virus derived from a human isolate."
274,Tilorone has been long neglected by the west in many respects but it deserves further reassessment in light of current and future needs for broad-spectrum antivirals.
275, Ribavirin is a molecule with antiviral activity against different viruses.
276,"Emergence of a novel coronavirus causing respiratory illness from Wuhan, China"
277,"These include SARS coronavirus, Hendra virus and Nipah virus."
278,"Drugs approved for the treatment of RNA virus infections (other than HIV) are the influenza M2 channel inhibitors, amantadine and rimantadine; the influenza neuraminidase inhibitors, oseltamivir and zanamivir, and ribavirin for the treatment of infections with respiratory syncytial virus and hepatitis C virus."
279,Integration with functional RNA interference (RNAi) datasets showed that a large proportion of the targets are required for viral replication.
280,The high morbidity and mortality of this potentially pandemic infection demands a rapid research response to develop effective antiviral treatment and vaccine.
281,"Moreover, mucosal epithelia such as that of the respiratory tract are protected by a layer of mucin polysaccharides, which are usually sulfated."
282,"They were caused by coronaviruses 229E, NL63 and OC43, influenza B virus, respiratory syncytial virus A, rhinovirus and human metapneumovirus."
283,"However, it is clear that the existing body of evidence is weighted heavily towards ribavirin (41/54 studies), which has not shown conclusive evidence of effectiveness and may cause harmful adverse events so future investigations may consider focusing on other candidates for antiviral therapy."
284,"Overview The disease, which is caused by a novel coronavirus termed the “SARS coronavirus,” or SARS-CoV, essentially spreads through droplet infection and affects people of any age."
285,"In the present article we have described about risk factors, chance of infection, and prevention methods of Middle East Respiratory Syndrome Coronavirus (MERS-CoV) and severe acute respiratory syndrome (SARS-CoV), human coronaviruses (CoVs) frequently cause a normal cold which is mild and self-restricting."
286,"Cytotoxic chemotherapy has been shown to be a specific inhibitor for severe acute respiratory syndrome coronavirus in in vitro studies, but no specific studies exist as of yet for COVID-19."
287,We evaluate 11 complete genome sequence of different coronavirus using BAST and MAFFT software.
288,"While respiratory syncytial virus (RSV), human metapneumonvirus, parainfluenzaviruses, and influenza viruses are well known for their potential to cause fatal pneumonia, information is emerging only recently on the significance of the newly discovered viruses such as human coronaviruses NL63 and HKU1, and human bocavirus."
289,"These are the result of infections with a heterogeneous group of viruses including RNA viruses, such as respiratory syncytial virus (RSV), influenza virus (IV), parainfluenza virus (PIV), metapneumovirus (HMPV), rhinovirus (RhV), and coronavirus (CoV)."
290,"Coronaviruses, human metapneumovirus (hMPV) and enteroviruses have also impacted humans globally."
291,"The ZDU has provided Kenya with an institutional framework to highlight the public health importance of endemic and epidemic zoonoses including RVF, rabies, brucellosis, Middle East Respiratory Syndrome Coronavirus, anthrax and other emerging issues such as anti-microbial resistance through capacity building programs, surveillance, workforce development, research, coordinated investigation and outbreak response."
292,Combination therapy with Interferon-α and ribavirin remains the backbone treatment for chronic hepatitis C; the addition of serine protease inhibitors improves the treatment outcome of patients infected with hepatitis C virus genotype 1.
293,"[1] The severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) was subsequently identified as responsible of this condition, defined coronavirus disease (COVID-19)."
294," The world is currently facing an unprecedented healthcare crisis caused by a pandemic novel beta coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)."
295,SARS-CoV-2 is the aetiological agent of coronavirus disease 2019 (COVID-19) characterised by pulmonary infection in humans.
296,(III-A) 10.
297,"Because of availability and shown efficacy, the use of interferons may be considered should SARS-CoV or a related coronavirus (re)-emerge."
298,"No information is currently available on host-specific immunity against the SARS coronavirus (CoV), and detailed characteristics of the epidemiology of SARS CoV infection have not been identified."
299,The disease is characterized by uncontrolled replication of the virus and a prominent pro-inflammatory response.
300,: Severe Acute Respiratory Syndrome (SARS) emerged as a human disease in 2002 and detailed phylogenetic analysis and epidemiological studies have suggested that the SARS-Coronavirus (SARS-CoV) originated from animals.
301, The Middle East respiratory syndrome coronavirus (MERS-CoV) has infected over 1600 individuals with nearly 600 deaths since it was first identified in human populations in 2012.
302,Emergence of SARS-like coronavirus poses new challenge in China
303,"In the case of SARS, the coronavirus appears to have accessed a new niche where it proves to be lethal to its host."
304,"However, the antiviral activity was less against a coronavirus and reassortant H5N1 influenza viruses derived from avian isolates."
305,"Ironically, even after a decade of research on coronavirus, still there are no licensed vaccines or therapeutic agents to treat coronavirus infection which highlights an urgent need to develop effective vaccines or post-exposure prophylaxis to prevent future epidemics."
306,"The disease was caused by a previously unrecognized coronavirus, SARS-CoV."
307,Here we use surface plasmon resonance and circular dichroism to measure the interaction between the SARS-CoV-2 Spike S1 protein receptor binding domain (SARS-CoV-2 S1 RBD) and heparin.
308,"Public sector research into the use of mAbs against emerging pathogens, such as severe acute respiratory syndrome coronavirus, may have already provided candidates for further development."
309,Middle East respiratory syndrome coronavirus (MERS-CoV) first emerged in late 2012.
310,"A total of 61 infections with rhinoviruses and coronaviruses were identified from 1198 respiratory illnesses (5.1%); in addition, 9 additional infections associated with ≥1 other respiratory viruses were identified."
311,"Hepatitis C affects about 3% of the world population, yet its current treatment options are limited to interferon-ribavirin drug regimens which achieve a 50-70% cure rate depending on the hepatitis C virus (HCV) genotype."
312,The others are used in the treatment of herpesvirus (e.g.
313,"As of June 19, 2015, the World Health Organization had received 1,338 notifications of laboratory-confirmed infection with Middle East respiratory syndrome coronavirus (MERS-CoV)."
314,"New compounds are in clinical development or under preclinical evaluation, and, again, half of these target HIV infections."
315,"Health care personnel are commonly exposed to infectious agents via sharp injuries (eg, human immunodeficiency virus, hepatitis B virus, and hepatitis C virus), direct patient care (eg, pertussis and meningococcus), and the contaminated environment (eg, Clostridium difficile)."
316,"A number of factors, including the continuing need for innovative medicines for viral infections, the global spread of viral infections, and increased government funding for the study of pathogen countermeasures, have prompted companies to reconsider mAbs as antiviral agents."
317,Preclinical development of and research on potential Middle East respiratory syndrome coronavirus (MERS-CoV) medical countermeasures remain preliminary; advancements are needed before most countermeasures are ready to be tested in human clinical trials.
318,"Two medications often used for treatment of immune-mediated conditions, hydroxychloroquine and chloroquine, have recently attracted widespread interest as potential therapies for coronavirus disease 2019."
319,"The novel coronavirus infection (COVID-19 or Coronavirus disease 2019) that emerged from Wuhan, Hubei province of China has spread to many countries worldwide."
320,": In 2015, an outbreak of Middle East Respiratory Syndrome coronavirus (MERS-CoV) infection occurred in South Korea involving 186 patients, 39 of whom were healthcare workers (HCWs) exposed to the infection."
321,"For some emerging pathogens the bat origin has been confirmed (such as lyssaviruses, henipaviruses, coronaviruses), for other it has been suggested (filoviruses)."
322," In December 2019, the outbreak of the novel coronavirus disease (COVID-19) in China spread worldwide, becoming an emergency of major international concern."
323,"Chloroquine exerts direct antiviral effects, inhibiting pH-dependent steps of the replication of several viruses including members of the flaviviruses, retroviruses, and coronaviruses."
324,"Serum and colostrum samples were screened for antibodies against Rotavirus, diarrhea, and coronavirus using serological methods."
325,(III-C) 9.
326,Our previous studies have shown that severe acute respiratory syndrome coronavirus (SARS-CoV) virus-like particles (VLPs) can be assembled using a recombinant baculovirus (rBV) expression system and such VLPs induce specific humoral and cellular immune responses in mice after subcutaneous injection.
327,"In mice infected with SARS-CoV or MERS-CoV, both prophylactic and therapeutic administration of EIDD-2801, an orally bioavailable NHC-prodrug (b-D-N4-hydroxycytidine-5’-isopropyl ester), improved pulmonary function, and reduced virus titer and body weight loss."
328, SARS coronavirus continues to cause sporadic cases of severe acute respiratory syndrome (SARS) in China.
329,"Accumulating data suggest that tripartite-motif-containing (TRIM) proteins participate in host responses to viral infections, either by acting as direct antiviral restriction factors or through regulating innate immune signaling of the host."
330,"In December 2019, the 2019 novel coronavirus disease (COVID-19) caused by SARS-CoV-2 emerged in China and now has spread in many countries."
331,"Furthermore, we performed an interactome-informed drug re-purposing screen and identified novel activities for broad-spectrum antiviral agents against hepatitis C virus and human metapneumovirus."
332,"In particular, HRV detection was associated with a reduced probability of detecting human adenoviruses, coronaviruses, bocavirus, metapneumovirus, respiratory syncytial virus, parainfluenza virus, influenza A virus, and the polyomaviruses KIPyV and WUPyV (p ≤0.05)."
333,"With >1600 documented human infections with Middle East respiratory syndrome coronavirus (MERS-CoV) and a case fatality rate of approximately 36%, medical countermeasures are needed to prevent and limit the disease."
334,"Since December 2019, the outbreak of a new coronavirus, named 2019-nCoV, has greatly threatened the public health in China and raised great concerns worldwide."
335,The rapid identification (within several weeks) of potent MAbs suggests a possibility to use the new large antibody library and related methodology for a quick response to the public threat resulting from emerging coronaviruses.
336,Therapeutic neutralizing antibodies (NAbs) against SARS-CoV-2 will be greatly important therapeutic agents for the treatment of coronavirus disease 2019 (COVID-19).
337,"Ten years later, a novel human coronavirus (Middle East respiratory syndrome coronavirus, MERS-CoV), associated with severe pneumonia, arose in the Kingdom of Saudi Arabia."
338,Severe acute respiratory syndrome-coronavirus and the West Nile virus are recent examples.
339,"Despite improvement of HCV treatment using the novel direct-acting antivirals (DAAs) targeting viral replication, there is a lack of prophylactic measures for protection against HCV infection."
340,No effective prophylactic or post-exposure therapy is currently available.
341,"Different host receptors for cellular entry, poorly conserved structural proteins (antigens), and the high mutation and recombination rates of CoVs pose a significant problem in the development of wide-spectrum anti-CoV drugs and vaccines."
342," Together with influenza, the non-influenza RNA respiratory viruses (NIRVs), which include respiratory syncytial virus, parainfluenza viruses, coronavirus, rhinovirus, and human metapneumovirus, represent a considerable global health burden, as recognised by WHO's Battle against Respiratory Viruses initiative."
343,"Therefore, rhinovirus and coronavirus infections in hospitalized patients were associated with lower respiratory tract illnesses in all age groups."
344,"In the present study, we evaluated the efficacy of a fully human monoclonal antibody capable of neutralizing SARS-CoV in vitro in a Rhesus macaque model of SARS."
345,"We examined the in vivo efficacy of the human monoclonal antibody m336, which has high neutralizing activity against MERS-CoV in vitro."
346,"These investigations have contributed to detecting and characterizing new pathogens (e.g., severe acute respiratory syndrome–associated coronavirus) and conditions, provided insights regarding factors that cause or contribute to disease acquisition (e.g., Ebola hemorrhagic fever), led to development of new diagnostics and surveillance technologies, and provided information upon which global health policies and regulations can be based."
347,"Teicoplanin, an antibiotic used to treat staphylococcal infections, previously showed efficacy to inhibit the first stage of the Middle East respiratory syndrome coronavirus (MERS-CoV) viral life cycle in human cells."
348,"Detection of rhinovirus, respiratory syncytial virus, and coronavirus infections in acute otitis media by reverse transcriptase polymerase chain reaction."
