,sent
189,"To construct a recombinant plasmid Pet23a-M, the gene encoding severe acute respiratory syndrome (SARS) coronavirus membrane protein was amplified by RT-PCR and cloned into the expression plasmid Pet23a."
190,"Such vaccines present major challenges: coronavirus immunity often wanes rapidly, individuals needing to be protected include the elderly, and vaccines may exacerbate rather than prevent coronavirus lung immunopathology."
191,"The correlation of NAb titers with age, lymphocyte counts, and blood CRP levels suggested that the interplay between virus and host immune response in coronavirus infections should be further explored for the development of effective vaccine against SARS-CoV-2 virus."
192,"Coronaviruses (CoVs) encode a mixture of highly conserved and novel genes, as well as genetic elements necessary for infection and pathogenesis, raising the possibility of common targets for attenuation and therapeutic design."
193," To limit the spread of Middle East respiratory syndrome coronavirus (MERS-CoV) in Saudi Arabia, the Ministry of Health tried to raise public awareness using different public campaigns."
194,"Here, we have conducted an online search for all treatment options related to coronavirus infections as well as some RNA virus infection and we have found that general treatments, coronavirus-specific treatments, and antiviral treatments should be useful in fighting COVID-19."
195,The scientific interest on coronaviruses increased after the emergence of Severe Acute Respiratory Syndrome coronavirus (SARS-CoV) outbreaks in 2002-2003 followed by Middle East Respiratory Syndrome CoV (MERS-CoV).
196,Recombination in the family Coronaviridae has been well documented and is thought to be a contributing factor in the emergence and evolution of different coronaviral genotypes as well as different species of coronavirus.
197," Newly emerging viruses such as the Ebola virus, severe acute respiratory syndrome (SARS)-, Middle East respiratory syndrome (MERS)-coronavirus, and the avian influenza virus are serious threats to public health and have become a global concern."
198,"Coronaviruses are enveloped, single-stranded RNA viruses that are distributed worldwide."
199,This article examines methods currently used to enhance the titre and duration of specific antibody in the mammary secretions of cows and pigs with particular reference to rotavirus and coronavirus infections.
200,"Coupled with increased safety and reduced pathogenesis, the study highlights the potential for NSP16 attenuation as a major component of future live-attenuated coronavirus vaccines."
201,"Further investigation revealed these cases to result from infection with a newly identified coronavirus, termed the 2019-nCoV."
202,"Porcine epidemic diarrhea virus (PEDV), an Alphacoronavirus in the family Coronaviridae, causes acute diarrhea, vomiting, dehydration, and high mortality rates in neonatal piglets."
203," The coronavirus avian Infectious bronchitis virus (IBV) poses economic threats to poultry farms worldwide, affecting the performance of both meat-type and egg-laying birds."
204,"Middle East Respiratory Syndrome (MERS) is a highly lethal pulmonary infection caused by a previously unidentified coronavirus (CoV), likely transmitted to humans by infected camels."
205, Murine antisera with neutralising activity for the coronavirus causative of Middle East respiratory syndrome (MERS) were induced by immunisation of Balb/c mice with the receptor binding domain (RBD) of the viral Spike protein.
206,"269 swabs were obtained, 87 were positive for virus: influenza (24%), RSV (14%), coronavirus (32%), rhinovirus (17%), human metapneumovirus (9%) and parainfluenza (5%)."
207,We evaluated the humoral immune response and pathological end points in ferrets challenged with the Urbani strain of SARS-associated coronavirus (SARS-CoV) after having received formalin-inactivated whole-virus vaccine or mock vaccine.
208,"The construction of cDNA clones encoding large-size RNA molecules of biological interest, like coronavirus genomes, which are among the largest mature RNA molecules known to biology, has been hampered by the instability of those cDNAs in bacteria."
209, The spike (S) protein of severe acute respiratory syndrome coronavirus (SARS-CoV) is important for vaccine development.
210, A one-tube reverse transcription-polymerase chain reaction (RT-PCR) for absolute feline coronavirus (FCoV) quantitation was developed.
211,: Coronaviruses are the diverse group of RNA virus.
212," The spike (S) protein of severe acute respiratory syndrome-associated coronavirus (SARS-CoV) is not only responsible for receptor binding, but also a major antigenic determinant capable of inducing protective immunity."
213,"Individual infection was noted with astrovirus, coronavirus and rotavirus but not with reovirus, whereas all flocks infected with reovirus were also infected with coronavirus."
214,Porcine epidemic diarrhea virus is an alphacoronavirus responsible for significant morbidity and mortality in pigs.
215,CLINICAL SIGNIFICANCE: Canine coronavirus should be considered as a clinically relevant cause of infectious respiratory disease in crowded dog populations.
216, The safety and the efficacy of a modified-live (ML) canine coronavirus (CCoV) vaccine strain 257/98-3c was evaluated in 14 dogs seronegative and virus negative for CCoV.
217,"Influenza, coronavirus or rhinovirus were detected in three participants; all in the placebo group."
218,"This highlights the role of coronaviruses, respiratory syncytial virus, and unidentified agents in the elderly, and questions the assumptions made in American estimates on the impact of influenza and the value of influenza vaccines."
219,Similar approaches would be also applicable to other human and animal coronaviruses.
220,"Here, we report the cryo-electron microscopy structure of the PEDV S protein in the prefusion conformation at a resolution of 3.1 Å."
221,"Significant progress has been made in developing DNA vaccines against various biodefense and emerging infectious disease targets, such as HIV-1, influenza, severe acute respiratory syndrome associated coronavirus (SARS-CoV), Ebola, the viral encephalitides, anthrax, plague, and botulism, among others with some already moving into early phase clinical trials with promising results."
222,"To gain insight into the basis of this difference, we established a recombinant adenovirus system expressing the S protein from SL-CoV (rAd-Rp3-S) to investigate its immune characterization."
223,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the cause of the ongoing pandemic of coronavirus disease 2019 (COVID-19), a public health emergency of international concern declared by the World Health Organization (WHO)."
224,The recently identified Middle East Respiratory Syndrome Coronavirus (MERS-CoV) causes severe and fatal acute respiratory illness in humans.
225,"Additionally, understanding the global diversity of respiratory viruses is also part of emerging disease preparedness, because non-human coronaviruses and paramyxoviruses have been listed as priority concerns in a recent WHO research and development blueprint initiative for emerging infectious diseases."
226,Our approach represents a strategy with potential for broad applications for the stable attenuation of coronaviruses and possibly other RNA viruses.
227, The recent introduction of the porcine epidemic diarrhea virus (PEDV) into the North American swine herd has highlighted again the need for effective vaccines for swine coronaviruses.
228,Human coronavirus NL63 (HCoV-NL63) is a common respiratory virus that causes moderately severe infections.
229,The outbreak of coronavirus disease 2019 (COVID-19) has aroused a global alert.
230,Analysis of paired serum samples aids verification of canine coronavirus infection in respiratory disease.
231,"Recent outbreaks of avian influenza viruses, Middle East respiratory syndrome coronaviruses, Zika virus and Ebola virus present great threats to global health."
232,"A novel lineage C betacoronavirus, originally named human coronavirus EMC/2012 (HCoV-EMC) and recently renamed Middle East respiratory syndrome coronavirus (MERS-CoV), that is phylogenetically closely related to Tylonycteris bat coronavirus HKU4 and Pipistrellus bat coronavirus HKU5, which we discovered in 2007 from bats in Hong Kong, has recently emerged in the Middle East to cause a severe acute respiratory syndrome (SARS)-like infection in humans."
233,"IMPORTANCE Coronavirus (CoV) emergence in both humans and livestock represents a significant threat to global public health, as evidenced by the sudden emergence of severe acute respiratory syndrome CoV (SARS-CoV), MERS-CoV, porcine epidemic diarrhea virus, and swine delta CoV in the 21st century."
234, Two genotype-specific fluorogenic RT-PCR assays were developed for the detection and quantitation of canine coronavirus (CCoV) type I and type II RNA in the faeces of dogs with diarrhoea.
235,The recent emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) from the Hubei province in China in late 2019 demonstrates the epidemic potential of coronaviruses.
236,"Despite the importance of the spike protein in viral entry and host immune responses, high-resolution structural information concerning this large macromolecular machine has been difficult to obtain."
237,"The list of viruses that are briefly reviewed here includes rhinoviruses, respiratory syncytial virus, parainfluenza virus, adenovirus, metapneumovirus and coronavirus."
238,"The human coronaviruses (CoV) include HCoV-229E, HCoV-OC43, HCoV-NL63, and HCoV-HKU1, some of which have been known for decades."
239,"The disease is officially named as Coronavirus Disease-2019 (COVID-19, by WHO on February 11, 2020)."
240," In order to investigate the ability of an oil adjuvanted vaccine containing bovine coronavirus antigen to enhance lactogenic immunity in the calf, pregnant cows and heifers were vaccinated and specific virus neutralising antibody levels determined in serum, colostrum and milk."
241,Our studies revealed that the sialic acid-binding domain at the N terminus of the S1 subunit has an orientation that is substantially different from that observed in the previously determined spike structure from human alphacoronavirus NL63.
242,No approved vaccine yet exists for any form of coronavirus.
243,"Angiotensin-converting enzyme 2 (ACE2) was found to be the receptor of 2019-nCoV.This review provides a brief overview of human coronavirus receptors and their applications, with a view to providing references for the tracing, cross-species transmission, epidemiological analysis and antiviral and vaccine studies of 2019-nCoV."
244,"The 2019 novel coronavirus (COVID19 / Wuhan coronavirus), officially named as Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), is a positive-sense single-stranded RNA coronavirus."
245," Bovine coronavirus (BCoV) is a viral enteric pathogen associated with calf diarrhea worldwide being, in Argentina, mostly detected in dairy husbandry systems."
246,"Objective: The Coronavirus (COVID-19) has advanced into 197 countries and territories leaving behind a total of 372,757 confirmed cases and 16231 deaths."
247,"In the present study, three fragments of the truncated S protein were expressed in E. coli, and analyzed with pooled sera of convalescence phase of SARS patients."
248,"Here, we report the first full-length crystal structure of Alphacoronavirus nsp1 from PEDV."
249,"Over the recent decades, China experienced several emerging virus outbreaks including those caused by the severe acute respiratory syndrome- (SARS-) coronavirus (Cov), H5N1 virus, and H7N9 virus."
250,"Using an avian coronavirus spike protein as a model antigen, sVLPs were prepared by incubating 100 nm gold nanoparticles in a solution containing an optimized concentration of viral proteins."
251,"Although the initial isolates of the severe acute respiratory syndrome (SARS) coronavirus (CoV) are sensitive to neutralization by antibodies through their spike (S) glycoprotein, variants of S have since been identified that are resistant to such inhibition."
252,COVID-19 is caused by a coronavirus named SARS-CoV-2.
253,"We further showed that the generated IBV VLPs could induce humoral immune responses in a level comparable to that of inactivated IBV vaccine, and more importantly the IBV VLPs could elicit significantly higher cellular immune responses than the inactivated IBV vaccine."
254," The aim of this study is to reveal infection dynamics of bovine respiratory syncytial virus (BRSV), bovine parainfluenza virus type 3 (PI-3), bovine herpesvirus 1 (BHV-1), bovine viral diarrhea virus (BVDV), bovine adenovirus type 3 (BAV-3) and bovine coronavirus (BCoV), which are important viral pathogens of respiratory disease complex in ruminants."
255,Porcine epidemic diarrhea virus (PEDV) is a highly contagious coronavirus that causes severe diarrhea and death in neonatal piglets.
256, The Middle East respiratory syndrome coronavirus (MERS-CoV) is a highly pathogenic and zoonotic virus with a fatality rate in humans of over 35%.
257,"The optimal management of these infections is limited by the overall paucity of available treatment, highlighting the need for new antiviral drug or immunotherapies."
258, The causative agent of Severe Acute Respiratory Syndrome (SARS) was identified as a coronavirus (CoV) following the outbreak of 2002–2003.
259,"As these fusion proteins exhibit cross-reactivity against coronaviruses, they could have potential applications for diagnosis, prophylaxis, and treatment of 2019-nCoV."
260,"Coronaviruses, human metapneumovirus (hMPV) and enteroviruses have also impacted humans globally."
261,"HCoV 229E, HCoV OC43 (also known as betacoronavirus 1), NL63, HKU1 or SARS-CoV) to survive in different environmental conditions (e.g."
262, Severe acute respiratory syndrome (SARS) caused by a newly identified coronavirus (SARS-CoV) remains a threat to cause epidemics as evidenced by recent sporadic cases in China.
263,"A novel pneumonia-associated respiratory syndrome named coronavirus disease-2019 (COVID-19), which caused by SARS-CoV-2 and broken in Wuhan, China in the end of 2019."
264,"The MERS-CoV genome encodes four major structural proteins, among which the spike (S) protein has a key role in viral infection and pathogenesis."
265,The impact of the drastic reduction in travel volume within mainland China in January and February 2020 was quantified with respect to reports of novel coronavirus (COVID-19) infections outside China.
266,Infectious bronchitis (IB) is a highly contagious disease of economic importance in the poultry industry caused by the coronavirus infectious bronchitis virus (IBV).
267,"In summary, the assembly of IBV VLPs with M and S proteins provided a simple strategy for generating VLPs for coronaviruses, and the generated IBV VLPs laid a feasible foundation for the development of an effective vaccine against infection of IBV in the future."
268,"In this study, we propose a compression-complexity based distance measure for automatic identification of SARS coronavirus strains from a set of viruses using only short fragments of nucleotide sequences."
269,Phylogeny-based clustering based on replicase genes was identical to the antigen-based classification of coronaviruses into three groups.
270,"In this review, the current state of vaccine development against human severe acute respiratory syndrome (SARS) coronavirus, focusing on recently published data is assessed."
271,"The extent of this process appeared to depend strongly on the coronaviral genomic background, the luciferase gene being much more stable in the feline than in the mouse coronavirus genome."
272,"The case fatality rate for H7N9 (35 %) is lower than for H5N1 (60 %) or H10N8 (67 %) but is comparable to that for the Middle East respiratory syndrome coronavirus (MERS CoV), another emerging zoonosis with travel-associated importations."
273,"In addition, the SARS Coronavirus (SARS-CoV) was also analyzed in the same way."
274,"Finally, taking into account the persisting lack of specific antiviral treatments (there is, in fact, no specific treatment available to fight coronaviruses infections), the Coronaviridae specificities (i.e."
275,"While avian infectious bronchitis coronavirus (IBV) infection and avian influenza A virus (IAV) infection both depend on α2,3-linked sialic acids, the host tropism of IBV is restricted compared to that of IAV."
276,Comparative analysis of the SARS coronavirus genome: a good start to a long journey
277,The molecular biology of coronaviruses and particular features of the human coronavirus 229E (HCoV 229E) indicate that HCoV 229E-based vaccine vectors can become a new class of highly efficient vaccines.
278,"Little more than one week later, three research groups from this WHO-coordinated network simultaneously found evidence of a hitherto unknown coronavirus in SARS patients, using different approaches."
279,"In this article, an international analysis was performed on the ongoing coronavirus disease 2019 (COVID-19) pandemic."
280,"Similar to previous clones in both flaviviruses and coronaviruses, the approach constructs a panel of contiguous cDNAs that span the DENV genome and can be systematically and directionally assembled to produce viable, full-length viruses."
281,Coronavirus assembly also takes place at pre-Golgi membranes.
282,"Hepatitis C virus (HCV) envelope glycoproteins, E1 and E2, were used with MF59 adjuvant as a candidate vaccine for a phase I safety and immunogenicity trial."
283,"This report describes the atomic-resolution structure of the spike protein from porcine epidemic diarrhea virus, a pathogenic alphacoronavirus that causes severe agricultural damage."
284,"Overall, 41.8% of the acute respiratory illnesses evaluated were associated with a respiratory virus infection, with picornaviruses, coronaviruses and influenza viruses being the most common infections recognized."
285,MERS Coronavirus: An Emerging Zoonotic Virus
286,The rapid identification (within several weeks) of potent MAbs suggests a possibility to use the new large antibody library and related methodology for a quick response to the public threat resulting from emerging coronaviruses.
287,"In this review, we present factors to consider in establishing an animal model for the study of novel coronaviruses and compare the different animal models that have been employed to study SARS-CoV and MERS-CoV."
288,In this protein we identified one epitope WDYPKCDRA is highly immunogenic and 100% conserved among all available human coronavirus strains.
289,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a novel virus that emerged in 2012, causing acute respiratory distress syndrome (ARDS), severe pneumonia-like symptoms, and multi-organ failure, with a case fatality rate of ~36%."
290," The recent identification of a novel human coronavirus responsible of a SARS-like illness in the Middle-East a decade after the SARS pandemic, demonstrates that reemergence of a SARS-like coronavirus from an animal reservoir remains a credible threat."
291,"Since December, 2019, an outbreak of pneumonia caused by the new coronavirus (2019-nCoV) has hit the city of Wuhan in the Hubei Province."
292,Human coronaviruses cause both upper and lower respiratory tract infections in humans.
293," Emerging and re-emerging coronaviruses cause morbidity and mortality in human and animal populations, resulting in serious public and animal health threats and economic losses."
294,"Exotic and emerging viral pathogens associated with high morbidity and mortality in humans are being identified annually with recent examples including Lujo virus in southern Africa, Severe Fever with Thrombocytopenia Syndrome virus in China and a SARS-like coronavirus in the Middle East."
295,"In two SARS patients, we examined the memory CD4+ T-cell responses to peptides derived from SARS coronavirus structural proteins."
296, The Middle East respiratory syndrome coronavirus (MERS-CoV) is a lethal zoonotic pathogen that was first identified in humans in Saudi Arabia and Jordan in 2012.
297,Severe acute respiratory syndrome (SARS) is a zoonotic infectious disease caused by a novel coronavirus (CoV).
298,"The per-1,000 positivity rates were influenza virus 66, RSV 49, rhinovirus 33, metapneumovirus 16, and coronavirus 8."
299,"In view of a recent spread of severe acute respiratory syndrome (SARS), there is a high demand for production of a vaccine to prevent this disease."
300,"Middle East respiratory syndrome (MERS) is a highly lethal respiratory disease caused by a novel betacoronavirus (MERS coronavirus, MERS-CoV)."
301, This article is an overview of the most clinically important respiratory viruses including the recently emerged highly pathogenic coronaviruses and other viruses that are transmitted via the respiratory tract.
302,"However, the detailed structure and molecular mechanisms underlying the Alphacoronavirus nsp1 inhibition of host gene expression remain unclear."
303,"Middle East respiratory syndrome-coronavirus (MERS-CoV) is an emerging virus that causes severe disease with fatal outcomes; however, there are currently no approved vaccines or specific treatments against MERS-CoV."
304,"In this study, recombinant baculovirus vAcS and vAcME were constructed to express the S protein and the M and E proteins of SARS CoV, respectively."
305," Avian coronavirus infectious bronchitis virus (IBV) is a respiratory pathogen of chickens, causing severe economic losses in poultry industry worldwide."
306,"It is currently believed that this deadly Coronavirus strain originated from wild animals at the Huanan market in Wuhan, a city in Hubei province."
307,Vaccine against Middle East respiratory syndrome coronavirus
308,We also detected a human coronavirus coinfection in one clinical sample.
