,sent
260,"In three outbreaks, other canine viral pathogens were detected, including canine distemper virus, canine parvovirus or canine coronavirus."
261,"Coronavirus testing, mortality, vaccine development, containment vs mitigation, and more."
262,"Here we describe procedures for producing pseudotype or recombinant VSVs and a few of the more prominent examples from envelope viruses, such as hepatitis C virus, Japanese encephalitis virus, baculovirus, and hemorrhagic fever viruses."
263," Avian coronaviruses of the genus Gammacoronavirus are represented by infectious bronchitis virus (IBV), the coronavirus of chicken."
264,Hepatitis C virus (HCV) is a major health problem worldwide.
265,"The severe acute respiratory syndrome coronavirus (SARS-CoV) first emerged in 2003, causing the SARS epidemic which resulted in a 10% fatality rate."
266,"We constructed a recombinant adenovirus containing a truncated N-terminal fragment of the SARS-CoV Spike (S) gene (from −45 to 1469, designated Ad-SN), which encoded a truncated S protein (490 amino-acid residues, a part of 672 amino-acid S1 subunit), and investigated whether this construct could induce effective immunity against SARS-CoV in Wistar rats."
267, The etiological agent of severe acute respiratory syndrome (SARS) has been identified as a novel coronavirus SARS-CoV.
268,"Whereas pregnant women infected with coronavirus may have an increased risk of adverse neonatal outcomes, gametes do not transmit COVID-19."
269,"Drawing on experience with animal coronavirus vaccines, several vaccine candidates have been developed and evaluated in pre-clinical trials."
270,The drug-repurposing effort documented herein focuses primarily on agents known to be effective against other RNA viruses including SARS-CoV and MERS-CoV.
271,: Middle East respiratory syndrome (MERS) is caused by MERS coronavirus (MERS-CoV).
272,Is serum in childhood naturally protective against SARS-coronavirus?
273,A group of SARS-like coronaviruses (SL-CoV) have been identified in horseshoe bats.
274,Can early and high intravenous dose of vitamin C prevent and treat coronavirus disease 2019 (COVID-19)?
275,"Adenovirus-positive participants with FRI episodes tended to be protected against subsequent infection with adenovirus, coronavirus, enterovirus/rhinovirus, and influenza virus (P = .062–.093), while men with influenza virus–positive FRI episodes tended be protected against subsequent infection with adenovirus (P = .044) and influenza virus (P = .081)."
276, Manipulation of the coronavirus genome to accommodate and express foreign genes is an attractive approach for gene delivery and vaccine development.
277,A novel coronavirus was identified as the causative agent and was subsequently termed COVID-19 by the World Health Organization (WHO).
278,"Overview The disease, which is caused by a novel coronavirus termed the “SARS coronavirus,” or SARS-CoV, essentially spreads through droplet infection and affects people of any age."
279,Virus transmission in humans was quickly halted by public health measures and human infections of SARS coronavirus (SARS-CoV) have not been observed since.
280,"Collectively, these results show that immunization with a species-adapted attenuated coronavirus lacking E protein expression is safe and provides optimal immunogenicity and long-term protection against challenge with lethal virus."
281,"On January 7, 2020, Chinese health officials confirmed that a novel coronavirus (2019-nCoV) was associated with this initial cluster (1)."
282," The recent emergence of Middle East Respiratory Syndrome Coronavirus (MERS-CoV), nearly a decade after the Severe Acute Respiratory Syndrome (SARS) CoV, highlights the importance of understanding and developing therapeutic treatment for current and emergent CoVs."
283,Background: The Kingdom of Saudi Arabia has experienced a prolonged outbreak of Middle East Respiratory Syndrome (MERS) coronavirus since 2012.
284,We used the Immune Epitope Database and Analysis Resource (IEDB) to catalog available data related to other coronaviruses.
285,"  Severe acute respiratory syndrome (SARS) is caused by a coronavirus (CoV), SARSCoV."
286, AND AIM: Middle East respiratory syndrome coronavirus (MERS-CoV) has rapidly spread throughout the Middle East since its discovery in 2012.
287,The coronavirus referred to as PED virus (PEDV) was determined to be the etiologic agent of this disease in the late 1970s.
288,"Field trials were conducted using an experimental, modified live virus, oral vaccine for prevention of reo- and coronavirus calf diarrhea."
289,We have replaced the ectodomain of the spike (S) protein of the Beaudette strain (Beau-R; apathogenic for Gallus domesticus chickens) of avian infectious bronchitis coronavirus (IBV) with that from the pathogenic M41 strain to produce recombinant IBV BeauR-M41(S).
290,"However, few broad-spectrum antiviral drugs have been evaluated against COVID-19 in clinical trials, resulted in clinical recovery."
291,"For example, the viruses included were hepatitis C virus and hepatitis B virus (Mike Sofia), HIV and hepatitis B virus (David Chu), multiple antiviral projects (Maaike Everts), dengue (Priscilla Yang), rhinovirus C (Ann Palmenberg), polio (Mark Pallansch), HIV (Eric Hunter) and Zika virus (Pei-Yong Shi)."
292,This provided the basis for the further study on SARS virus vaccine and diagnostic agents.
293,Preparedness and proactive infection control measures against the emerging novel coronavirus in China
294,"The spike (S) protein of coronavirus, which binds to cellular receptors and mediates membrane fusion for cell entry, is a candidate vaccine target for blocking coronavirus infection."
295,"CPV co-infection with coccidium (10.00 %), canine distemper virus (4.79 %), hookworm (2.40 %), canine coronavirus (1.11 %), roundworm (1.03 %), tapeworm (0.17 %) and Babesia spp."
296,Pathogens such as the Middle East Respiratory Syndrome coronavirus (MERS-CoV) and the Zika virus represent either new viral entities or viruses emergent in new geographic locales and characterized by novel complications.
297,": In 2003, severe acute respiratory syndrome coronavirus (SARS-CoV) was identified as the etiological agent of severe acute respiratory syndrome, a disease characterized by severe pneumonia that sometimes results in death."
298,"One third (29.8%) of the participants acquired ≥1 virus, particularly rhinovirus (14.0%), coronavirus E229 (12.4%), and influenza A(H3N2) virus (6.2%) while in Saudi Arabia."
299,Rapid elucidation of neutralizing antibody epitopes on emerging viral pathogens like severe acute respiratory syndrome (SARS) coronavirus (CoV) or highly pathogenic avian influenza H5N1 virus is of great importance for rational design of vaccines against these viruses.
300,"The 2017 Gertrude Elion Memorial Lecture Award by Michael Sofia highlighted one of the most important accomplishments in recent drug discovery in antiviral research, the identification of the hepatitis C virus direct-acting antiviral sofosbuvir and new alternatives to combat hepatitis B virus (HBV) infection."
301," The spike (S) protein of severe acute respiratory syndrome (SARS) coronavirus (CoV), a type I transmembrane envelope glycoprotein, consists of S1 and S2 domains responsible for virus binding and fusion, respectively."
302," So far, there is a lack of effective drugs for the new coronavirus pneumonia."
303,"Other viruses of possible importance include para-influenza 3 (Pi3), adenoviruses, bovine viral diarrhoea (BVD) virus, coronavirus and rhinovirus."
304,"This review will discuss current knowledge on coronavirus replication, pathogenesis, evolution, and vaccine strategies, as well as the most recent findings on SARS coronavirus."
305,Mean days absent were highest for influenza (0.96‐1.19) and lowest for coronavirus (0.62).
306,"Although the epidemic was eventually controlled through the implementation of strict quarantine measures, there continues a need to investigate the SARS coronavirus (SARS-CoV) and develop interventions should it re-emerge."
307,"As there is currently no HCoV-NL63-specific and effective vaccine or drug therapy available, we evaluated several existing antiviral drugs and new synthetic compounds as inhibitors of HCoV-NL63, targeting multiple stages of the replication cycle."
308,Clinical spectrum of the Middle East respiratory syndrome coronavirus (MERS-CoV)
309, TGEV and PEDV are porcine coronaviruses with typical coronavirus virion structures and replication cycles.
310,"Ten of the RBD-specific mAbs were mapped to four distinct groups of conformational epitopes (designated Group A to D), and all of which had potent neutralizing activity against S protein-pseudotyped SARS viruses."
311,The structural divergence was determined by using SuperPose Version 1.0 based on cryo-EM structure of the SARS coronavirus spike glycoprotein.
312,"Furthermore, comparison of the Ark genome with other coronaviruses demonstrates a close relationship to turkey coronavirus."
313,Exposed epitopes of the spike protein may be recognized by neutralizing antibodies against severe acute respiratory syndrome (SARS) coronavirus (CoV).
314,"Serum was collected from the 852 animals enrolled to determine titers to H. somnus, M. haemolytica, bovine coronavirus and bovine viral diarrhea virus."
315,"Parainfluenza type 2 infection appeared to be next most likely to be associated with wheezing, followed by coronavirus infection."
316,"This review in the hope of helping the public effectively recognize and deal with the 2019 novel coronavirus (SARS-CoV-2), and providing a reference for future studies."
317,"As compared to inoculation with free proteins, vaccination with the sVLPs showed enhanced lymphatic antigen delivery, stronger antibody titers, increased splenic T-cell response, and reduced infection-associated symptoms in an avian model of coronavirus infection."
318,We validated our computational pipeline with SARS-CoV experimental data.Significance StatementThe novel coronavirus 2019-nCoV has affected more than 100 countries and continues to spread.
319,"Coupled with increased safety and reduced pathogenesis, the study highlights the potential for 2′O methyltransferase attenuation as a major component of future live attenuated coronavirus vaccines."
320,"We collected rectal swabs from dogs in Japan during 2011 to 2014, and canine coronavirus (CCoV) nucleocapsid gene was detected by RT-PCR."
321,The design of optimal coronavirus vaccines therefore remains a priority.
322,"With these advances and the recent release of the first commercially-available FIPV vaccine, it is appropriate to review what is known about the organization and replication of coronaviruses and the pathogenesis of FIPV infection."
323,The spike (S) glycoprotein of severe acute respiratory syndrome coronavirus (SARS-CoV) mediates the receptor interaction and immune recognition and is considered a major target for vaccine design.
324," We studied the immunogenicity of a DNA SARS-vaccine, a whole killed virus, or a whole killed and DNA vaccine combination."
325,"By using an infectious cloning system developed recently for the avian coronavirus infectious bronchitis virus (IBV), the enhanced green fluorescent protein (EGFP) gene, the firefly luciferase gene and several host and viral genes (eIF3f, SARS ORF6, Dengue virus 1 core protein gene) were inserted into various positions of the IBV genome, and the effects on gene expression, virus recovery, and stability in cell culture were studied."
326,This represents a promising system for development of coronavirus-based gene delivery vectors and vaccines against coronavirus and other viral infections in chicken.
327,"The goal of this review is to provide a timely overview on efforts to develop a vaccine for the 2019 novel coronavirus SARS-CoV-2, the causative agent of coronavirus disease (COVID-19)."
328," The Middle East respiratory syndrome coronavirus (MERS-CoV) is associated with life-threatening severe illnesses and a mortality rate of approximately 35%, particularly in patients with underlying comorbidities."
329, Induction of effective cytotoxic T lymphocyte (CTL) and/or a specific antibody against conserved viral proteins may be essential to the development of a safe and effective severe acute respiratory syndrome coronavirus (SARS-Cov) vaccine.
330,"Herein, we summarize T-cell immunological studies of SARS-CoV and discuss the potential cross-reactivity of the SARS-CoV-specific immunity against MERS-CoV, which may provide useful recommendations for the development of broad-spectrum vaccines against coronavirus infections."
331,"The data support further development of the GLS-5300 vaccine, including additional studies to test the efficacy of GLS-5300 in a region endemic for MERS coronavirus."
332,"Methods We expressed the complete SARS coronavirus envelope spike (S) protein from a recombinant attenuated parainfluenza virus (BHPIV3) that is being developed as a live attenuated, intranasal paediatric vaccine against human parainfluenza virus type 3 (HPIV3)."
333,We investigated whether a recombinant native full-length S-protein trimer (triSpike) of severe acute respiratory syndrome coronavirus (SARS-CoV) was able to elicit a neutralizing and protective immune response in animals and analyzed the capacity of anti-S antibodies to mediate antibody-dependent enhancement (ADE) of virus entry in vitro and enhancement of replication in vivo.
334,"Using IBV Arkansas-type (Ark) S protein histochemistry, we show that extension of S1 with the S2 ectodomain improves binding to chicken tissues."
335,"Among them, three emerging pathogenic CoVs, including severe acute respiratory syndrome coronavirus (SARS-CoV), Middle East respiratory syndrome coronavirus (MERS-CoV), and a newly identified CoV (2019-nCoV), once caused or continue to cause severe infections in humans, posing significant threats to global public health."
336,"These were coronaviruses such as the Severe Acute Respiratory Syndrome coronavirus (SARS‐CoV) in 2002/2003, the Middle East Respiratory Syndrome coronavirus (MERS‐CoV) with occasional outbreaks since 2012 or influenza viruses like the H1N1 pandemic in 2009/2010."
337,Picornaviruses and coronaviruses were the most common viral infections identified only by RT-PCR.
338,"In 2002–2003, the outbreak of severe acute respiratory syndrome (SARS), due to a newly discovered coronavirus, the SARS-associated coronavirus (SARS-CoV); led to a new awareness of the medical importance of the Coronaviridae family."
339,"Transmissible gastroenteritis virus (TGEV) is a porcine coronavirus that causes diarrhea, leading to near 100% mortality in neonatal piglets with corresponding devastating economic consequences."
340,"Preliminary laboratory analysis ruled out important enteropathogens (Cryptosporidium spp; Eimeria spp., E. coli F5, and bovine coronavirus)."
341,"The emergence of the betacoronavirus, SARS-CoV-2 that causes COVID-19, represents a significant threat to global human health."
342,Infectious bronchitis viruses (IBVs) are group III coronaviruses that infect poultry worldwide.
343,"Coronaviruses are the well-known cause of severe respiratory, enteric and systemic infections in a wide range of hosts including man, mammals, fish, and avian."
344,"However, to date, no licensed antiviral treatment or vaccine exists for MERS and SARS."
345,"The results are important not only because this virus is of economic importance to poultry industry, but also because it is important for elucidating the origin and evolution of other coronaviruses."
346,"Porcine coronaviruses, including the newly discovered porcine deltacoronavirus (PDCoV) associated with diarrhea in newborn piglets, have posed a serious threat to the pork industry in Asia and North America."
347," A novel coronavirus, the severe acute respiratory syndrome (SARS) coronavirus (SARS-CoV), was identified as the causative agent of SARS."
348,"In 2012, a novel coronavirus (CoV) associated with severe respiratory disease, Middle East respiratory syndrome (MERS-CoV; previously known as human coronavirus–Erasmus Medical Center or hCoV-EMC), emerged in the Arabian Peninsula."
349,"There are no reports on molecular characterization of bovine coronavirus in Ireland, and little data exists apart from serological studies."
350,"Since the outbreak of the novel coronavirus disease COVID-19, caused by the SARS-CoV-2 virus, this disease has spread rapidly around the globe."
351,"In this series, experts in many different aspects of coronavirus replication and disease will provide authoritative, up-to-date reviews of the following topics: – clinical management and infection control of SARS; – reservoir hosts of coronaviruses; – receptor recognition and cross-species transmission of SARS-CoV; – SARS-CoV evasion of innate immune responses; – structures and functions of individual coronaviral proteins; – anti-coronavirus drug discovery and development; and – the public health legacy of the SARS outbreak."
352,It is of special significance to find a safe and effective vaccine against coronavirus disease 2019 (COVID-19) that can induce T cell and B cell -mediated immune responses.
353," This article introduces a series of invited papers in Antiviral Research marking the 10th anniversary of the outbreak of severe acute respiratory syndrome (SARS), caused by a novel coronavirus that emerged in southern China in late 2002."
354,A synthetic consensus anti-Spike protein DNA vaccine induces protective immunity against Middle East Respiratory Syndrome Coronavirus in non-human primates
355,"An ideal vaccine against mucosal pathogens such as Middle East respiratory syndrome coronavirus (MERS-CoV) should confer sustained, protective immunity at both systemic and mucosal levels."
356," In August 2002, scientists and veterinarians from all over the world met in Scotland to discuss feline coronavirus (FCoV) and feline infectious peritonitis (FIP)."
357,"Ever since, progress around SARS-associated coronavirus (SARS-CoV) has been swift."
358,Avian coronaviruses (ACoVs) are continuously evolving and causing serious economic consequences in the poultry industry and around the globe.
359,Severe acute respiratory syndrome coronavirus (SARS-CoV) caused an acute human respiratory illness with high morbidity and mortality in 2002-2003.
360,The emergence of highly pathogenic human coronaviruses (hCoVs) in the last two decades has illuminated their potential to cause high morbidity and mortality in human populations and disrupt global economies.
361,Results: We report in silico identification of a comprehensive list of immunogenic peptides that can be used as potential targets for 2019 novel coronavirus (2019-nCoV) vaccine development.
362,"Middle East respiratory syndrome (MERS) is an acute, high-mortality-rate, severe infectious disease caused by an emerging MERS coronavirus (MERS-CoV) that causes severe respiratory diseases."
363,Infectious bronchitis virus (IBV) is a coronavirus of chickens that causes great economic losses to the global poultry industry.
364,"In this study, the Renilla and the firefly luciferase genes were systematically analyzed for their stability after insertion at various genomic positions in the group 1 coronavirus feline infectious peritonitis virus and in the group 2 coronavirus mouse hepatitis virus."
365,"In addition to MERS-CoV, which is a lineage C virus in the Betacoronavirus (betaCoV) genus, a lineage B betaCoV and a virus in the Alphacoronavirus (alphaCoV) genus have been detected in dromedaries."
366,These papers complement a rapidly growing base of knowledge concerning the molecular organization and replication of coronaviruses in general.
367, Antibodies to SARS-Coronavirus (SARS-CoV)-specific B cell epitopes might recognize the pathogen and interrupt its adherence to and penetration of host cells.
368,"Middle East respiratory syndrome coronavirus (MERS-CoV) causes an acute and severe lower respiratory illness as well as vomiting, diarrhea, and renal failure."
369,"Further analysis of HCoV-NL63 pathogenicity seems warranted, in particular because the virus uses the same cellular receptor as severe acute respiratory syndrome-associated coronavirus."
370,"In one patient, the predominant memory CD4+ T-cell response was directed against an epitope outside the S protein receptor-binding domain."
371,Canine coronavirus (CCV) and canine parainfluenza virus (CPIV) titers were not detected in all serum samples.
372,Puzzle of highly pathogenic human coronaviruses (2019-nCoV)
373,"IMPORTANCE Inactivated whole severe acute respiratory syndrome-related coronavirus (SARS-CoV) vaccines induce neutralizing antibodies in mouse models; however, they also cause increased eosinophilic immunopathology in the lungs upon SARS-CoV challenge."
374,"A recently described systemic coronavirus infection appears to be a variant of the ferret enteric coronavirus and is currently termed “ferret infectious peritonitis.” Disseminated immunopathologic myositis, aplastic anemia/bone marrow aplasia, acute hemorrhagic syndrome, and oral ulcerations are also described, although the exact etiologies for these diseases have yet to be determined."
375,"Mid-nasal swabs were collected and tested for respiratory syncytial virus (RSV), rhinovirus, influenza, human metapneumovirus (HMPV), coronavirus, parainfluenza (HPIV), and bocavirus by RT–PCR."
376,"In cell culture, nsp1 of mouse hepatitis virus (MHV), like its SARS-coronavirus homolog, strongly reduced cellular gene expression."
377,"Severe acute respiratory syndrome (SARS) is caused by a novel coronavirus (CoV), SARS-CoV."
378," The pneumonia caused by novel coronavirus (SARS-CoV-2) in Wuhan, China in December 2019 is a highly contagious disease."
379,"However, in the last decade novel potent mAbs have been discovered and characterized with potential as therapeutics against viruses of major importance for public health and biosecurity including Hendra virus (HeV), Nipah virus (NiV), severe acute respiratory syndrome coronavirus (SARS-CoV), Ebola virus (EBOV), West Nile virus (WNV), influenza virus (IFV) and human immunodeficiency virus type 1 (HIV-1)."
380," In Egypt, currently two geographically restricted genotypes of the infectious bronchitis coronavirus (IBV) are circulating with detrimental effects for poultry industry."
381,"Collectively, these data provide new insights into the biological processes that mediate alphacoronavirus attachment, receptor engagement, and fusion triggering while also identifying a source of conformational heterogeneity that could be manipulated to improve PEDV vaccine antigens."
382,"The coronavirus spike (S) protein, which facilitates viral attachment, entry and membrane fusion is heavily glycosylated and plays a critical role in the elicitation of host immune response."
383,The spike glycoproteins of coronaviruses reside on the surface of the virion and are responsible for virus entry.
384,"Electrodense material scattered in proventricular and gizzard cells was observed, with a structure consistent with that of coronaviruses."
385,"Coronavirus disease 2019 (COVID-19) associated pneumonia caused by severe acute respiratory coronavirus 2 (SARS-COV-2) was first reported in Wuhan, China in December 2019."
386,An Imperative Need for Research on the Role of Environmental Factors in Transmission of Novel Coronavirus (COVID-19)
387,"A subunit vaccine, RBD-S, is under development to prevent severe acute respiratory syndrome (SARS) caused by SARS coronavirus (SARS-CoV), which is classified by the US NIH as a category C pathogen."
388,The sera were tested with a neutralizing antibody test.
389,We previously demonstrated that the receptor-binding domain (RBD: residues 318–510) of S protein contains multiple conformation-dependent neutralizing epitopes (Conf I to VI) and serves as a major target of SARS-CoV neutralization.
390,"Prezcobix/Rezolsta is a fixed-dose combination of 800 mg of the HIV protease inhibitor darunavir (DRV) and 150 mg cobicistat, a CYP3A4 inhibitor, which is indicated in combination with other antiretroviral agents for the treatment of HIV infection."
391,Two inbred mouse strains (BALB/c and A/J) with different genetic backgrounds were inoculated with the avian coronavirus strains Mass and BR-I and monitored for at least 10 days.
392,Hepatotropic viruses such as hepatitis C virus cause life-threatening chronic liver infections in millions of people worldwide.
393," A new disease, the severe acute respiratory distress syndrome (SARS), caused by the SARS coronavirus (SARS-CoV), emerged at the beginning of 2003 and rapidly spread throughout the world."
394,"There are also at least two other sexually transmitted viruses, for which no vaccine is available, the herpes simplex virus (HSV) and the hepatitis C virus (HCV)."
395,"A specific virus was identified in 39% of specimens: human coronavirus (13% of samples), rhinovirus (12%), RSV (7%), influenza virus (4%), human metapneumovirus (4%), and adenovirus (1%)."
396,"Furthermore, the emergence of new viral diseases/infections, such as Rift Valley fever, West Nile fever, SARS coronavirus, Hendra virus, avian influenza A (H5N1), Nipah virus, Zika virus and swine influenza A (H1N1) virus, from time to time is a glaring example threatening adversely both animal and public health globally."
397,An approximately 70 kDa fragment of the N-terminal globular domain of the spike (S) protein (S(N) protein) from the coronavirus TGEV was used as the transmissible gastroenteritis virus antigen model.
398, The persistent public health threat of infection with the Middle East respiratory syndrome coronavirus (MERS-CoV) highlights the need for an effective MERS-CoV vaccine.
399,Coronaviruses are known to infect humans and other animals and cause respiratory and gastrointestinal diseases.
400,"Although the initial SARS epidemic was contained, sporadic outbreaks of the disease still occur, suggesting a continuous need for a vaccine against this virus."
401,"As the world is witnessing the epidemic of COVID-19, a disease caused by a novel coronavirus, SARS-CoV-2, emerging genetics and clinical evidences suggest a similar path to those of SARS and MERS."
402," Recently, canine coronavirus (CCoV) strains with putative recombinant origin with porcine transmissible gastroenteritis virus (TGEV) were shown to be widespread in Europe."
403,"This review will explore the history and potential for drug discovery of hepatitis C virus, dengue virus, respiratory syncytial virus, Ebola virus and norovirus replicon and minigenome systems."
404,A coronavirus (CoV) has recently been identified as the causative agent of the severe acute respiratory syndrome (SARS) in humans.
405,No viral shedding occurred in the group immunised with BHPIV3/SARS-S.
406,"The illnesses vary from relatively mild common colds caused by rhinoviruses and coronaviruses, to severe bronchiolitis and pneumonia caused by adenoviruses and influenza viruses and respiratory syncytial virus (RSV) in infants: the former is associated with little morbidity and no mortality, while influenza is responsible annually for between 1 and 25 thousand deaths per 50 million population."
407,"These results were not altered when the presence or absence of enteropathogenic E. coli, rotavirus or coronavirus on the premises was accounted for."
408,"Based on the observation that SARSCoV infection is efficiently controlled upon passive transfer of antibodies directed against the spike (S) protein of SARS-CoV, vaccines containing the S protein have been formulated."
409,Background: The S (spike) protein of the etiologic coronavirus (CoV) agent of severe acute respiratory syndrome (SARS) plays a central role in mediating viral infection via receptor binding and membrane fusion between the virion and the host cell.
410, Spike and nucleocapsid are structural proteins of severe acute respiratory syndrome (SARS)-associated coronavirus (SARS-CoV) and major targets for cytotoxic T lymphocytes (CTLs).
411,"The CoV responsible for an outbreak of severe acute respiratory disease (SARS-CoV) in 2002–03 likely originated as a bat coronavirus which, during replication in an intermediate host (such as the palm civet), evolved to be able to infect humans efficiently."
412,None of the participants were positive for the Middle East respiratory syndrome coronavirus.
413,"Ten years later after the SARS pandemic, another novel coronavirus crossed the species barrier from bats to humans through an intermediate camel host, to produce a severe lower respiratory infection labeled the Middle East respiratory syndrome [MERS]."
414,Middle East respiratory syndrome coronavirus (MERS-CoV) was detected in humans in 2012.
415,"While SARS-coronavirus (CoV) is no longer circulating, MERS-CoV and zoonotic influenza viruses, with pandemic potential, remain persistent threats."
416,Sporadic outbreaks of epizootics including SARS coronavirus and H5N1 avian influenza remind us of the potential for communicable diseases to quickly spread into worldwide epidemics.
417,"An outbreak of a novel coronavirus, now formally named severe acute respiratory syndrome coronavirus 2 (SARS‐CoV‐2) and causing coronavirus disease 2019 (COVID‐19), emerged in the city of Wuhan in Hubei province in central China in December 2019."
418,"IMPORTANCE Coronavirus spike proteins are large, densely glycosylated macromolecular machines that mediate receptor binding and membrane fusion to facilitate entry into host cells."
419,The first coronaviruses discovered were the cause of pediatric and adult respiratory infections that were not particularly dangerous.
420,"Thus, surface-linked liposomal antigens, capable of inducing long-lived memory CD8(+) T cells without the contribution of CD4(+) T cells, might be applicable for the development of vaccines to prevent viral infection, especially for those viruses that evade humoral immunity by varying their surface proteins, such as influenza viruses, HIV, HCV, SARS coronaviruses, and Ebola viruses."
421,Middle East respiratory syndrome (MERS) coronavirus: Putting one health principles into practice?
422,Human coronaviruses continue to pose a threat to human health.
423,None of these strategies has progressed to an approved human coronavirus vaccine in the ten years since SARS-CoV emerged.
424,"The inactivated SARS-CoV vaccine may be the first one available for clinical use because it is easy to generate; however, safety is the main concern."
425,"In December 2019, an outbreak of atypical pneumonia (Coronavirus disease 2019 -COVID-19) associated with a novel coronavirus (SARS-CoV-2) was reported in Wuhan city, Hubei province, China."
426,"The life cycle of the SARS virus is largely unknown; however, based on the analogy with other coronaviruses, several potential targets for antiviral development are identified."
427,The S protein fragment was purified from the culture supernatant of stably transformed HEK293T cells secreting a tagged version of the protein.
428,"With an ongoing threat posed by circulating zoonotic strains, new strategies are required to prepare for the next emergent coronavirus (CoV)."
429,"The system showed a preference for wild-type CDV, and exhibited less sensitivity to canine parvovirus, canine adenovirus type 1 and type 2, canine coronavirus, and canine parainfluenza virus."
430,Significant sequence variation of Middle East respiratory syndrome coronavirus (MERS CoV) has never been detected since it was first reported in 2012.
431,"RECENT FINDINGS: Although most mechanisms of transmission and control measures of nosocomial viral infections are already known, improved diagnostic tools allow better characterization of these infections and also lead to the discovery of new viruses such as the coronavirus, which is the cause of the Middle East Respiratory Syndrome, or the human bocavirus."
432,Evaluation of Risks and Benefits Associated with Vaccination against Coronavirus Infections in Cats
433,"Any virus was detected in 320/556 (57.6%) ILI episodes: influenza A (104/556, 18.7%), rhinovirus/enterovirus (82/556, 14.7%), coronavirus and human metapneumovirus (each 32/556, 5.6%)."
434,It is hoped that this approach will lead to the production of a superior commercial vaccine for the protection of neonatal calves against enteric coronavirus infection.
435,"With more and more patients diagnosed, China has carried out more than one hundred clinical studies of new coronavirus infection, including antiviral drugs, antimalarial drugs, glucocorticoids, plasma therapy, virus vaccine and other western drugs, while Chinese medicine researches accounted for half of studies."
436,"Intensive research on the novel emerging human infectious coronaviruses is urgently needed to elucidate their route of transmission and pathogenic mechanisms, and to identify potential drug targets, which would promote the development of effective preventive and therapeutic countermeasures."
437," At the end of December 2019, a novel coronavirus, 2019-nCoV, caused an outbreak of pneumonia spreading from Wuhan, Hubei province, to the whole country of China, which has posed great threats to public health and attracted enormous attention around the world."
438,Hepatitis C virus (HCV) infection is an important public health problem worldwide.
439,"In order to assess the potential of the Wuhan 2019-nCoV to cause maternal, fetal and neonatal morbidity and other poor obstetrical outcomes, this communication reviews the published data addressing the epidemiological and clinical effects of SARS, MERS, and other coronavirus infections on pregnant women and their infants."
440,Zoonotic infections caused by severe acute respiratory syndrome-associated coronavirus and avian influenza A/H5N1 are examples of acute ‘atypical’ pneumonia with epidemic and pandemic potentials.
441,"However, there are limited data available on the frequency and extent of recombination in coronaviruses in nature and particularly for the avian gamma-coronaviruses where only recently the emergence of a turkey coronavirus has been attributed solely to recombination."
442,Interpretation The GLS-5300 MERS coronavirus vaccine was well tolerated with no vaccine-associated serious adverse events.
443,We found that conserved region is present only in the RNA directed RNA polymerase protein.
444,These results suggest that the SARS coronavirus might have an antigenic profile distinct from those of other human or animal coronaviruses.
445,"The aim of this study was to determine the frequency, mortality and association with clinical entities of influenza virus type A, influenza virus type B, respiratory syncytial virus (RSV), coronavirus, and adenoviruses in patients with ARI."
446,"Coronaviruses are a family of enveloped, single-stranded, positive-strand RNA viruses classified within the Nidovirales order."
447,"In this study, a recombinant protein (rS268, corresponding to residues 268–1255 of SARS-CoV S protein) was expressed in Escherichia coli and was purified to near homogeneity."
448,"In April, we set up the PCR detection of the SARS-associated coronavirus Urbani strain."
449,The Middle East respiratory syndrome coronavirus (MERS-CoV) presents an ideal example for developing One Health concepts.
450,"A field study of a vaccine; prepared by solubilizing cells infected with bovine coronavirus, Triton X-100, and mixing with an oil adjuvant, was performed at 9 farms over 4 prefectures."
451,The data gathered on the animal coronaviruses continue to be helpful in understanding SARS-CoV.
452, Almost all commercial poultry are vaccinated against avian coronavirus infectious bronchitis virus (IBV) using live attenuated vaccines mass administered by spray at day of hatch.
453,Therapeutic neutralizing antibodies (NAbs) against SARS-CoV-2 will be greatly important therapeutic agents for the treatment of coronavirus disease 2019 (COVID-19).
454,"Accordingly, our narrative review appraised epidemiological and clinical aspects of the disease including genetic diversity of coronavirus genus, mode of transmission, incubation period, infectivity, pathogenicity, virulence, immunogenicity, diagnosis, surveillance, clinical case management and also successful measures for preventing its spread in some communities."
455,Enhanced genetic surveillance will assist and boost research and development into new antiviral drugs and vaccines for these viruses.
456,"Swabs were tested by RT-PCR for influenza and parainfluenza viruses, respiratory syncytial virus (RSV), human metapneumovirus, coronaviruses, and adenovirus."
457,Severe acute respiratory syndrome-related coronavirus (SARS-CoV) is an emerging pathogen that causes severe respiratory illness.
458,Porcine epidemic diarrhea virus (PEDV) is a highly pathogenic alphacoronavirus.
459,"Replication-incompetent feline foamy virus (FFV) transducing vectors are being developed as potential vaccine agents, into which immunogenic fragments of feline coronavirus (FCoV) proteins will be inserted."
460,"To this end, we compared the Rapid Diagnostic Kit of Canine Parvovirus, Coronavirus and Rotavirus antigen (Quicking®) to PCR, which is considered as the most reliable diagnostic method."
461,Disruption of E protein may reduce viral infectivity.
462,"Due to the increasing number of cases in China and outside China, the WHO declared coronavirus as a global health emergency."
463,"Hepatitis C virus (HCV) is believed to assemble by budding into membranes of the early secretory pathway, consistent with the membrane location where the viral envelope glycoproteins E1 and E2 accumulate when expressed."
