,sent
512,The genetically engineered attenuated form of the virus or viral vector vaccine encoding for the SARS-CoV spike glycoprotein has been shown to elicit protective immunity in vaccinated animals.
513,"Because enhancement of SARS-CoV infection by subneutralizing antibody concentrations is of concern, we show here that anti-SARS-CoV antibodies do not convert the abortive infection of primary human macrophages by SARS-CoV into a productive one."
514,"Notably, 2019-nCoV was closely related (with 88% identity) to two bat-derived severe acute respiratory syndrome (SARS)-like coronaviruses, bat-SL-CoVZC45 and bat-SL-CoVZXC21, collected in 2018 in Zhoushan, eastern China, but were more distant from SARS-CoV (about 79%) and MERS-CoV (about 50%)."
515,"We found that the vaccine given intramuscularly induced a neutralizing antibody response to SARS-CoV that was approximately ten-fold greater than that required for the protection from SARS-CoV infection, and significantly greater than that generated by the replication-competent vector expressing SARS-CoV S protein given by the same route."
516,The monoclonal antibodies will be available to assess antigenicity and immunological variabilities between different SARS CoV strains.
517,Our results identify for the first time three inhibitors targeting MERS-CoV PLpro and these can now be used as lead compounds for further antiviral drug development.
518,"Viral genomes were obtained from 21 MERS cases of which 13 had 100%, four 85–95%, and four 30–50% genome coverage."
519,We hypothesized that the most relevant cellular proteases in this process are those closely linked to host cell receptors.
520,"However, overexpression of T. pachypus DPP4 failed to confer MERS-CoV susceptibility in T. pachypus cells, suggesting other cellular factors in determining viral replication."
521,This study was conducted to design an effective multiepitope based vaccine (MEV) against SARS-COV-2.
522,Molecular docking study was also employed to check the affinity of the potential epitope towards the binding cleft of the specific HLA allele.
523,Our results suggest that designing anti-SARS therapies can benefit from successful experiences in design of other antiviral drugs.
524,: The continual Middle East respiratory syndrome (MERS) threat highlights the importance of developing effective antiviral therapeutics to prevent and treat MERS coronavirus (MERS-CoV) infection.
525,"Both SARS-CoV and MERS-CoV are zoonotic viruses, using bats as their natural reservoirs, and then transmitting through intermediate hosts, leading to human infections."
526,Coronaviridae: a review of coronaviruses and toroviruses
527,"However, even the low-affinity receptors could hypersensitize cells to infection when an S-cleaving protease(s) was present, indicating that affinity thresholds for virus entry must be considered in the context of host-cell proteolytic environments."
528,The binding results presented in this paper were validated using fluorescent oligomers.
529,Methods Plasma collected from 175 COVID-19 recovered patients with mild symptoms were screened using a safe and sensitive pseudotyped-lentiviral-vector-based neutralization assay.
530,"While genetically distinct from SARS-CoV, the etiological agent that caused an outbreak of severe acute respiratory syndrome (SARS) in 2003, both coronaviruses exhibit receptor binding domain (RBD) conservation and utilize the same host cell receptor, angiotensin-converting enzyme 2 (ACE2), for virus entry."
531,"In this review, we describe the major structural and nonstructural proteins of MERS-CoV and summarize different potential strategies for limiting the outbreak of MERS-CoV."
532,"One of the 169 peptides screened, peptide 9626 (S residues 217–234), inhibited SARS-CoV S-mediated entry of the pseudotyped virions in 293T cells expressing a functional SARS-CoV receptor (human angiotensin-converting enzyme 2) in a dose-dependent manner (IC50 ∼11 μM)."
533,"The sensitivity was improved (detection limit of 0.019μg/ml), however, when using bi-specific monoclonal antibody (F157) as the detection antibody."
534,Bioinformatics analysis demonstrated a significant B-cell epitope overlapping the heptad repeat-2 region of Spike protein.
535,A defined receptor-binding domain (RBD) in MERS-CoV spike protein can potentially serve as a subunit vaccine candidate against MERS-CoV infections.
536,"Furthermore, a functional SARS-CoV RNA packaging signal failed to assemble into the MERS VLPs, which indicated virus-specific assembly of the RNA genome."
537,In vitro efficacy against v2163 was shown with known inhibitors of SARS-CoV replication.
538,The severe acute respiratory syndrome (SARS) CoV briefly emerged into the human population but was controlled.
539,"The outbreak of the novel coronavirus disease COVID-19, caused by the SARS-CoV-2 virus has spread rapidly around the globe during the past 3 months."
540,"bat coronavirus, previously detected in Ghana."
541,"The severe acute respiratory syndrome (SARS), caused by a novel coronavirus (SARS-CoV), resulted in substantial morbidity, mortality, and economic losses during the 2003 epidemic."
542,"As of November 2017, MERS-CoV had infected at least 2102 people with a fatality rate of about 35% globally, and hence there is an urgent need to identify antiviral drugs that are active against MERS-CoV."
543,Six crystal structures of protease:inhibitor complexes were determined as part of this study.
544, Bats are the natural reservoirs of severe acute respiratory syndrome coronavirus (SARS-CoV) which caused the outbreak of human SARS in 2002–2003.
545,"However, whether cats might become naturally infected with CoVs of other species is unknown."
546,"Middle East respiratory syndrome (MERS) coronavirus (Co-V) contains a single spike (S) protein, which binds to a receptor molecule, dipeptidyl peptidase 4 (DPP4; also known as CD26), and serves as a neutralizing antigen."
547, Background and aims Many patients with coronavirus disease 2019 (COVID-19) have underlying cardiovascular (CV) disease or develop acute cardiac injury during the course of the illness.
548,SUMMARYSARS-CoV-2 is a zoonotic virus that has caused a pandemic of severe respiratory disease—COVID-19— within several months of its initial identification.
549,The sequences of spike glycoprotein of 2019-nCoV and SARS coronavirus (SARS-CoV) were used for the comparison.
550,The sera after mouse immunization effectively interfered with the binding of MERS-CoV RBD to the cellular receptor hDPP4.
551,"The SARS-CoV-2/Finland/1/2020 virus strain was isolated, the genome showing a single nucleotide substitution to the reference strain from Wuhan."
552,"Severe acute respiratory syndrome coronavirus (SARS-CoV) and Middle East respiratory syndrome coronavirus (MERS-CoV), on the other hand, have strike humans in the past two decades as highly fatal human pathogens leading to considerable mortality and economic loss."
553,We developed 77 hybridomas and selected five neutralizing mAbs by immunization with SDeltaTM against MERS-CoV EMC/2012 strain S-pseudotyped lentivirus.
554,The main mode of transmission of SARS-CoV is through inhalation of respiratory droplets.
555,This brought CoVs global attention and highlighted the importance of controlling infectious pathogens at international borders.
556,"We found that mice treated with m336 prior to or post lethal MERS-CoV challenging were fully protected, compared to control mice which sufferered from profound weight loss and uniform death within days after infection."
557,We then constructed two RBDs mutated in multiple key residues in the receptor-binding motif (RBM) of RBD and demonstrated their strong cross-reactivity with anti-EMC-RBD antibodies.
558,"Using MERSpv-St16, we demonstrated the inability of rat DPP4 to serve as a functional receptor for MERS-CoV, suggesting that rats are not susceptible to MERS-CoV infection."
559,"We chose one such crucial viral protein, the papain-like protease (PLpro), to screen the FDA approved drugs in silico."
560,Analysis of proteins that interact with N protein of SARS-CoV using 15-mer phage-displayed library will help to explore the virus pathogenesis and to develop new drugs and vaccines against SARS.
561,Monoclonal antibody reagents that recognise specific antigens on SARS-CoV are needed urgently.
562,"Deletion of a major portion of the cytoplasmic domain of ACE2 had no effect on S-driven infection, indicating that this domain is not important for receptor function."
563,Our results demonstrate that the N-protein specifically recognizes the SARS-CoV packaging signal with greater affinity compared to signals from other coronaviruses or non-coronavirus species.
564,"In 2012, a novel human coronavirus emerged and was tentatively named “Middle East respiratory syndrome coronavirus” (MERS-CoV)."
565,This state revealed by cryo-EM first time could provide an important information for the identification and relevant clinical research of this new coronavirus.
566,"We found that HKU4-RBD, but not HKU5-RBD, binds to hCD26, and pseudotyped viruses embedding HKU4 spike can infect cells via hCD26 recognition."
567,The recent emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) from the Hubei province in China in late 2019 demonstrates the epidemic potential of coronaviruses.
568,The results showed that SARS-CoV PLpro stimulated TGF-β1-dependent expression of Type I collagen via activating STAT6 pathway.
569,": SARS coronavirus (SARS-CoV) was identified as the etiological agent of SARS, and extensive investigations indicated that it originated from an animal source (probably bats) and was recently introduced into the human population via wildlife animals from wet markets in southern China."
570,Middle East respiratory syndrome coronavirus (MERS-CoV) is the first highly pathogenic human coronavirus to emerge since severe acute respiratory syndrome coronavirus (SARS-CoV) in 2002.
571,"Reverse transcription-quantitative polymerase chain reaction assay, flow cytometry analysis, and Western blotting were applied to evaluate the activation of related PRRs and engagement of adaptors."
572,"Therefore, this approach could provide fast and effective prophylaxis and treatment of SARS-CoV infection during a SARS outbreak."
573,It was found that the S-protein from the SARS coronavirus (SARS-CoV) bind stronger to ACE2 than 2019-nCoV.
574,This is quite an unambiguous advance for vaccine evolution where one begins with the genome information of the pathogen and ends up with the list of certain epitopes after application of multiple bioinformatics tools.
575,: The newly emerged Middle East respiratory syndrome coronavirus (MERS-CoV) that first appeared in Saudi Arabia during the summer of 2012 has to date (20th September 2013) caused 58 human deaths.
576,"These investigations can be broadly classified into three groups: (a) studies on the replicase 1a/1b gene products which are important for viral replication, (b) studies on the structural proteins, spike, nucleocapsid, membrane and envelope, which have homologues in all coronaviruses, and are important for viral assembly and (c) expression and functional studies of the “accessory” proteins that are specifically encoded by SARS-CoV."
577,"The advent of severe acute respiratory syndrome (SARS) in the 21st century and the recent outbreak of Middle-East respiratory syndrome (MERS) highlight the importance of coronaviruses (CoVs) as human pathogens, emphasizing the need for development of novel antiviral strategies to combat acute respiratory infections caused by CoVs."
578," Angiotensin converting enzyme 2 (ACE2) is the receptor that severe acute respiratory syndrome coronavirus (SARS-CoV) utilizes for target cell entry and, therefore, plays an important role in SARS pathogenesis."
579,"We systematically analyzed all the proteins encoded by SARS-CoV-2 genes, compared them with proteins from other coronaviruses, predicted their structures, and built 19 structures that could be done by homology modeling."
580,"IFN-α, IFN-β, and other type I IFN molecules signal through a common, universally expressed cell surface receptor, whereas type III IFN (IFN-λ) uses a distinct cell-type-specific receptor complex for signaling."
581,"Together, our results provide a model for alphacoronavirus adaptation and evolution based on the use of extended loops for receptor binding."
582,"It was also revealed that the RBD of 2019-nCoV is much more flexible especially near the binding site and thus will have a higher entropy penalty upon binding ACE2, compared to the RBD of SARS-CoV."
583,"We found that most of the selected mammals including pets (dog and cat), pangolin and Circetidae mammals remained the most of key residues for association with S protein from SARS-CoV and SARS-CoV-2."
584,The multiple sequence alignment data correlated with already published reports on SARS-CoV-2 indicated that it is closely related to Bat-Severe Acute Respiratory Syndrome like coronavirus (Bat CoV SARS-like) and well-studied Human SARS.
585,"Its sequence is similar to yeast YBR022W (also known as Poa1P), a known phosphatase that acts on ADP-ribose-1″-phosphate (Appr-1″-p)."
586,A TMPRSS2 inhibitor approved for clinical use blocked entry and might constitute a treatment option.
587,Studies using wild bat sera revealed that it is highly likely that the immunodominant epitopes overlap with the major neutralizing sites of the SL-CoV S protein.
588,"In addition, the binding specificity of the 15-mer peptides with the SARS-CoV N protein was further demonstrated by blocking ELISA using the synthetical 15-mer peptide according to the deduced amino acid sequence of SNA5."
589,"SUPPLEMENTARY INFORMATION: The online version of this article (doi:10.1038/nature02145) contains supplementary material, which is available to authorized users."
590,A tetrahydroquinoline oxocarbazate (PubChem CID 23631927) was tested as an inhibitor of human cathepsin L (EC 3.4.22.15) and as an entry blocker of severe acute respiratory syndrome (SARS) coronavirus and Ebola pseudotype virus.
591,"While chloroquine was not active in these primary cells, chlorpromazine showed strong anti-MERS-CoV activity, but it was associated with high cytotoxicity narrowing the potential window for drug utilization."
592,SUMMARY: New antiviral molecules that inhibit MERS-CoV and host cell receptor interaction may become available in the future.
593,"We predict important structural attributes of potential anti-SARS-CoV RdRp nucleotide analog inhibitors: hydrogen-bonding capability for the 2′ and 3′ groups of the sugar ring and C3′ endo sugar puckering, and the absence of a hydrophobic binding pocket for non-nucleoside analog inhibitors similar to those observed in hepatitis C virus RdRp and human immunodeficiency virus type 1 reverse transcriptase."
594,These suggest that functionally different domains of S protein may not experience same positive selection in each epidemic group.
595,To date the Real-time Polymerase Chain reaction (RT-PCR) is the mainstay for diagnosis of MERS-CoV.
596,"In this study, we constructed a series of cytoplasmic deletion mutants of MERS-CoV S and compared the efficiency with which they formed pseudotypes with vesicular stomatitis virus."
597,Here we show that transgenic mice that express the SARS-CoV receptor (human angiotensin-converting enzyme 2 [hACE2]) in airway and other epithelia develop a rapidly lethal infection after intranasal inoculation with a human strain of the virus.
598,Findings Three distinct MERS-CoV genotypes were identified in Riyadh.
599,"We started from the structure, immunogenicity, and pathogenesis of coronavirus infections of the novel coronavirus."
600,ABSTRACTA novel coronavirus (SARS-CoV-2) is the causative agent of an emergent severe respiratory disease (COVID-19) in humans that is threatening to result in a global health crisis.
601,Our initial lead compound was identified via high-throughput screening of a diverse chemical library.
602,"Several S-targeting neutralizing mAbs and peptides have demonstrated efficacy against MERS-CoV infection, providing feasibility for development."
603,The docking pose revealed the involvement of the SBDβ of GRP78 and the receptor-binding domain of the coronavirus spike protein in recognition of the host cell receptor.
604,"Here, we present an All-In-One Dual CRISPR-Cas12a (termed ""AIOD-CRISPR"") assay method for simple, rapid, ultrasensitive, one-pot, and visual detection of coronavirus SARS-CoV-2 and HIV virus."
605,Our data indicate a novel mechanism of viral gene expression control by nsp1 and give new insight into understanding the pathogenesis of SARS.
606,Bats are a reservoir of a virus closely related to SARS CoV and this may be the likely precursor from which the human-adapted SARS CoV emerged.
607,"The spike protein of SARS-CoV consists of S1 and S2 domains, which are responsible for virus binding and fusion, respectively."
608,"However, no licensed therapeutic agents or vaccines against MERS-CoV are currently available and only a limited few have entered clinical trials."
609,"Here, we show that a recombinant protein containing a 212-amino acid fragment (residues 377-588) in the truncated receptor-binding domain (RBD: residues 367–606) of MERS-CoV spike (S) protein fused with human IgG Fc fragment (S377-588-Fc) is highly expressed in the culture supernatant of transfected 293T cells."
610,The hypothesis proposed that Glu47 of SARS CoVMpro is an important residue in the S3 subsite and is involved in binding with P3Lys of the octapeptide.
611,Dromedary camels have been shown to be the main reservoir for human Middle East respiratory syndrome (MERS) infections.
612,"Like many coronaviruses, MERS-CoV carries genes that encode multiple accessory proteins that are not required for replication of the genome but are likely involved in pathogenesis."
613,A new therapeutic toolbox being developed in response to MERS is also teaching us more about how CoVs cause disease.
614,Our results suggest a novel mechanism by which SARS-CoV can enter target cells and illustrate the potential pitfalls associated with immunization against it.
615,"We have identified diverse alphacoronaviruses and a close relative (LYRa11) to SARS CoV in bats collected in Yunnan, China."
616,The pattern of SARS coronavirus receptor-ACE2 proteins in different human organs was also studied.
617,The CoVs affecting human population are referred to as human coronaviruses (HCoVs).
618,"The 114-day epidemic of the severe acute respiratory syndrome (SARS) swept 29 countries, affected a reported 8,098 people, left 774 patients dead and almost paralysed the Asian economy."
619,"This review summarizes the findings of functional and structural studies including those derived from cryoelectron microscopy, small angle X-ray scattering, NMR spectroscopy, and X-ray crystallography, and incorporates bioinformatics predictions where no structural data is available."
620,Detailed analysis of the massive SARS-CoV genomic sequence data indicated that SARS-CoV experienced a strong selection pressure during different outbreak phases in humans as well as interspecies transmission from animals to humans.
621,We assessed the prophylactic and therapeutic efficacy of m336 by using well-characterized transgenic mice shown to be highly sensitive to MERS-CoV infection and disease.
622,Inactivated MERS-CoV vaccine appears to carry a hypersensitive-type lung pathology risk from MERS-CoV infection that is similar to that found with inactivated SARS-CoV vaccines from SARS-CoV infection.
623,"Remarkably, they isolated the first known live bat SL-CoV that replicates in human and related cells."
624,The global spread of SARS-CoV-2 requires an urgent need to find effective therapeutics for the treatment of COVID-19.
625,Results from second approach involving SARS-CoV-2 and SARS reference genome identified a set of virus encoded miRNAs which might regulate host signaling pathways.
626,"Macrophages infected with SARS-CoV, however, did not support productive replication of the virus."
627,These seven AMPs could serve as a therapeutic option for MERS and enhance its treatment outcome.
628, Antibodies to SARS-Coronavirus (SARS-CoV)-specific B cell epitopes might recognize the pathogen and interrupt its adherence to and penetration of host cells.
629, The receptor-binding domain (RBD) on spike protein of severe acute respiratory syndrome-associated coronavirus (SARS-CoV) is the main region interacting with the viral receptor-ACE2 and is a useful target for induction of neutralizing antibodies against SARS-CoV infection.
630,The pairwise protein sequence analysis of seven conserved non-structural proteins show that this virus belongs to the species of SARSr-CoV.
631,"Here, we developed a set of human monoclonal antibodies that target functionally distinct domains of the MERS-CoV spike protein."
632,"Here, we describe the generation of antibody-peptide bispecific fusion proteins, each of which contains an anti-MERS-CoV single-chain antibody m336 (or normal human IgG1 CH3 domain as a control) linked with, or without, a MERS-CoV fusion inhibitory peptide HR2P."
633,Voltammetric response is detected by monitoring the change in the peak current (typically acquired at a working potential of −0.05 V vs. Ag/AgCl) after addition of different concentrations of antigen against MERS-CoV.
634,"Currently, the LCA60 antibody is being considered for clinical development, which includes prophylaxis in individuals at risk and a treatment for severe MERS-CoV infections."
635,"In order to study the spike (S) protein of this highly contagious virus, we established a clonal cell-line, CHO-SG, from the Chinese hamster ovary cells that stably expresses C-terminally EGFP-tagged SARS-CoV S protein (S-EGFP)."
636,SARS-CoV-2 causes the contagious COVID19 disease also known as 2019-nCoV acute respiratory disease and has led to the ongoing 2019–20 pandemic COVID19 outbreak.
637,"Collectively, this study provides novel vaccine target candidates and may prompt further development of vaccines against MERS-CoV and other emerging infectious diseases."
638,"By contrast, the CoVs responsible for severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS), which were discovered in Hong Kong, China, in 2003, and in Saudi Arabia in 2012, respectively, have received global attention over the past 12 years owing to their ability to cause community and health-care-associated outbreaks of severe infections in human populations."
639,Ancestral state analyses revealed that SARS-CoV-2 differentiated from its most recent common ancestor with RaTG13 by accumulating a significant number of amino acid changes in the RBD.
640,SARS-like CoVs have been detected in horseshoe bats and civet cats.
641,"Although related to the Severe Acute Respiratory Syndrome (SARS) and the Middle East Respiratory Syndrome (MERS), COVID-19 shows some peculiar pathogenetic, epidemiological and clinical features which have not been completely understood to date."
642," Coronavirus disease 2019 (COVID-19) is a kind of viral pneumonia with an unusual outbreak in Wuhan, China, in December 2019, which is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2)."
643,"Moreover, the presence of SARSr-CoV ORF7a-like protein in Rs-BatCoV HKU32 suggests a common evolutionary origin of this accessory protein with SARS-CoV, also from Chinese horseshoe bats, an apparent reservoir for coronavirus epidemics."
644,These viruses make use of a large envelope protein called spike (S) to engage host cell receptors and catalyze membrane fusion.
645,"For building up more suitable animal models, we compare the current animal models recapitulating pathogenesis and summarize the potential role of host receptors contributing to diverse host affinity in various species."
646,"Although normal mice are not susceptible to MERS-CoV, expression of the human DPP4 (hDPP4) overcomes the lack of susceptibility."
647,"The human coronaviruses (CoV) include HCoV-229E, HCoV-OC43, HCoV-NL63, and HCoV-HKU1, some of which have been known for decades."
648,"It is caused by FIP virus (FIPV), a virulent mutant strain of Feline Enteric Coronavirus (FECV)."
649,"MERS-CoV IgG sero-positivity gradually increased in dromedary calves with increasing age, with positivity rates of 75% at zero to three months, 79% at four months, 89% at five to six months, and 90% at seven to twelve months."
650,Little is known about MERS-CoV animal host range.
651,This model of lethal infection with SARS-CoV should be useful for studies of pathogenesis and for the development of antiviral therapies.
652,"The outbreak of this novel disease, caused by a novel coronavirus (the SARS-coronavirus), hit hardest in the Asian Pacific region, though eventually it spread to five continents."
653,Animal models are needed for studying pathogenesis and for development of preventive and therapeutic agents against MERS-CoV infection.
654,2019-nCoV is a newly identified coronavirus with high similarity to SARS-CoV.
655,Analysis of intrapatient heterogeneity revealed a relationship between D510G and I529T mutations in the receptor-binding domain (RBD) of the viral spike glycoprotein.
656, The 3C-like protease (3CLpro) of severe acute respiratory syndrome associated coronavirus (SARS-CoV) is vital for SARS-CoV replication and is a promising drug target.
657,Epitopes of the designed MEVs are predicted to cover large human population worldwide.
658,"Besides diminished ACE2 cell surface expression, ACE2 mRNA levels were also decreased after treatment with these cytokines."
659,"Compared to the healthy control or the convalescent case, plenty of pro-inflammatory cytokines such as IL-1, TNF-α, IL-8, and MAPK signaling pathway were significantly upregulated in the acute severe case."
660,"The severity of the disease that developed in these transgenic mice—AC70 in particular—makes these mouse models valuable not only for evaluating the efficacy of antivirals and vaccines, but also for studying SARS coronavirus pathogenesis."
661,Circulating E-CR1 expression was semiquantified by flow cytometric analyses in 54 SARS patients and in 212 healthy individuals as a control.
662,"Hence, blocking the SARS protein E inhibits development of ARDS in vivo."
663,"In this study, we used systematic comparison and analysis to predict the interaction between the receptor binding domain (RBD) of coronavirus spike protein and the host receptor, Angiotensin Converting Enzyme 2 (ACE2)."
664,"The etiological agent was identified, the genome was cloned and sequenced, and large strides have been made in understanding key points in the viral life cycle, including recent identification of a functional host cell receptor and solution of the three-dimensional structure of the viral attachment protein."
665,"Furthermore, ovariectomy or treating female mice with an estrogen receptor antagonist increased mortality indicating a protective effect for estrogen receptor signaling in mice infected with SARS-CoV."
666,"The S protein was recognized by sera from SARS patients by ELISA and Western blot, which indicated that recombinant S protein retained its antigenicity."
667,"The antisera from the immunized animals efficiently bound to the RBD and blocked binding of RBD to angiotensin-converting enzyme 2, the functional receptor on the susceptible cells for SARS-CoV."
668,"We searched PubMed, Embase, Cochrane, Scopus, and Google Scholar, using the following terms: ‘MERS’, ‘MERS-CoV’, ‘Middle East respiratory syndrome’ in combination with ‘treatment’ or ‘therapy’."
669,Here we identify the SARS-CoV spike (S)-protein-binding site on ACE2.
670,The outbreak of coronavirus disease (COVID-19) in China caused by SARS-CoV-2 virus continually lead to worldwide human infections and deaths.
671,"Middle East respiratory syndrome coronavirus (MERS-CoV) still causes outbreaks despite public awareness and implementation of health care measures, such as rapid viral diagnosis and patient quarantine."
672,These low-molecular weight compounds are attractive leads for the further development of potent peptidomimetic inhibitors with pharmaceutical profiles.
673,"Thus, the present review comprehensively and critically illustrates the recent aspects on the epidemiology of the virus, the structural and functional features of the viral genome, viral entry and transmission, major mechanisms of pathogenesis and associated virulent factors, current animal models, detection methods and novel strategies for the development of vaccines against MERS-CoV."
674,"Using a ELISA method, we found an increase in thrombopoietin (TPO) levels in the plasma of convalesced SARS patients (290±53 pg/ml) and active SARS patients (251±23 pg/ml) comparing to that from normal control patients (228±17 pg/ml)."
675,It is somewhat unexpected that no N-specific mAbs were identified albeit anti-N IgG was easily identified in SARS-CoV-infected patients.
676,"In our docking studies, sixteen FDA approved drugs, including chloroquine and formoterol, was found to bind the target enzyme with significant affinity and good geometry, suggesting their potential to be utilized against the virus."
677,"To determine the NII, we mask the epitope with a glycan probe and then assess the epitope's contribution to the vaccine's overall neutralizing immunogenicity."
678,"NetCTL, NetChop, and MHC-NP were used to confirm our results."
679,The biosensor is based on indirect competition between free virus in the sample and immobilized MERS-CoV protein for a fixed concentration of antibody added to the sample.
680,Results from a pilot study to evaluate the clinical efficacy of IFN-α treatment of SARS patients provided evidence for IFN-inducible resolution of disease.
681,"In addition, the thermodynamic parameters deduced reveal that hydrophobic interaction might play major roles, along with electrostatic force, in the binding process."
682,"We used Bayesian, neighbor-joining, and split decomposition phylogenetic techniques on the SARS virus replicase, surface spike, matrix, and nucleocapsid proteins to reveal the evolutionary origin of this recently emerging infectious agent."
683,"Using knockout cell lines, we found that the tetraspanin CD9, but not the tetraspanin CD81, formed cell-surface complexes of dipeptidyl peptidase 4 (DPP4), the MERS-CoV receptor, and the type II transmembrane serine protease (TTSP) member TMPRSS2, a CoV-activating protease."
684,"Viral Nucleocapsid and Spike protein targets seem to co-opt downregulated miR-223 and miR-98 respectively within BASCs to control the various stages of BASC differentiation, activation of inflammatory chemokines, and downregulation of ACE2."
685,"By protein chip array profiling technology, a number of serum biomarkers that might be useful in monitoring the clinical course of SARS patients were identified."
686,Previous reports showed that HIV-1 protease inhibitors could block SARS-CoV main protease.
687,"Like the RBD of prototype EMC2012 (EMC-RBD), all five RBDs maintained good antigenicity and functionality, the ability to bind RBD-specific neutralizing monoclonal antibodies (MAbs) and the DPP4 receptor, and high immunogenicity, able to elicit S-specific antibodies."
688,"IMPORTANCE MERS-CoV has pandemic potential, and it is important to identify mutations in viral proteins that might augment viral spread."
689,"Here we describe the current epidemiological picture of MERS-CoV, focusing on humans and animals affected by this virus and propose specific intervention strategies that would be appropriate to control MERS-CoV."
690,These findings suggest that virus receptors and S protein-cleaving proteases combine in a variety of animals to offer efficient virus entry and that several Middle Eastern animals are potential reservoirs for transmitting MERS-CoV to humans.
691,Pathogenic human coronaviruses such as the severe acute respiratory syndrome coronavirus (SARS-CoV) and the Middle East respiratory syndrome coronavirus (MERS-CoV) cause acute respiratory illness.
692,The novel Coronavirus (SARS-CoV-2) is a one health issue
693,Severe acute respiratory syndrome (SARS) is a highly infectious disease with a significant morbidity and mortality.
694,"Because of the vital role that these S proteins play, they represent a vulnerable target for the development of therapeutics to combat these highly pathogenic coronaviruses."
695,How camels came to carry the virus remains academic to the control of MERS.
696,Co-Immunoprecipitation and ELISA also confirmed the binding of the two proteins.
697,"Indirect immunofluorescence studies revealed a preferential expression of angiotensin-converting enzyme 2 (ACE-2), the functional receptor of SARS-CoV, on the apical surface."
698,"It is widely accepted that CoV human transmission is driven by the interactions of its spike protein (S-protein) with human receptor on host cell surface; so, quantitative evaluation of these interactions may be used to assess the human transmission capability of CoVs."
699,Efforts to inhibit MERS-CoV infection by targeting host cell proteases should therefore focus on enzymes that process MERS-S during viral uptake into target cells.
700, A new type of coronavirus has been identified as the causative agent underlying Middle East Respiratory Syndrome (MERS).
701,"The receptor-binding domain (RBD) positioned in S1 can specifically bind to angiotensin-converting enzyme 2 (ACE2) on target cells, and ACE2 regulates the balance between vasoconstrictors and vasodilators within the heart and kidneys."
702,Mutagenesis of the acidic amino-acid cluster in the carboxyl terminus of the S glycoprotein as well as modification of a predicted phosphorylation site within the acidic cluster revealed that this amino-acid motif may play a functional role in the retention of S at cell surfaces.
703,"In this study, the N proteins of SARS-CoV, MERS-CoV and SARS-CoV-2 were found to bind to MASP-2, the key serine protease in the lectin pathway of complement activation, resulting in aberrant complement activation and aggravated inflammatory lung injury."
704,"Two of them, B10 and C20, could recognize non-overlapping epitopes of the E protein according to the two-site binding test result."
705,"Here, we describe the isolation and characterization of single-domain antibodies (VHHs) from a llama immunized with prefusion-stabilized coronavirus spikes."
706,"Moreover, in molecular docking study, this epitope was found to have a significant binding affinity of -8.5 kcal/mol towards the binding cleft of the HLA-C*12:03 molecule."
707,"The 50% infectious dose (ID(50)) and lethal dose (LD(50)) of virus were estimated to be <1 and 10 TCID(50) of MERS-CoV, respectively."
708,"In spite of the variation in S protein amino acid composition, we found no significant difference in their structures."
709," The related 3C and 3C-like proteinase (3Cpro and 3CLpro) of picornaviruses and coronaviruses, respectively, are good drug targets."
710,Conclusions Convalescent SARS sera may contain cross-reactive antibodies against other betacoronaviruses and confound seroprevalence study for HCoV-EMC.
711,The compounds were discovered by screening a chemical library of compounds for blocking of entry of HIV-1 pseudotyped with SARS-CoV surface glycoprotein S (SARS-S) but not that of HIV-1 pseudotyped with vesicular stomatitis virus surface glycoprotein G (VSV-G).
712,These findings might aid development of SARS diagnostics and vaccines.
713,"To date, there is no effective vaccine or antibody for human immunity and treatment, other than the safety and tolerability of the fully human polyclonal Immunoglobulin G (IgG) antibody (SAB-301) as a putative therapeutic agent specific for MERS."
714,"We present 65 peptide sequences that we expect to result in a safe and effective vaccine which can be rapidly tested in DNA, mRNA, or synthetic peptide constructs."
715,"Without the first cleavages, S proteins resisted cell receptor-induced conformational changes, which restricted the second, fusion-activating cleavages."
716,"Although human to human transmission has been demonstrated, analysis of human MERS clusters indicated that chains of transmission were not self-sustaining, especially when infection control was implemented."
717,"Human recombinant Fab fragments specific for the spike protein of severe acute respiratory syndrome coronavirus (SARS-CoV) were screened from a human Fab library, which was generated from RNAs from peripheral lymphocytes of convalescent SARS patients."
718,"In order to obtain near-equipotent, broad-spectrum antivirals against alphacoronaviruses, betacoronaviruses, and enteroviruses, we pursued structure-based design of peptidomimetic α-ketoamides as inhibitors of main and 3C proteases."
719,"In late January 2020, WHO declared the outbreak of a “public-health emergency of international concern” due to the rapid and increasing spread of the disease worldwide."
720,"However, LF did not disrupt the interaction of spike protein with angiotensin-converting enzyme 2 (ACE2), the functional receptor of SARS-CoV."
721,"Severe acute respiratory syndrome (SARS) is a deadly form of pneumonia caused by a novel coronavirus, a viral family responsible for mild respiratory tract infections in a wide variety of animals including humans, pigs, cows, mice, cats, and birds."
722,"This chapter focuses on the genetics and evolution of SARS-CoVs and SL-CoVs in humans, civets, and bats."
723,"Next, using metagenomic samples from Manis javanica, we assembled a draft genome of the 2019-nCoV-like coronavirus, which shows 73% coverage and 91% sequence identity to the 2019-nCoV genome."
