,sent
203,"Finally, anti-ACE2 but not anti-ACE1 antibody blocked viral replication on Vero E6 cells."
204,The receptor binding ability of the purified soluble RBD protein was then detected by ELISA and flow cytometry assay.
205,"Passive transfer of serum from mice immunized with MVA/S to naïve mice also reduced the replication of SARS-CoV in the respiratory tract after challenge, demonstrating a role for antibody to S in protection."
206,"Sequence analysis of four positive samples showed the presence of a coronavirus with high similarity to both bovine and human coronavirus (strain OC43) in their polymerase and spike genes, whereas there was a low similarity to comparable genes in the enteric canine coronavirus."
207,Primary Characterization of SARS Coronavirus Strain Frankfurt 1
208,"Available data suggest that vaccines should be based on the the 180kDa viral spike protein, S, the only significant neutralization antigen capable of inducing protective immune responses in animals."
209,"In the current study, a panel of twelve monoclonal antibodies (mAbs) was established by immunizing Balb/c mice with the inactivated BJ01 strain of SARS-CoV isolated from the lung tissue of a SARS-infected Chinese patient."
210,Such conformation is proposed as an early prefusion state for the SARS-CoV-2 spike that may broaden the knowledge of coronavirus and facilitate vaccine development.
211," Since 2010, the porcine epidemic diarrhea coronavirus (PEDV) has caused significant damage to the global pork industry."
212,The potential recurrence of the disease from animal reservoirs highlights the significance of development of safe and efficient vaccines to prevent a future SARS epidemic.
213,"Humans are highly susceptible to infection with respiratory viruses including respiratory syncytial virus (RSV), influenza virus, human metapneumovirus, rhinovirus, coronavirus, and parainfluenza virus."
214,"In this article, an international analysis was performed on the ongoing coronavirus disease 2019 (COVID-19) pandemic."
215,"Overall, the nucleocapsid protein is highly variable both in size and composition between coronavirus major antigenic groups but is conserved within these groups."
216,"The cellular and humoral immune responses were assessed by enzyme-linked immunosorbent assays, lymphocyte proliferation assays, enzyme-linked immunospot assays, and fluorescence-activated cell sorter analyses."
217,"Angiotensin-converting enzyme 2 (ACE2) was found to be the receptor of 2019-nCoV.This review provides a brief overview of human coronavirus receptors and their applications, with a view to providing references for the tracing, cross-species transmission, epidemiological analysis and antiviral and vaccine studies of 2019-nCoV."
218,"Since December, 2019, an outbreak of pneumonia caused by the new coronavirus (2019-nCoV) has hit the city of Wuhan in the Hubei Province."
219,Identification of functional dominant epitopes in SARS CoV S protein for T cells is crucial for further understanding of cellular immune responses elicited by SARS CoV S DNA vaccine.
220,RBD193-CHO induced immunity that protected a majority of the vaccinated mice from SARS-CoV challenge.
221,"Taken together, the presented attenuation strategy provides a paradigm for the development of highly efficient coronavirus vaccines."
222,This work could be extended further to enable medical practitioners in automatically identifying and characterizing SARS coronavirus strain in a fast and efficient fashion using short and/or incomplete segments of nucleotide sequences.
223,Current data suggest that intranasal vaccination may be crucial and that new or combination strategies may be required for good protective efficacy against SARS in humans.
224,Conclusions Medical personnel in the ED reported that they would be willing to pay substantial monetary amounts for preventing nosocomial SARS.
225,"DNA vaccines have several attractive development potential, such as producing cross-protection towards different virus subtypes, enabling the possibility of mass manufacture in a relatively short time and a better safety profile."
226,Authors conclude that development of successful SARS-CoV vaccines and antivirals depends on the progress we make in these areas in the immediate future.
227,SARS-CoV VLPs are highly immunogenic and induce neutralizing antibodies and provide protection against lethal challenge.
228,"Thus, the optimal treatment for SARS is unknown."
229,Severe acute respiratory syndrome (SARS) virus caused a severe outbreak in several regions of the world in 2003.
230,"Likewise, the SARS VLP vaccine, containing 4μg of S protein without adjuvant, reduced lung virus titer to below detectable level, protected mice from weight loss, and elicited a high level of neutralizing antibodies against SARS-CoV."
231,"CPV co-infection with coccidium (10.00 %), canine distemper virus (4.79 %), hookworm (2.40 %), canine coronavirus (1.11 %), roundworm (1.03 %), tapeworm (0.17 %) and Babesia spp."
232,We generated CD4+ T-cell lines to 3 peptides from the spike (S) protein and defined their HLA restriction.
233,It highlights antiviral strategies involving small molecules and biologics targeting complex molecular interactions involved in coronavirus infection and replication.
234,"A specific virus was identified in 39% of specimens: human coronavirus (13% of samples), rhinovirus (12%), RSV (7%), influenza virus (4%), human metapneumovirus (4%), and adenovirus (1%)."
235,Our computational pipeline is validated with experimental data from SARS-CoV.
236,Canine coronavirus‐specific nucleic acid was detected in 4.0% of healthy dogs.
237,Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is an ongoing global health emergency.
238,"This report describes the atomic-resolution structure of the spike protein from porcine epidemic diarrhea virus, a pathogenic alphacoronavirus that causes severe agricultural damage."
239, The SARS-CoV-2 is a new human coronavirus candidate recently detected in China that is now reported in people on inhabited continents.
240,"AIM: To find a soluble and functional recombinant receptor-binding domain of severe acute respiratory syndrome-associated coronavirus (SARS-Cov), and to analyze its receptor binding ability."
241,The high level expression of VLPs with correct S protein conformation by a single recombinant baculovirus offers a potential candidate vaccine for SARS.
242,The presence of both splice sites and WPRE markedly improved the immunogenicity of S-based DNA vaccines against SARS.
243,"Due to the threat of re-emergence, the overall fatality rate of ∼10%, and the rapid dispersion of the virus via international travel, viable vaccine candidates providing protection from SARS are clearly needed."
244,"Finally, coronavirus infections are associated with mainly respiratory and enteric diseases, and natural transmission of coronaviruses occurs via mucosal surfaces."
245,"Utilizing the SARS-CoV infectious clone, we generated and characterized a chimeric virus expressing the spike of bat coronavirus SHC014 in a mouse adapted SARS-CoV backbone."
246,"Finally, we summarize findings of a variety of vaccine approaches and discuss the available in vitro and in vivo data addressing the potential for disease enhancement following re-infection in animals previously vaccinated against or infected with SARS-CoV."
247,Both fusion proteins has high affinity binding to the receptor-binding domain (RBD) of SARS-CoV and 2019-nCoV and exerted desired pharmacological properties.
248,"In addition, ADS-MVA induced potent immune responses which very likely protected Chinese rhesus monkeys from pathogenic SARS-CoV challenge."
249,We also detected a human coronavirus coinfection in one clinical sample.
250,"We know that SARS‐CoV‐2 can cause severe disease, although active surveillance of contacts is required to define the milder end of the disease spectrum and to estimate the true hospitalisation and case fatality ratio."
251,"Nearly 35,000 cases were reported and at least 24 other countries or territories have reported coronavirus cases as early on as February."
252,"After a hamster is treated with MAb 201, its viral burden is reduced by 10(2.4)–10(3.9) 50% tissue-culture infectious doses per gram of tissue, and the severity of associated pathological findings, including interstitial pneumonitis and consolidation, is also remarkably reduced ConclusionsThe demonstration of successful postexposure MAb 201 therapy in an animal model that demonstrates viral replication and associated pulmonary pathological findings suggests that MAb 201 may be useful in the arsenal of tools to combat SARS"
253,"In order to understand the efficacy and safety of this approach, it is important to know the antibody specificities generated with inactivated SARS-CoV."
254,"A major reason for its continued dominance is its existence as many serotypes, determined by the surface spike protein (S), cross-protection being poor."
255,"Research during the past ten years has revealed the existence of a diverse pool of coronaviruses circulating among various bat species and other animals, suggesting that further introductions of highly pathogenic coronaviruses into the human population are not merely probable, but inevitable."
256,"When the antibodies were tested for their ability to inhibit SARS-CoV propagation in Vero E6 culture, it was found that the anti-SΔ10 antibody, which was targeted to amino acid residues 1029 to 1192 of S, which include heptad repeat 2, has strong neutralizing activities, suggesting that this region of S carries neutralizing epitopes and is very important for virus entry into cells."
257," The avian coronavirus causes infectious bronchitis (IB), which is one of the most serious diseases affecting the avian industry worldwide."
258,The SARS vaccine prepared in the study appeared to be safe in monkeys.
259,"We examine mathematically the impact of isolation and quarantine on the control of SARS during the outbreaks in Toronto, Hong Kong, Singapore and Beijing using a deterministic model that closely mimics the data for cumulative infected cases and SARS-related deaths in the first three regions but not in Beijing until mid-April, when China started to report data more accurately."
260,Severe acute respiratory syndrome (SARS) is an infectious disease caused by a novel coronavirus that cost nearly 800 lives.
261,"Since feline infectious peritonitis is caused by a coronavirus, these results suggest that diethylcarbamazine treatment could be exploited for vaccination and treatment strategies for non-retroviral in addition to retroviral infections."
262,"The viruses most commonly isolated from symptomatic patients during the Hajj by PCR were rhinovirus (5.9–48.8% prevalence), followed by influenza virus (4.5–13.9%) and non-MERS coronaviruses (2.7–13.2%) with most infections due to coronavirus 229E; other viruses were less frequently isolated."
263,"These were compared with previously published sequencing data of other IBV strains, as well as other coronaviruses, in order to correlate the serological and evolutionary relationship of coronaviruses."
264,Infectious bronchitis virus (IBV) is a coronavirus of chickens that causes great economic losses to the global poultry industry.
265,Significant sequence variation of Middle East respiratory syndrome coronavirus (MERS CoV) has never been detected since it was first reported in 2012.
266,"Importantly, based on these findings, we synthetically rederived an infectious full length SHC014 recombinant virus and demonstrate robust viral replication both in vitro and in vivo."
267,"To express the membrane (M) protein of SARS–CoV at high-level in vitro, the M gene fragment was amplified and cloned it into the Pichia Pastoris expression vector pPICZαA."
268,A novel coronavirus was reported to the World Health Organization (WHO) in China on 31 December 2019.
269,These results suggest that RBD219-N1 could be selected as an optimal SARS vaccine candidate for further development.
270,"To help coordinate international research efforts, the National Institute of Allergy and Infectious Diseases convened a colloquium entitled SARS: Developing a Research Response on 30 May 2003."
271,The outbreak of the 2019 novel coronavirus (SARS-CoV-2) has infected thousands of people with a large number of deaths across 26 countries.
272,"Genomic analysis revealed that SARS-CoV-2 is phylogenetically related to severe acute respiratory syndrome-like (SARS-like) bat viruses, therefore bats could be the possible primary reservoir."
273,This review aims to provide readers with a concise survey of the structural features of coronavirus N proteins and how these features provide insights into structure-based development of therapeutics against coronaviruses.
274,Identification of a Receptor-Binding Domain in the S Protein of the Novel Human Coronavirus Middle East Respiratory Syndrome Coronavirus as an Essential Target for Vaccine Development
275,"Compared to SARS (severe acute respiratory syndrome), MERS-CoV appears to kill more people (40% versus 10%), more quickly, and is especially more severe in those with pre-existing medical conditions."
276,"Several virus families in the order Nidovirales, such as the coronaviruses (CoVs) must achieve these objectives with the largest and most complex replicating RNA genomes known, up to 32 kb of positive-sense RNA."
277,"Because both cellular and humoral immune responses are generated by gene-based vaccination and inactivated viral boosting, this strategy may prove useful in the generation of SARS-CoV vaccines."
278, Almost all commercial poultry are vaccinated against avian coronavirus infectious bronchitis virus (IBV) using live attenuated vaccines mass administered by spray at day of hatch.
279,Background: The widespread threat of severe acute respiratory syndrome (SARS) to human health has made urgent the development of fast and accurate analytical methods for its early diagnosis and a safe and efficient antiviral vaccine for preventive use.
280,The recent emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) from the Hubei province in China in late 2019 demonstrates the epidemic potential of coronaviruses.
281,"RESULTS: Giving pregnant cows, an IFN-based drug at a dose of 1 ml/kg 48 h before vaccination results in the development and accumulation of antibodies to Rotavirus, coronavirus, and viral diarrhea (VD) in the colostrum, with a titer of 7.6±0.3 log(2), 5.8±0.34 log(2), and 4.4±0.18 log(2), respectively."
282," Porcine epidemic diarrhea (PED), caused by an alpha coronavirus, is a highly contagious disease and causes high morbidity and mortality in suckling piglets."
283,"As compared to inoculation with free proteins, vaccination with the sVLPs showed enhanced lymphatic antigen delivery, stronger antibody titers, increased splenic T-cell response, and reduced infection-associated symptoms in an avian model of coronavirus infection."
284,"SARS-CoV infection in humans (with about 10% case fatality rate) was first reported from China in 2002, while MERS-CoV infection in humans (with about 34.4% case fatality rate) was first reported from Saudi Arabia in June 2012."
285,"Here, we discuss therapeutic and prophylactic interventions for SARS-CoV-2 with a focus on vaccine development and its challenges."
286,The immunological and structural information presented herein may provide a more detailed understanding of the viral fusion mechanism as well as the development of effective therapy against SARS-CoV infection.
287,"A novel coronavirus (2019-nCoV) originating in Wuhan, China presents a potential respiratory viral pandemic to the world population."
288," The Middle East respiratory syndrome coronavirus (MERS-CoV) is associated with life-threatening severe illnesses and a mortality rate of approximately 35%, particularly in patients with underlying comorbidities."
289,The application of the immunoperoxidase (IP) plaque staining procedure (IP test) to the diagnosis of canine coronavirus (CCV) infection was investigated.
290,These observations prompted us to investigate the mechanisms underlying antibody-dependent enhancement (ADE) of SARS-CoV infection in vitro.
291," We have investigated novel vaccine strategies against severe acute respiratory syndrome (SARS) CoV using cDNA constructs encoding the structural antigens: (S), (M), (E), or (N) protein, derived from SARS CoV."
292,"Coronaviruses are enveloped, positive-stranded RNA viruses considered to be promising vectors for vaccine development, as (i) genes can be deleted, resulting in attenuated viruses; (ii) their tropism can be modified by manipulation of their spike protein; and (iii) heterologous genes can be expressed by simply inserting them with appropriate coronaviral transcription signals into the genome."
293,This article reviews the current epidemiology and clinical presentation of Middle East Respiratory Syndrome Coronavirus (MERS-CoV) infection and describes the preparedness plan of several countries.
294,"Overall, the validated assays described here can be instrumental for the detection of SARS-CoV-2-specific antibodies for diagnostic, seroepidemiological and vaccine evaluation studies."
295,"While there is much evidence that various vaccine strategies against SARS are safe and immunogenic, vaccinated animals still display significant disease upon challenge."
296,"COVID-19 is compared with two related coronavirus epidemics, SARS and MERS, in terms of the number of reported human infections, deaths, countries, major country clusters, timelines, and the likelihood of discovering a safe, effective, and approved vaccine."
297,"The sensitivity of a radioimmunoassay (RIA), an enzyme-linked immunosorbent assay (ELISA), and a serum neutralization assay (SN) for detecting antibodies to bovine coronavirus in serum and colostrum were compared."
298,The codon-optimized cDNA of both the MEVs were further analyzed for their potential of high level of expression in Human cell line.
299,"Porcine hemagglutinating encephalomyelitis (PHE) is caused by the coronavirus hemagglutinating encephalomyelitis virus (PHE-CoV), and the recent, rapid spread of PHE-CoV in piglets from many countries emphasizes the urgent need for a PHE-CoV vaccine."
300,"As with the SARS-CoV, infections in children appear to be rare."
301,"The coronavirus spike (S) protein, a characteristic structural component of the viral envelope, is considered a key target for vaccines for the prevention of coronavirus infection."
302,"Older adults are at higher risk of complications, including death from SARS and West Nile virus."
303,"In this report, virus-like particles were assembled in insect cells by the co-infection with recombinant baculoviruses, which separately express one of these three virion proteins."
304,IMPORTANCE Virus-specific CD8 T cells are required for pathogen clearance following primary SARS-CoV infection.
305,"The assay was specific for IBV and did not detect other avian pathogens, including turkey coronaviruses."
306, This article aims to identify the epitope corresponding to SARS-CoV spike protein specific neutralizing monoclonal antibody (MAb) 2C5.
307,"In recent times the world has faced several potential pandemics – SARS, avian (bird) flu, swine flu, and most recently Ebola."
308,"In contrast, there is little data on the kinetics of T cell responses during SARS-CoV infection and little is known about their role in the recovery process."
309,"This chapter is written to summarize and highlight the latest clinical, serological, and immunological parameters relevant to the pathogenesis and protective immunity of SARS infection in humans."
310,"Here, we show that a DNA vaccine encoding the spike (S) glycoprotein of the SARS-CoV induces T cell and neutralizing antibody responses, as well as protective immunity, in a mouse model."
311,A roadmap for the product development of the RBD-S SARS vaccine is outlined with a goal to manufacture the vaccine for clinical testing within the next 5 years.
312,"Bovine coronavirus (BCoV) is a recognized cause of severe neonatal calf diarrhea, with a negative impact on animal welfare, leading to economic losses to the livestock industry."
313,No approved vaccine yet exists for any form of coronavirus.
314,In this protein we identified one epitope WDYPKCDRA is highly immunogenic and 100% conserved among all available human coronavirus strains.
315,"The search to understand the high virulence of SARS-CoV compared with related coronaviruses, which cause lesser respiratory illnesses, has recently focused on the unique nsp1 protein of SARS-CoV and suggests evolution of a possible new virulence mechanism in coronaviruses."
316,"Notably, the SARS-CoV virion itself was able to induce long-term antibody production even without an adjuvant."
317,"Objectives The authors trace the emergence of the SARS outbreak from southern China and its spread worldwide, discuss the viral etiology of the infection and its clinical features, and review the infection control guidelines issued during the outbreak by the health authorities in Hong Kong, the Centers for Disease Control and Prevention, the World Health Organization and the American Dental Association."
318,"The spike (S) protein, a main surface antigen of SARS-coronavirus (SARS-CoV), is one of the most important antigen candidates for vaccine design."
319,"Due to the lack of animal models that mimic the clinical manifestations of human SARS infection for mechanistic study and vaccine evaluation, development of a safe prophylactic SARS vaccine for human use remains a huge challenge."
320,"The availability of a SARS-CoV virus bearing heterologous S glycoproteins provides a robust challenge inoculum for evaluating vaccine efficacy against zoonotic strains, the most likely source of future outbreaks."
321,The first 2019 novel coronavirus case in Nepal
322,"In contrast, high copies of SARS-CoV RNA and virus replication were detected, and pathological changes were observed in the lung tissues of the control mice."
323,This study provides basic information for the design of DNA vaccines against SARS-CoV.
324,DNA vaccine control and oral Salmonella-S-DNA-control showed no neutralizing antibody against SARS-CoV.
325,Present results indicate that the peafowl isolate KQ6 is a Massachusetts prototype like coronavirus strain which undergoes few genetic changes and peafowl might have acted as a natural reservoir of IBV for very long time.
326,"No specific therapy for any human coronavirus is available, making vaccine development critical for protection against these viruses."
327,Further flow cytometry assay demonstrated the high efficiency of RBD's binding ability to ACE2 (angiotensin-converting enzyme 2) positive Vero E6 cell.
328,"The effort to evaluate the disease equilibrium shows that unless there is a dedicated effort from government, decision makers and stakeholders, the world would hardly be reed of the COVID-19 coronavirus and further spread is eminent and the rate of infection will continue to increase despite the increased rate of recovery because of the absence of vaccine at the moment."
329,"The design of the primers–probe combination enables the detection of all known FCoV strains and is also useful for the detection of canine coronavirus, transmissible gastroenteritis virus and porcine respiratory coronavirus."
330,"This unexpected similarity suggests an unexplored vulnerability, trafficking to NPC1(+) LE/Lys, as a therapeutic target for SARS and EBOV."
331,"Severe acute respiratory syndrome (SARS) is a newly emerging infectious disease, and an effective vaccine is not available."
332,"After purification, all of the protein fragments were printed on glass slides to fabricate a protein microarray and then probed with the sera from SARS patients to determine the reactivity of these protein fragments."
333,The relative ease with which these mAbs were generated against SARS-CoV virions further supports that subunit vaccination with S constructs may also be able to protect animals and perhaps humans.
334,"ETEC K99 was significantly affected by age (P <0.01; OR: 1.812; CI 95%: 0.566–1.769), colostrum feeding practice (P <0.01; OR: 5.525; CI 95%: 2.025–15.076), rotavirus infection (P <0.001; OR: 2.220; CI 95%: 0.273–1.251), vaccination of pregnant dams with combined vaccine against rotavirus, coronavirus and E. coli (K99) (P <0.001; OR: 4.753; CI 95%: 2.124–10.641), and vitamin E and selenium administration to the pregnant dam (P <0.01; OR: 3.933; CI 95%: 0.703–1.248)."
335,"In this volume we explored special aspects of emerging infectious diseases including: the application of the theory of focality of diseases to infective syndrome; the human-animal inter-face focusing on influenza; the role of bats as main reservoir of emerging and novel human pathogens; Middle East Respiratory Syndrome Coronavirus (MERS-CoV) epidemiology and clinical presentation; immediate impact on human health of the last Zika virus outbreak occurred in Pacific Ocean and the Americas; the role and potential application of animal models for the study of emerging infections, to improve disease knowledge and for developing therapeutic drugs during ongoing outbreak."
336,The DNA vaccine contained a plasmid encoding the SARS coronavirus (SARS-CoV) S protein under the control of the human CMV promoter and intron A.
337,These observations provide a basis for understanding the molecular mechanisms that drive the earliest stages of alphacoronavirus infection and will inform future efforts to rationally design vaccines.
338,"Rhinovirus/enterovirus had the highest prevalence (41.5%), followed by influenza (15.8%), adenovirus (9.8%), parainfluenza and respiratory syncytial virus (RSV) (both 9.7%), coronavirus (5.6%), human metapneumovirus (5.5%) and human bocavirus (HBov) (2.0%)."
339,"Objectives: The aim of this survey was to assess the knowledge, attitudes, infection control practices and educational needs of HCWs in the Kingdom of Saudi Arabia to MERS coronavirus and other emerging infectious diseases."
340,"In summary, our study indicates that mucosal immunization with rBV SARS-CoV VLPs represent an effective means for eliciting protective systemic and mucosal immune responses against SARS-CoV, providing important information for vaccine design."
341,These results suggest that all three rRBDs are effective in eliciting immune responses and protection against SARS-CoV and any of the above expression systems can be used for production of rRBD-based SARS subunit vaccines.
342,"In addition, cell mediated immunity as measured by interferon-γ and interleukin-4 stimulation, was elicited by vaccination."
343,"Coronaviruses are the enveloped, positive-stranded RNA viruses with the largest RNA genomes known."
344,These results suggest that the recombinant RBD219-CHO protein has great potential for the development of an effective and safe SARS subunit vaccine.
345,An outbreak of a novel coronavirus (COVID-19 or 2019-CoV) infection has posed significant threats to international health and the economy.
346,"To ameliorate the effects of future outbreaks as well as to prepare for biodefense, a process for the production of a recombinant protein vaccine candidate is under development."
347,"SARS coronavirus is an RNA virus whose replication is error-prone, which provides possibility for escape of host defenses, and even leads to evolution of new viral strains during the passage or the transmission."
348,"However, to date, no licensed antiviral treatment or vaccine exists for MERS and SARS."
349,The designed multi-epitope vaccine showed potential to elicit specific immune responses against the SARS-COV-2.
350,"While a variety of vaccine platforms have shown efficacy in young-animal models and against homologous viral strains, vaccine efficacy has not been thoroughly evaluated using highly pathogenic variants that replicate the acute end stage lung disease phenotypes seen during the human epidemic."
351,The highest immune responses were generated by the construct encoding the nucleocapsid protein.
352,"ABSTRACTThe newly identified 2019 novel coronavirus (2019-nCoV) has caused more than 800 laboratory-confirmed human infections, including 25 deaths, posing a serious threat to human health."
353,"After the 2003 SARS outbreak, it took 20 months from the release of the viral genome to get a vaccine ready for human trials."
354,"Very recently report had suggested that novel CoV would use the same cell entry receptor, ACE2, as the SARS-CoV."
355,Porcine epidemic diarrhea virus (PEDV) is a highly contagious coronavirus that causes severe diarrhea and death in neonatal piglets.
356,The Open Reading Frame 1ab (ORF1ab) of COVID-2019 has been analyzed to evidence the presence of mutation caused by selective pressure on the virus.
357,"Coronaviruses (CoVs) encode a mixture of highly conserved and novel genes, as well as genetic elements necessary for infection and pathogenesis, raising the possibility of common targets for attenuation and therapeutic design."
358,"In the absence of clinical cases of SARS, candidate vaccines should be evaluated for efficacy in animal models, and although it is uncertain whether the United States Food and Drug Administration's “animal rule” would apply to licensure of a SARS vaccine, it is important to develop standardized animal models and immunological assays in preparation for this eventuality."
359,"However, the anti-SARS-CoV antibody response is short-lived in patients who have recovered from SARS, making it critical to develop additional vaccine strategies."
360," Infectious bronchitis (IB) is a highly contagious respiratory disease of poultry, caused by the avian coronavirus infectious bronchitis virus (IBV)."
361,Our data suggest that a major mechanism for neutralizing SARS-CoV likely occurs through blocking the interaction between virus and the cellular receptor ACE2.
362,"Here, we expressed five different fragments of S, covering the entire ectodomain (amino acids 48 to 1192), as glutathione S-transferase fusion proteins in Escherichia coli and used the purified proteins to raise antibodies in rabbits."
363,Focus: SARS
364,"Unfortunately, there is no specific antiviral agent or vaccine available to treat SARS-CoV-2 infections."
365,One possible answer is antibody dependent enhancement (ADE) of SARS-CoV-2 due to prior exposure to other coronaviruses.
366,"Building on our ongoing efforts to develop MERS-CoV vaccines, promising immunogenicity of MNA-delivered MERS-CoV vaccines, and our experience with MNA fabrication and delivery, including clinical trials, we rapidly designed and produced clinically-translatable MNA SARS-CoV-2 subunit vaccines within 4 weeks of the identification of the SARS-CoV-2 S1 sequence."
367, A severe outbreak of enteric and respiratory disease associated with bovine coronavirus (BCoV) infection is described.
368,"Our computational study therefore provides, from the molecular level, one possible explanation that the new disease by far spread much faster than SARS."
369,"The avian coronavirus infectious bronchitis virus (IBV) is the causative agent of the respiratory disease infectious bronchitis of domestic fowl, and is controlled by routine vaccination."
370,Our results suggest that SARS-Cov nucleocapsid gene might be a candidate gene for SARS DNA vaccination.
371,"The SARS epidemic began with the first reported case in Guangzhou, China (Wang et al., 2004), on 16 November 2002."
372,"However, the antigenicity and immunogenicity of RBD in humans need to be characterized."
373,"The advancements in metagenomic techniques have allowed the identification of SARS-like coronaviruses (SL-CoVs) sequences that share high homology to the human SARS-CoV epidemic strains from wildlife bats, presenting concrete evidence that bats are the origin and natural reservoir of SARS-CoV."
374," Viral metagenomics, modeling of protein structure, and manipulation of viral genetics are key approaches that have laid the foundations of our understanding of coronavirus biology."
375,"In this study, 13 recombinant proteins associated with four structural proteins (S, E, M and N) and five putative uncharacterized proteins (3a, 3b, 6, 7a and 9b) of the SARS-CoV were prepared and used for screening and monitoring their specific IgG antibodies in SARS patient sera by protein microarray."
376,"In this manuscript, we have extended our preliminary analysis to include SARS-CoV-2 virus as well."
377,"Driven by the urgent need for COVID-19 vaccines, we utilized this strategy to rapidly develop MNA SARS-CoV-2 subunit vaccines and tested their pre-clinical immunogenicity in vivo by exploiting our substantial experience with MNA MERS-CoV vaccines."
378,SAT-SIT technology will find applications in rapid screening of samples for other hemagglutinating emerging viruses of animals and humans (influenza virus and severe acute respiratory syndrome coronavirus).
379,Infectious bronchitis virus (IBV) is a coronavirus of the chicken.
380, An important effort has been performed after the emergence of severe acute respiratory syndrome (SARS) epidemic in 2003 to diagnose and prevent virus spreading.
381,"In the present study, the immunogenicity of SARS-CoV nucleocapsid DNA vaccine, induced by using the current routine vaccination routes (intramuscularly, by electroporation, or orally using live-attenuated Salmonella typhimurium), was compared in mouse model."
382,"In this study, the variations in the N proteins among 13 different coronaviruses (CoVs) were analysed at the nucleotide and amino acid levels in an attempt to reveal how these viruses adapt to their hosts relative to their preferred codon usage in the N genes."
383,"Coronavirus disease 2019 (COVID-19) is a name for the disease, and the virus that causes it is known SARS-CoV-2."
384,"Moreover, only one nucleotide was different between the third passage and the 10th passage of Sino3 strain for SARS inactivated vaccine."
385,"The CoV responsible for an outbreak of severe acute respiratory disease (SARS-CoV) in 2002–03 likely originated as a bat coronavirus which, during replication in an intermediate host (such as the palm civet), evolved to be able to infect humans efficiently."
386,"When the outbreak of this apparently novel infectious disease termed severe acute respiratory syndrome (SARS) came to an end in July 2003, it had caused over 8000 probable cases worldwide and more than 700 deaths."
387,"In this study, we assessed the ability of virus-specific memory CD8 T cells to mediate protection against infection in the absence of SARS-CoV-specific memory CD4 T or B cells."
388,"Middle East respiratory syndrome coronavirus (MERS-CoV) is a novel virus that emerged in 2012, causing acute respiratory distress syndrome (ARDS), severe pneumonia-like symptoms, and multi-organ failure, with a case fatality rate of ~36%."
389,Here we review data we obtained on the immunological response elicited by two recombinant versions of the glycoprotein S from the swine transmissible gastroenteritis coronavirus (TGEV) expressed in transgenic plants.
390,"In mice susceptible to measles virus, recombinant MV expressing the anchored full-length S induced the highest titers of neutralizing antibodies and fully protected immunized animals from intranasal infectious challenge with SARS-CoV."
391,"While dispensable for viral replication, coronavirus (CoV) accessory open reading frame (ORF) proteins often play critical roles during infection and pathogenesis."
392,immunization with rADV encoding spike protein (S) (rADV-S) of severe acute respiratory syndrome-associated coronavirus (SARS-CoV) induces protective immunity against SARS-CoV and could serve as a safe mucosal route for delivery of rADV.
393,CONCLUSION: An IB-like avian coronavirus was isolated from healthy Eclectus parrots.
394, The SARS-CoV spike glycoprotein (S) is the main target of the protective immune response in humans and animal models of SARS.
395,Histopathological examination did not find evident side effects in the immunized animals.
396,We identified multiple specific regions in SARS-CoV-2 that have high homology to the SARS-CoV virus.
397,Trimeric recombinant proteins were created by fusing the foldon domain derived from T4 bacteriophage to the carboxy-termini of individual domains of the spike protein.
398,administration of rADV-S induced serum SARS-CoV neutralizing and airway IgA antibodies in mice.
399,"Results China has been the origin of several influenza pandemics in past few decades, and the origin of several emerging infectious diseases with pandemic potential, including SARS."
400,"Here we describe a novel method for generating MERS-CoV and SARS-CoV full-length spike nanoparticles, which in combination with adjuvants are able to produce high titer antibodies in mice."
401,Avian coronavirus infectious bronchitis virus (IBV) poses a major threat to the global poultry industry.
402,The in vitro antiviral activity of darunavir against a clinical isolate from a patient infected with SARS-CoV-2 was assessed.
403,"In previous studies, we showed that a SARS-CoV spike (S) glycoprotein-based modified vaccinia Ankara (MVA-S) vaccine could induce strong neutralizing antibody (Nab) response which might have played a critical role in protecting Chinese rhesus monkeys from the pathogenic viral challenge."
404,The discovery of epitopes is helpful to the development of SARS-CoV-2 vaccine.
405,"In this series, experts in many different aspects of coronavirus replication and disease will provide authoritative, up-to-date reviews of the following topics: – clinical management and infection control of SARS; – reservoir hosts of coronaviruses; – receptor recognition and cross-species transmission of SARS-CoV; – SARS-CoV evasion of innate immune responses; – structures and functions of individual coronaviral proteins; – anti-coronavirus drug discovery and development; and – the public health legacy of the SARS outbreak."
406,"The disease caused by a novel coronavirus (SARS-CoV) rapidly spread worldwide, causing more than 8000 cases and 800 deaths in more than 30 countries with a substantial economic impact."
407,": Against a background of pandemic threat posed by SARS and avian H5N1 influenza, this study used deliberative forums to elucidate informed community perspectives on aspects of pandemic planning."
408,"However, no approved prophylactic and therapeutic interventions are currently available."
409,"Here, we generated coronavirus-like particles carrying in their envelope chimeric HCV glycoproteins composed of the ectodomains of E1 and E2, each fused to the transmembrane plus endodomain of the mouse hepatitis coronavirus spike glycoprotein."
410,Speaking may be a primary mode of transmission of SARS-CoV-2.
411, One of the most perplexing questions regarding the current COVID-19 coronavirus epidemic is the discrepancy between the severity of cases observed in the Hubei province of China and those occurring elsewhere in the world.
