,sent
187,"The inhibition of inflammation was associated with the reduced level of Toll-like receptors and interleukin-1β in intestine, as well as the increased production of interleukin-10."
188,"Using estimated sensitivity and specificity values from cutoffs determined with the ROC analysis (cutoff level: ST2, 21 ng/mL; IL-6, 61 pg/mL; TNFR1 3421 pg/mL), we calculated positive predictive values (PPV) for a range of estimated population prevalence values of IPS."
189,"Intriguingly, ACE2 acts as a protective factor in various experimental models of acute lung failure and, therefore, acts not only as a key determinant for SARS virus entry into cells but also contributes to SARS pathogenesis."
190,"These findings demonstrate that ACE2 plays a critical role in preventing RSV-induced lung injury, and suggest that ACE2 is a promising potential therapeutic target in the management of RSV-induced lung disease."
191,The importance of RAS in acute respiratory distress syndrome (ARDS) has recently re-emerged owing to the identification of ACE2 as a receptor for the SARS-coronavirus.
192,Angiotensin-converting enzyme 2 (ACE2) counterbalances with ACE and functions as a negative regulator of the renin–angiotensin system (RAS).
193,"In the lung, ACE2 protects against acute lung injury in several animal models of ARDS."
194,These data suggest that PRRSV-induced IL-8 production is likely through the TAK-1/JNK/AP-1 pathways.
195,"Biochemical (ACE and sACE2 activity, ACE concentration) and echocardiographic parameters (EF, left ventricular end-diastolic (EDD) and end-systolic diameter (ESD) and dP/dt) were measured."
196, Infection by severe acute respiratory syndrome coronavirus (SARS-CoV) is initiated by specific interactions between the SARS-CoV spike (S) protein and its receptor ACE2.
197,Expression of viral antigens was much lower in infected cells treated with nelfinavir than in untreated infected cells.
198,Exhaustion of CD8(+) T cells and increased IL-10 production is well-known in chronic viral infections but mechanisms leading to loss of their cytotoxic capabilities and consequent exhaustion remain unclear.
199,METHODS: We prospectively recruited patients with obstructive CAD (defined as ≥50% stenosis of the left main coronary artery and/or ≥70% stenosis in ≥ 1 other major epicardial vessel on invasive coronary angiography) and measured plasma ACE2 activity.
200,"Further studies show that the GFP-tagged PCV2 ORF5 protein induces ER stress and activates NF-κB, which was further confirmed by a significant upregulation in IL-6, IL-8 and COX-2 expression."
201,Immunofluorescence examinations also give the evidence that these N terminal 422 amino acids of the S protein were also required for the correct localization of the protein.
202,"Recombinant human ACE2 has been tested in phase I and II clinical trials without adverse effects while lowering and increasing plasma Ang II and Ang 1–7 levels, respectively."
203,"Accordingly, angiotensin-converting enzyme 2 (ACE2), which breaks-down Ang II and forms Ang-(1–7), has been suggested as a target against atherosclerosis."
204,"Gemcitabine, an anti-cancer chemotherapy drug, has additionally shown the antiviral activity against a broad range of viruses and we also have previously reported its synergistic antiviral activity with ribavirin against enteroviruses."
205,"Andrographolide have been identified as the highest binging energy of −10.88 Kcal/mol, 3 hydrogen bond interactions (Arg152, Lys150, and Gly197), total intermolecular energy of −12.07 Kcal/mol with bioactivity value (Ki) of 10.59 nmol/L, while the Food and Drug Admistraton approved drug Oseltamivir and Zanamivir have shown 2 and 4 hydrogen bond interactions with binding energies of −6.28 Kcal/mol and −7.73Kcal/mol, respectively, which is higher than andrographolide."
206,We evaluate the role of hydroxychloroquine on respiratory viral loads.
207,"Clarithromycin (CAM), which is an antimicrobial agent and is also known as an immunomodulator, significantly suppressed RSV-induced production of interleukin-6, interleukin-8, and regulated on activation, normal T-cell expressed and secreted (RANTES)."
208,"LPS stimulation resulted in the higher levels of AngII, Ang–(1–7), cytokine secretion, and apoptosis rates, and the lower ACE2/ACE ratio."
209,"In v2163-infected mice, Ampligen™ was fully protective, stinging nettle lectin (UDA) was partially protective, ribavirin was disputable and possibly exacerbated disease, and EP128533 was inactive."
210,Patients and methods Patients were included in a single arm protocol to receive 600mg of hydroxychloroquine daily and their viral load in nasal swabs was tested daily.
211,"Therefore, it is tempting to speculate that renoprotection of rosiglitazone could be partially mediated via downregulation of renal ADAM17 and ACE2 shedding."
212,"For this purpose, we advanced the latest RNA technology for liver- and lung-targeted ACE2 translation."
213,"Because coronavirus spike glycoproteins (S) mediate virus entry, affect viral host range, and elicit neutralizing antibodies, analyzing the functions of MERS-CoV S protein is a high research priority."
214,These data support the critical role of ACE2 in the central regulation of cardiovascular function.
215,"Because the renin–angiotensin system (RAS) is emerging as an important mediator of inflammation, and angiotensin-converting enzyme 2 (ACE2), an element of the RAS, has been implicated in lung injury, we hypothesize that TI cells can produce cytokines in response to LPS stimulation, and that this inflammation can be modulated by the RAS."
216,"Correlations with viral load were found for Con A-induced IFN-gamma, Con A-induced IL-4, and unstimulated IL-10, suggesting that these cytokines were either suppressed by high virus levels or that higher cytokine levels suppressed virus."
217,"Here, we demonstrate by metabolic labeling with [3H]-palmitic acid that the S protein of transmissible gastroenteritis coronavirus (TGEV), an Alphacoronavirus, is palmitoylated as well."
218,"When the amount of virus preinoculated into the test cells was increased to mimic the high viral load present in the target cells of FIP cats, GNA and nelfinavir by themselves lost their inhibitory effect."
219,"As a result there has been huge interest in ACE2 over the past decade as a potential therapeutic for lowering blood pressure, especially elevation resulting from excess Ang II."
220,Azithromycin added to hydroxychloroquine was significantly more efficient for virus elimination.
221,"Coronavirus S proteins acquire membrane fusion competence by receptor interactions, proteolysis, and acidification in endosomes."
222,"Moreover, significant toxicity, such as hemolytic anemia, has been attributed to ribavirin."
223,CONCLUSIONS: Plasma ACE2 activity independently increased the hazard of adverse long-term cardiovascular outcomes in patients with obstructive CAD.
224,"Moreover, TGEV induced IL-1β, IL-6, IL-8, TGF-β, and TNF-α production."
225,There was no relationship between sACE2 activity and markers of systemic inflammation.
226,"In the intestine, ACE2 also suppresses intestinal inflammation by maintaining amino acid homeostasis, antimicrobial peptide expression and ecology of the gut microbiome."
227,"We found novel activities for dalbavancin against echovirus 1, ezetimibe against human immunodeficiency virus 1 and Zika virus, as well as azacitidine, cyclosporine, minocycline, oritavancin and ritonavir against Rift valley fever virus."
228,"While animal experiments and retrospective studies have demonstrated the limited efficacy of ribavirin, it was also speculated that ribavirin would be effective in patients with a viral load <1 × 10(6) copies/mL."
229,"Angiotensin-converting enzyme 2 (ACE2), a second angiotensin-converting enzyme (ACE), regulates the renin–angiotensin system by counterbalancing ACE activity."
230,"Currently, Oseltamivir is being stockpiled in many countries potentially affected by the influenza A virus subtype H5N1 epidemic."
231,CONCLUSIONS: Elevated plasma sACE2 activity was associated with greater severity of myocardial dysfunction and was an independent predictor of adverse clinical events.
232,"Time-of-addition experiments revealed that K22 acts during a postentry phase of the ZIKV life cycle, and combination regimens of K22 together with ribavirin (RBV) or interferon alpha (IFN-α) further increased the extent of viral inhibition."
233,The H(2)O(2)-augmented IL-8 release was inhibited by treatment with N-acetylcysteine.
234,There was no change in cardiac ACE2 activity or in cardiac Ang 1–7 levels with DIZE.
235,MERS-CoV S protein represents a key target for developing therapeutics to block viral entry and inhibit membrane fusion.
236,"The specific mitogen-activated protein kinase kinase/ERK inhibitor, U0126, blocks N. fowleri-mediated AP-1 activation and subsequent IL-8 induction."
237,"Patients were followed up to determine if circulating ACE2 activity levels predicted the primary endpoint of MACE (cardiovascular mortality, HF or myocardial infarction)."
238,"Here we demonstrate that both ACE and ACE2 bind integrin subunits, in an RGD-independent manner, and that they can act as cell adhesion substrates."
239,"Incubation of cells in high D-glucose (25 mM) (and to a lesser extent Ang II) for 48–72 h increased ACE2 activity in the media (p<0.001), an effect blocked by inhibition of a disintegrin and metalloproteinase (ADAM)17."
240,"The review considers recent studies on the ACE2-Ang-(1–7)-Mas receptor axis regarding the precursor for Ang-(1–7), the intracellular expression and sex differences of this system, as well as an emerging role of the Ang1-(1–7) pathway in fetal programing events and cardiovascular dysfunction."
241,"Whereas, only the ERK1/2 inhibitor significantly attenuated lung injury in ACE2 overexpressing rats pretreated with A779."
242,"These findings suggest that PGG and PA may block or reduce the entry of the viruses into the cells to protect the cells from the virus destruction and abate virus replication, which may play an important role in interfering with expressions of rhinovirus receptors (intercellular adhesion molecule-1 and low-density lipoprotein receptor), inflammatory cytokines (interleukin (IL)-6, IL-8, tumor necrosis factor, interferon beta, and IL-1β), and Toll-like receptor, which resulted in diminishing symptoms induced by HRV."
243,These findings suggest that ribavirin may actually contribute to the pathogenesis of SARS-CoV by prolonging and/or enhancing viral replication in the lungs.
244,"As the complexity of this crucial pathway is unravelled, there is a growing interest in the therapeutic potential of agents that modulate the activity of ACE2."
245,"We report that besides syncitiotrophoblasts and cytotrophoblasts, BCRP is also expressed in EVTs."
246,D-dimer levels increased while CRP levels did not change significantly from pre-diagnosis to diagnosis.
247,"Conversely, stimulation of the vasoprotective ACE2/Ang-(1–7)/MasR axis produces a counter-regulatory response that promotes cardiovascular health."
248,Herein we demonstrated that infection of macrophages with lentiviral particles pseudotyped with MERS-CoV S glycoprotein results in suppression of macrophage responses since it reduced the capacity of macrophages to produce TNFa and IL-6 in naive and LPS-activated THP-1 macrophages and augmented LPS-induced production of the immunosuppressive cytokine IL-10.
249,"The C-terminus of the 18-706 peptide fragment contained a non-tryptic site, suggesting that Met(706) is a candidate ACE2 cleavage site."
250,"Consistent with the in vivo study, in vitro losartan pretreatment also inhibited cigarette smoke extract (CSE)-induced cell proliferation and ACE2 reduction in rat PASMCs."
251,"The cellular proteases furin, cathepsin L and TMPRSS2 can activate MERS-S and may cleave the S protein at two distinct sites, termed S1/S2 and S2′."
252,"Drastic reduction in eNOS expression at both protein and mRNA levels, and a decrease in (•)NO concentrations were observed in aortas of ACE2(-/y) mice in comparison to controls."
253,"The loss of apelin increased the ratio of angiotensin-converting enzyme (ACE) to ACE2 expression in the Ang II-stressed hearts, and Ang II-induced cardiac fibrosis was markedly enhanced in apelin knockout mice."
254,The broad-spectrum antiviral agent ribavirin affects viral nucleic acid replication by multiple mechanisms.
255,"Here we report that the HIV-1 protease inhibitor, nelfinavir, strongly inhibited replication of the SARS coronavirus (SARS-CoV)."
256,The current therapy for HCV infection consists of a combination of Pegylated interferon and ribavirin.
257,"Therefore, we suggested that nelfinavir might be a potential inhibitor against 2019-nCov Mpro."
258,The drugs Epclusa (velpatasvir/sofosbuvir) and Harvoni (ledipasvir/sofosbuvir) could be very effective owing to their dual inhibitory actions on two viral enzymes.
259,The selectivity indices of ribavirin (35.2) and 6-azauridine (34.6) were higher than that of guanidine-HCl (26.9).
260,"The result showed that pulmonary inflammation, pulmonary edema, MPO activity, total cells, neutrophils, macrophages, TNF-α, IL-6, IL-1β and CXCL-10 in BALF were attenuated by NAC."
261,"Ouabain, a representative cardenolide, was found to potently diminish TGEV titers and inhibit the TGEV-induced production of IL-6 in a dose dependent manner, with 50% inhibitory concentrations of 37 nM and 23 nM respectively."
262,"Finally, we found that the JNK-activated AP-1 subunit c-Jun was critical for the up-regulation of IL-8 expression by PRRSV."
263,"Protease inhibitors (darunavir, atazanavir, and ritonavir), viral DNA polymerase inhibitors (acyclovir, valacyclovir, valganciclovir, and tenofovir), and an integrase inhibitor (raltegravir) are included in the list of Top 200 Drugs by sales for the 2010s."
264,Accumulating evidence shows that ACE2 provides protective effects in peripheral tissues and has great potential for the treatment of RAS-related diseases.
265,ACE2 and Ang 1–7 have emerged as a key protective pathway against heart failure with reduced and preserved ejection fraction.
266,"Application to a LOPAC library of bioactive compounds in a proof-of-concept campaign detected licensed anti-myxovirus therapeutics, ribavirin and the neuraminidase inhibitor zanamivir, and identified two unexpected RSV-specific hit candidates, Fenretinide and the opioid receptor antagonist BNTX-7."
267,"describe potent inhibition of the enzyme by benzotriazole esters, which were originally obtained as intermediates in the synthesis of lopinavir derivatives [1]."
268,"Studies involved primary cultures of mouse proximal tubular cells, with ACE2 activity measured using a synthetic substrate, and analysis of ACE2 fragments by immunoblots and mass spectrometry."
269,The present standard therapy of pegylated IFN with ribavirin achieves a sustained virologic response in about 50% of patients.
270,"Subsequently, we demonstrated that JNK and NF-κB pathways were activated upon PRRSV infection and required for the enhancement of IL-8 expression."
271,"In a second step, we designed eight modified ACE2 cmRNA sequences and identified a lead sequence for in vivo application."
272,"RESULTS: Patients who had higher sACE2 plasma activity were more likely to have a lower LVEF (Spearman’s r= −0.36, p <0.001), greater RV systolic dysfunction (r=0.33, p<0.001), higher estimated pulmonary artery systolic pressure (r=0.35, p=0.002), larger LV end diastolic diameter (r=0.23, p=0.02), and higher plasma NT-proBNP levels (r=0.35, p<0.001)."
273,"This article reviews licensed drugs and treatments under development, including high-dose oseltamivir; parenterally administered neuraminidase inhibitors, peramivir and zanamivir; dimeric forms of zanamivir; the RNA polymerase inhibitor T-705; a ribavirin prodrug, viramidine; polyvalent and monoclonal antibodies; and combination therapies."
274,"1 hour after cecal ligation and puncture significantly reduced lung inflammation and edema as well as production of tumor necrosis factor-α and interferon-γ in lungs compared with controls, whereas interleukin-10 production remained elevated."
275,"Here, we demonstrated that, among five accessory proteins of SARS coronavirus (SARS-CoV) tested, 3a/X1 and 7a/X4 were capable of activating nuclear factor kappa B (NF-κB) and c-Jun N-terminal kinase (JNK), and significantly enhanced interleukin 8 (IL-8) promoter activity."
276,"Accumulating evidence indicates that angiotensin-converting enzyme 2 (ACE2) plays a critical role in cardiovascular homeostasis, and its altered expression is associated with major cardiac and vascular disorders."
277,ACE2 has been shown to protect against lung injury.
278,"One such substrate is angiotensin II, which is hydrolysed by ACE2 to the vasodilatory peptide angiotensin 1–7."
279,"In multivariable models, a combination of Stimulation-2 (ST2, OR 2.8; p<0.001) and Interleukin-6 (IL-6, OR 1.4; p=0.025) was the best panel to distinguish IPS at diagnosis from unaffected controls, while tumor necrosis factor receptor 1 (TNFR1, OR 2.9; p=0.002) was the best marker when comparing patients with IPS and viral pneumonia."
280,The study is based on a combination of lopinavir/ritonavir and interferon-beta- 1b.
281,"Moreover, overexpression of ACE2 significantly reduced the Ang II/Ang-(1-7) ratio in BALF and up-regulated Mas mRNA expression in lung, which was reversed by A779."
282,"To allow structure-based design of drugs directed at SARS-CoV main proteinase, we predicted its binding pockets and affinities with existing HIV, psychotic and parasite drugs (lopinavir, ritonavir, niclosamide and promazine), which show signs of inhibiting the replication of SARS-CoV."
283,"In a yield reduction assay, mizoribine (10μg/ml) and ribavirin (40μg/ml) inhibited the replication of SARS-CoV and reduced the infectious SARS-CoV titers to one-tenth or less."
284,"In conclusion, urinary ACE2 could be used as a sensitive biomarker of diabetic nephropathy and for monitoring the effectiveness of renoprotective medication."
285,One hundred to 150 μM H(2)O(2) significantly potentiated the release of IL-8 from the epithelial cells after stimulation with 10 μg/ml poly(I:C).
286,"Collectively, HCoV-229E S protein belongs to the type I fusion protein, which is characterized by the existence of two heptad-repeat regions (HR1 and HR2), furthermore, the available knowledge concerning HCoV-229E fusion core may make it possible to design small molecule or polypeptide drugs targeting the membrane fusion, a crucial step of HCoV-229E infection."
287,"Clinical studies have shown that early treatments of RSV patients with ribavirin improve prognosis, even if the use of this drug is limited due to myelosuppression and toxicity effects."
288,We evaluate the role of Hydroxychloroquine on respiratory viral loads.
289,N. fowleri-induced IL-8 expression requires activation of ERK in human astroglial cells.
290,"In this study, we showed that PRRSV induced IL-8 expression in vivo and in vitro."
291,"The proteome-wide MR analysis may shed light on the molecular mechanisms underlying ACE2 expression, and may help guide drug repositioning in the future."
292,The most consistent finding was a tentative causal association between diabetes-related traits and increased ACE2 expression.
293,Vascular endothelial growth factor (VEGF) is upregulated only in susceptible mice during the secondary (retinal degeneration) phase.
294,"We further identify three potential drug combinations (e.g., sirolimus plus dactinomycin, mercaptopurine plus melatonin, and toremifene plus emodin) captured by the “Complementary Exposure” pattern: the targets of the drugs both hit the HCoV–host subnetwork, but target separate neighborhoods in the human interactome network."
295,"It is classified as a class I fusion protein, and is responsible for binding to the receptor on the host cell as well as mediating the fusion of host and viral membranes—A process driven by major conformational changes of the S protein."
296,"This includes molecules with very broad antiviral spectrum such as ribavirin and T-705 (favipiravir), and others targeting more specifically one or a few virus families."
297,"Finally, formulation of this ACE2 cmRNA in tailor-made lipidoid nanoparticles and in lipid nanoparticles led to liver- and lung-targeted translation of significant amounts of ACE2 protein, respectively."
298,"Results Pretreatment of HNE and HTE cells with glycopyrronium or formoterol decreased viral RNA levels and/or titers, the expression of the HCoV-229E receptor CD13, the number and fluorescence intensity of acidic endosomes where HCoV-229E RNA enters the cytoplasm, and the infection-induced production of cytokines, including IL-6, IL-8, and IFN-β."
299,ACE2 is a type I integral membrane protein with its active site domain exposed to the extracellular surface of endothelial cells and the renal tubular epithelium.
300,"In the simulations, ritonavir can bind to CEP_C30 most suitably, and induce significant conformation changes of CEP_C30; lopinavir can also bind to CEP_C30 suitably, and induce significant conformation changes of CEP_C30; darunavir can bind to PLVP suitably with slight conformation changes of PLVP."
301,"While multiple approaches to increase the activity of ACE2 have displayed beneficial effects against experimental disease models, the mechanisms behind its protective actions remain incompletely understood."
302,"The expression of viral mRNA and cytokine (IL-1β, IL-6, IL-8 and TNF-α) mRNA transcripts was determined by real-time quantitative RT-PCR(qRT-PCR)."
303,Hexokinase 2 (HK2) and interleukin 6 (IL-6) were identified as the targets of miR-22.
304,Future antivirals should thus aim to target the mechanism that regulates switching between IL-6 trans- and classical-signaling.
305,"Transplant patients with diabetes mellitus had significantly increased urinary ACE2 activity and protein levels compared to non-diabetics (p<0.001), while ACE2 mRNA levels did not differ."
306,Our results suggest that nelfinavir should be examined clinically for the treatment of SARS and has potential as a good lead compound for designing anti-SARS drugs.
307,"Serum albumin (ALB), prealbumin (PAB), hypersensitive c-reactive protein (hs-crp), CD3T cells, CD4T cells, CD8T cells and normal control group were analyzed."
308,"Finally, we showcased three potential drug combinations (including sirolimus plus dactinomycin, mercaptopurine plus melatonin, and toremifene plus emodin) captured by the Complementary Exposure pattern: the targets of the drugs both hit the HCoV-host subnetwork, but target separate neighborhoods in the human protein-protein interactome network."
309,Inhibition of JNK by small molecule inhibitor SP600125 reduced pneumococci-induced IL-8 mRNA expression and release of IL-8 and IL-6.
310,"Angiotensin-converting enzyme (ACE) and ACE2 are involved in several pathologies such as cardiovascular functions, renal disease, and acute lung injury."
311,"On Kaplan-Meier analysis, above-median plasma ACE2 activity was associated with MACE (log-rank test, p = 0.035) and HF hospitalisation (p = 0.01)."
312,"In addition, we prioritized 16 potential anti-HCoV repurposable drugs (including melatonin, mercaptopurine, and sirolimus) that were further validated by enrichment analyses of drug-gene signatures and HCoV-induced transcriptomics data in human cell lines."
313,"Inhibition of DPP4 by its inhibitor sitagliptin or siRNA abrogated the effects of MERS-CoV S glycoprotein on IRAK-M, PPARγ and IL-10, confirming that its immunosuppressive effects were mediated by DPP4 receptor."
314,This report describes the effects of ACE2 and Ang-(1–7) that appear to be relevant in cardiac remodeling and heart failure and explores potential therapeutic strategies designed to increase ACE2 activity and Ang-(1–7) levels to treat these conditions.
315,"We demonstrate the ability of two HIV reverse transcriptase inhibitors, 3’-fluoro-3’-deoxythymidine triphosphate and 3’-azido-3’-deoxythymidine triphosphate (the active triphosphate forms of Alovudine and AZT), to be incorporated by SARS-CoV RdRp where they also terminate further polymerase extension."
316,"Third, both ACE2 and its homologue Collectrin can associate with amino acid transporters and play essential role in the absorption of amino acids in the kidney and gut."
317,"Recent Advances: Evidence suggests that a balance between activation of the ACE/Ang II/AT1 receptor axis and the ACE2/Ang-(1–7)/Mas receptor axis is important for the function of the heart, kidney, and autonomic nervous system control of the circulation in the normal healthy state."
318,"To explore the relationship between S and COX-2, we constructed a series of plasmids containing truncated N-terminal fragments of the SARS-CoV S gene (designated from Sa to Si), which encoded truncated S proteins, and investigated whether these truncated proteins could induce effective expression of COX-2 in 293T cells."
319,"The relationship between soluble ACE2 (sACE2), myocardial function, and clinical outcomes in patients with chronic systolic heart failure is not well established."
320,"Thus, more research that establishes the novel therapeutic potential and defines the mechanism of the ACE2–Ang-(1-7)–Mas counterregulatory axis in PAH is needed."
321,"Thus, palmitoylation of the S protein of Alphacoronaviruses is dispensable for S–M interaction, but required for the generation of progeny virions."
322," The activity of inosine-5′-monophosphate dehydrogenase (IMPDH) inhibitors, mizoribine and ribavirin, against severe acute respiratory syndrome (SARS)-associated coronavirus (SARS-CoV) was determined by plaque reduction and yield reduction assays."
323,"Unlike lipid-free peptides, the lipopeptides suppressed CoV S protein-directed virus entry taking place within endosomes."
324,"Using the same molecular insight, we selected the active triphosphate forms of three other anti-viral agents, Alovudine, AZT (an FDA approved HIV/AIDS drug) and Tenofovir alafenamide (TAF, an FDA approved drug for HIV and hepatitis B) for evaluation as inhibitors of SARS-CoV-2 RdRp."
325,"All three S proteins bound to and utilized palm-civet ACE2 efficiently, but the latter two S proteins utilized human ACE2 markedly less efficiently than did the S protein obtained during the earlier human outbreak."
326,"In this paper, a molecular docking model of SARS-CoV S1 protein in complex with human ACE2 was constructed."
327,It is a consequence of this action that ACE2 participates in the renin-angiotensin system.
328,"ACE2, a close homologue of ACE, functions as a negative regulator of the angiotensin system and was identified as a key receptor for SARS (severe acute respiratory syndrome) coronavirus infections."
329,"The results suggest that proximal tubular shedding of ACE2 may increase in diabetes, which could enhance degradation of Ang II in the tubular lumen, and increase levels of Ang-(1-7)."
330,Quantitative RT-PCR analysis showed that nelfinavir could decrease the production of virions from Vero cells.
331,"In particular, ribavirin may be exerting in some cases its antiviral activity with participation of its mutagenic action."
332,The combination of lopinavir/ritonavir and interferon-beta- 1b showed excellent results in common marmosets and currently is in a randomized control trial.
333,"When the carboxy termini with these mutated motifs of S proteins were respectively introduced into a heterogeneous protein, both incorporation into lipid rafts and S-palmitoylation of these recombinant proteins showed a similar quantity requirement to cysteine residues."
334,"Recent discoveries, however, have illuminated the roles of these enzymes and of the ACE2 homologue, collectrin, in intracellular trafficking and signalling."
335,"Consistently, these mice presented a lower plasma and urine nitrite concentration, confirming reduced (•)NO availability in ACE2-deficient animals."
336,"This review discusses coronavirus entry mechanisms focusing on the different triggers used by coronaviruses to initiate the conformational change of the S protein: receptor binding, low pH exposure and proteolytic activation."
337,The angiotensin-converting enzyme 2 (ACE2)/angiotensin (1-7) [Ang (1-7)]/Mas axis is a negative regulator of the classical renin-angiotensin system.
338,"sACE2 activities further increased in patients with definitive heart failure (EF<50%), while sACE2 activities decreased with the improvement of the heart failure after CRT (reverse remodeling)."
339," The exact residues within severe acute respiratory syndrome coronavirus (SARS-CoV) S1 protein and its receptor, human ACE2, involved in their interaction still remain largely undetermined."
340,"Unexpectedly, ACE2 also serves as the cellular entry point for the severe acute respiratory syndrome (SARS) virus and the enzyme is therefore a prime target for pharmacological intervention on several disease fronts."
341,"Of these 104 compounds, 2 target the SARS-CoV main protease (Mpro), 7 target helicase (Hel), and 18 target spike (S) protein-angiotensin-converting enzyme 2 (ACE2)-mediated viral entry."
342,The improved survival in the P2X(7)R deficient mice correlated with diminished levels of IL-1β and IL-6 and reduced neutrophil infiltration in the early phase of infection.
343,"Taken together, our data indicate that ribavirin might not only be a good therapeutic agent against porcine nidovirus, but also a potential candidate to be evaluated against other human and animal coronaviruses."
344,The focused drug repurposing of known approved drugs (such as lopinavir/ritonavir) has been reported failed for curing SARS-CoV-2 infected patients.
345,A role for ACE2 in the metabolism of other biologically active peptides also needs to be considered.
346,"Ace2 reversed the ACE2/ACE imbalance and increased Ang–(1–7) levels, thus reducing LPS–induced apoptosis and inflammation, while inhibition of Ace2 reversed all these effects."
347,These findings indicated that GL had a glucocorticoid-like inhibitory effect on IL-8 production via a mechanism that differs from that of glucocorticoids.
348,"Collectively, these results indicate that S protein of SARS-CoV induces the expression of COX-2 and an N-terminal fragment of the Spike protein is crucial for the induction."
349," The envelope of hepatitis B virus (HBV), containing the L, M, and S proteins, is essential for virus entry and maturation."
350,"However, it was found that a mixture of two HIV-1 proteinase inhibitors, lopinavir and ritonavir, exhibited some signs of effectiveness against the SARS virus."
351,"ACE2 is considered an endogenous regulator of the vasoconstrictive, proliferative, fibrotic, and proinflammatory effects of the ACE–Ang II–angiotensin II type 1 receptor (AT(1)R) axis."
352,"Here, we show that LSECtin enhances infection driven by filovirus glycoproteins (GP) and the S protein of SARS coronavirus, but does not interact with human immunodeficiency virus type-1 and hepatitis C virus envelope proteins."
353,ACE2 and Ang–(1–7) have important roles in preventing acute lung injury.
354,"High-dose corticosteroid therapy might be useful for critically ill patients, but previous use of ribavirin (a broad-spectrum antiviral agent) was probably not efficacious."
355,"By expressing a U6 promoter-driven small interfering RNA containing sequences homologous to part of ACE2 mRNA, we successfully silenced ACE2 expression in Vero E6 cells."
356,We conclude that deletion of the ACE2 gene leads to the development of angiotensin II-dependent glomerular injury in male mice.
357,"Here we found from both in vivo and in vitro studies that IAV not only induced a surge of IL-6 release, but also greatly upregulated expression of suppressor of cytokine signaling-3 (SOCS3), the potent suppressor of IL-6-associated signal transducer and activator of transcription 3 (STAT3) signaling."
358,"Rosiglitazone treatment of db/db mice normalized hyperglycemia, attenuated renal injury and decreased urinary ACE2 and renal ADAM17 protein expression."
359,"Loss of ACE2 was associated with a marked increase in renal lipid peroxidation product formation and activation of mitogen-activated protein kinase and extracellular signal-regulated kinases 1 and 2 in glomeruli, events that are also prevented by angiotensin II type-1 receptor blockade."
360,The IEC expressing PEDV N protein can express higher levels of IL-8 than control cells.
361,"This paper focuses on what is known about ACE2 and its biological roles, paying particular attention to the regulation of ACE2 expression."
362,"Importantly, the compounds displayed nanomolar activity against RSV and a superior selectivity index, since the ratio of cytotoxic to antiviral concentration was >10,000 for the three most active compounds 11, 14 and 16 (EC50 ∼0.008 μM), far surpassing the potency and safety profile of the licensed drug ribavirin (EC50 = 5.8 μM, SI > 43)."
363,"As in vitro studies showed no direct effect of DIZE on ACE2 or ACE activity, the precise mechanism of action of DIZE remains to be determined."
364,"Elevated right ventricular systolic pressure (RVSP), thickened wall of pulmonary arteries with apparent medial hypertrophy along with increased angiotensin II (Ang II) and decreased ACE2 levels were observed in smoke-exposed-only rats."
365,"The IL-6 and GADD45B-derived elements display similarities in their sequence, putative structure, and several associated RNA binding proteins."
366,Mutational analyses revealed that two regions of N protein were essential for its function in the activation of IL-6.
367,"Increased circulating ACE2 predicts adverse outcomes in patients with heart failure (HF), but it is unknown if elevated plasma ACE2 activity predicts major adverse cardiovascular events (MACE) in patients with obstructive coronary artery disease (CAD)."
368,"Interestingly, lopinavir, ritonavir, and darunavir are all designed to target viral proteinases."
369,"At the turn of the millennium, a homologous enzyme, termed ACE2, was identified which increasingly shares the limelight with its better-known homologue."
370,"Experimental design: The major components in RAS and extracellular matrix metabolism, including angiotensin converting enzyme (ACE), ACE2, MMP-2 and MMP-9 activities, were measured and compared in the patients with transudative (n = 45) and exudative (n = 80) effusions."
371,"Together with its role as a SARS receptor, ACE2 is therefore likely to be an important therapeutic target in a diverse range of disease states."
372,"In both assays, we find that the NL63 S protein has a weaker interaction with ACE-2 than the SARS-CoV S protein, particularly in solution binding, but the residues required for contact are similar."
373,"Information about BCRP function in EVTs is limited, however placental exposure to bacterial/viral infection leads to BCRP downregulation in syncitiotrophoblasts."
374,"An NF-κB inhibitor, TPCK (N-Tosyl-L-Phenylalanine Chloromethyl Ketone) could suppress IL-8 production and secretion in response to S protein in PBMC and THP-1 cells and in HCoV-229E virus-infected PBMC."
375,"Plasma levels of TNFα and TNFR1 were significantly elevated in HFPEF relative to controls, while levels of TNFR2 were significantly higher in HFPEF than both controls and HFREF."
376,There are not Food and Drug Administration (FDA) licensed vaccines and current anti-mammarenavirus therapy is limited to an off-label use of ribavirin that is only partially effective and can cause significant side effects.
377,The RBD of SARS-CoV S protein plays important roles in receptor binding and induction of specific neutralizing antibodies against virus infection (7-9).
378,"After adjusting for confounding variables, diabetes was significantly associated with urinary ACE2 activity (p = 0.003) and protein levels (p<0.001), while female gender was associated with urinary mRNA levels for both ACE2 and ACE."
379,"However, because of the need for invasive cardiac tissue sampling, little is known about whether ACE2 is involved in the pathophysiology of HF in humans."
380,Biochemical fractionation and confocal imaging confirmed that ACE2 colocalized with raft-resident markers.
381,"In this review, we will discuss the multiple biological functions of ACE2."
