,pid,newpid,category,sent,newscore,answer,keyword
244,gsa3n2ci,22466,ADE,"Hence, there is an ample need for antiviral treatment and prophylaxis of norovirus infections.",0.08855246575076771,norovirus infections,immunopathology
245,c1pjt9ek,8140,ADE,Similar levels of the anti-S protein IgG response and neutralizing activity were induced by both the S protein and IV vaccines.,0.08854905176836955,anti-s protein igg response,antibody dependent enhancement (ADE)
246,3kuta9pr,36580,ADE,"Surprisingly, the lungs of these two animals did not show overt inflammatory lesions.",0.0885448729966537,overt inflammatory lesions,immunopathology
247,aw8p35c5,8369,ADE,They are attractive vaccine vectors as they induce both innate and adaptive immune responses in mammalian hosts.,0.08852848151970444,innate and adaptive immune responses,antibody dependent enhancement (ADE)
248,pukh8zqt,39849,ADE,"In PRRSV-infected pigs, innate cytokine IFN-α is inhibited and the adaptive arm of the immunity is delayed.",0.08851616356626726,ifn-α,interleukin
249,3gt3vlev,16193,ADE,"Dysregulation of the antibody response can lead to an autoimmune disease, malignancy, or enhanced infection.",0.08850833689572307,antibody response,antibody dependent enhancement (ADE)
250,bgz1h20o,3954,ADE,"Moreover, this recombinant live vaccine induced significantly high levels of specific cytotoxic T-lymphocyte activities and increased gamma interferon-producing T cells compared with the parental strain.",0.08850792241458512,gamma interferon,interleukin
251,fphwlxiq,9929,ADE,Toll-like receptor 3 (TLR3) and TLR21 are involved in early recognition of virus resulting in induction of inflammatory cytokines.,0.08850563940066539,induction of inflammatory cytokines,antibody dependent enhancement (ADE)
252,j7fpiqfj,11418,ADE,"In addition, we found that the gE/gI complex, which is absent in Bartha, inhibits the pDC TI-IFN response.",0.08849874367188951,pdc ti-ifn response,antibody dependent enhancement (ADE)
253,wdpatr2z,2890,ADE,"Interestingly, it potentiated the IgA responses in the tear and intestinal secretions when used with both live and inactivated IBV vaccines.",0.08849871513277198,iga responses,antibody dependent enhancement (ADE)
254,0yqyclxk,111,ADE,It also increased the proliferation of T-helper cells and cytotoxic T-cells along with the increased INF-γ and IL-2 cytokines.,0.08849795554779988,increased the proliferation of t-helper cells and cytotoxic t-cells along with the increased inf-γ and il-2 cytokines,immunopathology
255,cobrl3dl,29312,ADE,The T cell proliferation showed that the fusion protein could induce an antigen-specific T-cell response.,0.08849577949748166,antigen-specific t-cell response,antibody dependent enhancement (ADE)
256,2zq44poq,30090,ADE,These conditions down-regulate the synthesis of proinflammatory cytokines and impair the host's innate and humoral immune systems.,0.08849377764521317,impair the host ' s innate and humoral immune systems,antibody dependent enhancement (ADE)
257,gncmygda,39822,ADE,Vitamin D may be important for immune function.,0.0884919107584026,vitamin d,interleukin
258,ihg4kqxf,36820,ADE,"After 5 days postinfection, the innate immune gene expression was replaced by the adaptive immune response, which correlates with viral clearance.",0.08848822246298463,adaptive immune response,antibody dependent enhancement (ADE)
259,xsfg7uth,30727,ADE,They also possess remarkable pathogen-neutralizing activity in the respiratory tract and lungs.,0.08847761394574705,remarkable pathogen-neutralizing activity,immunopathology
260,4mt2v3ip,8540,ADE,": Type I interferons (IFNs) exhibit direct antiviral effects, but also distinct immunomodulatory properties.",0.08847683900297461,type i interferons,antibody dependent enhancement (ADE)
261,6mdaq868,11105,ADE,We found that the Hu-191 virus induced IFN-β much more potently than the Edmonston strain.,0.08847400742452524,ifn-β,interleukin
262,o7y3wygc,10232,ADE,"Currently, live-attenuated IBV vaccines are used to control the disease.",0.08847130220442471,"currently , live-attenuated ibv vaccines are used to control the disease",immunopathology
263,k85v6nac,7929,ADE,"Simultaneously, this vaccine induces potent polyfunctional effector CD4 and CD8 T cell memory responses.",0.08847007745737465,cd4 and cd8 t cell memory responses,antibody dependent enhancement (ADE)
264,jr9hj0bs,22500,ADE,Adjuvants enhance the efficacy of vaccines by stimulating immune response-related gene expression and pathways.,0.08846471232582295,gene expression and pathways,antibody dependent enhancement (ADE)
265,rvwuk7tx,35599,ADE,"However, we recently showed that inefficient immune activation and a poor virus-specific T cell response underlie severe disease in SARS-CoV-infected mice.",0.08846460890971741,inefficient immune activation and a poor virus-specific t cell response underlie severe disease,immunopathology
266,8f6gpdy2,17461,ADE,"In contrast, inhibition of sodium channels or activation of PKC leads to enhanced virus production in tissue culture.",0.08845609392010143,inhibition of sodium channels or activation of pkc leads to enhanced virus production,immunopathology
267,eq4obbte,7833,ADE,"In contrast, the UQ tag was utilized for enhancing CD8+ response.",0.08845457806154282,cd8 + response,antibody dependent enhancement (ADE)
268,nb6c8buz,7494,ADE,"However, use of alum triggers a Th2-biased immune induction, and hence is not optimal.",0.08844976585731383,is not optimal,immunopathology
269,2ljbsia2,8400,ADE,These stable and versatile subviral particles possess excellent adjuvant properties capable of inducing innate and cognate immune responses.,0.08844878661128884,innate and cognate immune responses,antibody dependent enhancement (ADE)
270,1tuf4zxi,37299,ADE,"Most notably, it is used in combination with interferon-α for treatment of HCV infection [66].",0.0884469572498229,interferon-α,antibody dependent enhancement (ADE)
271,fgwxguoj,26519,ADE,"They can also regulate immune responses, to avoid autoreactivity and excessive inflammation.",0.08844673927825927,excessive inflammation,immunopathology
272,z9780v62,6974,ADE,Using potent antigens in combination with strong adjuvants may effectively trigger the activation of specific MERS-CoV cellular responses as well as the production of neutralizing antibodies.,0.08844646988538313,specific mers-cov cellular responses,antibody dependent enhancement (ADE)
273,cgiok0ce,4692,ADE,The PRRSV infects primarily the lung macrophages.,0.08844631483201087,macrophages,antibody dependent enhancement (ADE)
274,j9qucb0k,4666,ADE,"Only the adenovirus induced envelope-specific antibody responses, but these failed to show neutralizing activity.",0.08844441049954169,envelope-specific antibody responses,antibody dependent enhancement (ADE)
275,kv9n2qj3,23739,ADE,There are many options for the development of MERS-CoV-specific therapies.,0.0884309291812435,therapies,immunopathology
276,z86rjwle,28337,ADE,"Currently, no antiviral therapy or vaccine is available for the treatment of hantavirus-associated diseases.",0.08842571650760506,no antiviral therapy or vaccine is available for the treatment of hantavirus-associated diseases,immunopathology
277,vugnc7jk,38323,ADE,It was also found that the bacterial growth inhibition was complement independent.,0.08842498521101817,bacterial growth inhibition,interleukin
278,tjwkouya,2071,ADE,These vaccines have been shown to induce a protective immune response and to be very effective.,0.08841805164656469,protective immune response,antibody dependent enhancement (ADE)
279,77gd3myj,17431,ADE,"Likewise, there were no differences in neutrophil activation between mice groups.",0.08841367215177794,neutrophil,interleukin
280,b8sbvy0g,13553,ADE,"Adjuvants are used to enhance and modulate antigen (Ag) immunogenicity, aiming to induce a protective and long-lasting immune response.",0.08840629748117931,protective and long-lasting immune response,antibody dependent enhancement (ADE)
281,wzozcj6l,40166,ADE,Mutations introduced into these two residues attenuated virus growth and improved the innate and adaptive immune responses of infected animals.,0.08840058357676345,innate and adaptive immune responses,antibody dependent enhancement (ADE)
282,21irqpxj,9012,ADE,They had the ability to stimulate the humoral and cell-mediated immune system.,0.08839711775100068,humoral and cell-mediated immune system,antibody dependent enhancement (ADE)
283,k10siwur,36629,ADE,"However, the resulting chimeras induced a marginal TGEV-neutralizing antibody (Ab) response in mice.",0.08838927850718667,tgev-neutralizing antibody,antibody dependent enhancement (ADE)
284,gzk9xbzk,22896,ADE,Symptom production is a combination of viral cytopathic effect and the activation of inflammatory pathways.,0.08837455494045701,activation of inflammatory pathways,antibody dependent enhancement (ADE)
285,pzc4ivvg,29261,ADE,Non viral inactivation was observed during the monoclonal antibody elution step.,0.08837130001807927,monoclonal antibody,antibody dependent enhancement (ADE)
286,mpu1ico3,1541,ADE,The inflammatory response may contribute to these additional effects by increasing the levels of IFNγ and IL-4 after the injection of the adjuvanted ND-IB vaccines.,0.08837087480054914,inflammatory response,antibody dependent enhancement (ADE)
287,b8sbvy0g,13557,ADE,"There is evidence that these particles display adjuvant characteristics, promoting cell recruitment, antigen-presenting cell activation, cytokine production, and inducing a humoral immune response.",0.08836731757793292,humoral immune response,antibody dependent enhancement (ADE)
288,usab0cau,31952,ADE,"In this study, we constructed a shuttle plasmid, harboring human IFITM3.",0.0883671945259053,ifitm3,interleukin
289,t1txki0r,39017,ADE,The pH-dependent endocytosis of AREpv was confirmed by the use of lysosomotropic agents.,0.08836146964118746,ph-dependent endocytosis,interferon
290,l0zgovf3,35949,ADE,Adjuvants have been used most frequently to increase the quantity of an immune response.,0.08836075442544787,adjuvants have been used most frequently to increase the quantity of an immune response,antibody dependent enhancement (ADE)
291,nt1hhmjj,24993,ADE,"The maternal immune system undergoes significant modulation during pregnancy, which influences responsiveness to vaccines.",0.08835462965997333,vaccines,antibody dependent enhancement (ADE)
292,v4qoyahw,36282,ADE,Analysis of HG mRNA confirmed expression of the polymeric immunoglobulin receptor (pIgR).,0.08835156076816428,polymeric immunoglobulin receptor,antibody dependent enhancement (ADE)
293,dmzn79tq,37774,ADE,There are several approaches to increase DNA vaccine immunogenicity.,0.08835002141175005,dna vaccine immunogenicity,immunopathology
294,hkqydqni,22263,ADE,The specific cell-mediated and antibody responses of the animals were studied.,0.08834784865143673,antibody,antibody dependent enhancement (ADE)
295,sx8821wf,22716,ADE,"However, there were no significant differences in virus shedding and lung lesions between the dietary groups.",0.08834411226693528,no significant differences in virus shedding and lung lesions,immunopathology
296,ocbygkyb,27792,ADE,"Importantly, the induction of ADCC response modestly decreased viral load in the lungs of H1N1-infected mice.",0.08834382540875246,the induction of adcc response modestly decreased viral load,immunopathology
297,kltodqnd,37810,ADE,"However, whether PRRSV can inhibit IFN signaling is less well understood.",0.0883387694842338,ifn signaling,interleukin
298,dih1nj0r,28654,ADE,Vesicular stomatitis virus (VSV) is highly immunogenic and able to stimulate both innate and adaptive immune responses.,0.08833852337228518,innate and adaptive immune responses,antibody dependent enhancement (ADE)
299,or0czzdp,4770,ADE,Our results underline that immunization via the lungs is particularly effective for priming as well as boosting of local and systemic immune responses.,0.08833734168397832,local and systemic immune responses,antibody dependent enhancement (ADE)
300,7vg7dpfe,8347,ADE,RESULTS: The vaccine was well tolerated and induced cellular and humoral responses.,0.08832930638213167,cellular and humoral responses,antibody dependent enhancement (ADE)
301,8w8wd4em,11247,ADE,"In contrast to the formalin-inactivated RSV (FI-RSV) vaccine, there was no enhanced lung inflammation upon virus challenge after DNA vaccination.",0.08832289927337293,no enhanced lung inflammation,immunopathology
302,af8ofuwo,5927,ADE,High levels of RSV specific antibodies were induced during subsequent immunizations.,0.08831429132787527,high levels of rsv specific antibodies,antibody dependent enhancement (ADE)
303,653opx0h,8258,ADE,"In a virulent heterologous PRRSV challenge study, Nano-KAg vaccine significantly reduced the lung pathology and viremia, and the viral load in the lungs.",0.08830962623774383,"significantly reduced the lung pathology and viremia , and the viral load in the lungs",immunopathology
304,jqy7lcbk,30521,ADE,"Nevertheless, the profiles of T-cell responses were distinctly different.",0.08830895585059209,t-cell,antibody dependent enhancement (ADE)
305,ar2ltsk9,40105,ADE,"We also found that the decreased viral replication after APS treatment was associated with reduced mRNA levels of the cytokines IL-1B, IL-6, IL-8 and TNF-α.",0.08830785624560927,"decreased viral replication after aps treatment was associated with reduced mrna levels of the cytokines il-1b , il-6 , il-8 and tnf-α",immunopathology
306,c1pjt9ek,8145,ADE,Mice that received IV formulations also showed increased protective immunity (almost no live virus was isolated from the lung).,0.08830685512011091,protective immunity,antibody dependent enhancement (ADE)
307,gi7ktelw,8197,ADE,The immunogenicity of SARS-CoV nucleocapsid DNA vaccine and the immunoregulatory activity of interleukin-2 (IL-2) were investigated.,0.08830472027510047,the immunogenicity,immunopathology
308,081o2zmd,20852,ADE,The results showed that the recombinant DNA plasmids increased the proliferation of T lymphocytes and the number of CD4+ and CD8+ T lymphocyte subgroups.,0.08830272115302007,the recombinant dna plasmids increased the proliferation of t lymphocytes and the number of cd4 + and cd8 + t lymphocyte subgroups,immunopathology
309,wsncrv4r,38253,ADE,Pulse steroid treatment is frequently used to treat ADEM.,0.08830026240711,adem,interleukin
310,eizypepg,18580,ADE,"Moreover, analysis of systemic SlpA-specific cytokines revealed that the responses appeared to be Th1 and Th17 dominant.",0.0882957935257134,systemic slpa-specific cytokines,immunopathology
311,gq9age1b,15680,ADE,We found that TLR stimulation reduced the high level of eosinophilic infiltration that occurred in the lungs of mice immunized with UV-inactivated SARS-CoV.,0.08829340893632479,tlr,interleukin
312,ikomc19t,13431,ADE,"Furthermore, no pathological lung damage was observed.",0.08829168466613001,no pathological lung damage,immunopathology
313,65ip2yy6,31523,ADE, Non-vaccine Streptococcus pneumoniae serotypes are increasingly associated with disease.,0.08827838974060072,non-vaccine streptococcus pneumoniae serotypes,immunopathology
314,m3o0kw49,40302,ADE,Low-dose corticosteroids may be considered in the treatment of refractory septic shock.,0.08827837151985034,low-dose corticosteroids,antibody dependent enhancement (ADE)
315,mpu1ico3,1535,ADE,The CVCVA5 also improved the immune response of both ND and IBD vaccines with less dosage.,0.08827185270528523,the cvcva5 also improved the immune response,immunopathology
316,rvwuk7tx,35600,ADE,"Here, we extend these results to show that virus-specific T cells, in the absence of activation of the innate immune response, were sufficient to significantly enhance survival and diminish clinical disease.",0.08826893875209085,innate immune response,antibody dependent enhancement (ADE)
317,83phcmty,15955,ADE,"While some lactobacilli seem to induce oral tolerance, others induce an adaptive immune response.",0.08825942389347141,adaptive immune response,antibody dependent enhancement (ADE)
318,6tgyvmnv,24336,ADE,Other virus-specific antibodies play auxiliary roles or are ineffective.,0.08825463800416426,virus-specific antibodies,antibody dependent enhancement (ADE)
319,fgwf6wy3,32343,ADE,"Here, we discuss IFNs as broad-spectrum antivirals for treatment of acute virus infections.",0.08825139287254519,ifns as broad-spectrum antivirals for treatment of acute virus infections,immunopathology
320,5hw0lm04,21830,ADE,These results demonstrate that modification of intracellular Gag trafficking results in the induction of distinct immune responses.,0.08824424960845081,intracellular gag trafficking results in the induction of distinct immune responses,antibody dependent enhancement (ADE)
321,rqhn122a,7383,ADE,"Analysis of MV-Zika-sE-infected cells confirmed antigen expression, and the virus replicated with vaccine strain characteristics.",0.08823578161518973,the virus replicated with vaccine strain characteristics,immunopathology
322,od484ub1,11179,ADE,"Therefore, the development of a vaccine is mandatory.",0.08823319100787927,vaccine,immunopathology
323,dh4jvbmi,10807,ADE,We have recently shown that the deubiquitinase (DUB) activity of EAV papain-like protease 2 (PLP2) is important for the inhibition of innate immune activation during infection.,0.08822831587087282,inhibition of innate immune activation,antibody dependent enhancement (ADE)
324,64w95k2j,34272,ADE,"However, peptide antigens produce a relatively weak immune response, and thus require the use of immunostimulants (adjuvants) for optimal efficacy.",0.0882277075576669,peptide antigens produce a relatively weak immune response,antibody dependent enhancement (ADE)
325,ks7s0uhf,13450,ADE,"Furthermore, particulate adjuvants are able to directly activate innate immune system in vivo.",0.08822398577920992,innate immune system,antibody dependent enhancement (ADE)
326,0atk3n2f,25660,ADE,"Although antivirals were available, prophylaxis was not used.",0.08822277467147521,"antivirals were available , prophylaxis was not used",immunopathology
327,u800148j,27004,ADE,"Additionally, the therapeutic potential of KRG as an antiviral and vaccine adjuvant is discussed.",0.08821011130588252,krg,interleukin
328,j2k1oel2,14247,ADE,"On the other hand, BPL-inactivated virus induced higher levels of activation of TLR7 than FA-inactivated virus.",0.08820978091426976,tlr7,interleukin
329,fe2sacjj,33512,ADE,"We know that PRRSV suppresses innate immunity and causes abnormal B cell proliferation and repertoire development, often lymphopenia and thymic atrophy.",0.08818700043552194,suppresses innate immunity,antibody dependent enhancement (ADE)
330,mhfu0e9r,14495,ADE,All recombinant viruses elicited NP- and M2e-specific cellular immune responses in mice.,0.08818617283065497,cellular immune responses,antibody dependent enhancement (ADE)
331,w4qca90s,20545,ADE,Quantitative results of AIV and IBV co-infection showed that interferences between the two viruses yielded decreased viral growth.,0.08818291582868057,decreased viral growth,immunopathology
332,hhge62sl,17547,ADE,A 15 nucleotide deletion was also observed in this vaccine strain.,0.08817765960360821,a 15 nucleotide deletion,immunopathology
333,0w0hx91g,7251,ADE,Multivariate analysis showed that the ELISA titer and antibody avidity were independently associated with severe disease.,0.08817537323238636,elisa titer and antibody avidity,immunopathology
334,gq9age1b,15676,ADE,"In particular, CD11b(+) cells in the lungs of UV-V-immunized mice showed the upregulation of genes associated with the induction of eosinophils after challenge.",0.0881699744332286,cd11b ( + ) cells in the lungs of uv-v-immunized mice,immunopathology
335,mkz7z38o,21228,ADE,The selectivity of the adaptive immune response is based on the enormous diversity of T and B cell antigen-specific receptors.,0.08816133660730058,adaptive immune response is based on the enormous diversity of t and b cell antigen-specific receptors,antibody dependent enhancement (ADE)
336,nj1p4ehx,33532,ADE,"Interestingly, the acute phase of SARS in humans is associated with a severe reduction in the number of T cells in the blood.",0.08815513662678565,severe reduction in the number of t cells in the blood,immunopathology
337,fddihm6o,33781,ADE,"However, in the case of super-infection, the second virus, either AIV or IBV, induced a decrease in the growth of the first inoculated virus.",0.08815201141165074,decrease in the growth of the first inoculated virus,immunopathology
338,w4qca90s,20546,ADE,"However, in the case of super-infection, the second virus, either AIV or IBV, induced a decrease in the growth of the first inoculated virus.",0.0881520090245829,decrease in the growth of the first inoculated virus,immunopathology
339,mn9ry078,11068,ADE,dose also had significant increases in neutralizing antibody titers.,0.08815160461893963,antibody titers,antibody dependent enhancement (ADE)
340,7yw6c5zu,23846,ADE,The proportion of QX-like genotype strains increased over time.,0.08814890569139996,the proportion of qx-like genotype strains,immunopathology
341,iv5s24pe,9170,ADE,"Cytokine ELISA analysis revealed that co-injection of M could enhance the levels of IFN-γ, IL-2 release induced by N antigen.",0.08814831585056251,"ifn-γ , il-2 release induced by n antigen",immunopathology
342,96xoj10p,28161,ADE,We also measured the antiviral activity of p3D-NT56/S.,0.08814824785821943,antiviral,antibody dependent enhancement (ADE)
343,q8i2gfut,11812,ADE,"Furthermore, the rRBD vaccine decreased viral load of lung, trachea and oropharyngeal swabs of monkeys.",0.0881456819883292,decreased viral load,immunopathology
344,8m11ig06,15529,ADE,The use of antiviral medications and corticosteroids may reduce the incidence and severity of chronic pain.,0.08814443485508748,the use of antiviral medications and corticosteroids may reduce the incidence and severity of chronic pain,immunopathology
345,harzowk2,13347,ADE,The pneumococcus is penicillin sensitive.,0.08813826255402671,penicillin,antibody dependent enhancement (ADE)
346,okh6i4l1,11574,ADE,"It was shown that the two vaccines elicited substantial antibody responses, and MNHa induced more significant T cell-mediated immune response than MHa did.",0.08813460108313914,antibody responses,antibody dependent enhancement (ADE)
347,rqzdkyas,24560,ADE,The immune responses developed slowly in jejunum and were associated primarily with the IgG subtypes.,0.08813342821071926,the immune responses developed slowly in jejunum and were associated primarily with the igg subtypes,immunopathology
348,f7f2urzl,11793,ADE,TMB substrate is used for color development.,0.08813041397459692,tmb,interferon
349,d54cgie0,14271,ADE,"After vaccination the antigen-specific T cell response is similar in animals primed with either soluble or membrane-bound antigen, and CD11c(+) dendritic cells increase expression of maturation markers and stimulate proliferation of specific T cells ex vivo.",0.08812864689703714,antigen-specific t cell response,antibody dependent enhancement (ADE)
350,rram4a0i,26290,ADE,PCR-based assays vary in performance.,0.08812770020204007,pcr-based assays,immunopathology
351,3q9x1bwm,34353,ADE,Microneutralization assays and ELISpot analysis demonstrated that PEDV VLPs induced highly specific antibody responses and Th2-mediated humoral immunity.,0.08812648485710675,highly specific antibody responses,antibody dependent enhancement (ADE)
352,spt0oea0,13329,ADE,Their therapeutic potential has also been explored in the treatment of cancer.,0.08812599141668284,their therapeutic potential has also been explored in the treatment of cancer,immunopathology
353,hmw6zj3m,4020,ADE,There are no available vaccines or therapeutic agents.,0.08811663873266158,there are no available vaccines or therapeutic agents,immunopathology
354,dby5aksb,10849,ADE,"In addition to humoral immunity, G-specific Th17- as well as Th1-type T-cell responses were detected in the lungs of Bac-RSV/G-immune mice upon RSV challenge.",0.08811638296037344,humoral immunity,antibody dependent enhancement (ADE)
355,f3duj360,11310,ADE,Both the lungs and the spleen have been demonstrated to support EIAV replication.,0.08811367798381642,both the lungs and the spleen have been demonstrated to support eiav replication,immunopathology
356,kjf2bq0g,6190,ADE,"Currently, there is no vaccine or antiviral treatment.",0.08811010916830211,"currently , there is no vaccine or antiviral treatment",immunopathology
357,brgtwxhe,40230,ADE,"Currently, there are no direct-acting antivirals approved for the treatment of FCV infection.",0.08810790869787508,no direct-acting antivirals approved for the treatment of fcv infection,immunopathology
358,fgwxguoj,26517,ADE,B cells have a number of different roles in the immune response.,0.0881043426280124,b cells,antibody dependent enhancement (ADE)
359,md5mhxvf,36321,ADE,"This may contribute to the T-cell receptor (TCR) interaction, showing a host immunodominant peptide presentation strategy.",0.08810008054172107,"t-cell receptor ( tcr ) interaction , showing a host immunodominant peptide presentation strategy",antibody dependent enhancement (ADE)
360,cpa2sl50,12033,ADE,"Furthermore, these results suggest that activation of TLR4 and TLR5 could be useful for development of vaccines that elicit T cells to prevent toxoplasmosis in humans.",0.08809994389310669,t cells,antibody dependent enhancement (ADE)
361,hx24vacy,29393,ADE,Three of these artificial miRNAs showed significant inhibition of VEEV replication.,0.08809865512944763,artificial mirnas,antibody dependent enhancement (ADE)
362,x0ro1vub,2411,ADE,There is clear technical progress towards the development of vaccines.,0.08809382076669223,vaccines,antibody dependent enhancement (ADE)
363,xcrm9b5u,22065,ADE,"Importantly, LAIV are more efficacious than inactivated vaccines because their ability to mount efficient innate and adaptive humoral and cellular immune responses.",0.0880937536640606,humoral and cellular immune responses,antibody dependent enhancement (ADE)
364,jtmy43by,24375,ADE,No human vaccine is currently available.,0.08808967530346581,human vaccine,antibody dependent enhancement (ADE)
365,gd5d7hec,38281,ADE,"For the H3 HA antigen, both the full-length HA and TM-truncated HA induced high levels of HI and NAb responses.",0.08808607171755575,hi and nab responses,antibody dependent enhancement (ADE)
366,6lfgm9u0,35672,ADE,"Viral RNA, histopathological changes, and viral nucleoprotein were observed in the lung, trachea and sinus of all inoculated mice.",0.08808044167628623,"viral rna , histopathological changes , and viral nucleoprotein",immunopathology
367,o864avb6,7069,ADE,The allergenicity of the epitopes was also evaluated.,0.08807986363930204,epitopes,interleukin
368,sqwg38wc,37703,ADE,Host-elicited or passively-transferred monoclonal antibodies (mAb) are essential mediators of CHIKV clearance.,0.08806914647775692,monoclonal antibodies,antibody dependent enhancement (ADE)
369,q8e08pq0,30303,ADE,"Contrarily, the protective effects can be achieved via regulatory immune responses which lead to the suppression of autoimmune phenomena.",0.08806324398037094,regulatory immune responses,antibody dependent enhancement (ADE)
370,igw16hwb,37845,ADE,RVFV MP12-infected cells also displayed an S phase arrest that was found to be dependent on NSs expression.,0.08806145930510652,s phase arrest,immunopathology
371,3b6r4yyf,14452,ADE,"Both, S-containing exosomes and the adenoviral vector vaccine induced neutralizing antibody titers.",0.08805854184256301,neutralizing antibody titers,immunopathology
372,h6vm2nb0,17608,ADE,Vaccines can be adjuvanted with Toll-like receptor ligands (TLR-Ls) to enhance their efficacy.,0.08805283535452688,vaccines can be adjuvanted with toll-like receptor ligands,antibody dependent enhancement (ADE)
373,6tgyvmnv,24338,ADE,Many antiviral immunoglobulins are being used for short-term pre-exposure prophylaxis or therapy.,0.08805158916080344,antiviral immunoglobulins,immunopathology
374,ytxrrslz,9990,ADE,Here we demonstrate that dengue virus mutants lacking 2′-O-methyltransferase activity are highly sensitive to type I IFN inhibition.,0.08805002838174261,type i ifn inhibition,antibody dependent enhancement (ADE)
375,k3v132dq,38387,ADE,group also showed neutralization activity.,0.08804366544082531,neutralization activity,antibody dependent enhancement (ADE)
376,oh5rrewm,24224,ADE,growth hormone) has revolutionized the treatment of disease.,0.08803930609253044,growth hormone,interleukin
377,8fbwiqqj,32580,ADE,"The immune system exhibits profound age-related changes, collectively termed immunosenescence.",0.08803927988192717,"profound age-related changes , collectively termed immunosenescence",immunopathology
378,cgdlhpvb,7994,ADE,"DAMP-type adjuvants signal via proinflammatory pathways and promote immune cell infiltration, antigen presentation, and effector cell maturation.",0.0880388213164919,"promote immune cell infiltration , antigen presentation , and effector cell maturation",antibody dependent enhancement (ADE)
379,wzozcj6l,40164,ADE,PRRSV nsp1β was identified to be a strong innate immune antagonist.,0.08803090265225533,prrsv nsp1β,interleukin
380,55zrmgxq,19638,ADE,"Finally, the role of interferons as vaccine adjuvants is still being explored but could be promising.",0.08803067679546618,interferons,antibody dependent enhancement (ADE)
381,6j4uh5md,33606,ADE,"Interferons (IFNs) are a group of secreted proteins that play critical roles in antiviral immunity, antitumor activity, activation of cytotoxic T cells, and modulation of host immune responses.",0.08802240832309033,modulation of host immune responses,antibody dependent enhancement (ADE)
382,st0wcabn,13246,ADE,"Furthermore, flow cytometry and ELISA techniques were used to measure the cellular, mucosal, and humoral immune responses of the different orally gavaged mouse groups.",0.08801871161553232,"cellular , mucosal , and humoral immune responses",antibody dependent enhancement (ADE)
383,bq7pds0b,36134,ADE,"They still induced an immune response, however, as judged from the high levels of virus-neutralizing antibodies.",0.08801332949270638,high levels of virus-neutralizing antibodies,immunopathology
384,9u2tl1d5,24669,ADE,"In contrast, there were significantly weaker cellular immune responses, as well as less antibody production than in the control groups.",0.08801233449094062,cellular immune responses,antibody dependent enhancement (ADE)
385,f7j43xaz,33152,ADE,The heterologous titres of sera varied widely.,0.08801160754887427,heterologous titres,immunopathology
386,639isohk,30134,ADE,There is no strong evidence for the use of ancillary therapy.,0.08801087101677049,there is no strong evidence for the use of ancillary therapy,interferon
387,x9piyivm,14484,ADE,Vaccinated rhesus macaques seroconverted rapidly and exhibited high levels of virus-neutralizing activity.,0.08801000815772131,high levels of virus-neutralizing activity,immunopathology
388,m74agsr8,15023,ADE,"Interestingly, Th1 cell activation was induced by immunization schedules including Ad5/MERS, but not by those including only spike protein nanoparticles.",0.08800219808219881,th1 cell activation,interleukin
389,1ksz6nmx,6803,ADE,"Viruses lacking E protein were attenuated, grew in the lung, and provided homologous and heterologous protection.",0.0880007274165657,"viruses lacking e protein were attenuated , grew in the lung , and provided homologous and heterologous protection",antibody dependent enhancement (ADE)
390,f944lv4t,37849,ADE,This helps to facilitate the enhancement of DNA vaccine potency via strategies that modify the properties of APCs.,0.08799782597561609,dna vaccine potency,immunopathology
391,ttcaxqyy,6285,ADE,"These vaccines generally induce powerful humoral and cellular immune responses in appropriate animal models, i.e., transgenic mice or non-human primates.",0.08799100695509263,transgenic mice,immunopathology
392,5imoguak,20060,ADE,The chimeric VP8-S2 antigen was constructed.,0.08797859041000193,chimeric vp8-s2 antigen,interleukin
393,xvvfguht,23621,ADE,"A focal point of current research is the inflammatory response of the host following an encounter with a pathogenic microbe, including variations in chemokine and cytokine production and resulting in changes in bronchial hyper-responsiveness and lung function.",0.087971476620848,variations in chemokine and cytokine production,antibody dependent enhancement (ADE)
394,a6ia8kxf,7254,ADE,Two different vaccine trials were conducted.,0.08796683766852931,vaccine trials,immunopathology
395,pizv41yg,37919,ADE,Viral antigen was undetectable in the lungs on challenge of previously infected animals.,0.0879649003625319,viral antigen was undetectable in the lungs,immunopathology
396,wyanwvxa,10178,ADE,Several studies have focused on the role of the innate immune response in regulating RV replication and pathogenesis.,0.08796276338741726,innate immune response,antibody dependent enhancement (ADE)
397,zn182czp,77,ADE,"However, no specific antiviral treatments or vaccines are available yet.",0.0879545704791132,no specific antiviral treatments or vaccines are available yet,immunopathology
398,snbeblu0,33238,ADE,"In the absence of a targeted vaccine or a pathogen-specific antiviral, broad-spectrum antivirals would function to limit virus spread.",0.08795397945604966,broad-spectrum antivirals,antibody dependent enhancement (ADE)
399,yoepfgu7,35656,ADE,"Our previous study showed that GPCR antagonists, particularly histamine receptor antagonists (antihistamines) inhibit Ebola and Marburg virus entry.",0.08795345070396346,inhibit ebola and marburg virus entry,immunopathology
400,ir4qx9f0,24024,ADE,Contribution of the BM cellular component has been overlooked.,0.08795205926386343,contribution of the bm cellular component has been overlooked,interferon
401,7bf5rx7k,33030,ADE,There is no vaccine or anti-viral medication available.,0.08795136348747318,there is no vaccine or anti-viral medication available,immunopathology
