,pid,title,abstract
842,oti9btqp,In vivo protection against ZIKV infection and pathogenesis through passive antibody transfer and active immunisation with a prMEnv DNA vaccine,"Significant concerns have been raised owing to the rapid global spread of infection and disease caused by the mosquito-borne Zika virus (ZIKV). Recent studies suggest that ZIKV can also be transmitted sexually, further increasing the exposure risk for this virus. Associated with this spread is a dramatic increase in cases of microcephaly and additional congenital abnormalities in infants of ZIKV-infected mothers, as well as a rise in the occurrence of Guillain Barre’ syndrome in infected adults. Importantly, there are no licensed therapies or vaccines against ZIKV infection. In this study, we generate and evaluate the in vivo efficacy of a novel, synthetic, DNA vaccine targeting the pre-membrane+envelope proteins (prME) of ZIKV. Following initial in vitro development and evaluation studies of the plasmid construct, mice and non-human primates were immunised with this prME DNA-based immunogen through electroporation-mediated enhanced DNA delivery. Vaccinated animals were found to generate antigen-specific cellular and humoral immunity and neutralisation activity. In mice lacking receptors for interferon (IFN)-α/β (designated IFNAR(−/−)) immunisation with this DNA vaccine induced, following in vivo viral challenge, 100% protection against infection-associated weight loss or death in addition to preventing viral pathology in brain tissue. In addition, passive transfer of non-human primate anti-ZIKV immune serum protected IFNAR(−/−) mice against subsequent viral challenge. This study in NHP and in a pathogenic mouse model supports the importance of immune responses targeting prME in ZIKV infection and suggests that additional research on this vaccine approach may have relevance for ZIKV control and disease prevention in humans."
843,fb832hlp,Chapter 3 SARS coronavirus infections of the lower respiratory tract and their prevention," The Severe Acute Respiratory Syndrome (SARS) coronavirus was first identified in 2003 when it caused an epidemic of fatal human pneumonia cases that rapidly spread to multiple countries from an epicenter in Hong Kong. The outbreak was eventually controlled by quarantine measures but not before it had caused many fatalities. The original zoonotic source of the SARS virus that caused the outbreak is still unknown but is suspected to be bats. Attempts were made to develop a prophylactic vaccine but the SARS epidemic was over before any vaccines could be tested for human efficacy. As will be discussed in this chapter, coronavirus vaccines present many challenges including low and rapidly waning immunity and the fact that coronavirus vaccines, particularly when formulated with Th2-biased alum adjuvants, can exacerbate coronavirus infection-associated eosinophilic lung immunopathology. Fortunately, this problem can be avoided by formulation of coronavirus vaccines with Th1-type adjuvants that enhance T cell IFN-γ responses, such as, delta inulin or TLR agonists. Hence, appropriate adjuvant selection is vitally important for the development of safe and effective coronavirus vaccines. This chapter will describe the current state of development of SARS vaccines, the issue of coronavirus-associated eosinophilic lung immunopathology and how adjuvants can be used to reduce the risk of this complication."
848,sp212tai,A phase trial of the oral Lactobacillus casei vaccine polarizes Th2 cell immunity against transmissible gastroenteritis coronavirus infection,"Transmissible gastroenteritis coronavirus (TGEV) is a member of the genus Coronavirus, family Coronaviridae, order Nidovirales. TGEV is an enteropathogenic coronavirus that causes highly fatal acute diarrhoea in newborn pigs. An oral Lactobacillus casei (L. casei) vaccine against anti-transmissible gastroenteritis virus developed in our laboratory was used to study mucosal immune responses. In this L. casei vaccine, repetitive peptides expressed by L. casei (specifically the MDP and tuftsin fusion protein (MT)) were repeated 20 times and the D antigenic site of the TGEV spike (S) protein was repeated 6 times. Immunization with recombinant Lactobacillus is crucial for investigations of the effect of immunization, such as the first immunization time and dose. The first immunization is more important than the last immunization in the series. The recombinant Lactobacillus elicited specific systemic and mucosal immune responses. Recombinant L. casei had a strong potentiating effect on the cellular immunity induced by the oral L. casei vaccine. However, during TGEV infection, the systemic and local immune responses switched from Th1 to Th2-based immune responses. The systemic humoral immune response was stronger than the cellular immune response after TGEV infection. We found that the recombinant Lactobacillus stimulated IL-17 expression in both the systemic and mucosal immune responses against TGEV infection. Furthermore, the Lactobacillus vaccine stimulated an anti-TGEV infection Th17 pathway. The histopathological examination showed tremendous potential for recombinant Lactobacillus to enable rapid and effective treatment for TGEV with an intestinal tropism in piglets. The TGEV immune protection was primarily dependent on mucosal immunity."
852,s27bp7ft,Priming T-cell responses with recombinant measles vaccine vector in a heterologous prime-boost setting in non-human primates," Licensed live attenuated virus vaccines capable of expressing transgenes from other pathogens have the potential to reduce the number of childhood immunizations by eliciting robust immunity to multiple pathogens simultaneously. Recombinant attenuated measles virus (rMV) derived from the Edmonston Zagreb vaccine strain was engineered to express simian immunodeficiency virus (SIV) Gag protein for the purpose of evaluating the immunogenicity of rMV as a vaccine vector in rhesus macaques. rMV-Gag immunization alone elicited robust measles-specific humoral and cellular responses, but failed to elicit transgene (Gag)-specific immune responses, following aerosol or intratracheal/intramuscular delivery. However, when administered as a priming vaccine to a heterologous boost with recombinant adenovirus serotype 5 expressing the same transgene, rMV-Gag significantly enhanced Gag-specific T lymphocyte responses following rAd5 immunization. Gag-specific humoral responses were not enhanced, however, which may be due to either the transgene or the vector. Cellular response priming by rMV against the transgene was highly effective even when using a suboptimal dose of rAd5 for the boost. These data demonstrate feasibility of using rMV as a priming component of heterologous prime-boost vaccine regimens for pathogens requiring strong cellular responses."
863,kjf2bq0g,Chikungunya: A Potentially Emerging Epidemic?,"Chikungunya virus is a mosquito-borne emerging pathogen that has a major health impact in humans and causes fever disease, headache, rash, nausea, vomiting, myalgia, and arthralgia. Indigenous to tropical Africa, recent large outbreaks have been reported in parts of South East Asia and several of its neighboring islands in 2005–07 and in Europe in 2007. Furthermore, positive cases have been confirmed in the United States in travelers returning from known outbreak areas. Currently, there is no vaccine or antiviral treatment. With the threat of an emerging global pandemic, the peculiar problems associated with the more immediate and seasonal epidemics warrant the development of an effective vaccine. In this review, we summarize the evidence supporting these concepts."
872,90p6wiz9,Peptide Vaccine: Progress and Challenges,"Conventional vaccine strategies have been highly efficacious for several decades in reducing mortality and morbidity due to infectious diseases. The bane of conventional vaccines, such as those that include whole organisms or large proteins, appear to be the inclusion of unnecessary antigenic load that, not only contributes little to the protective immune response, but complicates the situation by inducing allergenic and/or reactogenic responses. Peptide vaccines are an attractive alternative strategy that relies on usage of short peptide fragments to engineer the induction of highly targeted immune responses, consequently avoiding allergenic and/or reactogenic sequences. Conversely, peptide vaccines used in isolation are often weakly immunogenic and require particulate carriers for delivery and adjuvanting. In this article, we discuss the specific advantages and considerations in targeted induction of immune responses by peptide vaccines and progresses in the development of such vaccines against various diseases. Additionally, we also discuss the development of particulate carrier strategies and the inherent challenges with regard to safety when combining such technologies with peptide vaccines."
874,ttcaxqyy,Vaccine platform recombinant measles virus,"The classic development of vaccines is lengthy, tedious, and may not necessarily be successful as demonstrated by the case of HIV. This is especially a problem for emerging pathogens that are newly introduced into the human population and carry the inherent risk of pandemic spread in a naïve population. For such situations, a considerable number of different platform technologies are under development. These are also under development for pathogens, where directly derived vaccines are regarded as too complicated or even dangerous due to the induction of inefficient or unwanted immune responses causing considerable side-effects as for dengue virus. Among platform technologies are plasmid-based DNA vaccines, RNA replicons, single-round infectious vector particles, or replicating vaccine-based vectors encoding (a) critical antigen(s) of the target pathogens. Among the latter, recombinant measles viruses derived from vaccine strains have been tested. Measles vaccines are among the most effective and safest life-attenuated vaccines known. Therefore, the development of Schwarz-, Moraten-, or AIK-C-strain derived recombinant vaccines against a wide range of mostly viral, but also bacterial pathogens was quite straightforward. These vaccines generally induce powerful humoral and cellular immune responses in appropriate animal models, i.e., transgenic mice or non-human primates. Also in the recent first clinical phase I trial, the results have been quite encouraging. The trial indicated the expected safety and efficacy also in human patients, interestingly independent from the level of prevalent anti-measles immunity before the trial. Thereby, recombinant measles vaccines expressing additional antigens are a promising platform for future vaccines."
879,u896icp9,The Adjuvanticity of an O. volvulus-Derived rOv-ASP-1 Protein in Mice Using Sequential Vaccinations and in Non-Human Primates,"Adjuvants potentiate antigen-specific protective immune responses and can be key elements promoting vaccine effectiveness. We previously reported that the Onchocerca volvulus recombinant protein rOv-ASP-1 can induce activation and maturation of naïve human DCs and therefore could be used as an innate adjuvant to promote balanced Th1 and Th2 responses to bystander vaccine antigens in mice. With a few vaccine antigens, it also promoted a Th1-biased response based on pronounced induction of Th1-associated IgG2a and IgG2b antibody responses and the upregulated production of Th1 cytokines, including IL-2, IFN-γ, TNF-α and IL-6. However, because it is a protein, the rOv-ASP-1 adjuvant may also induce anti-self-antibodies. Therefore, it was important to verify that the host responses to self will not affect the adjuvanticity of rOv-ASP-1 when it is used in subsequent vaccinations with the same or different vaccine antigens. In this study, we have established rOv-ASP-1's adjuvanticity in mice during the course of two sequential vaccinations using two vaccine model systems: the receptor-binding domain (RBD) of SARS-CoV spike protein and a commercial influenza virus hemagglutinin (HA) vaccine comprised of three virus strains. Moreover, the adjuvanticity of rOv-ASP-1 was retained with an efficacy similar to that obtained when it was used for a first vaccination, even though a high level of anti-rOv-ASP-1 antibodies was present in the sera of mice before the administration of the second vaccine. To further demonstrate its utility as an adjuvant for human use, we also immunized non-human primates (NHPs) with RBD plus rOv-ASP-1 and showed that rOv-ASP-1 could induce high titres of functional and protective anti-RBD antibody responses in NHPs. Notably, the rOv-ASP-1 adjuvant did not induce high titer antibodies against self in NHPs. Thus, the present study provided a sound scientific foundation for future strategies in the development of this novel protein adjuvant."
881,p4dy2eo3,Oral immunization with LacVax® OmpA induces protective immune response against Shigella flexneri 2a ATCC 12022 in a murine model," Shigellosis is an acute invasive disease of the lower intestine, which afflicts millions of people worldwide with an estimated one million fatalities per annum. Despite of extensive research during the last two decades, a vaccine against multi-drug resistant Shigella is not yet available in the market. To provide a safe, effective and broad-spectrum vaccine against Shigella, we explored food grade bacteria Lactococcus lactis (L. lactis) for the delivery of conserved antigenic protein; Outer membrane protein A (OmpA) to the mucosal sites for effective elicitation of systemic and mucosal immunity. We have previously confirmed the immunogenic potential of recombinant L. lactis expressing OmpA (LacVax® OmpA) in BALB/c mice. In the present study, we have characterized the humoral and cellular immune profile of LacVax® OmpA and assessed its protective efficacy using a newly developed human like murine shigellosis model. The significant increase in OmpA specific serum IgG, fecal sIgA and a Th1 dominant immune response (indicated by high INF-γ/IL-4 ratio) in LacVax® OmpA immunized mice revealed successful activation of humoral and cellular immunity. The LacVax® OmpA immunized animals were also protected from human-like shigellosis when challenged with S. flexneri 2a ATCC 12022. The antigen specific serum IgG, fecal sIgA, INF-γ and IL-10 levels were found to be the significant correlates of protection. Collectively these results suggest that the LacVax® OmpA is a promising prophylactic candidate against shigellosis. However, the protective efficacy of LacVax® OmpA in the higher animals would further strengthen its future application in humans."
883,wyub1zq2,Efficacy of a live attenuated vaccine in classical swine fever virus postnatally persistently infected pigs,"Classical swine fever (CSF) causes major losses in pig farming, with various degrees of disease severity. Efficient live attenuated vaccines against classical swine fever virus (CSFV) are used routinely in endemic countries. However, despite intensive vaccination programs in these areas for more than 20 years, CSF has not been eradicated. Molecular epidemiology studies in these regions suggests that the virus circulating in the field has evolved under the positive selection pressure exerted by the immune response to the vaccine, leading to new attenuated viral variants. Recent work by our group demonstrated that a high proportion of persistently infected piglets can be generated by early postnatal infection with low and moderately virulent CSFV strains. Here, we studied the immune response to a hog cholera lapinised virus vaccine (HCLV), C-strain, in six-week-old persistently infected pigs following post-natal infection. CSFV-negative pigs were vaccinated as controls. The humoral and interferon gamma responses as well as the CSFV RNA loads were monitored for 21 days post-vaccination. No vaccine viral RNA was detected in the serum samples and tonsils from CSFV postnatally persistently infected pigs for 21 days post-vaccination. Furthermore, no E2-specific antibody response or neutralising antibody titres were shown in CSFV persistently infected vaccinated animals. Likewise, no of IFN-gamma producing cell response against CSFV or PHA was observed. To our knowledge, this is the first report demonstrating the absence of a response to vaccination in CSFV persistently infected pigs."
886,g6w27q0g,Neonatal Immune Development in the Calf and Its Impact on Vaccine Response,"In this article we cover the immunologic response as it develops, the components of passive immunity, and the immune response of young calves. We discuss interference from maternal immunity in the development of specific immunity and vaccine strategies for developing protection against pathogens in calves."
901,ovoli9dr,Rabies-based vaccine induces potent immune responses against Nipah virus,"Nipah Virus (NiV) is a re-emerging zoonotic pathogen in the genus Henipavirus of the Paramyxoviridae family of viruses. NiV is endemic to Bangladesh and Malaysia and is highly fatal to both livestock and humans (human case fatality rate = 74.5%). Currently, there is no approved vaccine against NiV on the market. The goal of this study was to use a recombinant RABV vector expressing NiV glycoprotein (NiV G) to develop a bivalent candidate vaccine against NiV disease and rabies virus (RABV) disease, which is also a significant health burden in the regions where NiV is endemic. The rabies vector is a well-established vaccine strain that lacks neurovirulence and can stably expresses foreign antigens that are immunogenic in various animal models. Mice inoculated intranasally with the live recombinant RABV/NiV vaccine (NIPARAB) showed no signs of disease. To test the immunogenicity of the vaccine candidate, groups of C57BL/6 mice were immunized intramuscularly with a single dose of live vaccine particles or two doses of chemically inactivated viral particles. Both vaccination groups showed NiV G-specific seroconversion, and the inactivated (INAC) vaccine group yielded higher titers of NiV G-specific antibodies. Furthermore, cross-reactivity of NiV G-specific immune sera against Hendra virus (HeV), was confirmed by immunofluorescence (IF) and indirect ELISA against soluble recombinant HeV glycoprotein (HeV G). Both live and killed vaccines induced neutralizing antibodies. These results indicate that NIPARAB may be used as a killed virus vaccine to protect humans against NiV and RABV, and possibly as a preventative measure against HeV as well."
902,95owmyri,Immunotherapy for non-small cell lung cancer,"Developing effective immunotherapy for lung cancer is a daunting but hugely attractive challenge. Until recently, non-small cell lung cancer was thought of as a non-immunogenic tumor, but there is now evidence highlighting the integral role played by both inflammatory and immunological responses in lung carcinogenesis. Despite recent encouraging preclinical and phase I/II data, there is a paucity of phase III trials showing a clear clinical benefit for vaccines in lung cancer. There are many difficulties to overcome prior to the development of a successful therapy. Perhaps a measurable immune response may not translate into a clinically meaningful or radiological response. Patient selection may also be a problem for ongoing clinical studies. The majority of trials for lung cancer vaccines are focused on patients with advanced-stage disease, while the ideal candidates may be patients with a lower tumor burden stage I or II disease. Selecting the exact antigens to target is also difficult. It will likely require multiple epitopes of a diverse set of genes restricted to multiple haplotypes to generate a truly effective vaccine that is able to overcome the various immunologic escape mechanisms that tumors employ. This review discusses active immunotherapy employing protein/peptide vaccines, whole cell vaccines, and dendritic cell vaccines and examines the current data on some novel immunomodulating agents."
914,y0tbvs3t,Chapter Fifteen Nasal Vaccine Delivery," The mucosal surfaces represent the major site of entry of many pathogens, and major challenges in vaccine development include safety and stability in a suitable dosage form. Micro- and nanocarrier-based delivery systems as nasal vaccines induce humoral, cellular, and mucosal immunity. The nasal route of vaccination could also offer immunity at several distant mucosal sites (oral, rectal, vaginal, and pulmonary), which is considered a simplified and cost-effective mode of vaccination with enhanced patient compliance. Most of the nasal vaccine delivery systems in the form of microparticulates, nanoparticulates, and liposomes are currently under development and prove to offer immunity in animal models. The importance and potential of the nasal route of administration for vaccines is unexplored, and this chapter outlines the opportunities, challenges, and potential delivery solutions to facilitate the development of improved nasal vaccines for infectious diseases."
916,7mzsaz7a,DNA Vaccines Against Mycoplasma Elicit Humoral Immune Responses in Ostriches,"In ostriches, the population densities resulting from intensive rearing increases susceptibility to pathogens such as mycoplasmas. In addition to good management practices, vaccination offers an attractive alternative for controlling mycoplasma infections in food animals, instead of using antibiotics, which often leave unacceptable residues. The use of live attenuated vaccines, however, carry the concern of reversion to virulence or genetic recombination with field strains. Currently there are no commercially available vaccines against ostrich-infecting mycoplasmas and this study therefore set out to develop and evaluate the use of a DNA vaccine against mycoplasma infections in ostriches using an OppA protein as antigen. To this end, the oppA gene of “Mycoplasma nasistruthionis sp. nov.” str. Ms03 was cloned into two DNA vaccine expression vectors after codon correction by site-directed mutagenesis. Three-months-old ostriches were then vaccinated intramuscularly at different doses followed by a booster vaccination after 6 weeks. The ability of the DNA vaccines to elicit an anti-OppA antibody response was evaluated by ELISA using the recombinant OppA protein of Ms03 as coating antigen. A statistically significant anti-OppA antibody response could be detected after administration of a booster vaccination indicating that the OppA protein was successfully immunogenic. The responses were also both dose and vector dependent. In conclusion, the DNA vaccines were able to elicit an immune response in ostriches and can therefore be viewed as an option for the development of vaccines against mycoplasma infections."
919,rme6b022,Porcine IL-12 plasmid as an adjuvant improves the cellular and humoral immune responses of DNA vaccine targeting transmissible gastroenteritis virus spike gene in a mouse model,"Transmissible gastroenteritis (TGE), caused by transmissible gastroenteritis virus (TGEV), is a highly infectious disease in pigs. Vaccination is an effective approach to prevent TGEV infection. Here, we evaluated the potential of TGEV S1 as a DNA vaccine and porcine interleukin (pIL)-12 as an adjuvant in a mouse model. A DNA vaccine was constructed with the TGEV S1 gene to induce immune response in an experimental mouse model; pIL-12 was chosen as the immunological adjuvant within this DNA vaccine. The pVAX1-(TGEV-S1) and pVAX1-(pIL-12) vectors were transfected into BHK-21 cells and expressed in vitro. Experimental mice were separately immunized with each of the recombinant plasmids and controls through the intramuscular route. The lymphocytes isolated from the blood and spleen were analyzed for proliferation, cytotoxic activities, and populations of CD4(+) and CD8(+) cells. The titers of TGEV S1 in an enzyme-linked immunosorbent assay (ELISA) and TGEV neutralizing antibodies and the concentrations of interferon (IFN)-γ and IL-4 were also analyzed in the serum. The plasmids pVAX1-(TGEV-S1) and pVAX1-(pIL-12) could be expressed in BHK-21 cells, and the combination of pVAX1-(TGEV-S1) and pVAX1-(pIL-12) could induce a significant increase in all markers. pIL-12 could act as an immunological adjuvant in the DNA vaccine for TGEV-S1. Furthermore, the DNA vaccine prepared using TGEV-S1 and porcine IL-12 could induce excellent humoral and cellular immune responses."
920,gm2g36hc,Immune response development after vaccination of 1-day-old naïve pigs with a Porcine Reproductive and Respiratory Syndrome 1-based modified live virus vaccine,": The development of the innate and adaptive immune responses to Porcine reproductive and respiratory syndrome virus (PRRSV) after vaccination of 1 day-old pigs with a PRRSV-1 based modified live virus (MLV) vaccine by intramuscular (IM) and intranasal (IN) routes was characterised, before and after challenge with a heterologous PRRSV-1 isolate at 18 weeks post-vaccination. Twenty-five PRRSV-seronegative piglets were used. At 1 day of age, pigs were administered with a single dose of vaccine via the IM (n = 10) or the IN route (n = 10). Control group (n = 5) received saline solution. After vaccination, pigs were bled at days 3, 7, 28, 56, 83, 113 and 125. Levels of cytokines IL-10, IL-8, IFN-α (measured by ELISA tests of serum), TNF-α and IFN-γ (measured by ELISA and ELISPOT, respectively, from stimulated peripheral blood mononuclear cells), and serum neutralising antibodies (NA) to the vaccine strain, were measured. RESULTS: The induction of IL-10 was rare, indicating that IL-10 mediated immunomodulation/immune dysfunction was not a feature of this vaccine or of the challenge virus. IL-8 was detected in only two pigs following vaccination, but in the majority of pigs after challenge, indicating that their ability to produce an innate immune response was not impaired. TNF-α was not detected in any vaccinated pigs until day 83. After challenge, only a minority of pigs produced TNF-α. IFN-α was detected in all vaccinated pigs following vaccination, indicating the potential for development of an effective Th1 adaptive immune response. IFN-γ-secreting cells were detected in all vaccinated pigs after vaccination. NA to the vaccine strain were first detected at day 56 in pigs vaccinated by both routes, and remained at similar levels until challenge. After challenge, a boost in NA was observed. The efficacy of the vaccine was demonstrated by reduction of viraemia and nasal shedding after challenge. CONCLUSIONS: The administration of a PRRSV-1 based MLV vaccine to 1 day-old piglets was able to induce an immune response characterised by: (1) undetectable or low levels of IL-10, IL-8 and TNF-α, (2) an increase in IFN-α expression within the first seven days, (3) a gradual increase in the number of antigen-specific IFN-γ-secreting cells, and (4) induction of detectable NA. After challenge with a heterologous strain, there was a rapid boost in NA titres, indicating a priming effect of the vaccine."
925,3463iule,Immunogenicity and protective efficacy in dogs of an MF59™-adjuvanted vaccine against recombinant canine/porcine coronavirus," Recently, canine coronavirus (CCoV) strains with putative recombinant origin with porcine transmissible gastroenteritis virus (TGEV) were shown to be widespread in Europe. In this study, a killed vaccine against TGEV-like CCoV strains, included in the new subtype CCoV-IIb, was developed through inactivation with betapropiolactone and emulsification with MF59™ adjuvant. Safety, immunogenicity and efficacy of the developed vaccine were evaluated in vivo. Five 10-week-old beagle pups were administered (three weeks apart) two vaccine doses, whereas two animals served as unvaccinated controls. The vaccine was shown to be safe as no local neither systemic reactions were observed after first and second dose administration. Serum antibodies against CCoV were detected in vaccinates starting from study day 14 (by enzyme-linked immunosorbent assay) or 28 (by virus neutralisation test). Subsequent challenge with virulent CCoV-IIb resulted in the development of mild gastroenteric disease in control pups, whereas vaccinates did not display clinical signs. Faecal shedding of the challenge virus occurred in both treatment groups, but vaccinated dogs were found to shed very low viral titres in comparison to controls. The developed vaccine may help control the CCoV-IIb-induced disease (and active virus circulation) in environments, such as kennels and shelters, where the pathogenic potential of this virus is greater as a consequence of predisposing factors and concurrent infections."
927,bb27z7h0,The effects of injection of bovine vaccine into a human digit: a case report,: The incidence of needlestick injuries in farmers and veterinary surgeons is significant and the consequences of such an injection can be serious. CASE PRESENTATION: We report accidental injection of bovine vaccine into the base of the little finger. This resulted in increased pressure in the flexor sheath causing signs and symptoms of ischemia. Amputation of the digit was required despite repeated surgical debridement and decompression. CONCLUSION: There have been previous reports of injection of oil-based vaccines into the human hand resulting in granulomatous inflammation or sterile abscess and causing morbidity and tissue loss. Self-injection with veterinary vaccines is an occupational hazard for farmers and veterinary surgeons. Injection of vaccine into a closed compartment such as the human finger can have serious sequelae including loss of the injected digit. These injuries are not to be underestimated. Early debridement and irrigation of the injected area with decompression is likely to give the best outcome. Frequent review is necessary after the first procedure because repeat operations may be required.
931,kbihjy2b,Chapter One The Role of Self-Assembling Lipid Molecules in Vaccination," The advent of vaccines represents one of the most significant advances in medical history. The protection provided by vaccines has greatly contributed in reducing the number of cases of infections and most notably to the eradication of small pox. A large number of new technologies and approaches in vaccine development are currently being investigated with the goal of providing the basis for the next generation of prophylactics against an ever-expanding list of emerging and reemerging pathogens. In this chapter, we will focus on the role of lipids and lipid self-assembling vesicles in new and promising vaccination approaches. We will start by describing how lipids can induce activation of the innate immune system and focus on some lipid-derived vaccine adjuvants. Next, we will review current lipid-based self-assembling particles used as vaccine platforms, specifically liposomes and virus-like particles, and how virus-like particles have facilitated research of highly pathogenic viruses such as Ebola."
941,hqmyund4,Host Single-Nucleotide Polymorphisms and Altered Responses to Inactivated Influenza Vaccine,"We analyzed the relationship between host gene polymorphisms and responses in recipients of inactivated influenza vaccine, who were classified into poor, normal, or adverse response groups. The frequency of the mannose-binding lectin-2 codon 54 allele was significantly different among the 3 types of responders, with a decreased odds ratio for the development of poor or adverse responses (P = .033). There was no statistical relationship between responses and either tumor necrosis factor-α or interleukin (IL)-10 promoter polymorphisms among the 3 response groups. When poor and normal responses were combined, the -1082 A allele in the IL-10 promoter conferred a significantly decreased risk of the development of adverse responses (P = .041). These data indicate that host polymorphisms play a role in determining responses to influenza vaccine."
942,1ksz6nmx,Recombinant Live Vaccines to Protect Against the Severe Acute Respiratory Syndrome Coronavirus,"The severe acute respiratory syndrome (SARS) coronavirus (CoV) was identified as the etiological agent of an acute respiratory disease causing atypical pneumonia and diarrhea with high mortality. Different types of SARS-CoV vaccines, including nonreplicative and vectored vaccines, have been developed. Administration of these vaccines to animal model systems has shown promise for the generation of efficacious and safe vaccines. Nevertheless, the identification of side effects, preferentially in the elderly animal models, indicates the need to develop novel vaccines that should be tested in improved animal model systems. Live attenuated viruses have generally proven to be the most effective vaccines against viral infections. A limited number of SARS-CoV attenuating modifications have been described, including mutations, and partial or complete gene deletions affecting the replicase, like the nonstructural proteins (nsp1 or nsp2), or the structural genes, and drastic changes in the sequences that regulate the expression of viral subgenomic mRNAs. A promising vaccine candidate developed in our laboratory was based on deletion of the envelope E gene alone, or in combination with the removal of six additional genes nonessential for virus replication. Viruses lacking E protein were attenuated, grew in the lung, and provided homologous and heterologous protection. Improvements of this vaccine candidate have been directed toward increasing virus titers using the power of viruses with mutator phenotypes, while maintaining the attenuated phenotype. The safety of the live SARS-CoV vaccines is being increased by the insertion of complementary modifications in genes nsp1, nsp2, and 3a, by gene scrambling to prevent the rescue of a virulent phenotype by recombination or remodeling of vaccine genomes based on codon deoptimization using synthetic biology. The newly generated vaccine candidates are very promising, but need to be evaluated in animal model systems that include young and aged animals."
944,mpe1xrr1,Safety and Immunogenicity of High Dose Trivalent Inactivated Influenza Vaccine in Pediatric Patients with Acute Lymphoblastic Leukemia,": Although children with acute lymphoblastic leukemia (ALL) mount immune responses after vaccination with the trivalent influenza vaccine (TIV), these responses are lower compared to controls. Recently, a high dose (HD) TIV was found to increase the level of antibody response in elderly patients compared to the standard dose (SD) TIV. We hypothesized that the HD TIV would be well-tolerated and more immunogenic compared to the SD TIV in pediatric subjects with ALL. PROCEDURE: This was a randomized, double-blind, phase I safety and immunogenicity trial comparing the HD to the SD TIV in children with ALL. Subjects were randomized 2:1 to receive either the HD (60µg) or the SD (15µg) TIV. Local and systemic reactions were solicited, hemagglutinin inhibition titers to influenza virus antigens were measured, and monitoring labs were collected prior to and/or after each vaccination. RESULTS: Fifty subjects were enrolled (34 HD, 16 SD). Mean age was 8.5 years; 63% were male, and 80% were in maintenance therapy. There were no significant differences reported in local or systemic symptoms. No severe adverse events were attributed to vaccination. No significant differences between the HD and SD TIV groups were noted for immune responses. CONCLUSIONS: No differences were noted between the HD and SD TIV groups for solicited systemic and local reactions. Since this study was not powered for immunogenicity, a phase II trial is needed to determine the immunogenicity of HD versus SD TIV in the pediatric ALL population."
959,v55piprx,An M2e-based multiple antigenic peptide vaccine protects mice from lethal challenge with divergent H5N1 influenza viruses,": A growing concern has raised regarding the pandemic potential of the highly pathogenic avian influenza (HPAI) H5N1 viruses. Consequently, there is an urgent need to develop an effective and safe vaccine against the divergent H5N1 influenza viruses. In the present study, we designed a tetra-branched multiple antigenic peptide (MAP)-based vaccine, designated M2e-MAP, which contains the sequence overlapping the highly conserved extracellular domain of matrix protein 2 (M2e) of a HPAI H5N1 virus, and investigated its immune responses and cross-protection against different clades of H5N1 viruses. RESULTS: Our results showed that M2e-MAP vaccine induced strong M2e-specific IgG antibody responses following 3-dose immunization of mice with M2e-MAP in the presence of Freunds' or aluminium (alum) adjuvant. M2e-MAP vaccination limited viral replication and attenuated histopathological damage in the challenged mouse lungs. The M2e-MAP-based vaccine protected immunized mice against both clade1: VN/1194 and clade2.3.4: SZ/406H H5N1 virus challenge, being able to counteract weight lost and elevate survival rate following lethal challenge of H5N1 viruses. CONCLUSIONS: These results suggest that M2e-MAP presenting M2e of H5N1 virus has a great potential to be developed into an effective subunit vaccine for the prevention of infection by a broad spectrum of HPAI H5N1 viruses."
962,z9780v62,"Middle East Respiratory Syndrome Coronavirus (MERS-CoV): Infection, Immunological Response, and Vaccine Development","Middle East respiratory syndrome coronavirus (MERS-CoV) first emerged in late 2012. Since its emergence, a total of 2279 patients from 27 countries have been infected across the globe according to a World Health Organization (WHO) report (Feb. 12th, 2019). Approximately 806 patients have died. The virus uses its spike proteins as adhesive factors that are proinflammatory for host entry through a specific receptor called dipeptidyl peptidase-4 (DPP4). This receptor is considered a key factor in the signaling and activation of the acquired and innate immune responses in infected patients. Using potent antigens in combination with strong adjuvants may effectively trigger the activation of specific MERS-CoV cellular responses as well as the production of neutralizing antibodies. Unfortunately, to date, there is no effective approved treatment or vaccine for MERS-CoV. Thus, there are urgent needs for the development of novel MERS-CoV therapies as well as vaccines to help minimize the spread of the virus from infected patients, thereby mitigating the risk of any potential pandemics. Our main goals are to highlight and describe the current knowledge of both the innate and adaptive immune responses to MERS-CoV and the current state of MERS-CoV vaccine development. We believe this study will increase our understanding of the mechanisms that enhance the MERS-CoV immune response and subsequently contribute to the control of MERS-CoV infections."
