,animal
8596,1
8597,1
8598,1
8599,1
8600,0
8601,0
8602,1
8603,0
8604,1
8605,1
8606,1
8607,1
8608,1
8609,1
8610,1
8611,1
8612,1
8613,1
8614,1
8615,1
8616,1
8617,0
8618,1
8619,0
8620,0
8621,0
8622,1
8623,1
8624,1
8625,0
8626,1
8627,0
8628,1
8629,1
8630,1
8631,1
8632,1
8633,1
8634,1
8635,1
8636,1
8637,0
8638,1
8639,1
8640,1
8641,1
8642,1
8643,1
8644,1
8645,0
8646,1
8647,1
8648,1
8649,0
8650,1
8651,1
8652,1
8653,0
8654,1
8655,1
8656,1
8657,1
8658,1
8659,0
8660,1
8661,1
8662,1
8663,1
8664,1
8665,1
8666,1
8667,0
8668,1
8669,1
8670,0
8671,1
8672,1
8673,1
8674,1
8675,1
8676,1
8677,1
8678,0
8679,1
8680,1
8681,1
8682,0
8683,1
8684,1
8685,0
8686,0
8687,0
8688,0
8689,1
8690,1
8691,1
8692,0
8693,1
8694,0
8695,1
8696,0
8697,1
8698,1
8699,0
8700,1
8701,0
8702,0
8703,0
8704,1
8705,0
8706,1
8707,1
8708,1
8709,0
8710,0
8711,1
8712,1
8713,1
8714,1
8715,1
8716,1
8717,1
8718,1
8719,0
8720,1
8721,1
8722,0
8723,1
8724,0
8725,1
8726,0
8727,1
8728,1
8729,0
8730,1
8731,0
8732,1
8733,1
8734,1
8735,1
8736,0
8737,1
8738,1
8739,0
8740,1
8741,1
8742,1
8743,1
8744,1
8745,1
8746,1
8747,1
8748,0
8749,1
8750,1
8751,1
8752,0
8753,1
8754,1
8755,0
8756,0
8757,0
8758,1
8759,1
8760,0
8761,1
8762,1
8763,0
8764,1
8765,1
8766,1
8767,0
8768,1
8769,0
8770,1
8771,0
8772,0
8773,0
8774,1
8775,0
8776,0
8777,0
8778,1
8779,0
8780,0
8781,0
8782,1
8783,1
8784,0
8785,1
8786,1
8787,1
8788,1
8789,1
8790,1
8791,1
8792,1
8793,1
8794,1
8795,0
8796,1
8797,1
8798,0
8799,1
8800,1
8801,1
8802,0
8803,1
8804,0
8805,1
8806,1
8807,1
8808,1
8809,0
8810,0
8811,0
8812,1
8813,0
8814,1
8815,1
8816,1
8817,1
8818,1
8819,1
8820,0
8821,0
8822,0
8823,1
8824,0
8825,0
8826,0
8827,1
8828,1
8829,0
8830,0
8831,1
8832,1
8833,1
8834,0
8835,1
8836,1
8837,1
8838,0
8839,0
8840,1
8841,1
8842,1
8843,1
8844,0
8845,1
8846,0
8847,1
8848,1
8849,1
8850,0
8851,1
8852,0
8853,1
8854,1
8855,1
8856,1
8857,1
8858,0
8859,1
8860,1
8861,0
8862,1
8863,0
8864,1
8865,1
8866,1
8867,0
8868,0
8869,1
8870,1
8871,1
8872,1
8873,0
8874,1
8875,1
8876,1
8877,1
8878,1
8879,0
8880,1
8881,0
8882,1
8883,1
8884,1
8885,1
8886,1
8887,0
8888,1
8889,0
8890,1
8891,0
8892,0
8893,1
8894,0
8895,0
8896,1
8897,0
8898,0
8899,1
8900,0
8901,1
8902,0
8903,1
8904,1
8905,1
8906,0
8907,1
8908,0
8909,0
8910,1
8911,0
8912,0
8913,1
8914,1
8915,1
8916,0
8917,0
8918,1
8919,1
8920,1
8921,1
8922,0
8923,1
8924,0
8925,0
8926,1
8927,0
8928,0
8929,1
8930,0
8931,0
8932,1
8933,1
8934,1
8935,1
8936,1
8937,1
8938,1
8939,1
8940,0
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,1
8948,1
8949,1
8950,1
8951,1
8952,0
8953,1
8954,0
8955,0
8956,0
8957,1
8958,1
8959,1
8960,1
8961,1
8962,1
8963,0
8964,0
8965,1
8966,1
8967,0
8968,1
8969,1
8970,0
8971,1
8972,0
8973,1
8974,0
8975,1
8976,1
8977,1
8978,1
8979,0
8980,1
8981,1
8982,0
8983,1
8984,0
8985,0
8986,1
8987,1
8988,0
8989,1
8990,0
8991,1
8992,1
8993,1
8994,1
8995,0
8996,1
8997,1
8998,1
8999,0
9000,1
9001,1
9002,1
9003,1
9004,0
9005,1
9006,1
9007,1
9008,0
9009,1
9010,0
9011,1
9012,0
9013,0
9014,0
9015,1
9016,1
9017,1
9018,1
9019,1
9020,0
9021,0
9022,0
9023,1
9024,0
9025,1
9026,1
9027,1
9028,0
9029,1
9030,1
9031,1
9032,1
9033,1
9034,1
9035,1
9036,1
9037,1
9038,1
9039,0
9040,1
9041,0
9042,1
9043,1
9044,1
9045,1
9046,1
9047,1
9048,1
9049,1
9050,1
9051,1
9052,0
9053,1
9054,1
9055,1
9056,1
9057,0
9058,0
9059,1
9060,0
9061,0
9062,0
9063,0
9064,1
9065,0
9066,0
9067,1
9068,1
9069,0
9070,1
9071,0
9072,1
9073,1
9074,1
9075,0
9076,1
9077,1
9078,1
9079,1
9080,1
9081,0
9082,0
9083,0
9084,0
9085,1
9086,1
9087,0
9088,1
9089,1
9090,1
9091,0
9092,1
9093,0
9094,1
9095,0
9096,0
9097,0
9098,1
9099,1
9100,0
9101,1
9102,0
9103,1
9104,1
9105,1
9106,1
9107,1
9108,0
9109,0
9110,0
9111,0
9112,1
9113,1
9114,1
9115,1
9116,0
9117,1
9118,1
9119,1
9120,1
9121,0
9122,1
9123,0
9124,0
9125,1
9126,1
9127,1
9128,0
9129,1
9130,0
9131,1
9132,1
9133,1
9134,1
9135,0
9136,1
9137,1
9138,0
9139,1
9140,0
9141,1
9142,1
9143,1
9144,0
9145,1
9146,1
9147,1
9148,1
9149,1
9150,0
9151,1
9152,1
9153,0
9154,1
9155,1
9156,0
9157,1
9158,1
9159,1
9160,1
9161,1
9162,1
9163,1
9164,1
9165,1
9166,1
9167,0
9168,0
9169,1
9170,1
9171,1
9172,1
9173,1
9174,1
9175,0
9176,1
9177,1
9178,0
9179,0
9180,1
9181,0
9182,1
9183,1
9184,1
9185,0
9186,0
9187,0
9188,0
9189,1
9190,1
9191,1
9192,1
9193,1
9194,1
9195,1
9196,0
9197,1
9198,1
9199,1
9200,1
9201,0
9202,0
9203,0
9204,0
9205,0
9206,1
9207,0
9208,1
9209,1
9210,1
9211,0
9212,1
9213,0
9214,0
9215,0
9216,0
9217,0
9218,0
9219,1
9220,1
9221,1
9222,1
9223,1
9224,0
9225,0
9226,0
9227,0
9228,1
9229,1
9230,0
9231,0
9232,1
9233,1
9234,1
9235,1
9236,1
9237,0
9238,1
9239,0
9240,0
9241,1
9242,1
9243,1
9244,0
9245,1
9246,1
9247,1
9248,1
9249,1
9250,0
9251,0
9252,1
9253,1
9254,0
9255,1
9256,0
9257,0
9258,0
9259,0
9260,1
9261,0
9262,1
9263,0
9264,1
9265,1
9266,1
9267,0
9268,0
9269,1
9270,1
9271,0
9272,1
9273,1
9274,1
9275,0
9276,1
9277,1
9278,0
9279,1
9280,0
9281,1
9282,1
9283,0
9284,1
9285,0
9286,1
9287,0
9288,1
9289,1
9290,1
9291,0
9292,0
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9299,0
9300,1
9301,1
9302,1
9303,0
9304,1
9305,1
9306,1
9307,0
9308,0
9309,1
9310,1
9311,1
9312,0
9313,0
9314,1
9315,0
9316,0
9317,1
9318,1
9319,1
9320,1
9321,0
9322,0
9323,1
9324,0
9325,1
9326,1
9327,1
9328,1
9329,0
9330,1
9331,0
9332,1
9333,1
9334,1
9335,1
9336,1
9337,1
9338,1
9339,1
9340,1
9341,1
9342,1
9343,0
9344,0
9345,1
9346,1
9347,0
9348,0
9349,1
9350,0
9351,0
9352,1
9353,0
9354,1
9355,0
9356,1
9357,1
9358,1
9359,1
9360,0
9361,1
9362,0
9363,1
9364,1
9365,1
9366,0
9367,0
9368,1
9369,0
9370,1
9371,1
9372,1
9373,1
9374,0
9375,1
9376,1
9377,1
9378,1
9379,0
9380,1
9381,1
9382,1
9383,1
9384,1
9385,1
9386,0
9387,1
9388,0
9389,1
9390,0
9391,0
9392,1
9393,1
9394,1
9395,1
9396,1
9397,1
9398,1
9399,1
9400,1
9401,1
9402,1
9403,0
9404,1
9405,1
9406,1
9407,0
9408,1
9409,0
9410,1
9411,0
9412,1
9413,1
9414,1
9415,0
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,0
9423,0
9424,0
9425,1
9426,0
9427,0
9428,0
9429,1
9430,1
9431,0
9432,1
9433,0
9434,0
9435,1
9436,1
9437,0
9438,1
9439,1
9440,0
9441,1
9442,0
9443,0
9444,1
9445,1
9446,1
9447,0
9448,1
9449,1
9450,0
9451,0
9452,0
9453,1
9454,0
9455,1
9456,0
9457,0
9458,1
9459,1
9460,1
9461,0
9462,1
9463,1
9464,0
9465,1
9466,1
9467,1
9468,0
9469,1
9470,0
9471,1
9472,1
9473,0
9474,0
9475,1
9476,1
9477,0
9478,1
9479,1
9480,0
9481,1
9482,1
9483,0
9484,1
9485,1
9486,1
9487,1
9488,0
9489,1
9490,0
9491,1
9492,1
9493,0
9494,0
9495,1
9496,0
9497,1
9498,1
9499,0
9500,1
9501,1
9502,1
9503,0
9504,1
9505,1
9506,1
9507,1
9508,1
9509,1
9510,1
9511,1
9512,0
9513,0
9514,0
9515,0
9516,0
9517,1
9518,1
9519,0
9520,1
9521,0
9522,1
9523,1
9524,0
9525,1
9526,0
9527,1
9528,1
9529,0
9530,0
9531,1
9532,0
9533,1
9534,1
9535,1
9536,0
9537,1
9538,1
9539,0
9540,0
9541,0
9542,1
9543,1
9544,1
9545,1
9546,1
9547,1
9548,1
9549,0
9550,1
9551,1
9552,0
9553,1
9554,0
9555,0
9556,0
9557,1
9558,0
9559,0
9560,1
9561,1
9562,0
9563,0
9564,0
9565,1
9566,1
9567,1
9568,1
9569,1
9570,0
9571,0
9572,0
9573,1
9574,1
9575,1
9576,1
9577,1
9578,1
9579,1
9580,1
9581,1
9582,1
9583,1
9584,1
9585,1
9586,1
9587,1
9588,0
9589,1
9590,1
9591,1
9592,0
9593,1
9594,1
9595,1
9596,0
9597,0
9598,0
9599,1
9600,0
9601,1
9602,0
9603,1
9604,1
9605,1
9606,0
9607,0
9608,1
9609,1
9610,1
9611,0
9612,1
9613,0
9614,0
9615,0
9616,1
9617,1
9618,1
9619,1
9620,1
9621,1
9622,1
9623,1
9624,1
9625,0
9626,0
9627,0
9628,1
9629,1
9630,1
9631,0
9632,0
9633,1
9634,1
9635,1
9636,1
9637,1
9638,1
9639,0
9640,1
9641,1
9642,1
9643,1
9644,1
9645,0
9646,1
9647,1
9648,1
9649,0
9650,1
9651,0
9652,0
9653,1
9654,1
9655,0
9656,0
9657,1
9658,1
9659,0
9660,0
9661,0
9662,1
9663,1
9664,1
9665,1
9666,1
9667,1
9668,1
9669,1
9670,1
9671,1
9672,0
9673,1
9674,1
9675,1
9676,1
9677,1
9678,1
9679,1
9680,1
9681,1
9682,1
9683,1
9684,1
9685,1
9686,1
9687,1
9688,0
9689,0
9690,1
9691,1
9692,0
9693,1
9694,0
9695,1
9696,0
9697,1
9698,0
9699,1
9700,0
9701,1
9702,0
9703,1
9704,0
9705,1
9706,0
9707,1
9708,1
9709,1
9710,1
9711,0
9712,1
9713,1
9714,1
9715,0
9716,1
9717,1
9718,1
9719,1
9720,0
9721,1
9722,0
9723,1
9724,1
9725,1
9726,1
9727,1
9728,1
9729,1
9730,1
9731,1
9732,1
9733,0
9734,1
9735,1
9736,1
9737,1
9738,1
9739,1
9740,1
9741,1
9742,1
9743,1
9744,1
9745,1
9746,1
9747,1
9748,0
9749,1
9750,1
9751,0
9752,1
9753,0
9754,1
9755,1
9756,0
9757,1
9758,1
9759,0
9760,1
9761,0
9762,0
9763,1
9764,0
9765,0
9766,1
9767,0
9768,1
9769,1
9770,0
9771,0
9772,1
9773,1
9774,1
9775,1
9776,1
9777,1
9778,1
9779,0
9780,0
9781,1
9782,1
9783,0
9784,1
9785,1
9786,1
9787,1
9788,0
9789,1
9790,1
9791,1
9792,1
9793,1
9794,1
9795,1
9796,0
9797,1
9798,1
9799,0
9800,1
9801,1
9802,1
9803,1
9804,1
9805,0
9806,0
9807,1
9808,0
9809,1
9810,1
9811,0
9812,0
9813,0
9814,0
9815,0
9816,1
9817,1
9818,1
9819,1
9820,1
9821,0
9822,0
9823,0
9824,0
9825,1
9826,1
9827,1
9828,1
9829,0
9830,1
9831,0
9832,1
9833,0
9834,1
9835,0
9836,1
9837,1
9838,1
9839,1
9840,0
9841,1
9842,1
9843,0
9844,1
9845,0
9846,1
9847,1
9848,1
9849,1
9850,0
9851,1
9852,1
9853,1
9854,1
9855,1
9856,1
9857,0
9858,0
9859,1
9860,1
9861,1
9862,0
9863,1
9864,0
9865,1
9866,1
9867,1
9868,1
9869,0
9870,1
9871,1
