,sent
1763,"In the case of killed particles, HeV neutralizing serum titers were very similar between the two platforms."
1764,The development of adenoviral vectors based on non-human serotypes such as the chimpanzee adenovirus AdC7 may allow for their utilization in populations harboring neutralizing antibodies to common human serotypes.
1765,"The results are important not only because this virus is of economic importance to poultry industry, but also because it is important for elucidating the origin and evolution of other coronaviruses."
1766, Porcine epidemic diarrhea virus (PEDV) first emerged in the United States in 2013 causing high mortality and morbidity in neonatal piglets with immense economic losses to the swine industry.
1767,"Taken together, our results indicate that this optimized M2e DNA vaccine is a promising candidate for the development of a universal, broad-spectrum influenza virus vaccine."
1768,"Among the influenza A viruses, A/H1N1/ pdm09 subtype was a more frequent source of infection than A/H3N2/ subtype."
1769,RECENT FINDINGS: There is strong evidence for respiratory syncytial virus (RSV) and human rhinovirus (RV) wheezing illnesses as important risk factors for asthma inception.
1770,"We compared the age-specific effective reproductive numbers (R) of measles during 2009–2016 in Guangdong, China."
1771,We utilized the guinea pig model because their skin is similar in thickness and morphology to humans.
1772,"Other factors associated with severe influenza were: delayed antiviral therapy, diabetes mellitus, time since transplantation <90 days and pneumonia."
1773,"We will emphasize the industrial perspectives on inactivation and decontamination experiments, the selection of the most promising vaccine candidate, the production process and the choice and use of animal models in such a pressing and difficult situation."
1774,BRV-associated diarrhea and shedding occurred in 9 of 10 control calves.
1775,"Here, protein sequences of homologous nonstructural protein 4 of beta coronavirus are collected and conserved regions present in them are investigated via phylogenetic study to determine the most immunogenic part of protein."
1776,"During July 16 to December 28, 2013, we received 8,241 rabies PEP application; 6,634 (80.5%) were consistent with recommendations."
1777,"During the study, approximately 5 wk in duration, sera from the cattle, collected at weekly intervals, were tested for BVDV by cell culture."
1778,of HAd-WT did not adversely impact the protective efficacy of the vaccine.
1779,Here we present the genomic sequence of a novel nonhuman primate CMV from cynomolgus macaques (Macaca fascicularis; CyCMV).
1780,Vaccination for Pandemic Influenza and Severe Acute Respiratory Syndrome: Common Issues and Concerns
1781,: Laboratory testing is a fundamental component of influenza surveillance for detecting novel strains with pandemic potential and informing biannual vaccine strain selection.
1782,"Advances include laboratory-based basic studies, cell-based assays, work in animal models, and clinical studies."
1783,We have previously demonstrated that a receptor-binding domain (RBD) fragment containing residues 377–588 of MERS-coronavirus (MERS-CoV) spike protein is a critical neutralizing domain and an important vaccine target.
1784,The swine flu pandemic which occurred in 2009 reminded us of the Spanish flu that killed over 40 million people.
1785,"These results suggest that the recombinant L. lactis, which expresses Cag12, may be applicable as an oral vaccine to induce protective immunity against H. pylori."
1786,The immunogenicity of SUDV VLPs produced in insect cells was evaluated by the immunization of mice.
1787,Vaccine development is a high priority for ZIKV control.
1788,The maturation of virus-specific immunoglobulin G avidity during severe acute respiratory syndrome–associated coronavirus infection was examined.
1789,"Sequence analysis revealed that the virulent viruses [P3 and P95C13 (CCL81)] had one, one, sixteen (including an early termination of nine amino acids) and two amino acid differences in non-structure protein 1 (nsp1), nsp4, spike and membrane proteins, respectively, from the fully attenuated P160."
1790,This was reflected in a similar increase in the titre and duration of specific antibody in milk and colostrum that was passed on to the calves.
1791,There is accumulating data from many preclinical and clinical studies that highlights the excellent safety and immunogenicity of MVA.
1792,Conclusion RSV is an infrequent cause of ILI during periods of influenza virus circulation but can cause severe complications in hospitalized adults.
1793,"Although occasional children with influenza have developed encephalopathy, from 2000 through 2004 there was an increase in the number of serious cases of acute necrotizing encephalopathy accompanying infection with the influenza A 2009 strain."
1794,"These results demonstrated that pPI-2.EGFP.VP7.S possess the immunological functions of the VP7 proteins of PoRV and S proteins of PEDV, indicating that pPI-2.EGFP.VP7.S is a candidate vaccine for porcine rotaviral infection (PoR) and porcine epidemic diarrhea (PED)."
1795," Fimbrial vaccines are routinely given parenterally to pregnant cattle, sheep and swine to protect suckling newborn calves, lambs and pigs against enterotoxigenic Escherichia coli (ETEC) infections."
1796,"In the present study, various influenza H1, H3, H5, and H9 hemagglutinin (HA) proteins were expressed in insect cells, and then mice were subcutaneously immunized with the expressed HA proteins, and challenged by influenza A viruses (A/Puerto Rico/8/1934 (H1N1) or A/chicken/Guangdong/96 (H9N2))."
1797,This report expands our understanding of the specificity and duration of anti-SARS coronavirus CD4+ T-cell immune responses.
1798,"If any adverse effects are observed in the course of these studies, they should be fully evaluated and a final safety decision made accordingly."
1799,"The present knowledge of other disease conditions, vaccine effectiveness and safety makes the use of vaccines for other diseases of questionable value."
1800,"In this review, the current state of vaccine development against human severe acute respiratory syndrome (SARS) coronavirus, focusing on recently published data is assessed."
1801,"Thus, the low morbidity and mortality rates among the pilgrims could be attributed to the characteristics of A(H1N1)pdm09, which causes morbidity and mortality in a way similar to the seasonal influenza infections, absence of high‐risk individuals among the Iranian pilgrims, and the instructions given to them about contact and hand hygiene, and respiratory etiquette."
1802,"In dairy calves, there was a surge in pro-inflammatory cytokine gene expression possibly due to the stress of separation from the dam."
1803,"In this study, a novel vesicular stomatitis virus expressing TFP846 (VSV-846) was developed and the immune responses elicited by VSV-846 were evaluated."
1804,These results suggest that RBD219-N1 could be selected as an optimal SARS vaccine candidate for further development.
1805,cho in swine.
1806,Recent studies suggest that nucleocapsid (N) proteins from coronaviruses and other viruses can be useful antiviral drug targets against viral infections.
1807,The three most promising compounds (17-DMAG; BGB324; and NCK-8) were further screened for in vivo activity in the guinea pig model of EBOV disease.
1808,"Compared to individuals infected in non-6B/6B.1/6B.2 seasons (2009/2010, 2010/2011, and 2012/2013), those infected in 6B/6B.1/6B.2 seasons (2013/2014 and 2015/2016) were at higher risk for influenza-related complications (adjusted odds ratio [aOR]: 1.6, 95% confidence interval [CI]: 1.0–2.8), pneumonia (aOR: 1.78, 95% CI: 1.04–3.04), mechanical ventilation (aOR: 2.6, 95% CI: 1.2–5.6), and acute respiratory distress syndrome (aOR: 5.5, 95% CI: 1.9–15.9)."
1809,"The vaccine was identified by Western blot, mass spectrographic analysis, ELISA and electron microscopy."
1810,Methods Confirmed cases were defined by the presence of ILI and a positive nasopharyngeal polymerase chain reaction swab for influenza A H3.
1811,"CONCLUSION: Through systematically evaluating and comparing the immunogenicity of the constructed recombinant Salmonella strains in mice, we identified their respective advantages and deleterious or synergistic effects."
1812,"RESULTS: Surveillance data showed that of 4003 specimens tested by the RI laboratories, 20.2% (n = 810) were positive for influenza virus."
1813,We have also used the rabies virus (RV) as a viral vector to design a recombinant vaccine by expressing the MERS-CoV S1 (spike) protein on the surface of the RV.
1814,"Incidence of symptomatic laboratory‐confirmed influenza was similar for participants in the vaccine and prophylaxis arms (17% and 24%, respectively; P = 0·71)."
1815,"The binding is functionally relevant, because opsonization of bovine leukocytes with alloantibodies led to an elevated cytophagocytosis by bovine macrophages."
1816,"Similar to other coronaviruses, spike (S)-glycoprotein of the virus interacts with a cellular receptor and mediates membrane fusion to allow viral entry into susceptible target cells."
1817,"The management of emerging zoonoses is best approached from a One Health perspective as it benefits biosecurity as well as a public health, including the health of those most at risk, in this case private veterinarians."
1818,"The likely source of the infection was pigs that were shedding the identified PRRSV, which were housed in a separate room of the same building."
1819,Analysis of HG mRNA confirmed expression of the polymeric immunoglobulin receptor (pIgR).
1820,"Moreover, it focused on the long-term outcomes of respiratory syncytial virus and rhinovirus infections in prematurely born infants and emphasised the necessity for the development of relevant preventative strategies."
1821,"Sera from 10 dogs that developed immediate-type allergic reactions such as circulatory collapse, cyanosis, dyspnea, facial edema, and vomiting within 1h after vaccination with non-rabies monovalent or combined vaccines and sera from 50 dogs that did not develop allergic reactions after vaccination were collected."
1822,METHODS: Children aged 0·5–3 years were prospectively recruited from child care centres (CCCs).
1823,"The complete genome sequence of a variant of porcine deltacoronavirus, isolated from a diarrheal piglet and designated CH/JXJGS01/2016, was sequenced and analyzed."
1824,At least one of the three potential pathogens was found on every farm.
1825, Introduction We estimated influenza vaccine effectiveness (IVE) to prevent laboratory-confirmed influenza-related hospitalizations in patients 18 years old or older during the 2010–2011 influenza season.
1826,"CONCLUSIONS AND RELEVANCE: The findings of this study support having high targets for 2-dose measles vaccine coverage, particularly among school-aged children in the United States."
1827,Future research should seek to identify which influenza prevention activities and education materials are most effective.
1828,"Conclusions 2017–2018 influenza season was an unusual epidemic season with an early onset, great predominance of influenza B (Yamagata strain) virus with a high hospitalization rate of severe cases among elderly stressing the need to upgrade vaccine uptake in this age group."
1829,"To investigate the efficiency for the post-exposure treatment of rabies, the details of 244 rabies patients, including their anti-rabies treatment of injuries or related incidents, were ascertained in Guangdong provincial jurisdiction."
1830,"Multiplex PCR was performed to detect respiratory viruses: influenza virus, adenovirus, coronavirus, respiratory syncytial virus, rhinovirus, human metapneumovirus, parainfluenza virus, bocavirus, and enterovirus."
1831,"In this study, we generated two monoclonal antibodies (mAbs), designated as 6D10 and 4F10, which were directed against the N protein of IBV using the whole viral particles as immunogens."
1832,"Therefore, understanding the virulence mechanisms of this pathogen and developing efficacious vaccines are of high importance to prevent epidemics from this and other human coronaviruses."
1833,"The isolated virus was confirmed to be PEDV via RT-PCR, electron microscopy, a cytopathic effect assay and sequence analysis."
1834,"Here we show, using a novel method, that the S1(A) domain specifically binds to the nasal epithelium of dromedary camels, alveolar epithelium of humans, and intestinal epithelium of common pipistrelle bats."
1835,and compared with mice immunized with the killed vaccine or mice immunized with AcHERV-HA.
1836,Swine influenza viruses (SIV) regularly cause significant disease in pigs worldwide.
1837,This study aims to understand barriers and motivators behind older adult’s decision on influenza vaccination.
1838,PEDV-specific immune responses in sera and colostrum of the sow and piglets were assayed by ELISA and virus neutralization assays.
1839,"In this paper, we demonstrate the uses of some simple mathematical models for the study of disease dynamics in a pandemic situation with a focus on influenza."
1840,Providers should consider mumps in patients with exposure to a known case or international travel to endemic regions who present with consistent signs and symptoms.
1841," So far, there is a lack of effective drugs for the new coronavirus pneumonia."
1842,We developed a new DNA plasmid (pCGWHc) and recombinant adenoviruses (AdVs) showing high expression levels of WHcAg.
1843, E protein is a membrane component of severe acute respiratory syndrome coronavirus (SARS-CoV).
1844,"The animals were sacrificed, and nasal and lung tissue virus yields were determined by plaque titration."
1845,In this study we asked: 1) whether HPV16 VLP administered by microneedles could induce protective immune responses to HPV16 and 2) whether HPV16 PsV-encapsidated plasmids delivered by microneedles could elicit immune responses to both HPV and the antigen delivered by the transgene.
1846,We have now demonstrated that this therapeutic response is dependent on T cells and we have investigated the potential to focus the NDV-induced immune response toward a tumor-associated antigen (TAA) to enhance the inherent therapeutic efficacy of NDV further.
1847,"The most affected population were younger children of 1–4 years before 1978, older children of 5–14 years in 1978–1996, infant of <1 years and adults of ≥15 years in period of aim to measles elimination."
1848,The antibodies induced by rMV-S had a high neutralising effect on SARS-CoV as well as on MV.
1849,The AttHRV/VLP2× regimen stimulated the highest mean numbers of intestinal immunoglobulin A (IgA) ASCs prechallenge among all vaccine groups.
1850,"Our study identified management practices on California dairies with variability and that may contribute to differences in BRD prevalence, which will be incorporated into a risk-assessment tool to control and prevent BRD in preweaned dairy calves."
1851,"Pens were assigned randomly to 1 of 3 treatments consisting of supplemental Zn (360mg/d), Mn (200mg/d), and Cu (125mg/d) from inorganic (zinc sulfate, manganese sulfate, and copper sulfate; n=2 pens per block), organic (zinc amino acid complex, manganese amino acid complex, and copper amino acid complex; Availa-4, Zinpro Corp., Eden Prairie, MN; n=3 pens per block), and hydroxy (IntelliBond Z, IntelliBond C, and IntelliBond M; Micronutrients, Indianapolis, IN; n=3 pens per block) sources."
1852,"This virus causes acute lung symptoms, leading to a condition that has been named as &ldquo;coronavirus disease 2019&rdquo; (COVID-19)."
1853,G and P amplicons from 10 RVA-positive fecal samples from calves of different ages and collections were subjected to nucleotide sequencing.
1854,"Although influenza vaccination confers protection on SOT recipients against developing influenza pneumonia, the rate of clinical failure is still high."
1855,The data gathered on the animal coronaviruses continue to be helpful in understanding SARS-CoV.
1856,"However, resistance to VV infection could be seen as early as 1 to 2 days p.i."
1857,"Only the adenovirus induced envelope-specific antibody responses, but these failed to show neutralizing activity."
1858,"Current advances in vaccine development are summarized, focusing on specific applications and limitations of each vaccine category."
1859," The study objectives were: 1) to characterise the development of immunocompetence in beef suckler calves from birth to three months of age, and 2) to trace glycoprotein E (gE)-negative bovine herpesvirus type 1 (BoHV-1) antibodies from dam to calf and subsequent vaccination against pneumonia."
1860,A two step inactivation procedure involving sequential formaldehyde and U.V.
1861,"LC16m8 is replication-competent and has been administered to over 100,000 infants and 3,000 adults with no serious adverse reactions."
1862,"Porcine hemagglutinating encephalomyelitis (PHE) is caused by the coronavirus hemagglutinating encephalomyelitis virus (PHE-CoV), and the recent, rapid spread of PHE-CoV in piglets from many countries emphasizes the urgent need for a PHE-CoV vaccine."
1863,cho and challenged 36 h later with 50 ID(50) of homologous FMDV were protected.
1864,Incidence rates for bovine respiratory disease (BRD) in dairy cattle have remained essentially unchanged over the last 20 years.
1865,The structure of the PEDV spike reveals a configuration similar to that of HuCoV-NL63.
1866,"As a result, influenza in these key patient populations is associated with prolonged viral shedding, more frequent complications, including bacterial and fungal superinfections and rejection, and increased mortality."
1867,PURPOSE: The large number of deaths in a short period of time due to the spread of severe acute respiratory syndrome (SARS) infection led to the unparalleled collaborative efforts world wide to determine and characterize the new coronavirus (SARS-CoV).
1868,We calculated the proportion of influenza-positive HCWs with fever and prior influenza vaccination.
1869,"CONCLUSIONS: The effectiveness of pandemic vaccines in preventing confirmed pandemic A(H1N1) influenza on the field was high, consistently with published findings."
1870,CHIKV has further garnered attention due to the clinical diagnostic difficulties when Zika (ZIKV) and dengue (DENV) viruses are simultaneously present.
1871,The aim of study is to determine whether rs12252-CC individuals have pre-existing antibody responses to previous seasonal influenza infections.
1872,"Further analysis of HCoV-NL63 pathogenicity seems warranted, in particular because the virus uses the same cellular receptor as severe acute respiratory syndrome-associated coronavirus."
1873,"Following sublingual (SL) administration, AcHERV-triHPV was absorbed and distributed throughout the body."
1874,"A recombinant version of each virus was modified by the insertion, between the P and M genes, of a gene cassette encoding the human parainfluenza virus type 3 (HPIV3) hemagglutinin-neuraminidase (HN) protein, a test antigen with considerable historic data."
1875,"RESULTS: The prevalence of PEDV was 92.25% and was detected in 119 of 129 samples, with 94.03% (63 of 67) of pig farms harbouring the disease."
1876,"The coronavirus part covers (i) a description of a group of coronaviruses and the diseases they cause, including the prototype coronavirus, murine hepatitis virus, which is one of the recognized animal models for multiple sclerosis, as well as viruses of veterinary importance that infect the pig, chicken, and cat and a summary of the human viruses; (ii) a short summary of the replication cycle of coronaviruses in cell culture; (iii) the development and application of reverse genetics systems; and (iv) the roles of individual coronavirus proteins in replication and pathogenesis."
1877,"In addition, and as evidenced by the H1N1 pandemic in 2009, there can be a significant delay between the emergence of a pandemic influenza and an effective, antibody-inducing vaccine."
1878,"In the absence of clinical cases of SARS, candidate vaccines should be evaluated for efficacy in animal models, and although it is uncertain whether the United States Food and Drug Administration's “animal rule” would apply to licensure of a SARS vaccine, it is important to develop standardized animal models and immunological assays in preparation for this eventuality."
1879,"Fifth, we have supported biosafety and biosecurity curriculum development to help Kenyan laboratories safely and appropriately manage infectious pathogens."
1880,"DCVMN members presented their progress in developing novel Hexavalent, Meningitis, Pneumococcal Conjugate Vaccine, Shigella, Mumps, Rotavirus, Yellow Fever, Polio, Hepatitis E and Dengue vaccines, and a novel monoclonal antibody cocktail for post-bite prophylaxis against rabies infections."
1881,In 11 farms morbidity and mortality in calves from vaccinated cows were compared with historical data from the previous 3 years at the same locations.
1882,The samples were tested for hemagglutination inhibition activity against H1N1 pandemic strain (A/swine/Brazil/11/2009) and H3N2 SIV (A/swine/Iowa/8548-2/98) reference strain.
1883,This paper outlines a protocol to estimate influenza VE using linked laboratory and administrative data which could act as a companion to estimates derived from other methods.
1884,"Particularly, the models can help identify potential adverse effects of vaccination and drug treatment in the case of pandemic influenza."
1885,"In C57Bl/6 mice, intravenous administration of 5′pppRNA protected animals from a lethal challenge with H1N1 Influenza, reduced virus titers in mouse lungs and protected animals from virus-induced pneumonia."
1886,"These expression vectors induced robust immune responses mediated by CD4 and CD8 cells, as well as significant antibody titres, measured by enzyme-linked immunosorbent assay."
1887,Background: The objective of this study was to explore the effects of viral co-detection in individuals recently vaccinated with the live-attenuated intranasal influenza virus vaccine (LAIV) on the detection of influenza RNA.
1888,"Perceived fatality, efficacy of wearing face masks, and mental distress because of influenza A/H1N1 were associated with face mask use in public areas (OR, 1.53 to 2.52)."
1889,Mitigation of a severe influenza pandemic can be achieved using a range of interventions to reduce transmission.
1890,"In a virulent heterologous PRRSV challenge study, Nano-KAg vaccine significantly reduced the lung pathology and viremia, and the viral load in the lungs."
1891,COVID-19: Yet another coronavirus challenge in transplantation
1892,Picornaviruses and coronaviruses were the most common viral infections identified only by RT-PCR.
1893,"The pandemic (H1N1) 2009 influenza vaccination coverage among the HCWs in our institution was very low (16.5%), suggesting the role of specific attitudinal barriers and misconceptions about immunization in a global pandemic scenario."
1894,"Sequential serum samples, collected during the onset of the respiratory coronavirus infection and at weekly intervals for 5 weeks thereafter, had significantly higher IN and HAI titers for antigens of RBCV strain 97TXSF-Lu15-2 than for the wild-type and the highly cell culture-adapted EBCV strains, with P values ranging from <0.0001 to 0.0483."
1895,"Four vectors, DNA, SFV, human serotype 5 adenovirus (HuAd5) and Modified Vaccinia Ankara (MVA) poxvirus, all expressing hepatitis C virus Core, E1, E2 and NS3, were combined in three prime-boost regimen, and their ability to elicit immune responses against HCV antigens in rhesus macaques was explored and compared."
1896,"In this study, we used national register data to characterize the use of antimicrobials registered for large Danish veal calf and young bull producing herds in 2014."
1897,"However, little information about synonymous codon usage pattern of polioviruses genome has been acquired to date."
1898,"The advent of severe acute respiratory syndrome (SARS) in the 21st century and the recent outbreak of Middle-East respiratory syndrome (MERS) highlight the importance of coronaviruses (CoVs) as human pathogens, emphasizing the need for development of novel antiviral strategies to combat acute respiratory infections caused by CoVs."
1899,"Relationships between knowledge and risk perception (OR = 1.69; 95%CI 1.54-1.86), and knowledge and practices (OR = 1.57; 95%CI 1.42-1.73) were found among the study subjects."
1900,"Consequently measles was imported to Germany (Bavaria), Denmark and possibly Sweden."
1901,"Among 357 samples tested for viral PCR, 73 (21%) were positive for respiratory viruses; influenza A (n = 32, 9%) was the most common."
1902,"The segmented nature of influenza virus allows for the reassortment between two or more viruses within a co-infected cell, and this characteristic has also been harnessed in the laboratory to generate reassortant viruses for their use as either inactivated or live-attenuated influenza vaccines."
1903,"Moreover, elevated medical resource use persisted in 2005, despite communication efforts, without any secondary human or animal case."
1904,"Following challenge, the titers of serum antibodies specific to BHV-1 were higher in the animals immunized with the rNDV vaccines compared to the rNDV parent virus, indicating that the vaccines primed for secondary responses."
1905,We selected 114 candidate single-nucleotide polymorphisms (SNPs) from 12 antiviral genes using an LD tagSNP selection approach and genotyped them in a cohort of 738 school children immunized with two doses of rubella vaccine.
1906,"OBJECTIVES: In British Columbia (BC), Canada, all health care facilities must have a written staff policy on influenza immunization that includes notice that non-immunized staff can be excluded from work without pay during an influenza outbreak in the facility."
1907,Respondents were unaware of transmissions via contaminated objects and droplets.
1908,"LF calves exhibited early signs of humoral immune development with observed increases in the expression genes coding for Ig receptors, which was not evident in the other breeds by 7 days of age."
1909,"Based on these results, trace-mineral source had no effect on total BW gain, ADG, or morbidity during the receiving phase in shipping-stressed cattle."
1910,"Other species commonly used include guinea pigs, ferrets, chickens, and nonhuman primates."
1911,"Virus evolves rapidly to escape vaccine-induced immunity, posing a desperate demand for efficient vaccine development biotechnologies."
1912,"While coronavirus antigens that induce protective neutralizing antibodies have been identified, coronavirus vaccines present a unique problem in that immunized individuals when infected by virus can develop lung eosinophilic pathology, a problem that is further exacerbated by the formulation of SARS-CoV vaccines with alum adjuvants."
1913,Currently available rabies post‐exposure prophylaxis (PEP) for use in humans includes equine or human rabies immunoglobulins (RIG).
1914, The spike (S) protein of the severe acute respiratory syndrome coronavirus (SARS-CoV) is responsible for host cell attachment and fusion of the viral and host cell membranes.
1915,"In this study, NS1 protein was expressed in prokaryotic expression system and purified."
1916,"Since outbreak management is essential to disease control, we aimed to examine university students' knowledge of and attitudes toward the pandemic influenza A/H1N1 and vaccination and other preventive measures."
1917,"In three outbreaks, other canine viral pathogens were detected, including canine distemper virus, canine parvovirus or canine coronavirus."
1918,Changes in influenza viruses require regular reformulation of strain-specific influenza vaccines.
1919,"RESULTS: T7-EA acted as an hTLR7-specific agonist and induced a similar gene expression pattern as an unmodified TLR7 ligand when Raw 264.7 cells were exposed to T7-EA; however, T7-EA was more potent than the unmodified TLR7 ligand."
1920,"To provide decision criteria for the use of this animal model, its strengths and limitations will be discussed."
1921,The newly identified SARS coronavirus (SARS-CoV) can be transmitted among humans and cause severe or even fatal illnesses.
1922,"25 Laryngitis, Epiglottitis and Pharyngitis"
1923,"Although influenza was not detected in research swabs, it was detected in 3/200 tests conducted for clinical purposes."
1924," Porcine epidemic diarrhea virus (PEDV), a member of the Coronaviridae family, is an enveloped, positive-sense, single-stranded RNA virus, which causes severe diarrhea and dehydration in suckling pigs."
1925," Background Influenza A(H1N1)pdm09 virus infections often manifest severe respiratory symptoms, particularly in patients with a past history of allergic disease."
1926,Recent advances in animal models in the last decade among other gaps in knowledge have contributed to the better understanding of arbovirus infections.
1927,"Neutralizing antibody developed in the surviving mice from the ID(50)/LD(50) determinations, and all were fully immune to challenge with 100 LD(50) of MERS-CoV."
1928,The high fatality rate (35.4%) of this novel coronavirus and its persistent wide spread infectiousness in animal reservoirs have generated tremendous global public health concern.
1929,The second was to determine the optimum adjuvant formulation of the inactivated PEDV vaccine that induces protection against viral challenge.
1930, Recent studies have established the feasibility of subunit-based experimental vaccines to protect animals from lethal poxvirus infection.
1931,Six porcine epidemic diarrhea viruses (PEDVs) were isolated from the fecal samples of piglets infected with PEDV in 2006 in China.
1932,"Therefore, the epitopes IRNTTNPSAR and PTDTYTSVYLGKFRG may be considered as potential peptides for peptide-based vaccine for coronavirus after further experimental study."
1933,"The current status and advancements of nanotechnology is being used to enhance the animal growth promotion, and production."
1934,Different construction strategies were optimally-required for soluble versus insoluble forms of the protein antigens.
1935,"Application of the RNA adjuvant in mouse enhanced the efficacy of Middle East respiratory syndrome spike protein, a protein-subunit vaccine and human papillomavirus L1 protein, a virus-like particle vaccine, by activating innate immune response through TLR7 and enhancing pAPC chemotaxis, leading to a balanced Th1/Th2 responses."
1936,The results of this study indicate that BVDV types 1 and 2 are involved in acute respiratory disease of calves with pneumonic pasteurellosis.
1937,"These results demonstrate that rotavirus antibody titers in serum, colostrum and milk are significantly enhanced by use of non-infectious VLP, CLP and inactivated SA11 rotavirus vaccines, but the VLP or CLP vaccines induced the highest antibody responses, corresponding to their higher rotavirus antigen titers measured by ELISA."
1938,Mice showed significantly increased levels of SARS-CoV-specific IgA after oral ingestion of tomato fruits expressing S1 protein.
1939,Serial blood samples for measurement of serum anti-BCV antibody titers and nasal swabs for detection of BCV and other common viral and bacterial BRD pathogens were collected from all calves or subsets of calves at predetermined times from birth through weaning.
1940,The presence of local unique seasonal pattern and its changes emphasizes the need to optimize timing of influenza vaccine delivery and other public health interventions.
1941,"On the basis of the knowledge that adenovirus (Ad) gene-transfer vectors act as adjuvants in eliciting host immunity against the transgene they carry, we tested the hypothesis that a single administration of a replication-defective Ad gene-transfer vector encoding the Y. pestis V antigen (AdsecV) could stimulate strong protective immune responses without a requirement for repeat administration."
1942,The HeV vaccine for horses is a key example of a One Health approach to the control of human disease.
1943,Each person presenting or not with respiratory symptoms was sampled systematically by the nearest general practitioner (GP) belonging to the influenza network surveillance in the community called GROG and the samples were sent to the NICs located either in Paris or in Lyon.
1944,We report herein a patient with chronic obstructive pulmonary disease who developed fever with worsening of respiratory symptoms and severe hypoxemia requiring ventilatory support shortly after influenza vaccination.
1945,"In the absence of an effective vaccine for HIV, development of new anti-HIV agents is urgently needed."
1946,"The diversity of PRRSV strains detected in these samples was analyzed by sequencing open reading frame 5 (ORF5), revealing no substantial difference in PRRSV strains from these clinically unaffected pigs relative to those from clinical cases of disease in the UK."
1947,"Thanks to the Global Rinderpest Eradication Program which involves vaccination, trade restrictions, and surveillance, rinderpest may soon become only the second disease (after smallpox) to be globally eradicated."
1948,Our findings not only indicate the complicated roles of temperate phages in bacterial virulence other than simple delivery of virulent genes but also provide a potential strategy for developing bacterial vaccines.
1949,Recombinant measles vaccine candidates have been developed and express several heterologous virus protective antigens.
1950,"Enteropathogenic E. coli was identified on 13 of the 15 farms, rotavirus on 11 and coronavirus on ten."
1951,Various risk factors for acquiring an ILI infection were identified.
1952,"Moreover, virus-specific neutralizing antibodies against both MERS-CoV and RV were induced in mice inoculated intraperitoneally with RVΔP-MERS/S1."
1953,RESULTS: The study included 645 RSV- and 1878 influenza-infected hospitalized adults.
1954,"Epidemiological evidence as well as animal studies have shown that influenza infections are more severe during the second and third trimesters of pregnancy, resulting in greater morbidity and mortality, although the reason for this is still unclear."
1955,"We have developed two bivalent dengue virus vaccines, using a complex adenovirus vector, by incorporating the genes expressing premembrane (prM) and envelope (E) proteins of dengue virus types 1 and 2 (dengue-1 and -2, respectively) (CAdVax-Den12) or dengue-3 and -4 (CAdVax-Den34)."
1956,"Live attenuated cold-adapted (ca) H5N1, H7N3, H6N1, and H9N2 influenza vaccine viruses replicated in the respiratory tract of mice and ferrets, and 2 doses of vaccines were immunogenic and protected these animals from challenge infection with homologous and heterologous wild-type (wt) viruses of the corresponding subtypes."
1957,"Spleen, not the bone marrow, was the major resident site for longer-term IgG memory B-cells."
1958,Intramuscular vaccination of pigs with immunoaffinity-purified E1 in a double water-oil emulsion elicited high titers of neutralizing antibodies between 2 and 4 weeks after vaccination at the lowest dose tested (20 micrograms).
1959,"In the past year the cloning and partial characterization of five different surface antigens have been reported, a remarkable result of international research efforts against amebiosis."
1960,There was no elevated antibody response in serum or lacteal secretions of cows vaccinated once or twice with a commercially available modified live rota-coronavirus vaccine.
1961,Conclusion Almost half of the cases were influenza virus B type.
1962," Although the recent SARS coronavirus (SARS-CoV) that appeared in 2002 has now been contained, the possibility of re-emergence of SARS-CoV remains."
1963,"In 58 patients (57.5%) whose sample was collected in the first 2 days after onset of parotitis and had received two doses of MMR vaccine and in 15 patients (14.8%) whose sample was collected on the first day, it is very likely that the cause was not the mumps virus."
1964,: Influenza epidemiological and virologic data from Georgia are limited.
1965, Objective To describe the clinical presentation and laboratory diagnosis of pregnant women with respiratory syncytial virus (RSV) infection.
1966,"Here, we report the first full-length crystal structure of Alphacoronavirus nsp1 from PEDV."
1967,SARS and influenza have similarities and important differences both as biological and comparative genomic analysis problems.
1968,"Middle East respiratory syndrome-coronavirus (MERS-CoV) is an emerging virus that causes severe disease with fatal outcomes; however, there are currently no approved vaccines or specific treatments against MERS-CoV."
1969,Human immunodeficiency virus infection is an important risk factor for clinical severity in all-cause and influenza-associated SARI.
1970,Whether and how to target sub-national areas for vaccination campaigns continues to remain a question.
1971,Correction: Vaccine Efficacy in Senescent Mice Challenged with Recombinant SARS-CoV Bearing Epidemic and Zoonotic Spike Variants
1972,"Furthermore, no correlation was found between PI values in the colostrum and the VCI or IBVI."
1973,"Bronchiolitis (62.9%, 183/291) and influenza-like illness (24.6%, 14/57) were associated (P < 0.0001) with RSV laboratory confirmation among children aged <6 months and adults ≥65 years, respectively."
1974,Open reading frame 3 (ORF3) is the only accessory gene in the PEDV genome.
1975,"However, none of the PRRSV antigens expressed from VRP, with the exception of the N protein, did induce any detectable antibody response in pigs before challenge infection with PRRSV."
1976,The framework identified key factors of influenza vaccination and presented the inter-relation of behaviour-related variables.
1977,The titers of antibodies were mensurated with a Cap-protein-specific enzyme-linked immunosorbent assay (ELISA) and a serum neutralization assay.
1978,"Best examples of viral infections that have been proposed to modulate the induction and development of autoimmune diseases are the infections with enteric viruses such as Coxsackie B virus (CVB) and rotavirus, as well as influenza A viruses (IAV), and herpesviruses."
