,pid,newpid,category,sent,newscore,answer,keyword
254,vk59ghjm,3022,animal,"The safety, immunogenicity, and protective efficacy of these NDV-vectored vaccines have been evaluated in pre-clinical and clinical studies.",0.4859075429448527,ndv-vectored vaccines,safety
255,mqnz9gts,15842,animal,Altogether our results indicate that a recombinant trimeric S protein was able to elicit an efficacious protective immune response in vivo and warrant concern in the safety evaluation of a human vaccine against SARS-CoV.,0.4859069021536832,human vaccine against sars-cov,effective
256,4ejtmoht,13005,animal,The development of a safe and effective mucosal adjuvant and vaccine for prevention of emergent infectious diseases such as SARS will be an important advancement.,0.485904101258636,the development of a safe and effective mucosal adjuvant and vaccine,effective
257,u896icp9,6333,animal,"Notably, the rOv-ASP-1 adjuvant did not induce high titer antibodies against self in NHPs.",0.4859025097455917,nhps,titer
258,xkmarj73,7576,animal,The IFN-γ response in splenocytes harvested from immunized mice was measured by ELISA.,0.4859007639715419,splenocytes harvested from immunized mice,mice
259,o7y3wygc,10233,animal,"However, safety, attenuation and immunization outcomes of current vaccines are not guaranteed.",0.4858994271231489,vaccines,effective
260,q9nkqg87,27698,animal,Vaccine control strategies for this virus are only effective when designed around the currently circulating serotypes.,0.4858826035231168,vaccine control strategies for this virus are only effective when designed around the currently circulating serotypes,effective
261,f2u1di1q,3706,animal,Improved use of highly pure antigens to improve vaccine safety has led to reduced vaccine immunogenicity and efficacy.,0.4858823712594703,vaccine safety has led to reduced vaccine immunogenicity and efficacy,effective
262,jrjhxwvj,18914,animal,AIM: To compare the specific immune responses elicited by different baculovirus vectors in immunized mice.,0.4858798556177501,immunized mice,evaluation
263,fcyd8hrb,4157,animal,Neutralizing antibody was induced by vaccine with and without adjuvant and lung virus was reduced in vaccinated mice after challenge.,0.4858742713038391,mice,titer
264,n3fs7533,9133,animal,Vaccines are the most effective and inexpensive prophylactic tool in veterinary medicine.,0.4858665678319888,vaccines,effective
265,8flsy5o1,37508,animal,Polyclonal antisera against the three recombinant proteins were produced in rabbits and mice.,0.4858627543051245,rabbits and mice,titer
266,g9ev443o,3242,animal,A key question is whether novel adjuvants might be able to make neonatal vaccines more effective.,0.4858568478812757,neonatal vaccines,effective
267,or0czzdp,4771,animal,Our results underline that immunization via the lungs is particularly effective for priming as well as boosting of local and systemic immune responses.,0.4858538248379434,immunization via the lungs is particularly effective for priming as well as boosting of local and systemic immune responses,effective
268,pnl1acrj,8600,animal,Recombinant vectors provide a safe and effective method to elicit a strong immune response to a foreign protein or epitope.,0.4858497014829556,recombinant vectors,safety
269,z3i864xv,9525,animal,"Despite a serological immune response following vaccination, this vaccine was not efficacious in preventing giardiasis or reducing cyst shedding in calves.",0.4858471994611365,calves,titer
270,gm2g36hc,6624,animal,"IFN-α was detected in all vaccinated pigs following vaccination, indicating the potential for development of an effective Th1 adaptive immune response.",0.4858447465136526,pigs,titer
271,uk5khcoz,3298,animal,Clinical trials have shown the safety and immunogenicity of this vaccine platform in individuals with preexisting immunity to measles.,0.4858429199361592,individuals with preexisting immunity to measles,effective
272,71omypkg,14456,animal,This situation has hindered the development of effective control strategies.,0.4858428161369448,control strategies,effective
273,2gsy750k,2835,animal,Two doses of WI-SARS with and without Adjuvant Systems were highly efficacious in mice.,0.4858392823044948,mice,titer
274,mnb1xfvu,14276,animal,Human immune responses could be elicited and assessed in these humanized SCID mice upon vaccination or sensitization with allogeneic tissues.,0.4858362965400754,humanized scid mice,evaluation
275,twg849rh,7118,animal,"Importantly, these scMAYV-E-induced immune responses protected susceptible mice from morbidity and mortality following a MAYV challenge.",0.48583408197764,mice,pig
276,2bsk6oh7,26988,animal,"In the absence of an effective vaccine, reliable diagnostic techniques are essential to implement effective control measures.",0.4858324850693601,"in the absence of an effective vaccine , reliable diagnostic techniques are essential to implement effective control measures",effective
277,hfwxsr9y,17535,animal,"After challenge, mock-vaccinated calves displayed gross pneumonic lesions and viral replication in the lungs.",0.4858182838453868,calves,titer
278,roj8ksvc,13179,animal,"Therefore, the immunogenicity of a novel MERS-CoV RBD-based subunit vaccine was tested in mice using different adjuvant formulations and delivery routes.",0.4858176222240114,mice,evaluation
279,xbedijkd,29519,animal,"Most respiratory virus infections are managed with supportive therapy, although there is effective antiviral therapy for influenza.",0.4858152918736057,antiviral therapy for influenza,effective
280,6fhltomk,12076,animal,This dMAb neutralized diverse CHIKV clinical isolates and protected mice from viral challenge.,0.4858129619281023,mice,titer
281,xuw0fcm2,16852,animal,"This study demonstrated that GALT is an effective cross-protective antigen, which could be used as a potential vaccine candidate against multiple APP serotypes.",0.4858101211049541,vaccine candidate against multiple app serotypes,effective
282,zwpmx63i,10798,animal,The neutralizing epitopes were identified using peptides to block the neutralizing effect of guinea pig antisera.,0.4858094871048856,guinea pig,pig
283,8xye9po2,35341,animal,These results taken together demonstrate that these recombinant bacteria should provide a safe tool for effective vaccine production.,0.4857982847305241,recombinant bacteria,safety
284,rl12fwrz,37665,animal,Increased infiltration of pulmonary neutrophils and macrophages strongly correlated with an elevated mortality in pregnant mice.,0.4857972052860834,pulmonary neutrophils and macrophages,mice
285,3785y5bg,39049,animal,Vaccination of cows in late gestation is sometimes used to improve maternal antibody titers in their calves.,0.4857869451756665,cows,calves
286,vc9ytkio,5788,animal," The recent advances in molecular genetics, pathogenesis and immunology have provided an optimal framework for developing novel approaches in the rational design of vaccines effective against viral epizootic diseases.",0.4857863226713104,vaccines,effective
287,qp5z8g60,16259,animal,The identification of new types of PEDV variant strains would stimulate the development of effective vaccines for the prevention and control of PED.,0.4857814700729301,vaccines,effective
288,52l63ss3,11441,animal,"Many years of study have shown that live, attenuated pathogens are often more effective at delivering heterologous protein or DNA to induce protective immune responses.",0.4857786890944124,"live , attenuated pathogens are often more effective at delivering heterologous protein or dna to induce protective immune responses",effective
289,c4bu89qy,5779,animal,"Upon vaccination, the vaccine expressed high levels of the dengue virus antigens in cells to mimic a natural infection and induced both humoral and cellular immune responses against multiple serotypes of dengue virus in an animal model.",0.4857738575461056,induced both humoral and cellular immune responses against multiple serotypes of dengue virus,effective
290,lm2ixz8n,5850,animal,Here we call for the rapid development of an effective and safe MERS vaccine to control the spread of MERS-CoV.,0.4857720613698751,animal models,animal model
291,3zan82yf,16363,animal,There is an urgent need for the rational design of safe and effective vaccines to protect against chronic bacterial pathogens such as Mycobacterium tuberculosis.,0.4857696335990928,mycobacterium tuberculosis,titer
292,umnso91b,21914,animal,This MERS-CoV infection model demonstrates the safety and efficacy of the candidate vaccine.,0.4857695905052636,candidate vaccine,effective
293,ntsphuk0,36962,animal,Bovine coronavirus (BCoV) is involved mainly in enteric infections in cattle.,0.4857590325080694,cattle,cattle
294,o2fkh02e,10417,animal,"Thus, a vaccine composed of inactivated CpHV-1 plus MF59™ as adjuvant was strongly immunogenic and induced effective immunity against vaginal CpHV-1 infection in goats.",0.4857491323047996,goats,pig
295,v2izix9d,18163,animal,Virus expressing the codon-optimized version of HIV gag induced a higher expression of the protein and an enhanced immune response against HIV Gag in mice.,0.4857444246678514,mice,pig
296,10nlkvi4,13710,animal,Rotavirus vaccines administered to pregnant cows are commonly used to provide passive immunity that protects newborn calves from the clinical disease.,0.4857425310181218,pregnant cows,titer
297,wckqscvm,11827,animal,"Under the field conditions in this study, this vaccine was not efficacious for the prevention of M. bovis-associated disease in young dairy calves.",0.4857403825692731,dairy calves,calves
298,a9so3wmb,36348,animal,"This study proved that viral booster VSV-846 in mice improved the protection against mycobacteria infection, which could be helpful in designing an efficient vaccination strategy against TB in humans.",0.4857397646549408,mice,titer
299,kxg0ym05,15813,animal,"The resulting immune responses were analyzed, and the mice were eventually challenged with lethal doses of H5N1 viruses.",0.4857317139471055,mice,pig
300,urhiubn6,10050,animal,Use of conventional vaccination strategies to develop vaccines has severe limitations; hence innovative strategies are essential in the development of novel and effective vaccines.,0.4857268788077556,animal models,animal model
301,t7z8wk2i,23554,animal,"Furthermore, mice vaccinated with CRT/N DNA were capable of significantly reducing the titer of challenging vaccinia virus expressing the N protein of the SARS virus.",0.4857200465216062,mice,pig
302,v5k4piid,19463,animal,These immunized mice were subsequently challenged with ETEC and showed full protection against the fluid influx response in the gut.,0.4857197124923198,mice,titer
303,3kod0oah,21792,animal, Providing protective immunity to neonatal animals in early life is associated with numerous challenges regarding vaccine safety and efficacy.,0.48571716054201,providing protective immunity to neonatal animals in early life is associated with numerous challenges regarding vaccine safety and efficacy,effective
304,ikitfme7,32412,animal,"Nevertheless, it appeared that vaccination of swine with FIP virus conferred some immunity against TGE virus infection.",0.4857171426574753,swine,pig
305,0aa58pi6,39432,animal,The construction of engineered virus-like particles bearing resemblance to the authentic one is an important step towards the development of an effective vaccine against infection of SARS CoV.,0.4857110032654265,vaccine,effective
306,4v26z4hd,38877,animal,"−1 PRF attenuation strongly inhibited VEEV pathogenesis in mice, and viral replication analyses suggest that the TF protein is critical for neurological disease.",0.485706330129261,mice,titer
307,rvrp5zvv,11232,animal,Specific humoral and cellular immunity in mice could be induced significantly by inoculating SARS-CoV N1 and N3 DNA vaccine.,0.4857045740111,mice,titer
308,dwfrp51t,27068,animal,NGS was effective as a non-targeted method to determine the likely infectious cause of gastroenteritis.,0.4856993473528016,ngs was effective as a non-targeted method to determine the likely infectious cause of gastroenteritis,effective
309,d9v2s9o4,19767,animal,"We found that, in BALB/c mice, the degree of infection and antigen expression in the epithelia went up.",0.4856958070751685,balb / c mice,mice
310,e0zhq18g,31322,animal,We postulate that this workflow will be an important tool in the development of effective vaccines to combat the highly sophisticated evasion mechanisms of pathogens.,0.4856902526560293,vaccines,effective
311,z36oah6q,27879,animal,"Currently, there is no effective vaccine or drugs against ASFVs.",0.4856868135916483,vaccine or drugs against asfvs,effective
312,r5va3y1n,3408,animal,"Moreover, mucosal administration offers the advantage of inducing both effective systemic immunity and mucosal immunity, enhancing vaccine efficacy and providing improved protection.",0.4856861880273887,vaccine,safety
313,3xk2w0d2,14394,animal,The effective development of antigen prediction methods would significantly reduce the laboratory resource required to identify pathogenic proteins as candidate subunit vaccines.,0.4856860644023848,antigen prediction methods,effective
314,af8ofuwo,5925,animal,There is no vaccine or a less effective drug available against RSV infections.,0.4856851573153253,there is no vaccine or a less effective drug available against rsv infections,effective
315,jrnm113q,6198,animal,"The main difference in immune stimulation found in this study was the development of a secretory IgA response in orally-vaccinated mice, which was absent in IV vaccinated mice.",0.4856839256973962,orally-vaccinated mice,mice
316,z54p3dk3,11643,animal,"A few vaccine candidates have been shown to be effective in preventing clinical disease, but none are yet commercially available.",0.4856829785821484,vaccine candidates have been shown to be effective in preventing clinical disease,effective
317,ifnc53my,13306,animal,We determined that treatment with DMXAA generates significant therapeutic effects against TC-1 tumors but does not enhance the antigen-specific immune responses in tumor bearing mice.,0.4856805916752136,mice,titer
318,xieqepl2,13764,animal,Serum anti-N immunoglobulins and splenocytes proliferative responses against N protein were observed in immunized BALB/c mice.,0.4856793574585142,immunized balb / c mice,mice
319,ile1uwsq,39617,animal,"Compared with NPe, OVA-NP induced much higher levels of systemic and mucosal immune responses in Balb/C mice after three nasal immunizations.",0.4856721817750295,balb / c mice,mice
320,6it6pukx,23009,animal,The use of vaccination against the influenza virus remains the most effective method of mitigating the significant morbidity and mortality caused by this virus.,0.485667859129336,animal models,animal model
321,unwehrr5,25170,animal,Our findings suggest that the surveillance of new genotype strains of IBV is very important for developing more effective anti-IBV strategies.,0.4856655548228619,anti-ibv strategies,effective
322,drr92w82,8137,animal,A comprehensive approach utilizing each of these can be effective at reducing the negative impact of viral infections.,0.4856643332123548,viral infections,effective
323,ogaw7re9,13880,animal,This confirms the safety and high antibody-response induced by this prototype vaccine.,0.4856630289776569,antibody-response induced by this prototype vaccine,effective
324,mvifbo9i,22858,animal,They also generated robust neutralizing antibody and cellular immune responses to CHIKV in mice after a single dose and protected mice against CHIKV infection.,0.485661904843904,mice,titer
325,n5g5ulbi,9821,animal,There is no effective measure to eliminate this virus from food and the environment.,0.48565586688902007,there is no effective measure to eliminate this virus from food and the environment,effective
326,3zturry3,30071,animal,"When mice were gavaged with the transplastomic tobacco extracts, they showed an immune response against the BACE antigen.",0.4856399788199447,mice,titer
327,m6abyuvx,29020,animal,"Thus, our generated mice model should be useful for further investigation of the immunological processes associated with persistent expression of HCV proteins because these mice had not developed immune tolerance to the HCV antigen.",0.4856399267177259,further investigation of the immunological processes associated with persistent expression of hcv proteins,effective
328,ile1uwsq,39613,animal,The immunological effects were evaluated by nasal administration of OVA-NP to Balb/C mice.,0.4856370411201109,balb / c mice,mice
329,s8wnoee1,36014,animal,"Overall, this review provides informative guidance for designing and developing safe and effective MERS vaccines based on viral S protein.",0.4856344294087617,viral s protein,safety
330,7899iaku,13130,animal,: Oral immunization with vaccines may be an effective strategy for prevention of Clostridium difficile infection (CDI).,0.4856291284176267,vaccines may be an effective strategy for prevention of clostridium difficile infection,effective
331,f7gv18qq,12103,animal,"Increased memory T cells were also observed in the spleens of VSV-846-vaccinated mice, which could be a potential mechanism associated with long-term protective immune response.",0.4856152721780854,vsv-846-vaccinated mice,mice
332,eji6dw94,7811,animal,"Taken together, this review provides valuable guidelines toward the development of an effective and safe MERS vaccine.",0.4856120178330706,mers vaccine,effective
333,0eg4z2gq,14131,animal,"Furthermore, an effective vaccine is also available that promises better control of hepatitis E burden in the near future.",0.4856106652651788,animal models,titer
334,ben6r7n3,23520,animal,"A needle-free delivery approach is a convenient and cost effective method of vaccine administration, especially for respiratory infections in economic animals.",0.4856098344695741,respiratory infections,effective
335,pcn6uvv4,18064,animal,"Without an adjuvant, HA1-FdFc could elicit appreciable humoral immune responses and local mucosal IgA antibodies in immunized mice, while other vaccine candidates only induced background immune responses.",0.4856094260157683,immunized mice,mice
336,jkko6erq,7702,animal,"Our findings show that the spike DNA vaccine has good immunogenicity and can induce specific humoral and cellular immunities in BALB/c mice, while IL-2 plays an immunoadjuvant role and enhances the humoral and cellular immune responses.",0.4856064974881932,balb / c mice,mice
337,ivmcqf4u,36244,animal,The neutralizing activity of FK50-4 was also effective on feline macrophages after the cells were inoculated with FIPV.,0.4856046808604452,feline macrophages,titer
338,4v26z4hd,38878,animal,These findings suggest a new approach to the development of safe and effective live attenuated vaccines directed against VEEV and other related viruses.,0.4856036288711521,live attenuated vaccines directed against veev and other related viruses,safety
339,wvtqbguq,29183,animal,"Therefore, it is important to develop effective vaccines and better antiviral drugs to combat the dual threats of naturally occurring and intentionally introduced arenavirus infections.",0.4855986365284974,vaccines and better antiviral drugs,effective
340,5ibowkyq,19778,animal,We propose that restricting B-cell activities may prove effective in counteracting the genetic diversity of variant viruses such as flu and HIV.,0.4855964125750749,variant viruses,effective
341,ld0vo1rl,12,animal,"However, these vaccine candidates might lack the induction of complete protection and have safety concerns.",0.4855953941967534,vaccine,effective
342,fkea2rp8,14919,animal,We partially purified a selected vaccine candidate and tested its stimulation of a humoral and cellular immune response in mice.,0.4855939025806829,mice,evaluation
343,hxtk8zqm,15099,animal,Vaccination with all of the developed rAd5 vectors elicited a balanced Th1/Th2 response in mice.,0.4855919583087479,mice,titer
344,vrr6abh4,37740,animal,"Importantly, our findings suggest that a subunit-based vaccine focusing the immune system on the HAstV capsid spike domain could be effective in protecting children against HAstV disease.",0.4855916487899421,protecting children against hastv disease,effective
345,651uz4ev,13404,animal,"In contrast, high copies of SARS-CoV RNA and virus replication were detected, and pathological changes were observed in the lung tissues of the control mice.",0.485587886005957,mice,pig
346,yp4gscbk,2231,animal,Vaccination remains the most effective measure to prevent influenza and its associated complications.,0.4855860829822326,vaccination remains the most effective measure to prevent influenza,effective
347,3lqqk9da,17369,animal,The severities of MERS-CoV infection highlight the necessity of effective approaches for the development of various therapeutic remedies.,0.4855860743915131,animal models,animal model
348,9a1fckvh,14021,animal,A safe and effective vaccine could play an important role in protecting against the threat from MERS-CoV.,0.4855855127516556,vaccine,effective
349,lcyey19p,18611,animal,These studies highlight the safety and immunogenicity of attenuated poxviruses and their potential use as vaccine vectors in bats.,0.4855764395442922,bats,titer
350,nyyunoha,20925,animal,"After immunizations of mice with experimental vaccines derived from the synthetic and wild-type viruses, protection from lethal challenge was achieved with similar amounts of antigen.",0.4855758392209669,mice,titer
351,vct6xakc,21955,animal,We further showed that only one time intranasal immunization with the recombinant VSV led to production of anti-HIV-1 anti-sera in mice.,0.4855725051401419,mice,titer
352,9vv8cetp,9181,animal,The functionally effective vector was purified and partially characterized.,0.4855692549853277,functionally effective vector,animal model
353,a3oufbti,13886,animal,"Advances in genomics are contributing to the development of more effective, personalized approaches to the prevention and treatment of infectious diseases.",0.4855572113258786,personalized approaches to the prevention and treatment of infectious diseases,effective
354,yj7m0n0f,10579,animal,The most effective way to combat influenza is through the vaccination of the public.,0.4855537195889981,the most effective way to combat influenza,effective
355,dh4jvbmi,10812,animal,All horses were subsequently challenged with the virulent KY84 strain of EAV.,0.4855481617576891,horses,pig
356,cv4fhkq8,23067,animal,"It is assumed that immunization with the precise epitope, corresponding to an effective neutralizing antibody, would elicit the generation of similarly potent antibodies in the vaccinee.",0.4855479785791107,vaccinee,effective
357,yi2ptxly,15316,animal,"The infections are widespread in the cattle populations, and in many production systems, vaccinations are utilized.",0.4855465338013141,cattle,titer
358,7csjvrv4,30866,animal,"Until an effective vaccine is developed, certain farm management methods and disinfection techniques have proved effective in containing rotavirus outbreaks.",0.4855455761650627,farm,effective
359,biq0chyn,8937,animal,In this study several safety issues concerning the proposed vaccine have been evaluated under laboratory conditions.,0.4855453403200877,vaccine,effective
360,mx30g5w8,8110,animal,Understanding immune responses to viral infections is crucial to progress in the quest for effective infection prevention and control.,0.4855403285541868,understanding immune responses to viral infections,evaluation
361,0pymqxwq,11216,animal,"Nepal’s immunization program, which includes a childhood whole cell pertussis vaccine, may be effective in controlling pertussis in infants.",0.4855337193273565,controlling pertussis in infants,effective
362,s2v0tpsg,4759,animal,"As such, additional agents known as adjuvants are necessary to increase vaccine safety and efficacy.",0.4855302379998789,vaccine,effective
363,en28vw3a,7176,animal,The HeV vaccine for horses is a key example of a One Health approach to the control of human disease.,0.4855213023719503,horses,pig
364,l3d19xur,33027,animal,These findings may aid in the design of more effective ALVAC-vectored vaccines.,0.4855212141798869,alvac-vectored vaccines,effective
365,ljlo42ry,19888,animal,The immunogenicity induced by the resulting recombinant RBD-rAAV was evaluated in BALB/c mice.,0.485518739160893,balb / c mice,mice
366,5cwm7b6r,7892,animal,Limited studies suggest that vaccines which mimic natural infection and/or the structure of pathogens seem to be effective in inducing long-term protective immunity.,0.4855179481895161,vaccines which mimic natural infection and / or the structure of pathogens,effective
367,bk6sawaf,17110,animal,"Results showed that these two recombinant vaccines induced strong immune responses in the vaccinated mice, which specifically reacted with HA1 proteins and an inactivated heterologous H5N1 virus.",0.4855160197407234,vaccinated mice,mice
368,g6w27q0g,6388,animal,We discuss interference from maternal immunity in the development of specific immunity and vaccine strategies for developing protection against pathogens in calves.,0.48550531140791,calves,titer
369,8ydh6jev,10275,animal,"It is evident that the current vaccines, based on a single PRRSV strain, are not effective in protecting against infections with the genetically diverse field strains of PRRSV.",0.4855052917905184,"vaccines , based on a single prrsv strain , are not effective in protecting against infections with the genetically diverse field strains of prrsv",effective
370,1zs5zzo4,5323,animal,These results suggest that the adenoviral vector is a highly effective gene-based mucosal vaccine against botulism.,0.4855052414205331,gene-based mucosal vaccine against botulism,effective
371,rqhn122a,7381,animal,"The live-attenuated measles virus (MV) vaccine strains are a promising vaccine platform, since they induce robust humoral and cellular immune responses against additional antigens and have an excellent safety record.",0.4855046116095725,the live-attenuated measles virus ( mv ) vaccine strains,safety
372,hf21hl41,6114,animal,High IgG levels were detected in mice immunized with intraperitoneal (i.p.),0.4854994006670622,mice,titer
373,j580i7xm,40331,animal,HHP was shown to be effective for dissociation of CTB monomers from IB.,0.4854979204196095,dissociation of ctb monomers from ib,effective
374,xvjd0g60,5552,animal,"In this study, we evaluated the immunogenicity and protective efficacy of a commercially available inactivated influenza vaccine (Fluzone(®)) in young adult and aged mice.",0.4854967861748226,young adult and aged mice,evaluation
375,i9rxesrg,8494,animal,"Since the S1 domain is involved in a specific high-affinity interaction with the cellular receptor and induction of neutralizing antibody in the natural host, it is a primary target for the development of effective vaccines against PEDV.",0.4854947054640229,since the s1 domain is involved in a specific high-affinity interaction with the cellular receptor and induction of neutralizing antibody in the natural host,animal model
376,3c8phatx,10513,animal,"Together with new vector-based technologies, considerable progress has been achieved in recent years towards the development of an effective antibody-based HIV-1 vaccine.",0.4854933798403032,vector-based technologies,effective
377,a787fd1v,28811,animal,This suggests that RBD can induce highly potent neutralizing antibody responses and has potential to be developed as an effective and safe subunit vaccine for prevention of SARS.,0.4854931489180808,animal models,animal model
378,43jz55qs,16072,animal,"By focusing presentation of the CR2-binding domain on nanoparticles, potent neutralizing antibodies were elicited in mice and non-human primates.",0.4854910406730653,mice and non-human primates,pig
379,jdu4h00e,28355,animal,Colostrum antibodies are described for passive immunity protection in animals such as calves.,0.4854903777507949,calves,titer
380,6lfgm9u0,35671,animal,The ability of avian coronaviruses to replicate in mice was investigated to investigate interspecies transmission.,0.4854791520971736,avian coronaviruses,mice
381,2seqgjoy,7556,animal,Development of more effective vaccines against the emerging HP-PRRSV is urgently required.,0.485477194168504,vaccines,effective
382,5cwm7b6r,7886,animal,The availability of effective vaccines has had the most profound positive effect on improving the quality of public health by preventing infectious diseases.,0.4854766861314385,vaccines,effective
383,7m21bgxb,2169,animal,We evaluated the ability of currently licensed seasonal influenza vaccine to confer cross-protection against highly pathogenic H5N1 influenza virus in mice.,0.4854763513030567,mice,evaluation
384,5s18zznk,37594,animal,The partial success of the RV144 trial underscores the importance of envelope-specific antibody responses for an effective HIV-1 vaccine.,0.4854762212767891,envelope-specific antibody responses,effective
385,x9piyivm,14482,animal,"An optimized DNA vaccine encoding the MERS spike protein induced potent cellular immunity and antigen-specific neutralizing antibodies in mice, macaques, and camels.",0.485466273294343,"mice , macaques , and camels",mice
386,ogb83fgc,2801,animal,"Moreover, the vaccine confers protective immunity as demonstrated by prevention of SARS-CoV replication in the respiratory tract of mice after intranasal challenge with SARS-CoV.",0.4854560040524761,mice,evaluation
387,sshqsoqk,7866,animal,"Following 3 vaccinations, mice had neutralizing antibody titers that correlated with reduction in viral titers in the lungs.",0.4854558345985323,mice,titer
388,bwa4wz94,26847,animal,A comprehensive understanding of the pathogenic characteristics of epidemic or endemic PEDV strains is needed to prevent and control the disease in affected regions and to develop an effective vaccine.,0.4854543941551906,prevent and control the disease in affected regions and to develop an effective vaccine,safety
389,le22pknc,21486,animal,Genetic heterogeneity of PCV2 has been studied in Indian pig population.,0.4854528946118137,pig,titer
390,roj8ksvc,13185,animal,"Interestingly, robust RBD-specific antibody and T-cell responses were induced in mice immunized with the rRBD protein in combination with IFA and CpG ODN, but low level of neutralizing antibodies were elicited.",0.4854485592932749,mice immunized with the rrbd protein in combination with ifa and cpg odn,mice
391,pi1di40t,22382,animal,Proteins expressed in both the cell culture and larvae served as effective subunit vaccines for the production of antiserum against HA.,0.48544324663313,proteins expressed in both the cell culture and larvae,effective
392,h1xzj01e,19238,animal,These results suggest that the recombinant RBD219-CHO protein has great potential for the development of an effective and safe SARS subunit vaccine.,0.4854394312224681,recombinant rbd219-cho protein has great potential for the development of an effective and safe sars subunit vaccine,effective
393,1ay8y7li,13627,animal,"Various vaccination strategies against toxoplasmosis in rodent models have been used in the past few decades; however, effective vaccines remain a challenge.",0.4854385982620227,vaccination strategies against toxoplasmosis,effective
394,efryn8ul,23530,animal,"Despite this, a safe and effective PEDV vaccine against highly virulent strains is unavailable, making PEDV prevention and control challenging.",0.4854366263126281,pedv vaccine against highly virulent strains,effective
395,vr4c59hy,21888,animal,"Taken together, our studies highlighted the importance of NDV as vaccine vector that can be used for simple yet effective immunization of hosts against bacterial infections including Lyme disease.",0.4854343567236592,immunization of hosts against bacterial infections including lyme disease,effective
396,9815ikzg,17893,animal,Our study developed an integrated approach to identify SLA-I-restricted CTL epitopes from various important viruses and is helpful in designing and applying effective peptide-based vaccines for swine.,0.4854326206503612,swine,effective
397,lfjefkjx,39639,animal,There are no effective therapeutics available.,0.4854302050523081,there are no effective therapeutics available,effective
398,10nlkvi4,13720,animal,Enhancement of surveillance of circulating RVA strains in calves across Turkey is needed to support ongoing vaccination programs.,0.4854259787733057,calves,titer
399,yxx67xia,13843,animal,Recombinant vectors expressing SARS-CoV N or S protein were recovered and their immunogenicity was studied in mice.,0.4854237598015882,recombinant vectors expressing sars-cov n or s protein,mice
400,9ka3jdbf,26704,animal,"Collectively, these data will contribute to optimal vaccine design and development of antibodies effective in passive immunization.",0.4854132322396615,antibodies effective in passive immunization,effective
401,e9vq3fe3,360,animal,The stability and safety of epitopes were confirmed by digestion analysis.,0.4854083444372412,epitopes,animal model
402,0ylwpapi,23795,animal,"In this pilot study, immunogenicity studies were conducted in mice to examine HCMV antigen-specific antibody and T cell responses when a heterologous prime-boost immunization strategy was tested.",0.4854025329661813,mice,evaluation
403,m74agsr8,15025,animal,"However, both heterologous prime–boost and homologous spike protein nanoparticles vaccinations could provide protection from MERS-CoV challenge in mice.",0.4854007634196038,mice,swine
404,oh7usp68,11193,animal,Oral immunization of BALB/c mice with MLC chimeric recombinant protein successfully induced antigen-specific IgG1 production.,0.4853996934647773,balb / c mice,mice
405,ozp3nwuu,14091,animal,An effective vaccine would help control this expanding global health burden.,0.4853993570694991,vaccine,effective
406,qtvv6hp8,10004,animal,However it remained unclear whether the vaccine would be effective in adults due to pre-existing immunity to HPIV3.,0.4853992486746531,adults,effective
407,ndz3oarf,27346,animal,We recently showed that VLPs protect mice from lethal EBOV infection when given before or after viral infection.,0.4853960545426825,mice,titer
408,rdf7mbx9,23438,animal,"The UreB-producing strains were then administered orally to mice, and the immune response to UreB was examined.",0.4853953616662378,mice,pig
409,nokybn2a,26820,animal,"In addition, mice immunized with plasmids encoding S1 fragment developed a Th1-mediated antibody isotype switching.",0.4853895910152568,mice,pig
410,nokybn2a,26818,animal, The immunological characteristics of SARS-CoV spike protein were investigated by administering mice with plasmids encoding various S gene fragments.,0.4853870982134192,mice,evaluation
411,j115nv2r,38553,animal,OT-1 mice displayed vaginal chlamydial clearance comparable to the wild type animals.,0.4853861940294632,ot-1 mice,titer
412,cobrl3dl,29304,animal,"Therefore, developing specific and sensitive laboratory tests for SARS as well as effective vaccines are necessary for national authorities.",0.4853820544475603,vaccines,effective
413,zn182czp,78,animal,This work aims to share strategies and candidate antigens to develop safe and effective vaccines against SARS-CoV-2.,0.4853787956280743,candidate antigens,evaluation
414,8flsy5o1,37511,animal,"Based on these findings, CTD may be a promising target for development of an effective vaccine against PDCoV infection in pigs.",0.4853773719201744,pigs,effective
415,651uz4ev,13395,animal,"But it is unknown whether RBD can also induce protective immunity in an animal model, a key aspect for vaccine development.",0.485374846343409,vaccine development,effective
416,yaf3crog,3766,animal,It is necessary to develop safe and effective adjuvants capable of inducing both humoral and cellular immune responses.,0.4853623420682272,adjuvants capable of inducing both humoral and cellular immune responses,effective
417,k785hl1r,29036,animal,The chimeric VLPs elicited significantly higher S1-specific antibody responses in intramuscularly immunized mice and chickens than inactivated IBV viruses.,0.4853607454142594,mice and chickens,mice
418,3rr0j5tk,4860,animal,Our study may guide the rational design of highly effective subunit vaccines to combat MERS-CoV and other life-threatening viruses.,0.4853586125313177,subunit vaccines,effective
419,nb6miso7,4438,animal, The immunogenicity of a candidate-inactivated vaccine prepared from SARS-CoV F69 strain was evaluated in Balb/c mice.,0.4853553988222481,balb / c mice,mice
420,e6mddw5o,14508,animal,Interpretation A vectored mucosal vaccine expressing the SARS-coronavirus S protein alone may be highly effective in a single-dose format for the prevention of SARS.,0.4853528554496914,a vectored mucosal vaccine expressing the sars-coronavirus s protein alone may be highly effective in a single-dose format for the prevention of sars,effective
